season,rows,auc,log_loss,brier_score,accuracy,home_win_rate,mean_predicted_home_win_prob
2025,888,0.8124684894318404,0.5015710014339535,0.16659701094541896,0.759009009009009,0.6452702702702703,0.6154675346859378
