log_loss,brier_score,roc_auc,accuracy,balanced_accuracy,precision,recall,model,split,rows
0.5642699835299775,0.18328672169689975,0.7739492589457967,0.7185525560022975,0.6796112493196436,0.7560165975103734,0.8229448961156278,model_2,validation,1741
0.5502167322151827,0.18444843740350678,0.7713019243757107,0.72027570361861,0.6829880969682462,0.7591973244147158,0.8202348690153568,model_3,validation,1741
0.5247910000569379,0.17632736607260793,0.7922324718136237,0.75,0.7069392503947478,0.7790143084260731,0.8551483420593369,model_2,test,888
0.5238527438408014,0.17623733944720749,0.7926729272279012,0.740990990990991,0.7028172525554724,0.7797716150081566,0.8342059336823735,model_3,test,888
