model_2_feature_count,model_3_feature_count,features_removed,trend_features_removed,sos_features_removed,feature_reduction_percent,validation_model_2_log_loss,validation_model_3_log_loss,validation_log_loss_delta_model_3_minus_model_2,validation_model_2_brier,validation_model_3_brier,validation_brier_delta_model_3_minus_model_2,validation_model_2_auc,validation_model_3_auc,validation_auc_delta_model_3_minus_model_2,validation_model_2_ece,validation_model_3_ece,validation_ece_delta_model_3_minus_model_2,validation_model_2_mce,validation_model_3_mce,validation_mce_delta_model_3_minus_model_2,test_model_2_log_loss,test_model_3_log_loss,test_log_loss_delta_model_3_minus_model_2,test_model_2_brier,test_model_3_brier,test_brier_delta_model_3_minus_model_2,test_model_2_auc,test_model_3_auc,test_auc_delta_model_3_minus_model_2,test_model_2_ece,test_model_3_ece,test_ece_delta_model_3_minus_model_2,test_model_2_mce,test_model_3_mce,test_mce_delta_model_3_minus_model_2,validation_prediction_agreement,validation_mean_abs_probability_difference,test_prediction_agreement,test_mean_abs_probability_difference
44,28,16,12,4,36.36363636363637,0.5642699835299775,0.5502167322151827,-0.014053251314794735,0.18328672169689975,0.18444843740350678,0.0011617157066070305,0.7739492589457967,0.7713019243757107,-0.002647334570086035,0.03350114462797516,0.03735071212005905,0.0038495674920838857,0.09076923076923077,0.07735686274509807,-0.013412368024132704,0.5247910000569379,0.5238527438408014,-0.0009382562161365238,0.17632736607260793,0.17623733944720749,-9.00266254004467e-05,0.7922324718136237,0.7926729272279012,0.00044045541427750745,0.05844002729635472,0.05019104289685064,-0.008248984399504077,0.11226741755026104,0.08896980219858375,-0.023297615351677292,0.941987363584147,0.03356132149482933,0.9527027027027027,0.034944467616802324
