season,team,conference,statName,statValue
2025,Florida Atlantic,American Athletic,fumblesRecoveredOpponent,9
2025,Florida Atlantic,American Athletic,games,12
2025,Florida Atlantic,American Athletic,interceptions,20
2025,Florida Atlantic,American Athletic,interceptionsOpponent,3
2025,Florida Atlantic,American Athletic,interceptionTDs,0
2025,Florida Atlantic,American Athletic,interceptionTDsOpponent,1
2025,Florida Atlantic,American Athletic,interceptionYards,28
2025,Florida Atlantic,American Athletic,interceptionYardsOpponent,172
2025,Florida Atlantic,American Athletic,kickReturns,31
2025,Florida Atlantic,American Athletic,kickReturnsOpponent,16
2025,Florida Atlantic,American Athletic,kickReturnTDs,0
2025,Florida Atlantic,American Athletic,kickReturnTDsOpponent,0
2025,Florida Atlantic,American Athletic,kickReturnYards,686
2025,Florida Atlantic,American Athletic,kickReturnYardsOpponent,301
2025,Florida Atlantic,American Athletic,netPassingYards,4086
2025,Florida Atlantic,American Athletic,netPassingYardsOpponent,2822
2025,Florida Atlantic,American Athletic,passAttempts,581
2025,Florida Atlantic,American Athletic,passAttemptsOpponent,370
2025,Florida Atlantic,American Athletic,passCompletions,384
2025,Florida Atlantic,American Athletic,passCompletionsOpponent,238
2025,Florida Atlantic,American Athletic,passesIntercepted,3
2025,Florida Atlantic,American Athletic,passesInterceptedOpponent,20
2025,Florida Atlantic,American Athletic,passingTDs,28
2025,Florida Atlantic,American Athletic,passingTDsOpponent,20
2025,Florida Atlantic,American Athletic,penalties,79
2025,Florida Atlantic,American Athletic,penaltiesOpponent,90
2025,Florida Atlantic,American Athletic,penaltyYards,672
2025,Florida Atlantic,American Athletic,penaltyYardsOpponent,805
2025,Florida Atlantic,American Athletic,possessionTime,20553
2025,Florida Atlantic,American Athletic,possessionTimeOpponent,22647
2025,Florida Atlantic,American Athletic,puntReturns,16
2025,Florida Atlantic,American Athletic,puntReturnsOpponent,9
2025,Florida Atlantic,American Athletic,puntReturnTDs,2
2025,Florida Atlantic,American Athletic,puntReturnTDsOpponent,0
2025,Florida Atlantic,American Athletic,puntReturnYards,304
2025,Florida Atlantic,American Athletic,puntReturnYardsOpponent,107
2025,Florida Atlantic,American Athletic,rushingAttempts,354
2025,Florida Atlantic,American Athletic,rushingAttemptsOpponent,507
2025,Florida Atlantic,American Athletic,rushingTDs,13
2025,Florida Atlantic,American Athletic,rushingTDsOpponent,35
2025,Florida Atlantic,American Athletic,rushingYards,1262
2025,Florida Atlantic,American Athletic,rushingYardsOpponent,2412
2025,Florida Atlantic,American Athletic,sacks,22
2025,Florida Atlantic,American Athletic,sacksOpponent,21
2025,Florida Atlantic,American Athletic,tacklesForLoss,65
2025,Florida Atlantic,American Athletic,tacklesForLossOpponent,72
2025,Florida Atlantic,American Athletic,thirdDownConversions,70
2025,Florida Atlantic,American Athletic,thirdDownConversionsOpponent,84
2025,Florida Atlantic,American Athletic,thirdDowns,190
2025,Florida Atlantic,American Athletic,thirdDownsOpponent,185
2025,Florida Atlantic,American Athletic,totalYards,5348
2025,Florida Atlantic,American Athletic,totalYardsOpponent,5234
2025,Florida Atlantic,American Athletic,turnovers,29
2025,Florida Atlantic,American Athletic,turnoversOpponent,8
2025,Florida International,Conference USA,firstDowns,268
2025,Florida International,Conference USA,firstDownsOpponent,273
2025,Florida International,Conference USA,fourthDownConversions,19
2025,Florida International,Conference USA,fourthDownConversionsOpponent,14
2025,Florida International,Conference USA,fourthDowns,39
2025,Florida International,Conference USA,fourthDownsOpponent,33
2025,Florida International,Conference USA,fumblesLost,8
2025,Florida International,Conference USA,fumblesLostOpponent,9
2025,Florida International,Conference USA,fumblesRecovered,9
2025,Florida International,Conference USA,fumblesRecoveredOpponent,8
2025,Florida International,Conference USA,games,13
2025,Florida International,Conference USA,interceptions,13
2025,Florida International,Conference USA,interceptionsOpponent,12
2025,Florida International,Conference USA,interceptionTDs,0
2025,Florida International,Conference USA,interceptionTDsOpponent,0
2025,Florida International,Conference USA,interceptionYards,161
2025,Florida International,Conference USA,interceptionYardsOpponent,33
2025,Florida International,Conference USA,kickReturns,28
2025,Florida International,Conference USA,kickReturnsOpponent,44
2025,Florida International,Conference USA,kickReturnTDs,0
2025,Florida International,Conference USA,kickReturnTDsOpponent,0
2025,Florida International,Conference USA,kickReturnYards,557
2025,Florida International,Conference USA,kickReturnYardsOpponent,881
2025,Florida International,Conference USA,netPassingYards,2800
2025,Florida International,Conference USA,netPassingYardsOpponent,3256
2025,Florida International,Conference USA,passAttempts,429
2025,Florida International,Conference USA,passAttemptsOpponent,458
2025,Florida International,Conference USA,passCompletions,257
2025,Florida International,Conference USA,passCompletionsOpponent,278
2025,Florida International,Conference USA,passesIntercepted,12
2025,Florida International,Conference USA,passesInterceptedOpponent,13
2025,Florida International,Conference USA,passingTDs,20
2025,Florida International,Conference USA,passingTDsOpponent,26
2025,Florida International,Conference USA,penalties,85
2025,Florida International,Conference USA,penaltiesOpponent,81
2025,Florida International,Conference USA,penaltyYards,722
2025,Florida International,Conference USA,penaltyYardsOpponent,762
2025,Florida International,Conference USA,possessionTime,24666
2025,Florida International,Conference USA,possessionTimeOpponent,22134
2025,Florida International,Conference USA,puntReturns,17
2025,Florida International,Conference USA,puntReturnsOpponent,21
2025,Florida International,Conference USA,puntReturnTDs,1
2025,Florida International,Conference USA,puntReturnTDsOpponent,2
2025,Florida International,Conference USA,puntReturnYards,204
2025,Florida International,Conference USA,puntReturnYardsOpponent,173
2025,Florida International,Conference USA,rushingAttempts,485
2025,Florida International,Conference USA,rushingAttemptsOpponent,446
2025,Florida International,Conference USA,rushingTDs,26
2025,Florida International,Conference USA,rushingTDsOpponent,20
2025,Florida International,Conference USA,rushingYards,2361
2025,Florida International,Conference USA,rushingYardsOpponent,2101
2025,Florida International,Conference USA,sacks,30
2025,Florida International,Conference USA,sacksOpponent,23
2025,Florida International,Conference USA,tacklesForLoss,69
2025,Florida International,Conference USA,tacklesForLossOpponent,70
2025,Florida International,Conference USA,thirdDownConversions,69
2025,Florida International,Conference USA,thirdDownConversionsOpponent,72
2025,Florida International,Conference USA,thirdDowns,193
2025,Florida International,Conference USA,thirdDownsOpponent,182
2025,Florida International,Conference USA,totalYards,5161
2025,Florida International,Conference USA,totalYardsOpponent,5357
2025,Florida International,Conference USA,turnovers,21
2025,Florida International,Conference USA,turnoversOpponent,21
2025,Florida State,ACC,firstDowns,289
2025,Florida State,ACC,firstDownsOpponent,223
2025,Florida State,ACC,fourthDownConversions,17
2025,Florida State,ACC,fourthDownConversionsOpponent,18
2025,Florida State,ACC,fourthDowns,30
2025,Florida State,ACC,fourthDownsOpponent,27
2025,Florida State,ACC,fumblesLost,10
2025,Florida State,ACC,fumblesLostOpponent,2
2025,Florida State,ACC,fumblesRecovered,2
2025,Florida State,ACC,fumblesRecoveredOpponent,10
2025,Florida State,ACC,games,12
2025,Florida State,ACC,interceptions,9
2025,Florida State,ACC,interceptionsOpponent,12
2025,Florida State,ACC,interceptionTDs,0
2025,Florida State,ACC,interceptionTDsOpponent,0
2025,Florida State,ACC,interceptionYards,149
2025,Florida State,ACC,interceptionYardsOpponent,175
2025,Florida State,ACC,kickReturns,12
2025,Florida State,ACC,kickReturnsOpponent,4
2025,Florida State,ACC,kickReturnTDs,0
2025,Florida State,ACC,kickReturnTDsOpponent,0
2025,Florida State,ACC,kickReturnYards,254
2025,Florida State,ACC,kickReturnYardsOpponent,34
2025,Florida State,ACC,netPassingYards,3041
2025,Florida State,ACC,netPassingYardsOpponent,2289
2025,Florida State,ACC,passAttempts,339
2025,Florida State,ACC,passAttemptsOpponent,326
2025,Florida State,ACC,passCompletions,200
2025,Florida State,ACC,passCompletionsOpponent,203
2025,Florida State,ACC,passesIntercepted,12
2025,Florida State,ACC,passesInterceptedOpponent,9
2025,Florida State,ACC,passingTDs,20
2025,Florida State,ACC,passingTDsOpponent,20
2025,Florida State,ACC,penalties,65
2025,Florida State,ACC,penaltiesOpponent,76
2025,Florida State,ACC,penaltyYards,544
2025,Florida State,ACC,penaltyYardsOpponent,642
2025,Florida State,ACC,possessionTime,20708
2025,Florida State,ACC,possessionTimeOpponent,22492
2025,Florida State,ACC,puntReturns,12
2025,Florida State,ACC,puntReturnsOpponent,3
2025,Florida State,ACC,puntReturnTDs,0
2025,Florida State,ACC,puntReturnTDsOpponent,0
2025,Florida State,ACC,puntReturnYards,139
2025,Florida State,ACC,puntReturnYardsOpponent,27
2025,Florida State,ACC,rushingAttempts,505
2025,Florida State,ACC,rushingAttemptsOpponent,460
2025,Florida State,ACC,rushingTDs,31
2025,Florida State,ACC,rushingTDsOpponent,12
2025,Florida State,ACC,rushingYards,2626
2025,Florida State,ACC,rushingYardsOpponent,1660
2025,Florida State,ACC,sacks,31
2025,Florida State,ACC,sacksOpponent,24
2025,Florida State,ACC,tacklesForLoss,73
2025,Florida State,ACC,tacklesForLossOpponent,59
2025,Florida State,ACC,thirdDownConversions,80
2025,Florida State,ACC,thirdDownConversionsOpponent,66
2025,Florida State,ACC,thirdDowns,158
2025,Florida State,ACC,thirdDownsOpponent,172
2025,Florida State,ACC,totalYards,5667
2025,Florida State,ACC,totalYardsOpponent,3949
2025,Florida State,ACC,turnovers,19
2025,Florida State,ACC,turnoversOpponent,14
2025,Fresno State,Mountain West,firstDowns,246
2025,Fresno State,Mountain West,firstDownsOpponent,214
2025,Fresno State,Mountain West,fourthDownConversions,9
2025,Fresno State,Mountain West,fourthDownConversionsOpponent,11
2025,Fresno State,Mountain West,fourthDowns,21
2025,Fresno State,Mountain West,fourthDownsOpponent,22
2025,Fresno State,Mountain West,fumblesLost,7
2025,Fresno State,Mountain West,fumblesLostOpponent,5
2025,Fresno State,Mountain West,fumblesRecovered,6
2025,Fresno State,Mountain West,fumblesRecoveredOpponent,7
2025,Fresno State,Mountain West,games,13
2025,Fresno State,Mountain West,interceptions,13
2025,Fresno State,Mountain West,interceptionsOpponent,20
2025,Fresno State,Mountain West,interceptionTDs,2
2025,Fresno State,Mountain West,interceptionTDsOpponent,2
2025,Fresno State,Mountain West,interceptionYards,232
2025,Fresno State,Mountain West,interceptionYardsOpponent,191
2025,Fresno State,Mountain West,kickReturns,22
2025,Fresno State,Mountain West,kickReturnsOpponent,26
2025,Fresno State,Mountain West,kickReturnTDs,0
2025,Fresno State,Mountain West,kickReturnTDsOpponent,0
2025,Fresno State,Mountain West,kickReturnYards,464
2025,Fresno State,Mountain West,kickReturnYardsOpponent,418
2025,Fresno State,Mountain West,netPassingYards,2384
2025,Fresno State,Mountain West,netPassingYardsOpponent,1998
2025,Fresno State,Mountain West,passAttempts,373
2025,Fresno State,Mountain West,passAttemptsOpponent,369
2025,Fresno State,Mountain West,passCompletions,239
2025,Fresno State,Mountain West,passCompletionsOpponent,198
2025,Fresno State,Mountain West,passesIntercepted,20
2025,Fresno State,Mountain West,passesInterceptedOpponent,13
2025,Fresno State,Mountain West,passingTDs,14
2025,Fresno State,Mountain West,passingTDsOpponent,18
2025,Fresno State,Mountain West,penalties,86
2025,Fresno State,Mountain West,penaltiesOpponent,90
2025,Fresno State,Mountain West,penaltyYards,788
2025,Fresno State,Mountain West,penaltyYardsOpponent,792
2025,Fresno State,Mountain West,possessionTime,25211
2025,Fresno State,Mountain West,possessionTimeOpponent,21588
2025,Fresno State,Mountain West,puntReturns,22
2025,Fresno State,Mountain West,puntReturnsOpponent,8
2025,Fresno State,Mountain West,puntReturnTDs,1
2025,Fresno State,Mountain West,puntReturnTDsOpponent,0
2025,Fresno State,Mountain West,puntReturnYards,181
2025,Fresno State,Mountain West,puntReturnYardsOpponent,24
2025,Fresno State,Mountain West,rushingAttempts,482
2025,Fresno State,Mountain West,rushingAttemptsOpponent,420
2025,Fresno State,Mountain West,rushingTDs,22
2025,Fresno State,Mountain West,rushingTDsOpponent,9
2025,Fresno State,Mountain West,rushingYards,2219
2025,Fresno State,Mountain West,rushingYardsOpponent,1738
2025,Fresno State,Mountain West,sacks,24
2025,Fresno State,Mountain West,sacksOpponent,19
2025,Fresno State,Mountain West,tacklesForLoss,67
2025,Fresno State,Mountain West,tacklesForLossOpponent,71
2025,Fresno State,Mountain West,thirdDownConversions,64
2025,Fresno State,Mountain West,thirdDownConversionsOpponent,63
2025,Fresno State,Mountain West,thirdDowns,176
2025,Fresno State,Mountain West,thirdDownsOpponent,175
2025,Fresno State,Mountain West,totalYards,4603
2025,Fresno State,Mountain West,totalYardsOpponent,3736
2025,Fresno State,Mountain West,turnovers,20
2025,Fresno State,Mountain West,turnoversOpponent,25
2025,Georgia,SEC,firstDowns,339
2025,Georgia,SEC,firstDownsOpponent,227
2025,Georgia,SEC,fourthDownConversions,15
2025,Georgia,SEC,fourthDownConversionsOpponent,10
2025,Georgia,SEC,fourthDowns,20
2025,Georgia,SEC,fourthDownsOpponent,23
2025,Georgia,SEC,fumblesLost,6
2025,Georgia,SEC,fumblesLostOpponent,4
2025,Georgia,SEC,fumblesRecovered,4
2025,Georgia,SEC,fumblesRecoveredOpponent,6
2025,Georgia,SEC,games,14
2025,Georgia,SEC,interceptions,7
2025,Georgia,SEC,interceptionsOpponent,9
2025,Georgia,SEC,interceptionTDs,0
2025,Georgia,SEC,interceptionTDsOpponent,0
2025,Georgia,SEC,interceptionYards,30
2025,Georgia,SEC,interceptionYardsOpponent,114
2025,Georgia,SEC,kickReturns,11
2025,Georgia,SEC,kickReturnsOpponent,13
2025,Georgia,SEC,kickReturnTDs,0
2025,Georgia,SEC,kickReturnTDsOpponent,0
2025,Georgia,SEC,kickReturnYards,211
2025,Georgia,SEC,kickReturnYardsOpponent,179
2025,Georgia,SEC,netPassingYards,3083
2025,Georgia,SEC,netPassingYardsOpponent,3031
2025,Georgia,SEC,passAttempts,417
2025,Georgia,SEC,passAttemptsOpponent,458
2025,Georgia,SEC,passCompletions,287
2025,Georgia,SEC,passCompletionsOpponent,279
2025,Georgia,SEC,passesIntercepted,9
2025,Georgia,SEC,passesInterceptedOpponent,7
2025,Georgia,SEC,passingTDs,25
2025,Georgia,SEC,passingTDsOpponent,14
2025,Georgia,SEC,penalties,64
2025,Georgia,SEC,penaltiesOpponent,78
2025,Georgia,SEC,penaltyYards,609
2025,Georgia,SEC,penaltyYardsOpponent,622
2025,Georgia,SEC,possessionTime,28289
2025,Georgia,SEC,possessionTimeOpponent,22111
2025,Georgia,SEC,puntReturns,22
2025,Georgia,SEC,puntReturnsOpponent,6
2025,Georgia,SEC,puntReturnTDs,0
2025,Georgia,SEC,puntReturnTDsOpponent,0
2025,Georgia,SEC,puntReturnYards,243
2025,Georgia,SEC,puntReturnYardsOpponent,29
2025,Georgia,SEC,rushingAttempts,576
2025,Georgia,SEC,rushingAttemptsOpponent,387
2025,Georgia,SEC,rushingTDs,31
2025,Georgia,SEC,rushingTDsOpponent,14
2025,Georgia,SEC,rushingYards,2553
2025,Georgia,SEC,rushingYardsOpponent,1142
2025,Georgia,SEC,sacks,19
2025,Georgia,SEC,sacksOpponent,18
2025,Georgia,SEC,tacklesForLoss,58
2025,Georgia,SEC,tacklesForLossOpponent,79
2025,Georgia,SEC,thirdDownConversions,79
2025,Georgia,SEC,thirdDownConversionsOpponent,65
2025,Georgia,SEC,thirdDowns,182
2025,Georgia,SEC,thirdDownsOpponent,185
2025,Georgia,SEC,totalYards,5636
2025,Georgia,SEC,totalYardsOpponent,4173
2025,Georgia,SEC,turnovers,13
2025,Georgia,SEC,turnoversOpponent,13
2025,Georgia Southern,Sun Belt,firstDowns,287
2025,Georgia Southern,Sun Belt,firstDownsOpponent,324
2025,Georgia Southern,Sun Belt,fourthDownConversions,9
2025,Georgia Southern,Sun Belt,fourthDownConversionsOpponent,9
2025,Georgia Southern,Sun Belt,fourthDowns,16
2025,Georgia Southern,Sun Belt,fourthDownsOpponent,20
2025,Georgia Southern,Sun Belt,fumblesLost,4
2025,Georgia Southern,Sun Belt,fumblesLostOpponent,7
2025,Georgia Southern,Sun Belt,fumblesRecovered,7
2025,Georgia Southern,Sun Belt,fumblesRecoveredOpponent,4
2025,Georgia Southern,Sun Belt,games,13
2025,Georgia Southern,Sun Belt,interceptions,9
2025,Georgia Southern,Sun Belt,interceptionsOpponent,12
2025,Georgia Southern,Sun Belt,interceptionTDs,0
2025,Georgia Southern,Sun Belt,interceptionTDsOpponent,1
2025,Georgia Southern,Sun Belt,interceptionYards,29
2025,Georgia Southern,Sun Belt,interceptionYardsOpponent,128
2025,Georgia Southern,Sun Belt,kickReturns,38
2025,Georgia Southern,Sun Belt,kickReturnsOpponent,36
2025,Georgia Southern,Sun Belt,kickReturnTDs,1
2025,Georgia Southern,Sun Belt,kickReturnTDsOpponent,2
2025,Georgia Southern,Sun Belt,kickReturnYards,838
2025,Georgia Southern,Sun Belt,kickReturnYardsOpponent,898
2025,Georgia Southern,Sun Belt,netPassingYards,3211
2025,Georgia Southern,Sun Belt,netPassingYardsOpponent,3123
2025,Georgia Southern,Sun Belt,passAttempts,431
2025,Georgia Southern,Sun Belt,passAttemptsOpponent,415
2025,Georgia Southern,Sun Belt,passCompletions,273
2025,Georgia Southern,Sun Belt,passCompletionsOpponent,264
2025,Georgia Southern,Sun Belt,passesIntercepted,12
2025,Georgia Southern,Sun Belt,passesInterceptedOpponent,9
2025,Georgia Southern,Sun Belt,passingTDs,26
2025,Georgia Southern,Sun Belt,passingTDsOpponent,15
2025,Georgia Southern,Sun Belt,penalties,69
2025,Georgia Southern,Sun Belt,penaltiesOpponent,88
2025,Georgia Southern,Sun Belt,penaltyYards,655
2025,Georgia Southern,Sun Belt,penaltyYardsOpponent,734
2025,Georgia Southern,Sun Belt,possessionTime,23019
2025,Georgia Southern,Sun Belt,possessionTimeOpponent,23781
2025,Georgia Southern,Sun Belt,puntReturns,11
2025,Georgia Southern,Sun Belt,puntReturnsOpponent,15
2025,Georgia Southern,Sun Belt,puntReturnTDs,0
2025,Georgia Southern,Sun Belt,puntReturnTDsOpponent,0
2025,Georgia Southern,Sun Belt,puntReturnYards,73
2025,Georgia Southern,Sun Belt,puntReturnYardsOpponent,109
2025,Georgia Southern,Sun Belt,rushingAttempts,461
2025,Georgia Southern,Sun Belt,rushingAttemptsOpponent,496
2025,Georgia Southern,Sun Belt,rushingTDs,18
2025,Georgia Southern,Sun Belt,rushingTDsOpponent,35
2025,Georgia Southern,Sun Belt,rushingYards,2019
2025,Georgia Southern,Sun Belt,rushingYardsOpponent,2848
2025,Georgia Southern,Sun Belt,sacks,12
2025,Georgia Southern,Sun Belt,sacksOpponent,29
2025,Georgia Southern,Sun Belt,tacklesForLoss,60
2025,Georgia Southern,Sun Belt,tacklesForLossOpponent,66
2025,Georgia Southern,Sun Belt,thirdDownConversions,80
2025,Georgia Southern,Sun Belt,thirdDownConversionsOpponent,77
2025,Georgia Southern,Sun Belt,thirdDowns,179
2025,Georgia Southern,Sun Belt,thirdDownsOpponent,167
2025,Georgia Southern,Sun Belt,totalYards,5230
2025,Georgia Southern,Sun Belt,totalYardsOpponent,5971
2025,Georgia Southern,Sun Belt,turnovers,13
2025,Georgia Southern,Sun Belt,turnoversOpponent,19
2025,Georgia State,Sun Belt,firstDowns,235
2025,Georgia State,Sun Belt,firstDownsOpponent,282
2025,Georgia State,Sun Belt,fourthDownConversions,15
2025,Georgia State,Sun Belt,fourthDownConversionsOpponent,12
2025,Georgia State,Sun Belt,fourthDowns,34
2025,Georgia State,Sun Belt,fourthDownsOpponent,20
2025,Georgia State,Sun Belt,fumblesLost,6
2025,Georgia State,Sun Belt,fumblesLostOpponent,3
2025,Georgia State,Sun Belt,fumblesRecovered,3
2025,Georgia State,Sun Belt,fumblesRecoveredOpponent,6
2025,Georgia State,Sun Belt,games,12
2025,Georgia State,Sun Belt,interceptions,11
2025,Georgia State,Sun Belt,interceptionsOpponent,3
2025,Georgia State,Sun Belt,interceptionTDs,0
2025,Georgia State,Sun Belt,interceptionTDsOpponent,1
2025,Georgia State,Sun Belt,interceptionYards,48
2025,Georgia State,Sun Belt,interceptionYardsOpponent,104
2025,Georgia State,Sun Belt,kickReturns,29
2025,Georgia State,Sun Belt,kickReturnsOpponent,7
2025,Georgia State,Sun Belt,kickReturnTDs,0
2025,Georgia State,Sun Belt,kickReturnTDsOpponent,0
2025,Georgia State,Sun Belt,kickReturnYards,510
2025,Georgia State,Sun Belt,kickReturnYardsOpponent,200
2025,Georgia State,Sun Belt,netPassingYards,3053
2025,Georgia State,Sun Belt,netPassingYardsOpponent,2889
2025,Georgia State,Sun Belt,passAttempts,475
2025,Georgia State,Sun Belt,passAttemptsOpponent,340
2025,Georgia State,Sun Belt,passCompletions,288
2025,Georgia State,Sun Belt,passCompletionsOpponent,219
2025,Georgia State,Sun Belt,passesIntercepted,3
2025,Georgia State,Sun Belt,passesInterceptedOpponent,11
2025,Georgia State,Sun Belt,passingTDs,22
2025,Georgia State,Sun Belt,passingTDsOpponent,25
2025,Georgia State,Sun Belt,penalties,103
2025,Georgia State,Sun Belt,penaltiesOpponent,71
2025,Georgia State,Sun Belt,penaltyYards,815
2025,Georgia State,Sun Belt,penaltyYardsOpponent,639
2025,Georgia State,Sun Belt,possessionTime,21730
2025,Georgia State,Sun Belt,possessionTimeOpponent,21470
2025,Georgia State,Sun Belt,puntReturns,8
2025,Georgia State,Sun Belt,puntReturnsOpponent,24
2025,Georgia State,Sun Belt,puntReturnTDs,0
2025,Georgia State,Sun Belt,puntReturnTDsOpponent,1
2025,Georgia State,Sun Belt,puntReturnYards,10
2025,Georgia State,Sun Belt,puntReturnYardsOpponent,357
2025,Georgia State,Sun Belt,rushingAttempts,366
2025,Georgia State,Sun Belt,rushingAttemptsOpponent,491
2025,Georgia State,Sun Belt,rushingTDs,9
2025,Georgia State,Sun Belt,rushingTDsOpponent,31
2025,Georgia State,Sun Belt,rushingYards,1485
2025,Georgia State,Sun Belt,rushingYardsOpponent,2515
2025,Georgia State,Sun Belt,sacks,18
2025,Georgia State,Sun Belt,sacksOpponent,19
2025,Georgia State,Sun Belt,tacklesForLoss,58
2025,Georgia State,Sun Belt,tacklesForLossOpponent,62
2025,Georgia State,Sun Belt,thirdDownConversions,68
2025,Georgia State,Sun Belt,thirdDownConversionsOpponent,76
2025,Georgia State,Sun Belt,thirdDowns,176
2025,Georgia State,Sun Belt,thirdDownsOpponent,162
2025,Georgia State,Sun Belt,totalYards,4538
2025,Georgia State,Sun Belt,totalYardsOpponent,5404
2025,Georgia State,Sun Belt,turnovers,17
2025,Georgia State,Sun Belt,turnoversOpponent,6
2025,Georgia Tech,ACC,firstDowns,304
2025,Georgia Tech,ACC,firstDownsOpponent,275
2025,Georgia Tech,ACC,fourthDownConversions,7
2025,Georgia Tech,ACC,fourthDownConversionsOpponent,15
2025,Georgia Tech,ACC,fourthDowns,16
2025,Georgia Tech,ACC,fourthDownsOpponent,23
2025,Georgia Tech,ACC,fumblesLost,8
2025,Georgia Tech,ACC,fumblesLostOpponent,5
2025,Georgia Tech,ACC,fumblesRecovered,5
2025,Georgia Tech,ACC,fumblesRecoveredOpponent,7
2025,Georgia Tech,ACC,games,13
2025,Georgia Tech,ACC,interceptions,7
2025,Georgia Tech,ACC,interceptionsOpponent,4
2025,Georgia Tech,ACC,interceptionTDs,0
2025,Georgia Tech,ACC,interceptionTDsOpponent,1
2025,Georgia Tech,ACC,interceptionYards,57
2025,Georgia Tech,ACC,interceptionYardsOpponent,110
2025,Georgia Tech,ACC,kickReturns,20
2025,Georgia Tech,ACC,kickReturnsOpponent,13
2025,Georgia Tech,ACC,kickReturnTDs,0
2025,Georgia Tech,ACC,kickReturnTDsOpponent,0
2025,Georgia Tech,ACC,kickReturnYards,334
2025,Georgia Tech,ACC,kickReturnYardsOpponent,221
2025,Georgia Tech,ACC,netPassingYards,3413
2025,Georgia Tech,ACC,netPassingYardsOpponent,3053
2025,Georgia Tech,ACC,passAttempts,394
2025,Georgia Tech,ACC,passAttemptsOpponent,407
2025,Georgia Tech,ACC,passCompletions,275
2025,Georgia Tech,ACC,passCompletionsOpponent,253
2025,Georgia Tech,ACC,passesIntercepted,4
2025,Georgia Tech,ACC,passesInterceptedOpponent,7
2025,Georgia Tech,ACC,passingTDs,16
2025,Georgia Tech,ACC,passingTDsOpponent,19
2025,Georgia Tech,ACC,penalties,78
2025,Georgia Tech,ACC,penaltiesOpponent,81
2025,Georgia Tech,ACC,penaltyYards,614
2025,Georgia Tech,ACC,penaltyYardsOpponent,720
2025,Georgia Tech,ACC,possessionTime,22662
2025,Georgia Tech,ACC,possessionTimeOpponent,24141
2025,Georgia Tech,ACC,puntReturns,15
2025,Georgia Tech,ACC,puntReturnsOpponent,11
2025,Georgia Tech,ACC,puntReturnTDs,0
2025,Georgia Tech,ACC,puntReturnTDsOpponent,0
2025,Georgia Tech,ACC,puntReturnYards,153
2025,Georgia Tech,ACC,puntReturnYardsOpponent,109
2025,Georgia Tech,ACC,rushingAttempts,462
2025,Georgia Tech,ACC,rushingAttemptsOpponent,465
2025,Georgia Tech,ACC,rushingTDs,31
2025,Georgia Tech,ACC,rushingTDsOpponent,21
2025,Georgia Tech,ACC,rushingYards,2569
2025,Georgia Tech,ACC,rushingYardsOpponent,2140
2025,Georgia Tech,ACC,sacks,27
2025,Georgia Tech,ACC,sacksOpponent,10
2025,Georgia Tech,ACC,tacklesForLoss,63
2025,Georgia Tech,ACC,tacklesForLossOpponent,58
2025,Georgia Tech,ACC,thirdDownConversions,71
2025,Georgia Tech,ACC,thirdDownConversionsOpponent,71
2025,Georgia Tech,ACC,thirdDowns,154
2025,Georgia Tech,ACC,thirdDownsOpponent,177
2025,Georgia Tech,ACC,totalYards,5982
2025,Georgia Tech,ACC,totalYardsOpponent,5193
2025,Georgia Tech,ACC,turnovers,15
2025,Georgia Tech,ACC,turnoversOpponent,9
2025,Hawai'i,Mountain West,firstDowns,266
2025,Hawai'i,Mountain West,firstDownsOpponent,251
2025,Hawai'i,Mountain West,fourthDownConversions,12
2025,Hawai'i,Mountain West,fourthDownConversionsOpponent,8
2025,Hawai'i,Mountain West,fourthDowns,20
2025,Hawai'i,Mountain West,fourthDownsOpponent,24
2025,Hawai'i,Mountain West,fumblesLost,5
2025,Hawai'i,Mountain West,fumblesLostOpponent,7
2025,Hawai'i,Mountain West,fumblesRecovered,7
2025,Hawai'i,Mountain West,fumblesRecoveredOpponent,6
2025,Hawai'i,Mountain West,games,13
2025,Hawai'i,Mountain West,interceptions,12
2025,Hawai'i,Mountain West,interceptionsOpponent,8
2025,Hawai'i,Mountain West,interceptionTDs,2
2025,Hawai'i,Mountain West,interceptionTDsOpponent,3
2025,Hawai'i,Mountain West,interceptionYards,134
2025,Hawai'i,Mountain West,interceptionYardsOpponent,287
2025,Hawai'i,Mountain West,kickReturns,15
2025,Hawai'i,Mountain West,kickReturnsOpponent,36
2025,Hawai'i,Mountain West,kickReturnTDs,1
2025,Hawai'i,Mountain West,kickReturnTDsOpponent,0
2025,Hawai'i,Mountain West,kickReturnYards,366
2025,Hawai'i,Mountain West,kickReturnYardsOpponent,684
2025,Hawai'i,Mountain West,netPassingYards,3778
2025,Hawai'i,Mountain West,netPassingYardsOpponent,2953
2025,Hawai'i,Mountain West,passAttempts,540
2025,Hawai'i,Mountain West,passAttemptsOpponent,394
2025,Hawai'i,Mountain West,passCompletions,350
2025,Hawai'i,Mountain West,passCompletionsOpponent,234
2025,Hawai'i,Mountain West,passesIntercepted,8
2025,Hawai'i,Mountain West,passesInterceptedOpponent,12
2025,Hawai'i,Mountain West,passingTDs,30
2025,Hawai'i,Mountain West,passingTDsOpponent,15
2025,Hawai'i,Mountain West,penalties,100
2025,Hawai'i,Mountain West,penaltiesOpponent,90
2025,Hawai'i,Mountain West,penaltyYards,855
2025,Hawai'i,Mountain West,penaltyYardsOpponent,830
2025,Hawai'i,Mountain West,possessionTime,24923
