feature_family,feature_count,importance,importance_pct
Core Strength,8,0.7104571277426495,71.04571277426494
Offensive Efficiency,8,0.13172250941155095,13.172250941155095
Recent Form,8,0.08742095814092579,8.742095814092579
Defensive Efficiency,4,0.07039940470487403,7.039940470487403
