model,feature_count,train_rows,validation_rows,test_rows,validation_log_loss,test_log_loss,validation_brier_score,test_brier_score,validation_roc_auc,test_roc_auc,validation_accuracy,test_accuracy,validation_balanced_accuracy,test_balanced_accuracy,validation_precision,test_precision,validation_recall,test_recall,training_features_with_missing_values,training_missing_values,validation_missing_values,test_missing_values,removed_trend_features,removed_sos_features,accidental_removed_features_retained
Gradient Boosting Model 3,28,6432,1741,888,0.5201672805951139,0.508608479088325,0.1740535173042409,0.16968828121181823,0.7998213262889726,0.8038255907365854,0.7363584147041929,0.7533783783783784,0.7020373647479903,0.7188481675392671,0.7731871838111298,0.7920792079207921,0.8283649503161699,0.837696335078534,26,21073,4699,2315,12,4,0
