season,games,home_win_rate,mean_predicted_probability,log_loss,brier_score,roc_auc,accuracy
2025,888,0.6452702702702703,0.6191693021730024,0.508608479088325,0.16968828121181823,0.8038255907365854,0.7533783783783784
