gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns
401281946,2021,1,regular,Clemson,ACC,home,3,0,0,18,0,1,3,3,0,1,1,2,4,0,35,1,2,3,28:31,1,0,1,7-59,0.1,23,2,4.8,19-37,178,180,0-1,5-16,14,,,
401281946,2021,1,regular,Georgia,SEC,away,10,0,0,25,0,1,4,74,1,1,0,2,8,1,27,7,2,4,31:29,1,1,2,10-94,3.9,31,121,4.5,22-30,135,256,0-0,7-15,15,13,0,2
401281945,2021,1,regular,Florida Atlantic,Conference USA,away,14,1,1,61,0,3,2,0,0,2,0,2,4,0,35,0,0,4,29:42,0,2,2,6-28,2.5,37,92,7.9,19-33,261,353,0-2,5-12,23,-1,0,1
401281945,2021,1,regular,Florida,SEC,home,35,4,1,0,0,1,5,,,,2,0,6,0,35,6,8,1,30:18,2,0,2,9-91,8.7,46,400,4.4,20-35,153,553,1-2,10-16,26,50,0,3
401281952,2021,1,regular,Bowling Green,Mid-American,away,6,0,0,96,0,5,6,,,,2,1,4,0,56,3,0,0,33:53,0,0,0,11-80,1.4,23,32,4.9,25-38,187,219,0-2,2-14,11,,,
401281952,2021,1,regular,Tennessee,SEC,home,38,4,1,71,0,3,8,,,,0,2,11,0,32,2,3,6,26:07,0,2,2,5-45,5.2,64,331,6.0,12-24,144,475,1-3,7-15,31,12,0,3
401281951,2021,1,regular,Eastern Illinois,OVC,away,0,0,0,21,0,1,,,,,1,0,5,0,45,1,2,1,25:20,2,0,2,5-41,1.4,22,31,3.5,13-22,78,109,1-1,0-9,9,,,
401281951,2021,1,regular,South Carolina,SEC,home,46,1,4,3,0,1,8,66,1,2,0,1,5,1,28,2,3,1,34:40,0,1,1,8-61,5.4,47,254,6.9,18-27,185,439,3-3,7-13,22,3,0,2
401281947,2021,1,regular,UL Monroe,Sun Belt,away,10,1,0,,,,4,0,0,1,3,0,4,0,35,4,3,2,28:13,0,0,0,3-25,0.4,43,17,3.5,11-20,70,87,1-1,6-19,12,,,
401281947,2021,1,regular,Kentucky,SEC,home,45,2,4,28,0,2,9,,,,0,5,14,0,37,6,2,2,31:47,1,2,3,7-65,4.3,34,145,12.7,22-33,419,564,0-1,6-11,24,9,0,3
401282054,2021,1,regular,East Tennessee State,Southern,away,23,0,1,,,,11,95,0,2,2,0,4,0,41,2,3,5,32:47,0,0,0,7-75,4.8,37,179,6.1,13-22,135,314,0-1,6-15,13,,,
401282054,2021,1,regular,Vanderbilt,SEC,home,3,0,0,51,0,3,3,,,,0,1,4,0,36,0,2,4,27:13,2,1,3,8-70,2.7,31,85,5.4,24-44,236,321,1-2,5-15,23,,,
401282612,2021,1,regular,Pittsburgh,ACC,home,51,5,2,47,0,1,9,,,,1,3,6,0,32,5,9,4,30:48,0,2,2,3-30,5.4,41,223,8.3,34-45,375,598,1-2,8-13,35,-1,0,5
401282612,2021,1,regular,Massachusetts,FBS Independents,away,7,1,0,67,0,5,1,,,,2,1,3,0,50,1,1,4,29:12,0,1,1,6-66,1.6,27,42,5.4,14-31,167,209,0-0,3-13,11,,,
401287890,2021,1,regular,Missouri State,MVFC,away,16,0,1,68,0,3,10,0,0,1,1,0,6,0,31,1,4,3,35:30,0,2,2,8-57,2.8,37,102,5.1,24-46,234,336,0-2,6-18,23,5,0,2
401287890,2021,1,regular,Oklahoma State,Big 12,home,23,2,1,36,0,2,5,,,,2,2,9,0,43,5,11,3,24:30,1,1,2,10-68,1.9,28,54,7.9,22-40,315,369,0-1,7-16,16,15,0,3
401287889,2021,1,regular,Stanford,Pac-12,away,7,0,1,21,0,1,1,0,0,1,0,1,6,0,31,3,1,0,32:53,2,0,2,9-65,1.8,22,39,6.5,23-30,194,233,1-1,4-12,14,,,
401287889,2021,1,regular,Kansas State,Big 12,home,24,3,0,,,,6,37,0,2,0,,8,0,33,4,0,2,27:07,1,0,1,9-80,6.5,31,200,10.3,9-14,144,344,1-1,2-7,15,9,0,2
401287893,2021,1,regular,Texas State,Sun Belt,home,20,1,1,,,,8,,,,1,1,5,0,38,0,2,0,25:12,3,0,3,3-25,2.9,27,79,3.9,20-40,156,235,1-1,4-14,20,,,
401287893,2021,1,regular,Baylor,Big 12,away,29,2,0,40,0,2,9,40,1,3,0,2,7,1,24,1,5,3,34:48,0,1,1,11-99,5.3,45,238,6.2,15-24,148,386,1-2,5-13,22,-1,0,1
401287887,2021,1,regular,Northern Iowa,MVFC,away,10,0,1,16,0,1,4,,,,0,,4,0,37,1,1,0,28:48,2,0,2,5-28,1.7,26,45,6.8,21-34,230,275,1-2,8-17,13,9,0,1
401287887,2021,1,regular,Iowa State,Big 12,home,16,1,0,21,0,1,10,15,0,2,0,2,5,0,35,2,8,2,31:12,0,0,0,4-31,4.0,34,136,7.7,21-26,199,335,0-0,5-14,17,,,
401287886,2021,1,regular,Houston,American Athletic,home,21,1,2,66,0,3,3,,,,1,1,5,0,37,3,4,2,36:37,4,0,4,6-50,2.2,35,77,4.6,27-38,174,251,5-5,6-18,15,13,0,2
401287886,2021,1,regular,Texas Tech,Big 12,away,38,3,1,28,0,2,8,13,1,4,0,2,9,1,53,4,0,3,23:23,0,1,1,6-47,5.2,28,145,9.6,17-24,231,376,0-0,4-10,15,32,0,4
401287888,2021,1,regular,South Dakota,MVFC,away,14,2,0,23,0,1,2,,,,0,3,9,0,48,1,0,2,25:53,0,0,0,8-40,4.0,41,165,4.5,10-22,98,263,0-3,3-13,14,,,
401287888,2021,1,regular,Kansas,Big 12,home,17,0,2,110,0,2,5,,,,0,,4,0,43,1,2,5,34:09,0,0,0,7-51,2.0,41,82,6.3,17-26,163,245,1-3,5-17,13,,,
401287891,2021,1,regular,Duquesne,NEC,away,3,0,0,12,0,1,3,1,0,1,0,1,2,0,34,0,0,2,29:19,1,1,2,5-41,2.1,29,61,6.3,3-12,76,137,0-1,3-11,6,2,0,1
401287891,2021,1,regular,TCU,Big 12,home,45,4,2,69,0,2,9,0,0,1,1,0,6,0,26,1,3,2,30:41,1,0,1,5-45,4.7,38,178,10.5,18-24,253,431,1-1,6-11,26,23,0,2
401282764,2021,1,regular,Maryland,Big Ten,home,30,0,3,45,0,3,12,5,0,2,2,1,5,0,36,3,3,6,34:03,0,0,0,5-39,3.7,44,164,9.2,26-36,332,496,1-2,8-20,22,2,0,1
401282764,2021,1,regular,West Virginia,Big 12,away,24,2,1,217,0,5,6,,,,0,3,9,0,53,1,1,4,25:57,2,2,4,4-20,2.3,21,48,6.9,24-40,277,325,1-1,6-14,18,-2,0,2
401282049,2021,1,regular,New Mexico State,FBS Independents,home,3,0,0,,,,3,37,0,2,0,2,5,0,35,0,2,1,27:31,0,1,1,9-85,2.7,34,91,2.8,9-33,92,183,2-6,3-15,20,,,
401282049,2021,1,regular,UTEP,Conference USA,away,30,2,1,,,,12,,,,2,0,7,0,29,4,4,5,32:29,2,0,2,12-145,4.8,42,203,12.5,11-20,249,452,2-3,3-12,19,6,0,2
401282178,2021,1,regular,Bethune-Cookman,SWAC,away,28,2,2,24,0,2,4,,,,2,2,5,0,48,2,1,2,24:26,1,1,2,12-102,4.7,25,118,9.8,15-22,215,333,0-0,2-8,12,-4,0,2
401282178,2021,1,regular,UTEP,Conference USA,home,38,2,3,50,0,3,8,27,0,1,2,2,6,0,29,2,1,2,35:34,0,1,1,12-113,5.7,51,289,8.0,14-23,183,472,2-2,4-11,24,-4,0,1
401281943,2021,1,regular,Arkansas,SEC,home,38,4,1,108,0,4,8,88,0,3,0,2,6.5,0,24,2,5,3,26:06,1,0,1,13-117,5.6,44,245,6.1,12-21,128,373,0-1,3-11,18,4,0,1
401281943,2021,1,regular,Rice,Conference USA,away,17,1,1,16,0,1,5,0,0,1,0,1,3,0,30,2,2,1,33:54,3,0,3,10-60,2.1,39,81,6.7,17-34,227,308,1-2,4-15,19,19,0,2
401309838,2021,1,regular,Fresno State,Mountain West,away,24,1,1,15,0,1,10,,,,1,5,8,0,43,3,0,3,30:33,0,3,3,8-63,2.6,30,77,6.9,30-43,298,375,0-1,7-15,23,,,
401309838,2021,1,regular,Oregon,Pac-12,home,31,3,1,107,0,6,7,,,,4,2,8,0,35,4,0,0,29:27,0,1,1,8-87,3.8,49,186,7.2,15-24,172,358,2-3,7-16,20,17,0,1
401309839,2021,1,regular,Montana,Big Sky,away,13,1,0,23,0,1,7,3,0,3,0,,8,0,39,3,0,2,28:32,0,0,0,7-81,3.7,34,127,4.6,12-23,105,232,0-1,2-13,10,45,0,2
401309839,2021,1,regular,Washington,Pac-12,home,7,1,0,52,0,4,1,,,,0,,5,0,39,1,0,5,31:28,3,0,3,3-30,2.4,27,65,4.9,27-46,226,291,1-3,4-14,21,9,0,1
401309837,2021,1,regular,Nevada,Mountain West,away,22,0,2,63,0,3,10,0,0,1,0,,4,0,45,2,1,4,27:44,1,0,1,4-45,2.3,26,61,8.0,22-39,312,373,1-1,6-16,19,54,0,2
401309837,2021,1,regular,California,Pac-12,home,17,1,1,54,0,3,5,0,0,1,0,,6,0,34,2,0,4,32:16,1,0,1,5-56,5.7,27,153,4.7,25-38,177,330,0-1,6-14,17,25,0,2
401282819,2021,1,regular,Purdue,Big Ten,home,30,1,2,,,,12,9,0,1,0,1,3,0,33,1,2,6,34:34,1,0,1,4-35,2.7,33,88,7.5,29-42,313,401,0-1,7-16,24,,,
401282819,2021,1,regular,Oregon State,Pac-12,away,21,3,0,32,0,2,3,0,0,1,0,2,9,0,49,1,1,2,25:26,1,0,1,8-50,3.1,25,78,7.5,21-38,285,363,1-4,5-14,15,,,
401282173,2021,1,regular,Middle Tennessee,Conference USA,home,50,2,3,15,0,2,6,44,1,1,3,1,9,2,47,3,5,1,26:07,0,0,0,7-55,2.8,34,96,9.5,20-26,248,344,0-2,3-10,19,70,1,2
401282173,2021,1,regular,Monmouth,Big South,away,15,1,1,34,0,2,1,,,,0,3,11,0,37,2,1,3,33:53,1,3,4,2-15,2.3,38,88,4.4,27-42,186,274,3-5,6-17,17,4,0,1
401309835,2021,1,regular,Arizona State,Pac-12,home,41,6,0,54,0,3,3,34,0,3,1,3,6,0,34,2,3,2,29:54,0,2,2,13-135,5.7,40,228,11.1,14-18,199,427,1-1,5-11,22,123,0,4
401309835,2021,1,regular,Southern Utah,Big Sky,away,14,2,0,5,0,1,2,,,,2,1,6,0,46,2,0,1,30:05,3,1,4,8-64,3.0,26,78,4.7,19-31,146,224,0-0,4-11,15,0,0,1
401310693,2021,1,regular,San José State,Mountain West,home,45,2,4,63,0,3,9,,,,0,1,8,0,34,1,1,9,24:16,1,1,2,11-91,5.8,23,133,13.7,18-30,410,543,0-0,9-13,20,10,0,4
401310693,2021,1,regular,Southern Utah,Big Sky,away,14,0,1,41,0,3,2,0,1,1,1,,2,1,25,0,1,3,35:44,0,0,0,6-45,3.6,31,111,4.5,17-31,139,250,1-2,4-14,17,0,0,1
401309840,2021,1,regular,Utah State,Mountain West,away,26,1,1,74,0,5,10,,,,2,1,8,0,32,2,3,3,30:19,1,1,2,8-78,4.8,46,222,6.1,23-36,219,441,2-2,6-15,25,,,
401309840,2021,1,regular,Washington State,Pac-12,home,23,1,1,44,0,4,11,36,0,1,1,1,3.5,0,43,0,2,4,29:41,0,1,1,6-50,5.7,26,149,6.0,20-35,211,360,0-0,3-11,20,,,
401309842,2021,1,regular,San José State,Mountain West,away,7,1,0,,,,1,,,,1,1,7,0,39,2,2,3,27:58,2,0,2,10-93,3.6,19,68,6.7,24-46,308,376,1-2,3-14,18,,,
401309842,2021,1,regular,USC,Pac-12,home,30,0,2,17,0,1,12,46,1,2,0,1,2,1,31,0,0,2,32:02,0,1,1,4-35,4.7,34,160,7.1,24-36,256,416,0-0,7-15,23,15,0,1
401309841,2021,1,regular,Arizona,Pac-12,home,16,0,1,120,0,5,6,,,,0,1,8,0,24,1,0,4,31:07,1,0,1,4-19,2.3,35,81,7.2,36-48,345,426,3-3,5-17,27,14,0,3
401309841,2021,1,regular,BYU,FBS Independents,away,24,1,2,,,,4,0,0,1,0,2,6,0,51,4,0,3,28:53,0,0,0,3-30,4.7,34,161,7.1,19-29,207,368,1-1,4-12,18,,,
401310699,2021,1,regular,San Diego State,Mountain West,home,28,3,0,,,,4,28,1,3,0,2,10,1,45,5,2,7,26:18,1,2,3,8-82,6.3,42,263,4.0,6-19,76,339,0-0,5-14,17,9,0,2
401310699,2021,1,regular,New Mexico State,FBS Independents,away,10,0,1,,,,4,0,0,1,4,4,5,0,36,2,0,3,33:42,3,0,3,6-62,1.8,26,48,5.8,34-56,326,374,0-0,7-20,21,20,0,4
401286294,2021,1,regular,Campbell,Big South,away,7,0,1,52,0,3,1,,,,0,1,2,0,34,0,2,5,26:50,0,0,0,8-60,3.0,29,86,5.7,15-32,183,269,0-1,4-14,17,,,
401286294,2021,1,regular,Liberty,FBS Independents,home,48,5,2,28,0,1,6,,,,0,1,7,0,27,0,4,4,33:10,0,0,0,12-98,5.3,41,218,11.0,19-29,319,537,1-1,2-7,27,23,0,2
401281944,2021,1,regular,Akron,Mid-American,away,10,0,1,46,0,4,4,,,,0,4,2,0,38,0,1,0,35:42,0,0,0,5-35,-0.1,36,-3,7.1,22-27,191,188,2-5,3-14,12,1,0,1
401281944,2021,1,regular,Auburn,SEC,home,60,5,3,61,0,3,10,,,,0,,12,0,42,7,1,1,24:18,0,0,0,3-25,9.9,32,316,11.0,22-27,297,613,0-0,4-6,28,30,0,2
401281948,2021,1,regular,UCLA,Pac-12,home,38,2,3,52,0,2,8,34,0,1,0,,4,0,43,2,3,5,30:06,1,0,1,8-73,4.5,47,210,16.3,9-16,260,470,0-0,7-13,19,,,
401281948,2021,1,regular,LSU,SEC,away,27,0,3,23,0,1,9,0,0,1,0,3,9,0,42,4,0,2,29:54,1,0,1,2-10,1.9,25,48,7.2,26-46,330,378,1-1,6-15,24,18,0,3
401300996,2021,1,regular,Cincinnati,American Athletic,home,49,3,4,61,0,3,7,,,,0,1,5,0,32,2,6,5,25:45,2,1,3,6-45,8.0,31,247,11.3,20-26,295,542,1-1,3-6,27,-1,0,1
401300996,2021,1,regular,Miami (OH),Mid-American,away,14,1,0,48,0,3,2,32,1,2,0,1,5,1,30,2,0,0,34:15,0,0,0,13-100,3.8,45,169,3.9,9-28,109,278,1-5,3-15,17,,,
401282611,2021,1,regular,Syracuse,ACC,away,29,3,0,92,0,5,9,23,0,1,0,,5,0,30,0,3,2,28:23,0,0,0,4-39,6.4,44,283,5.6,12-18,100,383,0-0,8-12,21,32,0,1
401282611,2021,1,regular,Ohio,Mid-American,home,9,0,0,83,0,6,9,,,,0,1,2,0,27,1,1,0,31:37,1,0,1,0-0,4.2,32,134,6.8,23-31,212,346,1-2,5-12,20,,,
401282053,2021,1,regular,Texas A&M,SEC,home,41,2,2,0,0,1,11,85,1,2,0,1,9,1,42,5,1,4,35:10,4,1,5,6-70,7.2,42,303,8.6,21-34,292,595,0-1,9-13,29,11,0,4
401282053,2021,1,regular,Kent State,Mid-American,away,10,1,0,90,0,4,4,68,0,4,1,0,5,0,35,2,1,3,24:50,2,0,2,2-10,5.0,45,226,3.7,14-30,110,336,0-0,7-18,19,,,
401309543,2021,1,regular,Norfolk State,MEAC,away,10,0,1,58,0,5,4,,,,0,1,5,0,29,3,0,1,33:23,1,1,2,4-35,3.5,42,147,6.9,8-18,125,272,1-2,5-15,14,,,
401309543,2021,1,regular,Toledo,Mid-American,home,49,4,1,30,0,2,7,9,0,1,1,0,8,2,34,1,0,4,29:58,0,0,0,12-140,5.3,39,205,13.1,13-18,236,441,1-3,4-9,21,78,3,5
401309833,2021,1,regular,Hawai'i,Mountain West,away,10,0,1,,,,4,,,,0,2,3,0,39,2,1,3,30:43,2,0,2,5-25,1.2,21,26,4.6,28-53,243,269,0-4,4-15,16,,,
401309833,2021,1,regular,UCLA,Pac-12,home,44,4,1,,,,8,14,0,2,0,,7,1,40,2,2,8,29:17,0,0,0,7-85,5.7,43,244,6.7,12-22,148,392,1-2,4-12,20,30,1,3
401309834,2021,1,regular,Weber State,Big Sky,away,17,0,1,148,0,4,5,37,0,1,1,1,4,1,34,1,0,2,30:24,1,1,2,11-98,1.9,30,57,6.5,21-33,213,270,1-2,6-16,14,17,0,1
401309834,2021,1,regular,Utah,Pac-12,home,40,2,3,,,,10,0,0,1,1,2,7,0,41,3,0,3,29:36,1,1,2,3-30,6.1,31,188,9.0,21-29,262,450,0-2,2-8,28,39,0,3
401309836,2021,1,regular,Northern Colorado,Big Sky,away,7,0,1,39,0,2,1,,,,0,1,3,0,40,2,2,0,29:16,1,0,1,6-50,1.1,18,20,5.6,24-42,236,256,0-2,3-14,15,,,
401309836,2021,1,regular,Colorado,Pac-12,home,35,4,1,44,0,1,5,0,0,1,0,,6,0,30,3,6,2,30:44,0,0,0,12-118,5.7,49,281,6.8,10-15,102,383,0-0,6-10,22,68,0,3
401282051,2021,1,regular,Long Island University,NEC,away,10,0,1,94,0,7,4,26,0,1,0,,0,0,32,0,1,0,38:13,0,0,0,5-45,2.7,36,96,6.3,16-31,195,291,1-1,8-18,15,,,
401282051,2021,1,regular,Florida International,Conference USA,home,48,4,2,36,0,3,12,,,,0,,5,0,42,1,2,2,21:41,1,0,1,6-60,10.6,30,318,14.5,15-19,276,594,0-0,1-3,22,20,0,3
401282175,2021,1,regular,Northwestern State,Southland,away,14,1,1,117,0,5,2,0,0,2,0,4,3,0,40,0,0,5,32:49,1,3,4,7-63,5.3,49,261,6.0,16-26,157,418,1-2,10-16,21,,,
401282175,2021,1,regular,North Texas,Conference USA,home,44,4,1,64,0,2,14,0,0,1,3,0,11,0,51,4,1,2,27:21,2,0,2,5-46,6.9,50,345,7.0,12-26,182,527,0-0,8-14,29,,,
401282179,2021,1,regular,Illinois,Big Ten,home,30,0,3,18,0,1,12,,,,1,3,6,0,44,1,3,4,29:18,0,1,1,7-61,4.3,35,150,6.2,22-43,266,416,1-2,8-18,24,14,0,1
401282179,2021,1,regular,UTSA,Conference USA,away,37,3,1,,,,13,,,,1,1,6,0,37,0,2,5,30:42,0,1,1,3-43,4.3,50,217,8.8,20-32,280,497,0-0,9-17,26,16,0,2
401281949,2021,1,regular,Mississippi State,SEC,home,35,2,3,144,0,4,5,0,0,1,1,3,4,0,24,1,3,4,34:54,1,3,4,12-96,3.4,19,65,7.9,39-47,370,435,0-0,2-8,22,0,0,1
401281949,2021,1,regular,Louisiana Tech,Conference USA,away,34,1,2,18,0,1,10,35,1,1,4,1,5,1,37,3,2,0,25:06,1,1,2,7-36,4.0,25,101,7.2,21-37,268,369,1-1,4-15,14,24,0,3
401282180,2021,1,regular,UT Martin,OVC,away,21,2,1,57,0,3,3,0,0,1,0,1,3,0,31,0,1,0,33:30,1,1,2,9-79,5.9,34,201,4.5,20-43,195,396,1-1,10-19,22,,,
401282180,2021,1,regular,Western Kentucky,Conference USA,home,59,0,8,143,0,5,11,23,0,1,1,0,5,0,38,1,3,6,26:30,1,0,1,8-69,4.4,25,109,13.3,29-36,478,587,0-0,4-6,25,31,0,2
401282052,2021,1,regular,Duke,ACC,away,28,3,1,66,0,3,4,,,,0,3,9,0,41,1,9,4,24:41,0,2,2,5-35,8.0,44,353,7.9,20-29,228,581,0-1,8-14,23,-1,0,2
401282052,2021,1,regular,Charlotte,Conference USA,home,31,1,3,33,0,2,7,,,,2,3,6,0,49,3,8,2,35:19,0,0,0,9-65,3.9,40,154,10.8,19-30,324,478,0-0,10-18,20,,,
401282050,2021,1,regular,Jacksonville State,AWC,home,0,0,0,46,0,2,,,,,2,0,5,0,22,1,0,2,24:32,0,0,0,9-60,4.1,16,66,2.6,17-34,88,154,0-1,2-13,9,7,0,1
401282050,2021,1,regular,UAB,Conference USA,away,31,1,3,,,,7,,,,0,2,3,0,20,0,5,9,35:40,0,2,2,10-77,4.0,37,147,16.1,19-23,370,517,0-0,3-9,19,49,0,3
401309602,2021,1,regular,Troy,Sun Belt,home,55,5,2,0,0,1,7,78,1,4,0,1,4,1,27,2,0,1,32:31,1,0,1,3-25,4.2,39,164,9.4,22-32,300,464,3-3,8-12,28,,,
401309602,2021,1,regular,Southern,SWAC,away,3,0,0,52,0,3,3,0,0,1,1,0,6,0,40,0,1,4,27:29,4,0,4,9-82,2.9,28,81,5.1,12-21,108,189,0-0,3-11,11,,,
401309598,2021,1,regular,Arkansas State,Sun Belt,home,40,1,4,16,0,1,10,39,0,2,0,2,6,0,38,1,0,4,34:02,0,1,1,6-50,5.0,39,194,8.4,28-38,319,513,0-0,7-15,25,44,0,3
401309598,2021,1,regular,Central Arkansas,AWC,away,21,0,3,100,0,4,3,,,,1,0,7,0,58,3,0,2,25:58,2,0,2,7-77,2.1,20,42,7.0,23-42,296,338,0-0,1-12,15,8,0,2
401281942,2021,1,regular,Miami,ACC,home,13,0,1,,,,7,,,,1,1,10,0,35,1,0,1,22:58,2,1,3,7-75,2.8,31,87,5.8,23-31,179,266,1-2,6-14,18,,,
401281942,2021,1,regular,Alabama,SEC,away,44,1,4,17,0,1,14,12,0,2,1,2,7,0,25,4,0,4,37:02,0,1,1,8-81,3.9,38,147,9.1,28-39,354,501,0-1,10-16,28,20,0,3
401282055,2021,1,regular,Louisville,ACC,away,24,2,1,179,0,8,6,,,,0,1,4,0,45,2,0,3,35:52,1,1,2,9-74,4.0,39,155,5.3,23-38,200,355,3-5,6-16,22,1,0,1
401282055,2021,1,regular,Ole Miss,SEC,home,43,4,1,11,0,1,13,15,0,1,1,0,7,0,48,2,0,1,24:08,0,0,0,14-125,4.6,41,188,11.9,22-32,381,569,3-3,2-9,31,,,
401282772,2021,1,regular,Michigan,Big Ten,home,47,3,3,99,0,2,11,,,,0,1,3,0,42,1,6,6,28:09,0,0,0,5-48,7.8,43,335,12.7,13-17,216,551,1-1,8-13,22,31,0,1
401282772,2021,1,regular,Western Michigan,Mid-American,away,14,1,1,20,0,2,2,,,,0,1,2,0,41,1,0,2,31:51,0,0,0,3-30,3.9,32,126,5.2,20-37,191,317,0-0,8-17,17,,,
401309540,2021,1,regular,Western Illinois,MVFC,away,21,1,2,30,0,2,3,,,,1,0,1,0,38,0,2,3,31:02,1,0,1,7-73,2.9,24,70,8.5,30-43,367,437,0-2,3-13,17,,,
401309540,2021,1,regular,Ball State,Mid-American,home,31,2,2,47,0,3,7,0,0,1,0,2,4,0,28,2,1,5,28:58,0,1,1,5-26,5.4,40,216,6.7,17-28,188,404,2-2,5-15,18,0,0,2
401309541,2021,1,regular,Saint Francis,NEC,away,15,2,0,,,,1,0,0,1,1,1,6.5,0,39,2,1,3,25:24,1,1,2,7-50,3.1,34,105,6.2,14-30,187,292,1-3,5-15,12,0,0,1
401309541,2021,1,regular,Eastern Michigan,Mid-American,home,35,5,0,12,0,2,5,1,0,1,1,1,7,0,31,4,6,4,34:36,1,1,2,5-40,3.8,58,221,8.6,15-22,189,410,3-3,6-13,27,-11,0,3
401281950,2021,1,regular,Missouri,SEC,home,34,2,2,64,0,4,10,0,0,2,0,,14,0,47,9,3,6,28:01,0,0,0,4-19,5.9,36,211,8.0,21-32,257,468,0-1,1-11,26,2,0,1
401281950,2021,1,regular,Central Michigan,Mid-American,away,24,1,2,24,0,1,6,,,,0,2,12,0,47,1,1,3,31:59,2,0,2,10-80,4.5,39,174,6.4,24-47,301,475,1-1,8-18,27,1,0,1
401282610,2021,1,regular,Georgia Tech,ACC,home,21,2,1,65,0,4,3,,,,1,2,1,0,32,0,2,1,31:05,0,1,1,2-5,5.3,51,271,5.9,16-27,158,429,2-4,9-18,25,-3,0,3
401282610,2021,1,regular,Northern Illinois,Mid-American,away,22,1,2,,,,2,,,,2,1,6,0,50,4,4,1,28:55,0,1,1,11-82,3.9,42,165,8.0,11-17,136,301,0-0,5-12,15,,,
401282609,2021,1,regular,Boston College,ACC,home,51,3,3,,,,9,22,1,2,0,,6,1,41,2,4,3,29:11,0,0,0,2-25,5.1,35,178,11.6,21-30,347,525,0-0,5-9,25,11,0,2
401282609,2021,1,regular,Colgate,Patriot,away,0,0,0,36,0,2,,,,,0,,2,0,38,0,4,3,30:49,2,0,2,2-22,3.0,35,105,4.4,10-19,84,189,1-1,0-10,12,,,
401327913,2021,1,regular,Nebraska,Big Ten,home,52,6,1,35,0,2,10,11,0,3,0,4,5,0,26,1,1,0,36:21,0,2,2,2-10,5.1,65,329,10.1,21-30,304,633,4-4,12-19,34,1,0,2
401327913,2021,1,regular,Fordham,Patriot,away,7,0,1,,,,1,,,,2,0,3,0,52,1,0,1,23:39,3,0,3,2-15,4.6,28,129,5.4,18-30,163,292,1-4,2-13,12,,,
401286188,2021,1,regular,UConn,FBS Independents,home,28,1,3,39,0,3,4,,,,1,1,11,0,33,4,1,3,26:47,3,1,4,4-30,2.3,39,88,4.2,17-41,174,262,1-2,7-19,18,4,0,1
401286188,2021,1,regular,Holy Cross,Patriot,away,38,2,2,62,0,3,8,58,1,3,1,2,5,1,36,3,12,5,33:13,0,1,1,8-85,4.4,51,226,6.9,11-20,137,363,2-2,6-16,19,2,0,1
401310861,2021,1,regular,Air Force,Mountain West,home,35,5,0,,,,3,13,0,1,0,,7,0,25,3,1,4,34:21,0,0,0,5-45,5.5,67,370,10.0,3-5,50,420,3-3,8-14,24,,,
401310861,2021,1,regular,Lafayette,Patriot,away,14,1,1,52,0,3,2,,,,0,2,5,0,32,1,1,0,25:39,1,0,1,5-44,1.8,24,43,8.4,18-29,243,286,1-2,6-13,12,,,
401282174,2021,1,regular,Navy,American Athletic,home,7,1,0,96,0,6,1,22,0,2,1,0,2,0,30,1,5,4,41:19,2,0,2,4-22,4.4,76,337,3.8,5-16,61,398,3-5,8-21,24,12,0,2
401282174,2021,1,regular,Marshall,Conference USA,away,49,6,1,36,0,1,7,35,0,2,0,4,13,0,52,9,3,2,18:41,2,1,3,5-47,3.4,30,101,11.0,21-33,363,464,0-0,5-8,23,20,0,3
401282177,2021,1,regular,South Alabama,Sun Belt,home,31,1,2,,,,7,48,1,2,2,1,5,1,41,4,0,3,28:33,0,1,1,6-70,0.9,34,31,12.2,17-22,269,300,0-0,3-12,13,,,
401282177,2021,1,regular,Southern Miss,Conference USA,away,7,1,0,42,0,2,1,,,,1,4,11,0,37,3,0,3,31:27,2,2,4,8-74,2.8,45,125,4.6,13-29,133,258,2-4,2-15,19,12,0,3
401286187,2021,1,regular,Fresno State,Mountain West,home,45,1,4,,,,9,,,,2,0,10,0,40,4,2,4,30:57,1,0,1,7-81,4.1,38,156,9.8,27-39,382,538,2-2,7-16,25,-10,0,2
401286187,2021,1,regular,UConn,FBS Independents,away,0,0,0,54,0,2,,0,0,1,0,1,4,0,42,0,0,5,29:03,0,1,1,8-41,1.1,31,35,2.4,14-30,72,107,1-3,2-16,9,22,0,2
401300994,2021,1,regular,Tulsa,American Athletic,home,17,2,0,146,0,7,5,,,,0,1,9,0,43,1,2,5,24:03,2,1,3,12-122,7.3,34,247,7.2,15-28,202,449,1-1,2-11,19,12,0,3
401300994,2021,1,regular,UC Davis,Big Sky,away,19,0,1,22,0,1,13,39,0,2,0,2,4,0,31,3,1,5,35:57,0,0,0,7-54,1.9,46,88,8.6,28-36,311,399,0-1,10-19,25,4,0,3
