gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected
401641033,2024,3,regular,New Mexico State,Conference USA,away,0,0,0,58,0,4,,,,,0,2,30:00,3,0,3,8-90,2.4,32,77,2.1,11-29,61,138,1-2,3-16,10,,,,2,0,32,1,2,2
401641040,2024,3,regular,Hawai'i,Mountain West,away,13,0,1,58,0,3,7,5,0,1,1,2,25:38,1,0,1,14-122,2.7,21,56,6.0,21-42,252,308,3-4,2-14,15,27,0,3,6,0,52,0,1,3
401641040,2024,3,regular,Sam Houston,Conference USA,home,31,1,3,9,0,1,7,28,0,1,0,2,34:22,1,1,2,4-45,5.8,45,261,7.2,15-23,165,426,2-2,7-15,22,0,0,2,3,0,38,2,3,9
401632460,2024,3,regular,Chattanooga,Southern,home,3,0,0,43,0,2,3,12,0,1,0,,22:55,1,0,1,4-45,1.5,19,29,8.2,14-29,238,267,0-1,0-11,10,,,,,,,,,
401632460,2024,3,regular,Mercer,Southern,away,10,1,0,26,0,2,4,0,0,1,0,,34:20,1,0,1,8-50,3.5,52,184,6.1,12-17,103,287,1-1,6-16,17,13,0,1,,,,,,
401635543,2024,3,regular,Georgia Tech,ACC,home,59,4,4,16,0,2,11,,,,1,1,24:44,0,0,0,6-47,5.6,34,190,11.9,23-32,382,572,1-1,3-8,30,69,0,7,10,0,28,3,0,2
401635543,2024,3,regular,VMI,Southern,away,7,0,1,14,0,1,1,,,,0,1,30:16,0,1,1,5-50,0.4,28,12,4.8,13-19,92,104,1-1,1-13,5,0,0,1,3,0,38,0,1,3
401654849,2024,3,regular,Louisiana Christian,,away,7,1,0,109,0,7,1,,,,2,2,35:11,4,1,5,7-59,2.6,63,162,4.8,15-32,155,317,1--7,0-0,20,,,,,,,,,
401654849,2024,3,regular,Houston Christian,Southland,home,70,3,4,104,0,2,8,66,1,4,1,4,24:49,0,3,3,8-69,5.0,45,224,16.4,11-17,279,503,1--2,0-0,21,63,0,5,,,,,,
401655620,2024,3,regular,Eastern Washington,Big Sky,away,24,2,1,46,0,3,6,,,,0,,25:41,0,0,0,4-50,3.1,29,90,8.7,21-28,243,333,0-2,3-12,16,,,,,,,,,
401655620,2024,3,regular,SE Louisiana,Southland,home,28,2,2,29,0,2,4,,,,0,,28:57,0,0,0,4-40,5.6,41,231,3.7,15-24,88,319,1-3,5-12,23,39,0,4,,,,,,
401655861,2024,3,regular,St. Thomas (MN),Pioneer,home,24,3,0,50,0,2,6,0,0,2,1,1,32:45,0,0,0,7-55,3.4,42,144,3.2,8-27,87,231,2-3,4-17,13,9,0,1,,,,,,
401655861,2024,3,regular,Black Hills State,Rocky Mountain,away,14,0,2,16,0,1,2,,,,0,2,27:15,2,0,2,5-35,2.6,27,69,4.4,17-36,160,229,0-1,3-15,13,,,,,,,,,
401635541,2024,3,regular,San Diego State,Mountain West,away,10,0,1,10,0,2,4,20,0,1,0,,27:15,2,0,2,15-120,3.1,35,110,5.5,14-30,166,276,2-4,5-16,16,-1,0,2,7,0,34,6,0,1
401635541,2024,3,regular,California,ACC,home,31,2,2,4,0,1,7,0,0,2,0,1,32:45,1,0,1,12-113,6.5,42,275,6.8,21-29,198,473,0-3,7-15,21,6,0,1,6,0,29,3,4,4
401636861,2024,3,regular,Colorado State,Mountain West,home,9,1,0,51,0,3,3,,,,1,3,29:53,2,2,4,10-94,4.2,31,131,5.4,22-39,209,340,5-6,4-15,17,19,0,2,6,0,28,1,1,7
401636861,2024,3,regular,Colorado,Big 12,away,28,0,4,,,,4,46,0,2,2,1,30:07,0,1,1,12-115,5.7,19,109,6.3,36-49,310,419,0-1,5-11,23,1,0,1,6,0,37,2,7,7
401636870,2024,3,regular,Utah State,Mountain West,home,21,1,2,61,0,3,3,15,0,1,0,1,22:42,2,0,2,9-65,4.1,34,140,7.0,18-35,245,385,3-5,3-16,14,31,0,2,8,0,19,1,4,2
401636870,2024,3,regular,Utah,Big 12,away,38,1,3,14,0,1,12,34,0,2,0,,37:18,1,0,1,1-15,5.4,41,221,7.2,20-33,239,460,1-2,3-13,23,14,0,2,7,0,30,2,6,6
401628476,2024,3,regular,Indiana,Big Ten,away,42,2,4,13,0,1,6,0,0,1,1,0,31:34,0,0,0,14-127,4.2,29,123,9.3,25-33,307,430,0-1,9-12,25,,,,3,0,29,2,2,2
401628476,2024,3,regular,UCLA,Big Ten,home,13,1,0,78,0,4,7,,,,0,1,28:26,1,1,2,7-74,3.7,26,96,5.9,15-24,142,238,1-1,2-8,16,,,,4,0,39,0,1,6
401655632,2024,3,regular,Eastern Illinois,Big South-OVC,away,7,0,1,60,0,2,1,,,,0,,24:28,1,0,1,2-15,2.0,20,40,5.4,17-31,167,207,1-2,3-11,13,,,,5,0,36,1,4,3
401655632,2024,3,regular,Northwestern,Big Ten,home,31,2,2,58,0,2,7,0,0,1,0,1,35:32,0,0,0,6-39,5.8,35,203,7.7,21-32,247,450,1-2,4-11,22,16,0,2,4,0,22,3,5,4
401628478,2024,3,regular,Virginia,ACC,home,13,1,0,46,0,2,7,,,,0,2,24:24,2,2,4,2-14,4.1,30,123,6.7,21-37,247,370,0-1,3-15,18,,,,4,0,39,1,4,8
401628478,2024,3,regular,Maryland,Big Ten,away,27,1,2,19,0,1,9,17,0,2,2,0,35:36,0,0,0,8-66,3.5,37,128,6.1,28-43,263,391,2-2,8-19,21,15,0,2,3,0,27,1,7,2
401628481,2024,3,regular,Nevada,Mountain West,away,0,0,0,16,0,1,0,0,0,1,0,,30:47,3,0,3,8-89,1.9,31,58,5.2,15-22,114,172,0-0,6-15,10,,,,6,0,35,1,1,4
401628481,2024,3,regular,Minnesota,Big Ten,home,27,2,1,14,0,1,9,17,0,3,0,,29:13,1,0,1,5-34,6.1,32,195,7.3,16-26,191,386,1-1,4-11,20,22,0,2,4,0,24,4,4,4
401628350,2024,3,regular,Alabama,SEC,away,42,3,3,,,,6,,,,2,0,25:44,0,0,0,4-40,5.3,34,181,10.3,16-22,226,407,0-0,8-14,18,20,0,1,4,0,44,2,1,7
401628350,2024,3,regular,Wisconsin,Big Ten,home,10,0,1,62,0,3,4,,,,0,4,34:16,0,2,2,4-23,3.6,41,149,4.5,18-31,141,290,3-4,3-14,17,,,,5,0,34,2,0,0
401628475,2024,3,regular,Central Michigan,Mid-American,away,9,0,0,,,,9,,,,0,1,29:03,1,0,1,6-49,4.3,33,142,5.8,15-29,167,309,0-1,5-13,19,,,,8,0,41,3,2,4
401628475,2024,3,regular,Illinois,Big Ten,home,30,1,2,,,,12,20,0,1,0,,30:57,0,0,0,10-81,4.7,29,137,8.3,19-29,242,379,1-1,4-11,20,41,0,3,5,0,34,3,5,4
401628978,2024,3,regular,Notre Dame,FBS Independents,away,66,6,2,,,,12,38,1,2,0,,35:43,0,0,0,5-40,8.5,43,364,8.3,18-26,216,580,0-0,7-12,27,35,0,4,5,1,28,4,4,4
401628978,2024,3,regular,Purdue,Big Ten,home,7,0,1,61,0,3,1,,,,0,1,24:17,2,0,2,7-68,1.5,25,38,5.2,11-24,124,162,0-1,1-12,6,,,,4,0,35,3,2,1
401641017,2024,3,regular,San José State,Mountain West,home,31,0,4,39,0,1,7,0,0,2,1,4,26:10,0,3,3,4-40,2.5,25,62,9.1,26-39,355,417,1-2,6-14,18,34,0,3,8,0,27,2,2,1
401641017,2024,3,regular,Kennesaw State,Conference USA,away,10,1,0,69,0,3,4,,,,3,2,33:50,2,1,3,11-95,1.6,39,64,5.1,14-25,128,192,0-1,8-18,10,,,,7,0,27,1,0,3
401635544,2024,3,regular,Miami,ACC,home,62,2,6,26,0,1,14,3,0,1,0,1,32:59,0,0,0,8-85,7.8,31,243,12.7,30-40,507,750,1-1,7-11,31,29,0,3,9,0,26,4,6,5
401635544,2024,3,regular,Ball State,Mid-American,away,0,0,0,35,0,2,,,,,0,,27:01,1,0,1,3-15,0.3,20,6,3.4,18-32,109,115,0-1,1-12,9,0,0,1,2,0,37,0,3,1
401628360,2024,3,regular,Tennessee,SEC,home,71,6,3,32,0,1,15,,,,0,1,31:50,0,0,0,5-54,8.3,55,456,11.4,16-25,284,740,3-4,9-15,32,106,0,5,3,0,21,0,4,5
401628360,2024,3,regular,Kent State,Mid-American,away,0,0,0,8,0,1,0,,,,0,4,28:10,0,0,0,2-7,1.7,32,54,3.6,9-16,58,112,0-0,2-12,8,,,,2,0,35,1,3,2
401628356,2024,3,regular,Mississippi State,SEC,home,17,0,2,96,0,4,5,,,,0,1,22:56,1,1,2,10-104,2.4,27,66,8.2,28-39,319,385,1-2,6-13,21,,,,4,0,28,0,0,1
401628356,2024,3,regular,Toledo,Mid-American,away,41,2,3,,,,11,0,0,1,1,1,37:04,0,1,1,8-50,3.8,45,169,10.2,23-28,285,454,2-2,7-13,26,7,0,1,6,0,26,5,3,4
401628352,2024,3,regular,New Mexico,Mountain West,away,19,1,1,16,0,1,7,,,,2,0,32:31,2,0,2,16-112,6.0,26,157,6.6,22-44,291,448,1-3,4-13,22,-5,0,1,5,0,43,0,0,4
401628352,2024,3,regular,Auburn,SEC,home,45,2,4,111,0,3,9,19,0,2,0,3,27:29,0,2,2,8-88,6.7,40,268,9.0,17-26,235,503,1-1,4-9,26,20,0,2,1,0,34,0,6,5
401628353,2024,3,regular,Texas A&M,SEC,away,33,1,2,,,,9,60,1,3,0,,37:46,0,0,0,13-110,5.6,55,310,10.5,11-17,178,488,2-2,5-13,27,0,0,1,5,1,25,2,3,2
401628353,2024,3,regular,Florida,SEC,home,20,1,2,82,0,3,2,,,,0,1,22:14,3,0,3,7-65,2.1,25,52,8.6,18-29,249,301,1-2,2-9,19,,,,2,0,45,0,4,1
401628354,2024,3,regular,Kentucky,SEC,home,12,0,0,17,0,1,12,,,,0,3,35:02,0,1,1,4-23,3.8,45,170,4.1,14-28,114,284,0-0,9-16,23,,,,3,0,28,0,3,3
401628354,2024,3,regular,Georgia,SEC,away,13,1,0,,,,7,,,,1,2,24:58,0,0,0,9-85,3.4,30,102,6.7,15-24,160,262,0-0,5-13,12,,,,5,0,41,3,5,4
401628359,2024,3,regular,South Carolina,SEC,home,33,4,0,,,,9,20,0,1,1,4,27:03,1,2,3,13-123,5.9,41,243,7.8,11-20,155,398,0-1,3-12,18,43,0,3,6,0,49,2,3,4
401628359,2024,3,regular,LSU,SEC,away,36,3,2,50,0,3,6,0,0,1,2,1,32:57,1,1,2,9-75,4.1,32,132,7.1,24-40,285,417,0-1,6-14,26,4,0,2,9,0,41,5,1,2
401628357,2024,3,regular,Boston College,ACC,away,21,0,3,,,,3,,,,0,,24:14,2,0,2,5-28,1.9,26,49,8.9,16-28,249,298,2-2,4-12,16,0,0,1,1,0,38,1,2,2
401628357,2024,3,regular,Missouri,SEC,home,27,1,1,16,0,1,13,22,0,2,0,1,35:46,0,0,0,8-91,4.1,43,176,8.8,21-30,264,440,1-1,11-19,22,6,0,1,5,0,22,2,0,4
401628355,2024,3,regular,Wake Forest,ACC,home,6,0,0,,,,6,0,0,1,1,2,29:21,1,1,2,6-60,1.4,32,46,6.3,24-42,265,311,2-4,4-17,21,,,,2,0,38,1,6,2
401628355,2024,3,regular,Ole Miss,SEC,away,40,3,2,21,0,1,10,0,0,1,1,3,30:39,1,1,2,11-114,6.0,45,272,11.1,26-34,377,649,2-2,4-10,33,0,0,1,5,0,35,4,9,8
401628358,2024,3,regular,Tulane,American Athletic,away,19,0,2,,,,1,22,1,1,0,1,28:18,1,1,2,9-60,3.1,34,106,5.2,15-33,173,279,1-2,5-15,16,-1,0,1,5,1,47,3,1,2
401628358,2024,3,regular,Oklahoma,SEC,home,34,3,1,21,0,1,10,2,0,1,1,,31:42,1,0,1,6-45,4.0,45,182,5.6,19-30,167,349,0-0,8-16,23,24,0,1,7,0,35,3,5,5
401656952,2024,3,regular,Robert Morris,NEC,home,55,2,5,94,0,4,6,15,0,1,0,,25:45,1,0,1,7-44,5.7,28,160,12.3,19-25,307,467,2-2,3-7,23,12,0,2,,,,,,
401656952,2024,3,regular,Mercyhurst,NEC,away,28,2,1,61,0,3,1,30,0,1,0,,24:49,1,0,1,2-15,3.9,24,93,4.6,17-29,132,225,1-2,5-11,12,,,,,,,,,
401675115,2024,3,regular,McNeese,Southland,home,28,2,2,44,0,3,4,0,0,1,1,1,30:09,0,1,1,8-96,3.2,43,136,10.8,18-29,313,449,2-3,5-16,19,,,,,,,,,
401675115,2024,3,regular,Stephen F. Austin,Southland,away,24,0,3,27,0,2,6,,,,2,2,29:51,1,2,3,2-15,4.6,46,212,8.6,18-28,241,453,2-3,3-13,24,7,0,1,,,,,,
401654633,2024,3,regular,Georgetown,Patriot,away,14,1,1,99,0,5,2,,,,0,3,29:42,2,3,5,3-15,4.6,30,139,5.3,24-40,213,352,1-2,7-16,17,8,0,1,,,,,,
401654633,2024,3,regular,Sacred Heart,FCS Independents,home,40,3,2,71,0,3,10,30,0,2,3,2,30:18,0,0,0,11-85,6.4,41,264,8.4,16-25,209,473,0-1,5-13,19,,,,,,,,,
401655618,2024,3,regular,Nicholls,Southland,away,7,0,0,89,0,6,1,49,1,1,0,3,28:16,0,0,0,7-52,0.8,31,24,5.2,20-31,162,186,0-3,4-16,12,-2,0,1,,,,,,
401655618,2024,3,regular,Sacramento State,Big Sky,home,34,2,2,28,0,1,10,,,,0,,31:44,1,0,1,6-65,4.2,34,144,8.3,22-32,264,408,0-1,5-14,21,33,0,4,,,,,,
401635542,2024,3,regular,Florida State,ACC,home,12,1,0,,,,6,0,0,1,0,2,23:39,1,2,3,6-43,1.5,24,37,6.5,16-31,201,238,3-3,2-12,11,,,,9,0,37,3,5,4
401635542,2024,3,regular,Memphis,American Athletic,away,20,0,2,,,,8,0,0,1,2,0,36:21,1,0,1,5-35,2.0,32,65,7.0,25-39,272,337,2-3,7-17,19,22,0,2,12,0,22,4,5,5
401628608,2024,3,regular,Rhode Island,Coastal Athletic,home,21,1,2,20,0,1,3,,,,1,2,20:53,0,1,1,11-95,3.3,32,107,6.7,14-21,140,247,1-2,3-10,12,4,0,2,,,,,,
401628608,2024,3,regular,Campbell,Coastal Athletic,away,9,0,1,27,0,2,3,,,,1,1,39:07,0,1,1,9-92,3.4,40,137,5.4,28-39,211,348,1-4,8-19,21,,,,,,,,,
401628615,2024,3,regular,Richmond,Coastal Athletic,home,38,3,1,,,,8,76,1,2,1,0,33:48,0,0,0,3-20,4.4,48,213,10.5,13-15,157,370,1-1,6-12,18,49,0,4,,,,,,
401628615,2024,3,regular,Charleston Southern,Big South-OVC,away,0,0,0,135,0,6,,,,,0,1,26:12,2,1,3,4-20,1.4,27,39,3.8,11-24,92,131,0-0,4-12,10,,,,,,,,,
401655661,2024,3,regular,Point University,,away,12,0,2,6,0,1,,0,0,1,0,,25:44,0,0,0,14-121,5.5,21,116,3.8,16-39,150,266,0-1,3-14,14,,,,,,,,,
401655661,2024,3,regular,Davidson,Pioneer,home,42,4,2,54,0,2,6,,,,0,1,34:16,1,0,1,6-72,7.1,68,482,3.5,5-15,53,535,4-6,6-14,32,1,0,1,,,,,,
401634171,2024,3,regular,Indiana State,MVFC,home,24,1,0,17,0,1,6,90,1,1,1,0,26:59,0,0,0,4-40,2.2,37,80,1.5,6-8,12,92,1-1,0-11,5,34,0,4,,,,,,
401634171,2024,3,regular,Dayton,Pioneer,away,13,0,2,134,0,4,1,,,,0,1,33:01,1,1,2,7-58,1.0,34,35,7.3,26-40,291,326,0-2,5-16,19,2,0,1,,,,,,
401628612,2024,3,regular,Western Carolina,Southern,away,24,2,0,25,0,1,5,0,0,1,1,2,27:44,0,0,0,5-40,3.1,38,116,7.1,23-36,254,370,1-2,7-17,20,50,0,5,,,,,,
401628612,2024,3,regular,Elon,Coastal Athletic,home,17,1,1,75,0,3,5,,,,0,1,32:16,1,1,2,5-45,3.8,37,139,9.5,19-30,285,424,1-2,2-11,21,4,0,1,,,,,,
401654678,2024,3,regular,Stetson,Pioneer,away,7,0,1,,,,1,,,,0,,26:49,3,0,3,5-45,3.5,29,101,3.3,17-43,143,244,0-1,3-16,16,,,,,,,,,
401654678,2024,3,regular,Furman,Southern,home,48,3,3,20,0,1,12,0,0,3,0,2,33:11,0,0,0,9-108,4.4,39,171,9.7,26-35,339,510,0-0,3-10,27,61,0,4,,,,,,
401628607,2024,3,regular,Monmouth,Coastal Athletic,away,51,3,4,1,0,2,9,,,,2,2,33:04,0,0,0,4-35,6.2,39,242,10.5,22-37,390,632,2-2,11-15,31,38,0,4,,,,,,
401628607,2024,3,regular,Maine,Coastal Athletic,home,22,2,0,174,1,9,2,,,,0,2,26:56,0,2,2,6-38,4.9,26,128,5.6,17-28,158,286,1-2,3-10,17,,,,,,,,,
401655625,2024,3,regular,Morehead State,Pioneer,away,2,0,0,77,0,5,,0,0,1,0,1,24:06,1,0,1,4-25,-0.5,29,-14,3.7,4-16,59,45,0-1,1-12,4,,,,,,,,,
401655625,2024,3,regular,Montana,Big Sky,home,59,7,1,22,0,1,9,0,0,1,0,,35:54,1,0,1,1-11,7.5,55,410,5.9,18-28,166,576,4-5,5-12,36,35,0,4,,,,,,
401655666,2024,3,regular,Virginia Lynchburg,,away,0,0,0,15,0,3,,,,,0,,28:36,0,0,0,9-81,-0.2,18,-3,2.3,15-36,81,78,0-2,3-15,8,,,,,,,,,
401655666,2024,3,regular,Presbyterian,Pioneer,home,52,3,4,6,0,1,10,,,,0,,31:24,0,0,0,9-77,4.9,40,197,10.5,15-24,251,448,0-2,5-12,25,31,0,2,,,,,,
401628610,2024,3,regular,Villanova,Coastal Athletic,home,14,0,2,64,0,4,2,,,,0,2,33:03,0,2,2,7-65,6.2,38,235,4.6,14-25,116,351,0-0,5-12,20,19,0,2,,,,,,
401628610,2024,3,regular,Towson,Coastal Athletic,away,13,0,1,33,0,2,7,,,,3,1,26:57,0,0,0,8-50,5.2,31,161,6.1,20-38,233,394,1-1,5-17,17,18,0,2,,,,,,
401655859,2024,3,regular,Indiana Wesleyan,,away,17,1,0,,,,1,,,,0,,11:31,1,0,1,1-12,4.9,16,79,4.8,12-22,106,185,0-0,3-8,12,4,0,2,,,,,,
401655859,2024,3,regular,Valparaiso,Pioneer,home,20,1,1,27,0,2,5,0,0,1,0,,23:12,0,0,0,5-40,6.1,29,178,5.8,7-14,81,259,2-2,1-9,12,10,0,1,,,,,,
401628611,2024,3,regular,Wofford,Southern,home,21,2,1,101,0,4,3,,,,1,3,22:16,0,1,1,4-20,4.6,27,124,7.2,15-32,230,354,0-2,3-12,19,8,0,1,,,,,,
401628611,2024,3,regular,William & Mary,Coastal Athletic,away,28,4,0,69,0,3,4,,,,1,2,37:44,0,1,1,3-34,4.9,50,243,6.9,18-27,185,428,0-1,11-16,25,21,0,3,,,,,,
401644596,2024,4,regular,Stetson,Pioneer,away,0,0,0,61,0,3,0,,,,2,2,23:34,2,0,2,5-31,0.6,28,16,2.7,15-32,85,101,1-3,1-15,8,-4,0,1,,,,,,
401644596,2024,4,regular,Harvard,Ivy,home,35,1,3,17,0,1,5,37,1,2,0,8,36:26,0,2,2,6-50,2.7,51,136,10.5,13-22,232,368,2-3,4-12,23,37,0,3,,,,,,
401673046,2024,4,regular,Valparaiso,Pioneer,home,31,2,1,102,0,4,11,0,0,1,1,0,30:47,1,0,1,11-102,4.3,41,178,5.2,11-17,88,266,1-1,5-15,13,13,0,1,,,,,,
401673046,2024,4,regular,Roosevelt,GLIAC,away,23,0,2,13,0,1,11,0,0,1,0,2,29:13,1,1,2,8-78,2.0,22,45,8.4,17-34,286,331,0-3,2-12,16,9,0,2,,,,,,
401654604,2024,4,regular,Abilene Christian,UAC,home,24,1,2,48,0,2,4,,,,0,1,29:03,2,1,3,8-60,4.0,26,105,6.3,26-46,288,393,0-0,8-15,25,6,0,3,,,,,,
401654604,2024,4,regular,Idaho,Big Sky,away,27,1,2,38,0,2,9,14,0,2,1,0,30:57,0,0,0,4-45,5.0,34,171,7.2,18-35,253,424,0-1,6-15,23,13,0,2,,,,,,
401636365,2024,4,regular,Bethune-Cookman,SWAC,home,37,1,3,92,0,5,13,77,0,1,1,3,22:37,0,2,2,12-117,4.0,24,95,11.9,22-32,382,477,0-1,4-10,17,39,0,2,,,,,,
401636365,2024,4,regular,Clark Atlanta,SIAC,away,38,0,5,72,0,4,8,,,,3,1,37:23,1,0,1,9-67,2.4,30,72,7.6,31-50,379,451,1-2,5-12,28,,,,,,,,,
401629042,2024,4,regular,Central Connecticut,NEC,away,31,2,2,61,0,2,7,35,0,1,0,2,22:14,1,0,1,11-106,3.6,25,90,6.0,12-26,157,247,0-1,2-11,11,21,0,2,3,0,36,1,2,1
401629042,2024,4,regular,Massachusetts,FBS Independents,home,35,2,3,60,0,4,5,0,0,1,0,,37:46,1,0,1,15-135,3.5,46,163,9.6,20-30,287,450,1-2,6-13,27,16,0,2,2,0,17,0,4,4
401636876,2024,4,regular,Utah,Big 12,away,22,1,1,23,0,2,10,0,0,2,0,2,42:26,2,1,3,3-21,4.8,52,249,7.1,17-29,207,456,4-5,5-18,20,11,0,3,3,0,28,1,1,5
401636876,2024,4,regular,Oklahoma State,Big 12,home,19,0,2,95,0,4,3,0,0,2,1,0,17:34,2,0,2,4-27,3.2,15,48,5.4,19-44,237,285,0-0,4-15,11,,,,10,0,49,2,5,6
401636872,2024,4,regular,BYU,Big 12,home,38,1,2,18,0,1,8,15,0,2,1,0,26:57,0,0,0,2-20,3.4,27,92,7.1,15-21,149,241,1-1,3-9,14,90,1,1,3,2,41,1,5,2
401636872,2024,4,regular,Kansas State,Big 12,away,9,0,0,40,0,2,9,,,,0,3,33:03,2,1,3,8-50,5.3,43,228,4.8,16-29,139,367,0-3,8-17,17,7,0,1,5,0,25,2,1,0
401636874,2024,4,regular,Colorado,Big 12,home,38,3,2,,,,8,,,,0,1,36:08,0,0,0,6-45,2.2,42,91,8.3,25-41,341,432,1-2,8-18,24,7,0,4,5,0,44,1,2,4
401636874,2024,4,regular,Baylor,Big 12,away,31,1,2,119,1,3,7,,,,0,1,23:52,0,0,0,7-69,4.0,41,166,7.0,11-21,148,314,1-2,7-17,15,91,0,3,12,1,54,8,4,6
401636875,2024,4,regular,Arkansas State,Sun Belt,away,7,0,1,31,0,2,1,30,0,2,0,3,25:16,2,2,4,5-50,1.8,35,64,5.1,9-23,118,182,2-2,5-13,12,,,,5,0,44,1,3,2
401636875,2024,4,regular,Iowa State,Big 12,home,52,5,2,,,,10,44,0,2,2,0,34:44,2,0,2,2-15,4.9,48,237,10.1,16-25,253,490,2-2,6-11,25,59,0,3,5,0,31,4,1,1
401636877,2024,4,regular,Arizona State,Big 12,away,22,3,0,26,0,2,4,,,,0,,25:49,1,0,1,8-69,3.1,30,94,7.4,22-38,282,376,0-3,5-14,22,,,,3,0,43,1,7,7
401636877,2024,4,regular,Texas Tech,Big 12,home,30,1,2,39,0,2,12,0,0,1,0,,34:11,0,0,0,9-94,3.8,36,136,4.6,24-44,201,337,0-0,8-19,24,12,0,2,2,0,28,1,3,3
401636879,2024,4,regular,West Virginia,Big 12,home,32,2,2,15,0,1,6,16,0,1,1,1,23:13,2,0,2,3-20,4.7,32,149,9.8,15-30,295,444,1-1,7-13,23,18,0,2,5,0,35,2,2,2
401636879,2024,4,regular,Kansas,Big 12,away,28,3,1,31,0,2,4,5,0,2,0,1,36:47,1,1,2,5-42,5.4,46,248,7.4,15-25,184,432,2-2,6-13,25,,,,5,0,34,3,2,5
401635557,2024,4,regular,SMU,ACC,home,66,3,2,51,0,3,16,97,1,2,3,1,27:40,0,1,1,7-77,5.7,42,238,7.2,14-19,137,375,1-1,7-12,23,69,1,1,5,3,33,1,2,3
401635557,2024,4,regular,TCU,Big 12,away,42,2,4,64,0,5,6,,,,1,5,32:20,2,3,5,14-135,2.0,32,65,9.0,31-46,415,480,3-4,8-16,24,,,,1,0,34,0,1,3
401632102,2024,4,regular,Idaho State,Big Sky,home,38,3,2,23,0,1,8,,,,0,,28:25,1,0,1,5-32,7.9,33,262,5.8,18-28,161,423,1-1,4-11,24,0,0,1,,,,,,
401632102,2024,4,regular,Southern Utah,UAC,away,28,1,2,64,0,2,4,0,0,1,0,1,30:18,0,0,0,9-104,5.1,43,218,7.4,21-36,267,485,0-4,7-14,25,50,0,3,,,,,,
401632101,2024,4,regular,UC Davis,Big Sky,home,32,2,1,,,,14,20,0,2,2,1,38:50,0,1,1,6-35,2.9,46,133,6.8,27-42,284,417,0-1,9-18,29,11,0,1,,,,,,
401632101,2024,4,regular,Utah Tech,UAC,away,14,1,1,18,0,1,2,,,,1,3,21:10,2,2,4,5-65,4.7,27,128,4.5,7-21,95,223,0-0,1-11,9,4,0,1,,,,,,
401654634,2024,4,regular,Sacred Heart,FCS Independents,away,21,2,1,71,0,4,3,,,,0,2,26:55,0,0,0,4-40,5.3,33,175,4.9,16-29,143,318,1-2,5-13,17,9,0,1,,,,,,
401654634,2024,4,regular,Stonehill,NEC,home,35,3,2,38,0,2,5,,,,0,,33:05,0,0,0,2-20,6.9,51,354,6.4,7-10,64,418,1-1,6-12,20,12,0,3,,,,,,
401632100,2024,4,regular,Alabama A&M,SWAC,away,16,1,1,101,0,4,4,33,0,1,0,1,28:11,2,1,3,7-51,1.9,30,57,6.7,17-30,202,259,1-2,2-13,11,7,0,1,,,,,,
401632100,2024,4,regular,Austin Peay,UAC,home,59,5,1,70,0,2,11,8,0,2,1,0,31:49,1,0,1,2-12,6.8,49,331,8.1,10-14,114,445,0-0,5-11,21,96,0,3,,,,,,
401632099,2024,4,regular,Arkansas-Pine Bluff,SWAC,home,17,0,2,,,,5,,,,0,2,24:04,1,1,2,11-85,2.7,23,63,6.8,15-35,239,302,0-0,5-13,16,0,0,1,,,,,,
401632099,2024,4,regular,Central Arkansas,UAC,away,56,6,2,69,0,3,8,3,0,1,1,,35:56,0,0,0,12-109,7.4,42,309,10.7,21-24,257,566,0-0,5-7,32,31,0,2,,,,,,
401632078,2024,4,regular,Morehead State,Pioneer,away,13,1,0,29,0,1,7,,,,1,3,31:08,2,1,3,6-49,2.5,31,77,5.6,14-27,151,228,1-1,4-14,13,,,,,,,,,
401632078,2024,4,regular,Eastern Kentucky,UAC,home,42,4,2,118,0,4,6,28,0,2,1,1,28:52,0,1,1,6-80,7.0,43,301,8.5,13-19,162,463,1-1,2-7,27,13,0,2,,,,,,
401678897,2024,4,regular,Tarleton State,UAC,away,28,4,0,79,0,4,4,0,0,1,1,1,22:08,0,0,0,5-55,8.9,32,284,3.8,6-13,50,334,1-1,2-11,10,,,,,,,,,
401678897,2024,4,regular,North Alabama,UAC,home,14,1,0,17,0,1,6,,,,0,1,37:52,1,1,2,2-30,4.0,47,189,5.6,20-35,196,385,2-4,5-16,24,9,0,3,,,,,,
401641037,2024,4,regular,Toledo,Mid-American,away,21,1,2,65,0,3,3,18,0,2,1,2,34:19,2,2,4,8-70,3.0,42,125,6.1,19-33,200,325,1-3,10-18,17,43,0,2,6,0,37,1,0,4
401641037,2024,4,regular,Western Kentucky,Conference USA,home,26,2,1,34,0,3,6,0,0,2,3,5,25:41,2,1,3,10-104,2.4,30,71,8.1,20-30,242,313,1-1,3-12,16,5,0,3,6,0,48,2,6,0
