gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected
401761626,2025,7,regular,Marshall,Sun Belt,home,48,3,,,,2,17,0,1,12,22,1,2,3,0,36:35,0,0,0,8-70,4.7,48,227,8.5,18-26,222,449,1-1,4-15,22,6,1,21,2,2,3
401767390,2025,7,regular,Bethune-Cookman,SWAC,home,45,4,3,0,1,2,51,0,3,9,,,,0,1,41:41,0,0,0,8-75,5.3,43,227,6.9,30-39,271,498,1-3,8-13,32,,,,,,
401767390,2025,7,regular,Southern,SWAC,away,14,0,,,,2,19,0,2,2,,,,0,2,18:19,0,0,0,9-60,3.0,22,65,7.8,14-26,202,267,1-4,1-9,12,,,,,,
401761627,2025,7,regular,Troy,Sun Belt,away,48,1,,,,5,,,,10,,,,,,28:59,0,0,0,5-35,1.3,32,43,10.4,30-40,415,458,3-3,5-14,27,7,0,54,3,1,1
401761627,2025,7,regular,Texas State,Sun Belt,home,41,5,9,0,2,0,137,0,6,11,,,,,,31:01,0,0,0,10-79,6.2,53,326,11.3,19-22,248,574,3-4,10-17,21,11,0,35,5,5,0
401761622,2025,7,regular,Southern Miss,Sun Belt,away,38,3,7,0,1,2,23,0,2,8,24,0,3,0,4,30:57,0,1,1,8-68,3.8,48,184,8.5,19-28,237,421,0-0,6-15,25,7,0,41,5,5,4
401761622,2025,7,regular,Georgia Southern,Sun Belt,home,35,3,,,,2,34,0,2,5,,,,1,0,29:03,3,0,3,12-104,2.4,34,82,7.3,24-43,313,395,2-2,7-15,24,4,0,41,1,2,2
401761623,2025,7,regular,UL Monroe,Sun Belt,away,8,0,28,0,2,1,30,0,2,,,,,1,1,30:04,2,0,2,7-64,4.4,32,140,6.1,14-29,176,316,1-4,1-13,14,6,0,56,1,1,1
401761623,2025,7,regular,Coastal Carolina,Sun Belt,home,23,1,31,0,2,1,24,0,2,11,0,0,2,0,4,29:56,0,1,1,3-25,5.7,50,285,4.8,8-19,92,377,1-2,5-16,16,7,0,43,0,1,8
401761624,2025,7,regular,Georgia State,Sun Belt,home,20,1,6,0,1,2,11,0,1,0,,,,0,3,28:13,1,0,1,2-30,3.4,23,78,5.0,32-61,303,381,0-4,9-19,24,4,0,24,1,0,6
401761624,2025,7,regular,App State,Sun Belt,away,41,1,,,,4,32,0,1,11,3,0,1,,,31:47,0,0,0,3-30,4.1,33,134,8.2,23-38,311,445,1-2,5-15,23,7,0,28,3,5,5
401762837,2025,7,regular,Kent State,Mid-American,home,42,1,15,0,2,4,91,1,1,6,43,0,2,0,2,29:29,0,0,0,7-75,4.1,39,158,9.0,12-20,179,337,1-2,3-12,17,13,1,37,4,7,9
401762837,2025,7,regular,Massachusetts,Mid-American,away,6,0,2,0,1,0,0,0,1,6,,,,0,1,30:31,2,0,2,10-83,1.3,33,44,4.6,26-49,227,271,0-3,6-20,21,5,0,26,1,3,2
401767739,2025,7,regular,Colgate,Patriot,home,19,0,,,,2,21,0,1,7,,,,0,1,33:12,1,0,1,4-45,3.2,25,80,7.2,25-45,322,402,1-2,5-14,21,,,,,,
401767739,2025,7,regular,Richmond,Patriot,away,24,1,102,1,2,1,41,0,2,6,0,0,1,,,26:48,0,0,0,7-65,2.9,33,97,10.5,13-19,199,296,1-1,3-10,15,,,,,,
401767667,2025,7,regular,Lafayette,Patriot,home,62,4,0,0,3,5,36,0,2,8,0,0,1,,,29:26,0,0,0,6-65,10.5,33,348,8.9,27-36,322,670,1-2,7-14,27,,,,,,
401767667,2025,7,regular,Bucknell,Patriot,away,24,0,31,1,1,2,28,0,2,6,,,,0,2,30:34,1,0,1,9-105,2.9,33,97,7.0,19-32,224,321,1-2,3-14,15,,,,,,
401767736,2025,7,regular,Columbia,Ivy,home,7,0,5,0,1,1,88,0,5,1,,,,,,22:33,2,0,2,4-40,1.6,24,39,7.0,12-27,189,228,1-2,2-14,9,,,,,,
401767736,2025,7,regular,Lehigh,Patriot,away,31,3,0,0,2,1,18,0,1,7,17,0,2,0,1,37:27,0,0,0,4-40,4.2,46,193,10.2,18-24,244,437,0-1,10-17,18,,,,,,
401767461,2025,7,regular,East Texas A&M,Southland,home,23,1,,,,0,60,0,4,11,,,,1,3,29:03,0,2,2,10-105,3.6,32,115,6.9,20-31,214,329,1-1,5-15,19,,,,,,
401767461,2025,7,regular,Lamar,Southland,away,33,1,34,0,2,1,22,0,1,9,,,,2,1,30:57,0,1,1,6-37,2.1,32,66,8.4,24-34,285,351,0-2,5-15,22,,,,,,
401767596,2025,7,regular,Presbyterian,Pioneer,away,31,2,27,0,4,2,0,0,2,5,,,,0,1,19:37,0,1,1,3-24,7.5,28,210,10.9,12-16,175,385,0-0,4-8,16,,,,,,
401767596,2025,7,regular,Butler,Pioneer,home,25,2,,,,0,44,0,2,13,,,,1,0,40:23,0,0,0,3-20,4.0,48,193,5.7,20-34,195,388,2-2,7-17,26,,,,,,
401767079,2025,7,regular,Montana,Big Sky,home,28,2,29,0,3,1,49,0,2,4,34,1,4,0,1,39:54,1,1,2,7-51,4.0,44,177,6.3,27-41,257,434,1-2,11-19,27,,,,,,
401767079,2025,7,regular,Cal Poly,Big Sky,away,9,0,4,0,1,1,34,0,3,3,0,0,1,1,0,20:06,4,0,4,6-70,6.2,18,111,5.8,16-39,225,336,0-0,2-14,11,,,,,,
401767116,2025,7,regular,Northern Arizona,Big Sky,away,24,2,,,,1,181,0,7,6,,,,1,4,34:46,0,3,3,5-43,3.9,42,165,8.4,18-29,245,410,2-4,6-13,21,,,,,,
401767116,2025,7,regular,UC Davis,Big Sky,home,45,1,,,,5,55,0,1,9,,,,3,2,25:14,0,1,1,6-45,3.4,32,110,12.0,25-29,348,458,0-0,8-11,22,,,,,,
401756916,2025,7,regular,Arizona,Big 12,home,27,1,,,,2,0,0,1,9,0,0,2,,,27:13,1,0,1,4-28,5.0,33,165,4.9,25-45,219,384,4-6,4-17,23,4,0,30,1,5,4
401756916,2025,7,regular,BYU,Big 12,away,33,3,26,0,1,1,,,,9,3,0,1,0,1,32:47,2,0,2,5-42,5.1,51,258,5.9,12-29,172,430,2-3,8-16,24,3,0,31,0,3,5
401756917,2025,7,regular,UCF,Big 12,away,11,1,2,0,2,0,10,0,1,3,,,,0,1,39:44,0,1,1,10-75,4.7,41,191,4.5,28-49,222,413,3-6,7-18,26,4,0,22,0,2,3
401756917,2025,7,regular,Cincinnati,Big 12,home,20,0,2,0,1,2,,,,8,,,,1,2,20:16,0,0,0,7-80,4.3,27,115,9.1,12-21,191,306,0-0,2-9,14,5,0,39,2,5,8
401767511,2025,7,regular,Southern Illinois,MVFC,away,17,2,0,0,1,0,24,0,2,5,,,,0,2,27:14,1,2,3,3-12,3.8,32,123,6.6,15-29,190,313,0-0,5-11,22,,,,,,
401767511,2025,7,regular,North Dakota State,MVFC,home,45,5,,,,1,,,,9,11,0,1,2,0,32:46,0,0,0,5-50,6.1,43,264,14.5,16-19,276,540,0-0,8-12,24,,,,,,
401767752,2025,7,regular,Duquesne,NEC,home,52,0,68,0,6,5,111,1,2,10,0,0,1,1,0,30:29,0,0,0,4-40,3.0,32,95,8.1,16-28,228,323,0-1,9-15,16,,,,,,
401767752,2025,7,regular,Saint Francis,NEC,away,7,0,9,0,2,1,118,0,7,1,,,,0,2,29:31,1,1,2,5-40,2.0,25,49,3.6,20-33,120,169,2-3,1-13,11,,,,,,
401767537,2025,7,regular,South Dakota State,MVFC,home,31,2,,,,2,,,,7,37,0,4,1,0,31:59,0,0,0,8-85,3.1,39,120,7.9,20-33,262,382,0-1,5-14,24,,,,,,
401767537,2025,7,regular,Northern Iowa,MVFC,away,3,0,29,0,3,0,,,,3,,,,0,2,28:01,4,1,5,5-49,2.6,30,78,5.3,14-27,143,221,1-3,2-11,14,,,,,,
401767776,2025,7,regular,Mercyhurst,NEC,away,19,2,1,0,2,1,42,0,2,1,,,,1,0,33:28,0,0,0,4-45,3.9,41,159,8.0,13-24,191,350,2-3,4-12,19,,,,,,
401767776,2025,7,regular,Wagner,NEC,home,7,0,4,0,2,1,1,0,1,1,,,,0,3,26:32,0,1,1,3-30,3.1,39,121,8.0,12-23,183,304,1-3,5-14,17,,,,,,
401767504,2025,7,regular,North Dakota,MVFC,home,35,2,56,0,4,3,73,0,2,5,,,,,,31:56,0,0,0,2-25,5.3,43,228,5.4,17-27,146,374,2-2,6-17,21,,,,,,
401767504,2025,7,regular,Youngstown State,MVFC,away,17,0,1,0,1,2,69,0,2,5,,,,,,28:04,0,0,0,7-64,3.6,30,108,8.2,18-33,269,377,2-5,3-14,17,,,,,,
401767344,2025,7,regular,Southern Connecticut State,Northeast 10,away,23,1,,,,2,112,0,5,3,,,,1,1,39:16,1,1,2,3-25,1.4,50,70,9.0,16-27,244,314,0-1,7-17,23,,,,,,
401767344,2025,7,regular,Delaware State,MEAC,home,70,7,33,0,4,2,92,0,4,6,0,1,1,1,2,20:44,0,2,2,12-122,16.9,36,608,15.3,10-12,183,791,0-2,2-4,22,,,,,,
401767353,2025,7,regular,Sacred Heart,FCS Independents,home,32,2,35,0,4,1,27,0,3,12,,,,0,1,30:33,0,1,1,6-30,7.2,46,329,8.2,11-18,147,476,0-0,6-15,21,,,,,,
401767353,2025,7,regular,Howard,MEAC,away,14,2,7,0,1,0,17,0,2,2,,,,1,0,29:27,0,0,0,8-58,4.5,34,153,3.8,11-21,80,233,1-2,2-12,12,,,,,,
401767400,2025,7,regular,Virginia Lynchburg,,away,6,0,-4,0,1,1,23,0,2,,0,0,1,1,1,22:52,1,1,2,3-23,2.6,21,54,4.9,15-30,148,202,1-2,3-11,15,,,,,,
401767400,2025,7,regular,Morgan State,MEAC,home,44,5,34,0,1,1,38,0,3,6,10,0,1,1,1,37:08,1,1,2,10-79,6.1,58,354,7.7,15-24,184,538,1-1,10-15,29,,,,,,
401767407,2025,7,regular,Wofford,Southern,home,31,2,37,0,3,2,53,0,3,7,5,0,1,0,2,36:51,1,1,2,8-80,4.6,41,187,7.3,23-34,248,435,0-1,10-17,23,,,,,,
401767407,2025,7,regular,Norfolk State,MEAC,away,14,0,,,,2,57,0,3,2,0,0,1,1,0,23:09,1,0,1,6-55,2.9,25,73,5.8,16-29,169,242,2-3,1-13,12,,,,,,
401767413,2025,7,regular,Florida A&M,SWAC,home,7,1,6,0,2,0,7,0,2,1,0,0,1,,,24:15,3,0,3,2-20,1.6,27,42,5.9,11-26,154,196,0-0,4-12,11,,,,,,
401767413,2025,7,regular,North Carolina Central,MEAC,away,45,3,,,,2,20,0,1,9,33,1,3,0,1,35:45,1,0,1,8-60,4.9,40,195,8.8,23-33,291,486,2-2,8-15,24,,,,,,
401767274,2025,7,regular,North Carolina A&T,Coastal Athletic,home,16,0,30,0,4,1,62,0,2,10,0,0,1,0,3,32:05,1,2,3,10-93,1.2,39,47,5.7,17-34,194,241,0-1,5-18,20,,,,,,
401767274,2025,7,regular,South Carolina State,MEAC,away,22,1,,,,2,10,0,2,2,0,0,1,2,1,27:55,1,0,1,16-130,3.7,35,129,5.3,15-31,165,294,0-0,8-16,17,,,,,,
401767448,2025,7,regular,Indiana State,MVFC,home,14,0,6,0,2,2,36,0,2,2,,,,,,14:39,0,0,0,4-34,4.5,19,85,5.4,13-23,125,210,0-1,4-12,8,,,,,,
401767448,2025,7,regular,South Dakota,MVFC,away,19,1,-2,0,2,0,,,,13,,,,0,2,45:21,0,0,0,7-70,3.7,52,190,7.4,16-25,186,376,0-0,5-15,23,,,,,,
401762482,2025,7,regular,Florida Atlantic,American Athletic,home,53,3,53,0,2,4,119,0,4,9,,,,,,24:47,1,0,1,5-56,4.8,31,149,11.1,21-31,345,494,4-5,3-10,24,8,0,32,5,2,1
401762482,2025,7,regular,UAB,American Athletic,away,33,3,,,,1,22,0,2,3,7,0,1,,,35:13,0,0,0,14-118,2.4,28,68,6.4,29-41,261,329,2-3,7-17,19,1,0,29,0,3,1
401762483,2025,7,regular,Army,American Athletic,home,24,3,20,0,1,0,,,,6,,,,1,1,37:54,0,1,1,1-15,4.8,63,305,8.3,2-6,50,355,2-3,8-14,20,5,0,27,2,6,2
401762483,2025,7,regular,Charlotte,American Athletic,away,7,0,,,,1,32,0,2,1,,,,1,2,22:06,0,1,1,2-20,2.3,29,68,4.2,16-26,110,178,2-5,5-14,11,4,0,37,0,4,0
401762481,2025,7,regular,South Florida,American Athletic,away,63,4,16,0,1,4,36,0,3,9,58,0,3,2,2,29:05,1,2,3,6-67,5.6,55,308,9.4,23-29,274,582,1-1,7-11,32,7,1,38,2,5,2
401762481,2025,7,regular,North Texas,American Athletic,home,36,3,0,0,1,2,27,0,2,4,0,0,1,2,2,30:55,3,2,5,5-35,3.3,29,97,6.7,30-49,326,423,2-4,9-18,26,4,0,50,3,1,2
401762485,2025,7,regular,UTSA,American Athletic,home,61,3,32,0,2,3,21,0,1,11,17,1,1,1,1,27:25,0,0,0,6-50,5.6,34,191,9.8,16-25,246,437,1-2,4-10,21,17,2,54,2,5,5
401762485,2025,7,regular,Rice,American Athletic,away,13,1,,,,0,40,0,2,7,,,,0,4,32:35,1,1,2,6-65,3.8,50,190,4.2,10-19,79,269,1-4,6-18,12,6,0,30,1,4,2
401757279,2025,7,regular,Sam Houston,Conference USA,home,27,1,-1,0,1,3,51,0,3,3,,,,1,2,24:47,0,1,1,5-41,4.5,33,150,7.2,12-19,136,286,0-0,4-12,15,7,0,65,0,1,1
401757279,2025,7,regular,Jacksonville State,Conference USA,away,29,3,11,0,1,0,17,0,1,11,,,,1,2,35:13,0,1,1,7-76,5.9,63,370,7.6,13-17,129,499,3-4,4-15,26,8,0,36,4,0,1
401767560,2025,7,regular,VMI,Southern,away,10,0,,,,0,47,0,2,4,10,1,1,3,2,28:47,1,1,2,7-76,0.4,30,13,2.3,11-30,69,82,0-0,1-16,5,,,,,,
401767560,2025,7,regular,East Tennessee State,Southern,home,45,3,140,1,6,2,31,0,1,9,1,0,1,1,3,31:13,1,3,4,6-59,5.6,51,284,8.7,16-26,225,509,1-2,3-13,24,,,,,,
401767576,2025,7,regular,Princeton,Ivy,home,14,0,,,,2,88,0,3,2,55,0,1,0,4,28:17,0,2,2,4-40,2.2,30,66,5.6,18-34,191,257,1-3,5-14,18,,,,,,
401767576,2025,7,regular,Mercer,Southern,away,38,2,11,0,2,3,72,0,3,8,,,,2,0,31:43,1,0,1,7-65,5.0,31,156,8.3,27-42,347,503,1-1,7-12,28,,,,,,
401767470,2025,7,regular,Northwestern State,Southland,away,17,0,,,,2,22,0,1,5,,,,1,0,32:00,2,0,2,6-74,5.3,39,206,3.9,15-32,124,330,1-2,5-13,21,,,,,,
401767470,2025,7,regular,Houston Christian,Southland,home,20,2,,,,1,56,0,3,2,14,0,2,0,1,28:00,0,1,1,9-83,6.2,39,242,4.9,13-24,117,359,0-2,8-15,20,,,,,,
401767583,2025,7,regular,The Citadel,Southern,home,38,5,23,0,3,0,17,0,2,8,,,,1,1,30:04,1,0,1,3-36,7.1,50,355,4.9,3-9,44,399,0-1,7-12,15,,,,,,
401767583,2025,7,regular,Valdosta State,Gulf South,away,14,2,,,,0,43,0,3,2,14,0,1,0,1,28:39,0,1,1,4-49,0.3,28,8,4.5,21-32,144,152,1-2,5-15,13,,,,,,
401754561,2025,7,regular,SMU,ACC,home,34,1,4,0,3,2,,,,10,96,1,1,1,0,23:30,0,0,0,7-53,5.3,23,123,8.2,22-30,247,370,2-2,3-11,17,8,1,30,6,6,6
401754561,2025,7,regular,Stanford,ACC,away,10,0,0,0,1,1,39,0,2,4,,,,0,3,36:30,1,1,2,10-95,2.3,33,75,6.8,22-41,278,353,2-3,5-16,23,3,0,27,2,1,4
401756922,2025,7,regular,Utah,Big 12,home,42,6,24,0,1,0,6,0,1,6,,,,,,23:34,0,0,0,4-45,7.0,40,279,10.5,8-13,136,415,2-2,4-8,23,7,0,38,5,0,5
401756922,2025,7,regular,Arizona State,Big 12,away,10,1,,,,0,23,0,1,4,,,,,,36:26,0,0,0,7-57,3.4,40,135,3.3,18-38,124,259,4-5,7-18,23,1,0,30,0,0,1
401752863,2025,7,regular,Michigan State,Big Ten,home,13,1,,,,1,10,0,1,1,,,,0,1,23:36,0,1,1,2-14,3.5,25,87,4.7,16-35,166,253,0-4,8-15,14,3,0,31,2,0,2
401752863,2025,7,regular,UCLA,Big Ten,away,38,2,28,0,3,3,,,,8,,,,1,1,36:24,0,0,0,8-60,5.5,43,238,7.5,16-24,180,418,3-3,6-13,20,4,0,25,1,2,4
401752868,2025,7,regular,Michigan,Big Ten,away,13,0,,,,2,,,,1,0,0,1,1,1,26:38,2,0,2,4-37,3.5,31,109,8.0,15-26,207,316,0-2,2-9,17,5,0,52,0,2,1
401752868,2025,7,regular,USC,Big Ten,home,31,2,7,0,2,2,45,0,2,7,14,0,2,0,2,33:22,1,1,2,3-31,6.4,35,225,8.3,25-32,265,490,1-1,6-12,24,5,0,40,3,2,2
401752866,2025,7,regular,Penn State,Big Ten,home,21,3,6,0,2,0,49,0,3,3,,,,1,1,25:14,1,1,2,6-71,4.4,31,137,6.9,13-20,137,274,1-2,6-11,13,2,0,39,2,2,2
401752866,2025,7,regular,Northwestern,Big Ten,away,22,1,2,0,1,1,,,,10,33,0,1,1,1,34:46,0,1,1,2-10,3.3,39,129,6.3,17-26,163,292,0-0,5-12,23,2,0,28,0,2,1
401752870,2025,7,regular,Oregon,Big Ten,home,20,0,8,0,2,1,,,,8,35,1,1,,,26:50,2,0,2,7-64,2.7,30,81,5.5,21-34,186,267,3-4,3-14,14,4,1,35,1,3,6
401752870,2025,7,regular,Indiana,Big Ten,away,30,2,0,0,1,1,,,,12,0,0,2,0,1,33:10,1,0,1,8-45,3.9,33,128,6.9,20-31,215,343,0-1,5-14,23,8,0,21,6,4,2
401752867,2025,7,regular,Nebraska,Big Ten,away,34,0,3,0,2,4,162,0,4,10,,,,,,28:33,3,0,3,6-49,6.7,29,194,9.0,20-29,260,454,0-1,3-7,23,4,0,46,1,0,1
401752867,2025,7,regular,Maryland,Big Ten,home,31,2,,,,1,35,0,2,7,73,1,3,,,31:27,0,0,0,8-100,4.3,30,130,6.7,27-37,249,379,0-2,7-15,18,3,1,47,1,0,2
401752864,2025,7,regular,Purdue,Big Ten,away,20,2,4,0,1,0,,,,8,18,0,1,0,1,34:30,3,1,4,9-71,6.3,40,253,4.8,21-42,203,456,2-3,6-16,25,6,0,31,2,4,12
401752864,2025,7,regular,Minnesota,Big Ten,home,27,0,16,0,3,2,33,0,2,9,35,1,3,1,0,25:30,1,0,1,3-20,1.7,18,30,5.2,21-45,232,262,1-1,5-15,17,2,1,38,0,8,2
401752862,2025,7,regular,Washington,Big Ten,home,38,3,3,0,1,2,39,0,2,8,0,0,1,0,2,29:48,0,1,1,9-83,6.5,29,188,14.9,21-27,402,590,1-1,4-9,26,3,0,45,3,3,6
401752862,2025,7,regular,Rutgers,Big Ten,away,19,0,,,,2,24,0,1,7,,,,1,0,30:12,1,0,1,4-31,4.0,27,107,7.7,31-50,386,493,3-5,5-15,25,4,0,44,1,1,2
401752865,2025,7,regular,Illinois,Big Ten,home,16,1,,,,1,34,0,2,4,,,,0,2,26:49,1,2,3,4-19,1.7,27,47,5.6,30-44,248,295,3-5,4-14,22,4,0,41,0,0,3
401752865,2025,7,regular,Ohio State,Big Ten,away,34,2,-2,0,1,2,37,0,1,10,15,0,1,2,0,33:11,0,0,0,7-59,3.1,35,109,6.1,19-27,166,275,1-1,8-15,17,6,0,46,4,2,5
401752869,2025,7,regular,Iowa,Big Ten,away,37,4,34,0,3,0,23,0,1,13,35,0,2,1,0,31:15,1,0,1,2-10,5.8,36,210,4.4,18-25,109,319,1-1,5-12,18,2,0,35,0,1,4
401752869,2025,7,regular,Wisconsin,Big Ten,home,0,0,6,0,1,0,52,0,3,,0,0,1,0,2,28:45,2,1,3,3-35,3.5,36,127,3.9,8-21,82,209,0-2,5-13,12,5,0,42,0,0,1
401762835,2025,7,regular,Toledo,Mid-American,away,23,2,9,0,1,1,35,0,3,3,0,0,1,0,2,34:08,1,1,2,13-109,3.9,42,165,8.8,19-30,264,429,0-2,3-13,23,7,0,34,0,0,2
401762835,2025,7,regular,Bowling Green,Mid-American,home,28,1,27,0,4,3,89,0,4,4,0,0,1,1,0,25:52,1,0,1,7-55,1.7,36,61,9.7,10-17,165,226,0-1,2-12,10,9,0,47,2,4,4
401762833,2025,7,regular,Akron,Mid-American,home,7,0,,,,1,72,0,3,1,0,0,1,,,25:48,1,0,1,10-60,2.5,25,62,5.4,21-39,211,273,0-2,6-14,17,4,0,41,0,6,3
401762833,2025,7,regular,Miami (OH),Mid-American,away,20,1,7,0,1,1,,,,8,9,0,1,,,34:12,1,0,1,4-30,3.8,39,150,7.8,14-26,203,353,1-2,4-12,20,8,0,29,3,3,7
401762834,2025,7,regular,Western Michigan,Mid-American,home,42,3,9,0,3,3,16,0,1,6,,,,2,2,35:37,1,1,2,4-30,5.1,43,220,8.3,24-29,242,462,1-2,8-14,25,10,0,28,5,3,3
401762834,2025,7,regular,Ball State,Mid-American,away,0,0,-2,0,1,0,22,0,3,,6,0,1,1,2,24:23,0,2,2,4-31,0.7,27,20,3.0,13-23,68,88,0-1,1-13,5,3,0,56,0,1,3
401762836,2025,7,regular,Northern Illinois,Mid-American,away,10,1,33,0,3,0,48,0,2,4,11,0,1,,,29:54,1,0,1,0-0,5.5,39,216,3.6,11-26,94,310,3-5,4-16,14,3,0,28,0,15,0
401762836,2025,7,regular,Eastern Michigan,Mid-American,home,16,0,,,,1,7,0,1,10,39,0,1,,,30:06,1,0,1,6-40,4.1,37,152,4.6,19-32,147,299,1-1,6-16,17,5,0,28,0,11,0
401752731,2025,7,regular,Georgia,SEC,away,20,2,,,,0,24,0,1,8,,,,1,0,30:12,0,0,0,6-60,2.7,29,79,5.7,24-38,217,296,2-3,5-14,21,4,0,42,1,3,5
401752731,2025,7,regular,Auburn,SEC,home,10,1,13,0,1,0,,,,4,,,,0,1,29:48,0,1,1,11-103,4.0,35,141,4.4,19-31,137,278,1-3,8-17,18,6,0,39,2,4,4
401752735,2025,7,regular,Tennessee,SEC,home,34,3,,,,1,,,,10,,,,3,0,25:05,0,0,0,10-78,7.2,38,273,8.8,16-25,221,494,0-0,2-9,22,9,0,38,5,6,2
401752735,2025,7,regular,Arkansas,SEC,away,31,2,7,0,2,2,43,0,2,7,,,,0,4,34:55,0,3,3,1-10,5.5,44,241,8.3,21-31,256,497,1-2,7-13,29,2,0,25,0,1,3
401752737,2025,7,regular,Texas A&M,SEC,home,34,3,0,0,1,1,,,,10,,,,2,0,33:42,1,0,1,3-30,4.4,42,183,9.0,16-26,234,417,0-0,9-17,19,6,0,29,3,4,5
401752737,2025,7,regular,Florida,SEC,away,17,0,8,0,1,2,26,0,1,5,0,0,1,0,3,26:18,0,2,2,6-54,3.1,24,74,6.6,21-37,245,319,0-1,1-10,15,0,0,37,0,1,2
401752732,2025,7,regular,South Carolina,SEC,away,10,1,20,0,3,0,43,0,2,4,0,0,2,1,1,31:45,1,1,2,13-65,4.3,45,193,4.6,15-27,124,317,0-2,6-16,20,4,0,34,0,4,1
401752732,2025,7,regular,LSU,SEC,home,20,0,-8,0,1,2,22,0,1,8,0,0,1,1,2,28:15,2,1,3,5-54,6.0,28,168,7.7,20-33,254,422,0-0,4-11,22,6,0,43,5,5,4
401752734,2025,7,regular,Alabama,SEC,away,27,0,15,0,1,3,36,0,2,9,0,0,2,0,1,38:33,0,1,1,5-30,2.9,43,126,6.5,23-31,200,326,3-3,6-15,22,2,0,25,2,7,2
401752734,2025,7,regular,Missouri,SEC,home,24,1,8,0,1,2,39,0,2,6,,,,1,2,21:27,2,0,2,4-45,5.8,28,163,6.0,16-28,167,330,2-3,1-10,15,7,0,44,4,15,1
401752736,2025,7,regular,Texas,SEC,home,23,0,75,1,1,1,22,0,1,11,11,0,3,,,30:58,0,0,0,4-31,4.3,32,138,6.1,21-27,166,304,0-0,10-17,15,7,1,31,5,4,6
401752736,2025,7,regular,Oklahoma,SEC,away,6,0,13,0,1,0,,,,6,,,,0,1,29:02,3,0,3,5-35,1.6,30,48,5.4,21-39,210,258,2-4,6-17,16,12,0,41,1,2,3
401767192,2025,7,regular,Maine,Coastal Athletic,away,20,2,,,,0,25,0,2,8,14,0,2,1,1,30:56,1,0,1,7-65,6.3,38,241,6.4,12-25,159,400,1-2,2-11,20,,,,,,
401767192,2025,7,regular,Merrimack,FCS Independents,home,13,0,,,,1,118,0,5,7,0,0,1,0,2,29:04,2,1,3,6-47,7.1,28,200,5.0,15-26,129,329,2-2,5-12,15,,,,,,
401767744,2025,7,regular,Central Connecticut,NEC,away,24,1,12,0,1,1,20,0,2,6,68,1,2,0,1,27:37,0,0,0,3-37,5.4,30,163,5.5,19-34,187,350,0-2,3-11,22,,,,,,
401767744,2025,7,regular,Robert Morris,NEC,home,12,1,1,0,3,1,66,0,3,0,,,,,,32:23,2,0,2,8-75,2.5,30,75,8.5,25-42,356,431,1-2,6-16,19,,,,,,
401767034,2025,7,regular,Brown,Ivy,away,29,3,,,,1,58,0,4,3,0,0,1,1,0,30:00,1,0,1,3-15,3.1,38,117,7.6,29-44,336,453,0-2,8-15,27,,,,,,
401767034,2025,7,regular,Bryant,Coastal Athletic,home,19,2,,,,1,46,0,4,1,0,0,1,0,2,30:00,1,1,2,3-19,5.4,35,188,6.0,16-27,162,350,0-1,3-9,22,,,,,,
401754562,2025,7,regular,NC State,ACC,away,7,0,2,0,1,1,17,0,1,1,0,0,1,1,1,28:47,3,0,3,5-60,1.8,28,51,5.9,18-31,182,233,1-3,5-16,12,4,0,35,2,1,4
401754562,2025,7,regular,Notre Dame,FBS Independents,home,36,2,23,0,1,2,39,0,2,10,69,0,3,0,1,31:13,1,1,2,6-55,3.9,37,145,11.0,19-31,342,487,1-3,6-14,24,5,0,31,4,3,2
401767133,2025,7,regular,Weber State,Big Sky,home,27,2,-4,0,1,1,42,0,2,9,,,,,,31:02,0,0,0,4-25,3.5,41,144,5.6,16-28,157,301,1-2,5-13,19,,,,,,
401767133,2025,7,regular,Sacramento State,Big Sky,away,55,7,2,0,1,0,152,1,4,7,,,,0,1,28:58,0,0,0,11-94,7.9,50,397,6.3,6-10,63,460,2-3,5-10,22,,,,,,
401762480,2025,7,regular,Tulane,American Athletic,home,26,0,,,,2,76,0,3,14,,,,0,1,29:23,0,1,1,11-96,3.8,25,96,9.8,27-37,362,458,0-1,3-10,24,8,0,47,3,1,6
401762480,2025,7,regular,East Carolina,American Athletic,away,19,1,17,0,2,1,18,0,1,7,,,,1,0,30:37,0,0,0,7-60,3.7,43,160,6.0,19-30,180,340,0-1,10-19,22,5,0,37,0,0,4
401762484,2025,7,regular,Navy,American Athletic,away,32,3,,,,1,45,0,2,6,,,,1,1,25:58,0,0,0,4-30,6.6,37,243,8.3,6-17,141,384,3-3,3-11,15,3,0,50,1,2,3
401762484,2025,7,regular,Temple,American Athletic,home,31,3,25,0,2,1,25,0,1,7,,,,0,1,34:02,0,1,1,2-25,4.5,39,175,9.6,25-36,345,520,2-2,6-12,27,2,0,28,1,3,1
401754559,2025,7,regular,Pittsburgh,ACC,away,34,2,,,,2,,,,10,,,,1,2,32:35,2,0,2,5-55,3.9,41,158,11.1,21-29,321,479,3-3,5-14,23,5,0,31,2,3,1
