gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected
401767541,2025,4,regular,Drake,Pioneer,away,21,2,,,,1,23,0,1,3,,,,1,1,30:39,2,1,3,3-21,3.5,39,138,8.2,15-20,164,302,1-1,5-11,20,,,,,,
401767541,2025,4,regular,South Dakota,MVFC,home,42,4,-3,0,3,2,66,0,3,6,0,0,2,1,3,29:21,0,1,1,8-75,8.1,35,282,11.3,13-20,226,508,0-0,5-8,21,,,,,,
401762821,2025,4,regular,Akron,Mid-American,home,51,3,24,0,3,2,30,0,1,15,27,1,2,1,1,26:42,1,0,1,6-55,7.9,34,269,7.8,16-32,249,518,0-0,5-11,26,7,1,31,3,3,5
401762821,2025,4,regular,Duquesne,NEC,away,7,1,0,0,1,0,22,0,2,1,4,0,1,0,1,33:18,2,1,3,2-10,4.5,40,178,2.1,9-25,52,230,0-2,6-16,12,1,0,31,0,4,5
401752715,2025,4,regular,Tennessee,SEC,home,56,4,35,0,3,3,44,0,1,8,1,0,1,1,2,26:08,1,1,2,5-50,5.7,42,239,9.2,18-30,275,514,1-1,7-13,28,9,1,27,3,2,3
401752715,2025,4,regular,UAB,American Athletic,away,24,1,,,,2,14,0,1,6,-5,0,1,1,2,33:52,1,1,2,13-110,1.2,19,23,7.1,39-52,371,394,2-3,5-15,18,3,0,26,1,1,3
401762468,2025,4,regular,Rice,American Athletic,away,28,3,,,,1,,,,4,,,,1,0,30:12,0,0,0,7-82,5.5,46,255,8.2,9-12,98,353,0-0,5-12,17,9,0,36,6,5,9
401762468,2025,4,regular,Charlotte,American Athletic,home,17,0,42,0,2,1,,,,9,,,,0,2,29:48,0,1,1,5-43,2.3,32,75,5.9,23-44,259,334,1-1,8-18,22,4,0,29,0,4,0
401762469,2025,4,regular,Army,American Athletic,home,38,3,,,,2,,,,8,,,,1,3,32:01,1,2,3,1-15,5.7,68,387,7.8,6-13,101,488,3-5,8-16,26,2,0,43,0,2,2
401762469,2025,4,regular,North Texas,American Athletic,away,45,5,,,,1,39,0,4,9,35,0,1,2,2,27:59,0,1,1,7-50,5.6,41,229,6.9,26-36,249,478,1-3,7-12,26,4,0,37,1,4,1
401760373,2025,4,regular,Colorado State,Mountain West,home,16,1,8,0,3,1,,,,4,0,0,2,0,1,33:33,0,0,0,11-115,4.1,37,153,6.7,24-38,254,407,1-2,7-18,20,5,0,25,0,6,7
401760373,2025,4,regular,UTSA,American Athletic,away,17,1,12,0,5,1,,,,5,,,,0,1,26:27,2,0,2,9-80,5.2,33,172,6.4,14-27,173,345,0-2,6-15,13,5,0,28,3,4,6
401752723,2025,4,regular,Texas,SEC,home,55,4,56,0,3,3,22,0,1,13,0,0,1,,,33:51,0,0,0,9-70,6.4,41,264,12.3,23-28,343,607,0-0,7-11,26,10,0,31,5,1,3
401752723,2025,4,regular,Sam Houston,Conference USA,away,0,0,,,,0,,,,,,,,0,2,26:09,1,0,1,6-40,1.0,26,27,3.4,13-25,86,113,0-2,2-14,7,5,0,39,1,3,1
401767151,2025,4,regular,Elon,Coastal Athletic,away,16,0,,,,2,99,0,4,4,0,0,1,0,2,25:26,1,1,2,9-71,2.3,30,70,7.7,15-29,223,293,0-2,2-11,15,,,,,,
401767151,2025,4,regular,East Tennessee State,Southern,home,26,3,0,0,1,0,34,0,1,8,0,0,1,1,0,34:34,1,0,1,3-20,3.2,43,138,6.0,30-45,268,406,1-2,9-21,24,,,,,,
401767574,2025,4,regular,The Citadel,Southern,home,0,0,0,0,1,0,17,0,2,,,,,,,28:27,1,0,1,4-40,3.2,37,118,4.8,10-16,76,194,0-5,3-13,10,,,,,,
401767574,2025,4,regular,Mercer,Southern,away,38,1,,,,4,,,,8,0,0,1,,,31:33,0,0,0,6-45,5.6,27,152,8.7,29-35,305,457,0-0,5-9,24,,,,,,
401767121,2025,4,regular,Northern Colorado,Big Sky,away,26,2,10,0,1,1,,,,8,,,,1,2,38:25,2,1,3,6-40,4.1,54,222,5.8,24-37,215,437,1-1,4-16,24,,,,,,
401767121,2025,4,regular,Houston Christian,Southland,home,23,0,6,0,2,0,46,0,2,11,119,2,2,1,2,21:35,0,1,1,8-50,1.7,23,40,4.6,17-35,160,200,1-2,1-15,8,,,,,,
401767114,2025,4,regular,Northern Arizona,Big Sky,home,31,1,17,0,2,3,22,0,1,7,,,,0,1,28:17,0,0,0,3-40,4.0,29,116,8.4,17-34,286,402,2-2,4-13,19,,,,,,
401767114,2025,4,regular,Incarnate Word,Southland,away,23,1,7,0,1,2,,,,5,,,,,,31:43,0,0,0,9-60,5.1,28,144,7.7,30-38,292,436,1-2,6-14,22,,,,,,
401767580,2025,4,regular,Western Carolina,Southern,home,50,1,-3,0,1,6,73,0,3,6,0,0,1,0,1,29:47,0,1,1,16-145,4.9,31,151,12.7,35-46,582,733,1-3,8-12,31,,,,,,
401767580,2025,4,regular,Samford,Southern,away,35,1,,,,3,62,0,3,11,,,,1,0,30:13,1,0,1,5-47,3.4,35,120,8.6,35-53,456,576,0-1,7-15,34,,,,,,
401752710,2025,4,regular,LSU,SEC,home,56,4,49,0,3,4,58,0,3,8,,,,,,34:44,0,0,0,7-50,3.9,35,135,9.2,35-43,395,530,3-3,9-14,32,7,0,24,4,2,5
401752710,2025,4,regular,SE Louisiana,Southland,away,10,0,,,,1,21,0,1,4,,,,0,1,25:16,0,0,0,5-55,3.6,25,89,5.5,11-21,116,205,0-1,1-10,10,5,0,47,2,0,4
401767603,2025,4,regular,Davidson,Pioneer,home,48,4,,,,3,19,0,1,6,-23,0,3,3,0,28:33,1,0,1,13-110,6.2,41,256,8.8,18-28,246,502,4-5,4-11,21,,,,,,
401767603,2025,4,regular,Greensboro,USA South,away,0,0,4,0,1,0,41,0,3,,17,0,1,0,5,31:27,3,3,6,7-57,0.9,27,23,5.9,26-46,270,293,1-6,5-15,17,,,,,,
401754539,2025,4,regular,Virginia,ACC,home,48,1,0,0,1,5,32,0,1,12,,,,1,0,34:48,0,0,0,7-55,5.3,40,210,12.0,24-32,384,594,1-1,7-13,29,8,0,23,5,3,3
401754539,2025,4,regular,Stanford,ACC,away,20,1,,,,2,28,0,2,2,,,,0,1,25:12,0,1,1,4-40,1.2,30,37,9.9,20-29,286,323,1-1,6-14,15,2,0,27,1,1,2
401754540,2025,4,regular,San Diego State,Mountain West,home,34,1,22,0,1,1,16,0,1,10,96,1,2,1,0,30:18,0,0,0,7-75,4.3,31,134,10.5,15-18,189,323,0-0,3-10,15,5,2,42,4,5,10
401754540,2025,4,regular,California,ACC,away,0,0,11,0,2,0,15,0,1,0,,,,0,1,29:42,2,1,3,6-40,2.1,31,65,5.5,18-41,224,289,2-4,6-17,17,6,0,38,1,0,3
401756897,2025,4,regular,Wyoming,Mountain West,away,20,0,16,0,1,2,,,,8,,,,1,1,32:04,0,0,0,7-80,4.2,40,166,7.0,12-26,182,348,1-1,5-13,20,4,0,47,1,3,1
401756897,2025,4,regular,Colorado,Big 12,home,37,2,12,0,1,3,112,0,4,5,,,,0,1,27:56,0,1,1,5-53,6.2,31,193,10.9,18-28,304,497,0-0,5-10,23,6,0,47,2,1,7
401752847,2025,4,regular,Michigan State,Big Ten,away,31,1,,,,3,20,0,1,6,,,,1,0,28:39,0,0,0,5-48,3.5,31,108,9.8,13-23,225,333,0-1,5-11,19,1,0,43,0,1,4
401752847,2025,4,regular,USC,Big Ten,home,45,3,23,0,1,3,64,0,3,9,,,,0,1,28:42,0,1,1,9-67,7.6,37,283,9.0,20-26,234,517,1-2,8-11,27,7,0,30,2,6,1
401752843,2025,4,regular,Illinois,Big Ten,away,10,0,9,0,1,1,22,0,1,4,,,,,,20:18,1,0,1,4-23,0.1,20,2,6.4,16-25,159,161,0-0,1-10,9,3,0,47,2,1,0
401752843,2025,4,regular,Indiana,Big Ten,home,63,3,60,1,3,5,,,,9,0,0,1,,,39:42,0,0,0,2-10,6.4,49,312,11.6,21-23,267,579,1-1,8-11,31,10,2,24,7,0,4
401752845,2025,4,regular,Wisconsin,Big Ten,home,10,0,35,0,2,1,86,0,4,4,,,,0,2,37:07,1,0,1,2-20,1.5,42,61,6.7,22-35,235,296,2-3,3-17,21,4,0,29,1,1,4
401752845,2025,4,regular,Maryland,Big Ten,away,27,1,20,0,3,2,,,,9,46,0,1,,,22:53,0,0,0,4-50,2.7,23,61,7.8,18-34,265,326,0-0,4-14,13,10,0,56,6,6,1
401752846,2025,4,regular,Nebraska,Big Ten,home,27,0,21,0,3,3,23,0,1,9,,,,1,0,33:17,1,0,1,3-9,1.4,31,43,7.5,30-41,308,351,2-3,2-13,23,5,0,26,1,1,3
401752846,2025,4,regular,Michigan,Big Ten,away,30,3,-1,0,1,0,1,0,1,12,0,0,1,0,1,26:43,0,1,1,4-39,9.4,31,290,4.6,12-23,105,395,0-0,4-12,16,9,0,40,7,2,3
401752844,2025,4,regular,Iowa,Big Ten,away,38,4,43,0,1,0,129,1,3,8,0,0,1,0,1,28:54,0,0,0,2-30,4.2,38,160,10.3,12-18,186,346,0-0,3-8,22,3,1,27,3,1,8
401752844,2025,4,regular,Rutgers,Big Ten,home,28,4,,,,0,,,,4,,,,,,31:06,1,0,1,6-50,2.3,30,70,8.3,24-40,330,400,0-1,6-13,20,3,0,23,2,3,1
401752848,2025,4,regular,Notre Dame,FBS Independents,home,56,5,13,0,2,2,167,1,4,8,8,0,2,0,1,32:00,0,1,1,3-30,6.6,39,258,14.1,17-20,281,539,0-2,6-10,26,5,1,36,2,4,6
401752848,2025,4,regular,Purdue,Big Ten,away,30,0,,,,3,,,,12,,,,1,1,28:00,2,0,2,7-75,2.7,28,76,7.8,25-39,303,379,1-1,4-14,20,2,0,43,1,2,1
401754642,2025,4,regular,Louisville,ACC,home,40,3,106,1,3,0,65,0,2,16,5,0,2,0,2,33:52,0,1,1,6-55,4.3,29,126,9.5,24-33,313,439,0-0,4-11,21,2,1,21,0,2,3
401754642,2025,4,regular,Bowling Green,Mid-American,away,17,1,,,,1,25,0,1,5,,,,1,0,26:08,2,0,2,6-43,6.6,29,190,6.2,11-21,131,321,0-0,4-12,14,6,0,30,3,2,2
401760376,2025,4,regular,UNLV,Mountain West,away,41,2,,,,2,53,0,3,11,67,1,2,1,0,38:08,2,0,2,6-35,5.1,43,220,6.8,29-43,293,513,0-1,12-17,30,4,1,26,0,3,3
401760376,2025,4,regular,Miami (OH),Mid-American,home,38,0,,,,3,138,1,4,8,77,1,2,0,1,21:52,2,1,3,7-79,6.0,22,131,8.8,15-30,265,396,1-1,1-8,19,10,2,49,4,0,5
401762823,2025,4,regular,Gardner-Webb,OVC-Big South,away,35,3,35,0,2,2,40,0,2,5,,,,,,26:01,1,0,1,4-31,6.4,30,193,9.6,19-30,289,482,5-5,2-13,16,5,0,32,2,1,3
401762823,2025,4,regular,Ohio,Mid-American,home,52,6,45,0,2,1,58,0,1,8,0,0,1,,,33:59,0,0,0,4-35,6.8,47,319,10.7,18-27,290,609,0-1,5-9,33,2,0,27,0,4,0
401754541,2025,4,regular,Florida State,ACC,home,66,8,-6,0,1,1,,,,12,1,0,1,,,34:31,1,0,1,5-59,9.2,54,498,11.5,16-24,277,775,0-1,9-10,37,6,0,22,2,1,1
401754541,2025,4,regular,Kent State,Mid-American,away,10,0,,,,1,,,,4,29,0,1,,,25:29,1,0,1,5-32,1.5,28,43,6.0,13-27,163,206,1-2,3-14,12,3,0,41,1,0,2
401762820,2025,4,regular,Western Michigan,Mid-American,home,14,2,5,0,3,0,,,,0,-1,0,2,0,3,30:18,1,2,3,2-20,2.5,36,91,6.1,16-33,201,292,1-3,6-15,17,5,0,51,2,9,4
401762820,2025,4,regular,Toledo,Mid-American,away,13,1,17,0,2,0,33,0,1,7,0,0,1,2,1,29:42,2,0,2,5-48,4.5,42,191,3.0,15-30,89,280,1-2,5-18,16,6,0,44,4,1,4
401752714,2025,4,regular,Oklahoma,SEC,home,24,1,4,0,2,1,,,,10,,,,0,1,24:26,0,1,1,9-99,1.5,24,35,7.5,24-36,271,306,1-1,3-12,16,14,0,44,9,3,4
401752714,2025,4,regular,Auburn,SEC,away,17,1,9,0,4,1,43,0,3,5,,,,1,0,35:34,0,0,0,13-85,1.9,35,67,6.7,21-33,220,287,1-3,3-15,18,6,0,35,1,5,4
401752708,2025,4,regular,Memphis,American Athletic,home,32,3,11,0,1,1,,,,8,5,0,2,1,2,32:05,2,0,2,4-20,7.4,40,294,6.4,15-31,199,493,0-0,6-13,26,5,0,38,1,5,4
401752708,2025,4,regular,Arkansas,SEC,away,31,3,4,0,2,1,23,0,1,7,19,0,2,0,1,27:55,2,1,3,7-55,5.5,32,175,9.6,18-34,325,500,0-0,3-10,23,8,0,45,3,4,2
401752709,2025,4,regular,Miami,ACC,home,26,3,14,0,1,0,19,0,1,8,,,,,,36:30,1,0,1,6-30,4.3,44,189,5.3,17-30,160,349,1-1,8-16,21,7,0,24,4,4,0
401752709,2025,4,regular,Florida,SEC,away,7,1,,,,0,19,0,1,1,0,0,1,,,23:30,0,0,0,3-20,2.8,29,80,2.7,12-23,61,141,3-6,0-13,7,4,0,38,1,1,3
401752713,2025,4,regular,South Carolina,SEC,away,20,0,13,0,1,2,124,0,6,8,0,0,1,,,24:34,0,0,0,14-98,-0.4,22,-9,10.8,18-28,302,293,0-1,3-11,15,3,0,33,1,3,3
401752713,2025,4,regular,Missouri,SEC,home,29,2,,,,1,12,0,1,9,,,,,,35:26,1,0,1,5-54,6.2,46,287,6.3,16-27,171,458,0-0,7-13,29,8,0,25,5,6,3
401752711,2025,4,regular,Tulane,American Athletic,away,10,0,12,0,1,1,20,0,1,4,,,,1,1,32:29,1,0,1,4-30,4.6,39,178,3.6,10-29,104,282,0-3,6-15,18,4,0,42,1,3,5
401752711,2025,4,regular,Ole Miss,SEC,home,45,3,29,0,3,2,23,0,1,13,0,0,1,0,1,27:31,0,1,1,3-35,5.7,42,241,11.4,17-27,307,548,0-0,7-11,23,5,0,27,0,17,4
401752712,2025,4,regular,Northern Illinois,Mid-American,away,10,0,,,,1,,,,4,,,,0,1,28:05,1,0,1,5-50,4.8,26,126,5.7,15-25,142,268,0-2,1-9,14,3,0,23,2,2,1
401752712,2025,4,regular,Mississippi State,SEC,home,38,4,1,0,1,1,,,,8,0,0,1,,,31:55,0,0,0,11-103,6.0,49,292,8.0,12-20,160,452,4-4,5-13,23,6,0,15,1,3,0
401767743,2025,4,regular,Central Connecticut,NEC,away,14,2,19,0,3,0,38,0,2,2,-3,0,2,0,3,23:41,1,2,3,3-30,2.8,31,88,5.4,14-32,174,262,0-1,4-14,17,,,,,,
401767743,2025,4,regular,Merrimack,FCS Independents,home,16,1,12,0,3,0,43,0,3,10,13,0,1,2,1,36:19,2,0,2,5-41,4.5,42,190,4.1,12-30,124,314,0-1,5-14,20,,,,,,
401767107,2025,4,regular,Montana State,Big Sky,home,17,2,5,0,1,0,13,0,1,5,0,0,1,1,0,28:34,1,0,1,4-23,5.7,41,233,7.1,12-17,121,354,0-0,9-11,20,,,,,,
401767107,2025,4,regular,Mercyhurst,NEC,away,0,0,10,0,1,0,36,0,2,,0,0,1,0,1,31:26,1,1,2,5-45,2.5,23,58,5.7,24-36,205,263,4-7,4-14,15,,,,,,
401767613,2025,4,regular,Dayton,Pioneer,away,17,0,9,0,2,2,19,0,1,5,,,,0,1,26:40,0,0,0,7-64,3.0,31,92,9.7,13-20,194,286,1-1,4-11,16,,,,,,
401767613,2025,4,regular,Robert Morris,NEC,home,14,2,15,0,3,0,,,,2,,,,,,33:20,0,0,0,7-55,3.8,39,148,4.6,10-25,115,263,0-3,8-15,18,,,,,,
401767031,2025,4,regular,Campbell,Coastal Athletic,home,50,1,,,,6,80,0,4,6,0,0,2,1,2,32:23,2,2,4,11-108,5.2,42,220,6.7,30-50,337,557,3-4,11-20,27,,,,,,
401767031,2025,4,regular,Bryant,Coastal Athletic,away,48,4,1,0,1,1,132,1,3,6,30,1,2,2,1,27:37,2,1,3,6-52,4.7,37,175,6.3,15-34,215,390,1-3,7-17,19,,,,,,
401754542,2025,4,regular,Georgia Tech,ACC,home,45,4,0,0,1,2,-1,0,1,9,,,,0,1,22:31,0,1,1,6-55,10.2,30,307,8.9,13-18,161,468,0-0,3-8,19,6,0,34,2,5,5
401754542,2025,4,regular,Temple,American Athletic,away,24,1,4,0,1,2,,,,6,,,,1,1,37:29,0,0,0,8-75,4.2,44,184,3.9,17-37,144,328,3-4,6-19,19,5,0,21,2,1,1
401754538,2025,4,regular,NC State,ACC,away,33,3,-4,0,2,2,71,0,4,3,,,,0,2,32:29,3,1,4,6-49,4.9,35,171,9.3,29-39,364,535,1-4,7-12,26,8,0,32,3,5,1
401754538,2025,4,regular,Duke,ACC,home,45,3,,,,3,51,0,2,9,70,0,3,1,1,27:31,0,0,0,8-103,4.3,35,149,9.6,19-28,269,418,2-2,5-12,22,7,0,28,2,9,2
401754537,2025,4,regular,Clemson,ACC,home,21,0,0,0,1,3,53,0,2,3,,,,0,1,29:20,1,1,2,8-75,6.4,22,140,6.1,37-60,363,503,1-5,3-13,29,5,0,41,3,2,9
401754537,2025,4,regular,Syracuse,ACC,away,34,1,1,0,1,3,26,0,1,10,14,0,1,1,0,30:40,0,0,0,7-52,4.2,37,157,7.1,21-39,278,435,2-2,3-15,24,3,0,41,1,6,3
401754617,2025,4,regular,Wofford,Southern,away,6,0,,,,0,11,0,1,6,,,,1,0,25:31,1,0,1,7-73,0.0,23,-1,5.3,16-27,142,141,0-0,5-15,8,4,0,34,1,0,2
401754617,2025,4,regular,Virginia Tech,ACC,home,38,3,14,0,2,2,32,0,1,8,0,0,1,0,1,34:29,0,1,1,8-74,4.3,36,155,9.3,27-33,307,462,0-1,6-11,28,12,0,13,4,4,3
401760374,2025,4,regular,Fresno State,Mountain West,away,23,1,7,0,1,1,57,0,2,5,101,1,3,1,3,30:10,0,1,1,8-87,2.1,31,65,7.9,22-29,230,295,0-0,7-14,16,4,1,38,4,3,2
401760374,2025,4,regular,Hawai'i,Mountain West,home,21,0,,,,1,,,,7,,,,1,0,29:50,3,0,3,7-41,3.7,26,95,4.7,28-47,219,314,2-3,7-17,20,8,1,40,1,2,1
401760372,2025,4,regular,Air Force,Mountain West,home,37,3,,,,2,,,,7,0,0,1,,,36:20,1,0,1,6-45,5.0,54,269,12.3,13-20,246,515,2-3,8-14,24,1,0,22,0,4,2
401760372,2025,4,regular,Boise State,Mountain West,away,49,5,7,0,1,2,38,0,2,7,23,0,1,,,23:40,1,0,1,12-107,9.8,29,285,11.5,16-27,310,595,0-0,7-10,23,6,0,42,1,1,1
401760377,2025,4,regular,McNeese,Southland,away,7,0,11,0,1,1,15,0,1,1,0,0,1,1,0,28:46,0,0,0,3-22,2.7,40,109,4.6,11-28,130,239,2-4,6-18,13,1,0,31,1,2,2
401760377,2025,4,regular,Utah State,Mountain West,home,48,4,4,0,1,3,,,,6,,,,0,1,31:14,1,1,2,6-55,7.5,45,337,10.5,19-28,293,630,1-1,6-12,27,6,0,22,4,5,4
401767551,2025,4,regular,Georgetown,Patriot,away,0,0,24,0,2,0,27,0,3,0,0,0,1,0,4,29:27,2,2,4,5-45,1.9,41,76,3.7,9-29,107,183,2-4,6-19,11,,,,,,
401767551,2025,4,regular,Brown,Ivy,home,46,4,6,0,3,2,,,,8,3,0,2,2,1,30:33,1,0,1,4-30,4.9,34,168,7.8,20-28,219,387,1-1,4-13,18,,,,,,
401767162,2025,4,regular,William & Mary,Coastal Athletic,home,34,1,3,0,1,4,15,0,1,4,,,,2,0,36:04,0,0,0,3-25,3.0,50,151,8.7,22-34,296,447,1-3,14-21,27,,,,,,
401767162,2025,4,regular,Charleston Southern,OVC-Big South,away,7,1,19,0,2,0,26,0,2,1,,,,0,2,23:56,0,2,2,9-68,6.0,27,163,4.8,11-18,86,249,0-1,3-11,10,,,,,,
401767333,2025,4,regular,UAlbany,Coastal Athletic,home,13,1,10,0,1,0,41,0,2,7,0,0,1,,,33:42,1,0,1,6-55,4.3,38,162,3.8,13-30,115,277,2-3,5-17,17,,,,,,
401767333,2025,4,regular,Cornell,Ivy,away,10,0,1,0,1,1,86,0,4,4,0,0,1,,,26:18,1,0,1,8-70,3.7,30,110,5.9,16-26,153,263,0-1,3-12,15,,,,,,
401767267,2025,4,regular,New Hampshire,Coastal Athletic,away,20,1,5,0,2,1,75,0,4,8,65,0,1,0,1,27:57,2,0,2,1-5,3.0,29,88,7.8,22-35,273,361,3-5,2-12,17,,,,,,
401767267,2025,4,regular,Dartmouth,Ivy,home,27,4,,,,0,,,,1,22,0,2,0,1,32:03,1,0,1,2-25,5.7,33,188,8.1,22-30,244,432,0-1,8-12,21,,,,,,
401767061,2025,4,regular,Western Illinois,OVC-Big South,away,31,2,,,,2,66,0,3,7,18,0,2,,,32:22,1,0,1,8-80,3.8,39,150,4.8,21-43,208,358,2-3,6-19,22,,,,,,
401767061,2025,4,regular,Eastern Washington,Big Sky,home,52,5,98,0,4,2,80,0,2,6,46,0,1,,,27:38,2,0,2,11-122,7.7,42,325,9.4,11-29,272,597,1-2,4-14,22,,,,,,
401767099,2025,4,regular,Montana,Big Sky,home,63,6,0,0,1,2,26,0,1,9,6,0,1,1,0,38:22,0,0,0,3-18,5.9,51,303,11.5,24-30,344,647,2-2,9-15,33,,,,,,
401767099,2025,4,regular,Indiana State,MVFC,away,20,2,4,0,2,1,55,0,3,2,,,,0,1,23:18,1,1,2,5-27,6.6,30,198,6.8,15-28,189,387,0-0,5-15,12,,,,,,
401767210,2025,4,regular,Stony Brook,Coastal Athletic,away,27,1,7,0,1,2,,,,3,,,,0,1,22:52,0,1,1,4-45,3.3,30,99,7.7,27-41,317,416,3-3,5-16,20,,,,,,
401767210,2025,4,regular,Lindenwood,OVC-Big South,home,30,2,11,0,1,2,48,0,2,6,,,,1,0,37:08,0,0,0,3-20,5.4,40,216,8.6,20-29,249,465,1-2,6-14,20,,,,,,
401767258,2025,4,regular,Villanova,Coastal Athletic,away,33,3,,,,2,194,0,8,3,,,,0,2,27:39,0,1,1,13-124,5.9,28,165,7.7,25-43,333,498,0-1,7-14,27,,,,,,
401767258,2025,4,regular,Monmouth,Coastal Athletic,home,51,3,11,0,1,4,54,0,2,9,,,,1,1,32:21,0,0,0,7-72,5.3,45,240,13.2,20-30,397,637,0-1,7-12,34,,,,,,
401767635,2025,4,regular,Kentucky Christian,,away,28,1,0,0,1,3,133,0,4,4,,,,0,1,19:48,0,0,0,8-50,4.8,21,101,9.3,16-27,252,353,0-1,1-9,17,,,,,,
401767635,2025,4,regular,Morehead State,Pioneer,home,45,2,0,0,1,4,76,0,3,9,,,,0,1,40:12,0,0,0,8-78,6.6,44,289,13.5,18-23,311,600,0-0,4-7,30,,,,,,
401767640,2025,4,regular,BLUEFIELD,,away,3,0,,,,0,197,0,12,3,,,,0,2,30:57,2,1,3,10-95,2.4,31,75,3.0,14-28,85,160,1-2,2-15,8,,,,,,
401767640,2025,4,regular,Presbyterian,Pioneer,home,76,4,5,0,3,6,72,0,3,14,44,0,2,1,0,29:03,0,0,0,2-20,6.5,35,226,12.8,19-25,320,546,1-1,4-9,28,,,,,,
401767644,2025,4,regular,San Diego,Pioneer,away,42,3,26,0,2,3,56,0,3,6,,,,1,1,38:22,0,1,1,8-65,3.9,34,133,6.9,38-51,352,485,1-1,14-21,25,,,,,,
401767644,2025,4,regular,Princeton,Ivy,home,35,4,39,0,4,1,25,0,1,5,,,,1,1,21:38,0,1,1,3-40,4.1,28,116,10.5,18-27,283,399,1-2,4-12,16,,,,,,
401767552,2025,5,regular,Brown,Ivy,away,7,0,,,,1,,,,1,,,,,,20:53,3,0,3,2-25,2.4,24,58,3.8,14-26,99,157,0-1,2-10,12,,,,,,
401767552,2025,5,regular,Harvard,Ivy,home,41,1,0,0,1,4,30,0,2,5,38,1,3,,,39:07,0,0,0,6-55,3.7,44,162,9.6,24-33,317,479,2-4,8-17,23,,,,,,
401767091,2025,5,regular,Montana,Big Sky,home,41,4,16,0,2,1,75,0,3,11,,,,1,0,33:47,0,0,0,7-72,4.4,43,191,9.7,17-23,223,414,2-2,4-12,22,,,,,,
401767091,2025,5,regular,Idaho,Big Sky,away,30,3,2,0,2,0,42,0,2,6,,,,0,3,26:13,0,1,1,3-30,3.2,34,108,9.4,14-28,262,370,1-1,7-16,15,,,,,,
401767398,2025,5,regular,Morgan State,MEAC,home,24,1,36,0,2,1,83,0,4,6,,,,0,1,35:23,1,0,1,15-166,5.2,49,253,2.9,11-26,76,329,2-3,5-15,22,,,,,,
401767398,2025,5,regular,Miles,SIAC,away,17,0,10,0,1,2,13,0,1,5,0,0,1,0,1,24:37,0,0,0,10-85,1.4,21,29,6.8,24-38,260,289,0-2,5-15,13,,,,,,
401756907,2025,5,regular,Baylor,Big 12,away,45,2,3,0,2,4,71,0,4,9,,,,0,2,31:52,0,1,1,8-60,5.6,39,219,11.2,24-35,393,612,1-2,7-14,29,4,0,46,1,8,6
401756907,2025,5,regular,Oklahoma State,Big 12,home,27,2,13,0,3,1,17,0,2,9,,,,1,1,28:08,0,0,0,8-100,5.1,31,158,6.3,27-46,291,449,0-2,6-16,22,4,0,37,1,2,4
401756906,2025,5,regular,UCF,Big 12,away,20,1,,,,1,64,0,3,8,0,0,1,0,2,27:51,2,1,3,6-45,6.2,33,205,7.6,13-26,197,402,0-2,3-13,13,5,0,52,1,0,1
401756906,2025,5,regular,Kansas State,Big 12,home,34,2,6,0,1,2,48,0,2,10,12,0,2,1,2,32:09,1,0,1,2-25,6.4,42,270,6.5,18-26,168,438,1-2,6-14,21,8,0,38,3,6,5
401756904,2025,5,regular,Arizona,Big 12,away,14,0,6,0,1,2,102,0,5,2,15,0,1,,,28:55,2,0,2,2-30,4.5,24,107,5.3,32-48,253,360,1-3,4-13,20,7,0,42,2,3,3
401756904,2025,5,regular,Iowa State,Big 12,home,39,5,4,0,1,0,,,,7,52,0,2,,,31:05,1,0,1,1-5,2.4,46,112,13.1,15-22,288,400,2-2,6-13,19,3,0,41,1,4,3
401756905,2025,5,regular,Cincinnati,Big 12,away,37,2,0,0,1,2,16,0,1,13,,,,1,0,34:36,0,0,0,9-68,5.8,37,215,9.0,29-43,388,603,3-3,7-16,29,2,0,26,1,2,1
401756905,2025,5,regular,Kansas,Big 12,home,34,0,,,,4,20,0,1,10,,,,0,3,25:24,0,1,1,5-26,5.6,27,152,15.9,19-28,445,597,2-2,3-8,26,3,0,44,1,8,3
401756902,2025,5,regular,Arizona State,Big 12,home,27,1,,,,2,13,0,2,9,11,0,2,1,1,35:47,0,1,1,7-56,5.0,42,209,7.5,27-39,291,500,2-4,5-16,25,13,0,33,6,1,5
401756902,2025,5,regular,TCU,Big 12,away,24,3,,,,0,12,0,1,6,,,,1,1,24:13,2,1,3,8-72,0.5,24,12,7.8,21-33,259,271,0-0,5-12,15,8,0,50,4,2,5
401756908,2025,5,regular,Utah,Big 12,away,48,1,6,0,2,5,10,0,1,12,,,,0,2,34:45,1,0,1,5-43,5.1,47,242,9.7,25-30,290,532,3-3,8-13,33,5,0,34,1,1,3
401756908,2025,5,regular,West Virginia,Big 12,home,14,1,,,,1,,,,2,0,0,1,0,1,25:15,0,0,0,6-70,5.4,48,261,6.5,6-13,85,346,4-7,4-14,14,5,0,46,0,2,0
