gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns
401403858,2022,1,regular,Oregon,Pac-12,away,3,0,,,,0,9,0,1,3,,,,0,,1,0,38,0,0,1,28:50,2,0,2,5-35,4.5,31,140,4.7,21-37,173,313,2-3,7-15,21
401403858,2022,1,regular,Georgia,SEC,home,49,4,,,,3,36,0,1,7,22,0,2,0,,3,0,42,0,0,3,31:10,0,0,0,7-75,5.3,25,132,11.9,30-37,439,571,0-0,9-10,26
401403857,2022,1,regular,Utah,Pac-12,away,26,2,10,0,1,1,35,0,2,8,,,,2,0,2,0,32,0,4,0,32:17,1,0,1,3-15,5.9,39,230,6.8,22-32,216,446,0-1,8-13,25
401403857,2022,1,regular,Florida,SEC,home,29,4,,,,0,81,0,5,3,0,0,1,0,2,2,0,36,0,5,2,27:43,0,1,1,7-38,7.3,39,283,7.0,17-24,168,451,2-2,7-12,23
401403864,2022,1,regular,Ball State,Mid-American,away,10,0,,,,1,78,0,4,4,,,,1,1,2,0,45,1,0,2,30:05,2,1,3,12-83,2.7,27,74,6.3,27-43,269,343,0-2,5-14,17
401403864,2022,1,regular,Tennessee,SEC,home,59,5,,,,3,16,0,2,11,5,0,2,0,4,2,0,30,0,7,5,29:55,0,1,1,6-48,4.3,51,218,10.0,27-35,351,569,3-3,5-13,32
401403863,2022,1,regular,Georgia State,Sun Belt,away,14,1,,,,1,0,0,1,2,5,0,2,0,,7,0,50,3,6,4,24:44,1,0,1,8-75,5.0,40,200,3.8,7-29,111,311,1-3,5-17,14
401403863,2022,1,regular,South Carolina,SEC,home,35,1,98,2,7,1,,,,7,3,0,1,0,,6,2,41,0,6,9,35:16,2,0,2,5-70,2.5,32,79,6.1,23-37,227,306,2-2,3-14,19
401403859,2022,1,regular,Miami (OH),Mid-American,away,13,1,,,,0,,,,7,5,0,1,0,2,4,0,23,4,2,1,31:53,0,1,1,7-45,3.5,32,111,5.6,22-32,179,290,3-4,3-14,17
401403859,2022,1,regular,Kentucky,SEC,home,37,0,25,0,2,3,121,1,2,13,,,,2,0,4,1,30,3,1,4,28:07,1,0,1,4-30,1.9,26,50,9.5,21-32,303,353,0-1,2-8,20
401403853,2022,1,regular,Hawai'i,Mountain West,home,10,1,,,,0,89,0,7,4,,,,0,4,0,0,44,0,0,5,28:57,0,2,2,8-72,4.2,26,108,4.5,28-55,250,358,0-4,5-16,20
401403853,2022,1,regular,Vanderbilt,SEC,away,63,5,1,0,1,2,16,0,1,9,,,,4,1,0,0,54,3,0,3,31:03,0,0,0,5-60,9.2,44,404,7.0,16-28,197,601,1-5,5-11,28
401403866,2022,1,regular,Elon,CAA,away,31,2,71,0,5,2,41,0,2,7,,,,0,1,3,0,31,0,2,3,34:29,0,1,1,6-54,3.6,42,152,10.1,20-34,343,495,0-2,4-15,23
401403866,2022,1,regular,Vanderbilt,SEC,home,42,2,2,0,2,4,,,,6,,,,2,2,5,0,43,1,3,3,25:27,0,0,0,7-54,5.4,33,179,8.4,18-29,245,424,0-1,5-13,17
401414778,2022,1,regular,Tulane,American Athletic,home,42,4,41,0,2,2,23,0,3,6,21,0,3,0,1,5,0,55,2,0,0,26:45,0,1,1,6-50,5.0,39,196,7.9,13-22,173,369,1-4,3-8,20
401414778,2022,1,regular,Massachusetts,FBS Independents,away,10,1,,,,0,64,0,4,4,,,,1,1,1,0,45,0,0,2,33:15,3,0,3,7-77,3.4,58,200,1.5,4-11,17,217,2-3,7-18,14
401416569,2022,1,regular,Central Michigan,Mid-American,away,44,2,-5,0,2,4,58,0,3,2,,,,0,1,5,0,39,1,0,4,36:08,1,0,1,7-68,3.1,39,122,8.7,36-49,424,546,2-4,4-15,31
401416569,2022,1,regular,Oklahoma State,Big 12,home,58,4,11,0,2,4,85,0,4,8,0,0,1,0,1,13,0,53,2,0,6,23:52,0,0,0,5-45,3.9,32,125,9.9,28-41,406,531,0-0,3-12,28
401404056,2022,1,regular,South Dakota,MVFC,away,0,0,2,0,1,0,35,0,1,,,,,0,3,9,0,46,4,0,0,27:41,1,0,1,9-75,3.7,35,131,4.1,18-34,139,270,0-4,5-16,13
401404056,2022,1,regular,Kansas State,Big 12,home,34,4,29,1,2,0,,,,4,0,0,1,0,1,10,1,46,4,1,2,32:19,0,0,0,4-34,6.6,45,297,5.0,15-19,95,392,1-2,5-14,19
401424416,2022,1,regular,UAlbany,CAA,away,10,0,,,,1,31,0,3,4,,,,0,1,6,0,43,2,1,2,30:28,0,1,1,10-72,2.9,30,87,5.0,13-30,150,237,0-0,5-17,10
401424416,2022,1,regular,Baylor,Big 12,home,69,7,130,1,6,2,39,0,2,9,,,,1,0,3,1,29,2,4,9,29:32,0,0,0,8-75,6.3,41,259,11.6,22-27,314,573,1-2,7-11,29
401404057,2022,1,regular,Southeast Missouri State,OVC,away,10,0,-7,0,1,1,32,0,3,4,27,0,1,0,1,3,0,47,0,0,0,27:25,1,0,1,9-100,4.5,22,98,5.8,19-38,222,320,1-2,5-15,15
401404057,2022,1,regular,Iowa State,Big 12,home,42,2,-2,0,1,4,40,0,2,6,0,0,1,0,,3,0,31,0,8,7,32:35,1,0,1,3-20,4.9,36,176,9.5,25-31,293,469,1-1,8-12,26
401404055,2022,1,regular,Murray State,OVC,away,10,0,0,0,1,1,40,0,2,4,0,0,1,0,1,2,0,47,1,1,2,34:11,0,0,0,6-55,1.2,41,50,9.0,9-23,208,258,0-1,4-18,10
401404055,2022,1,regular,Texas Tech,Big 12,home,63,3,55,0,5,6,71,0,2,9,,,,0,2,13,0,39,4,1,3,25:49,1,0,1,9-65,4.6,29,133,13.1,27-36,472,605,0-0,6-10,29
401404052,2022,1,regular,Tennessee Tech,OVC,away,10,0,,,,1,26,0,1,4,1,0,1,2,0,2,0,37,0,0,2,35:36,1,0,1,4-19,2.2,43,93,3.7,15-26,97,190,1-1,4-17,14
401404052,2022,1,regular,Kansas,Big 12,home,56,6,-3,0,1,1,38,0,1,8,11,0,1,0,2,12,0,43,5,2,1,24:24,1,2,3,4-40,9.9,30,297,10.8,16-19,205,502,0-1,6-8,21
401403966,2022,1,regular,Colorado,Pac-12,home,13,0,,,,1,,,,7,,,,0,,3,0,30,0,2,0,33:18,0,0,0,5-30,3.9,29,113,5.7,26-41,235,348,0-3,6-15,20
401403966,2022,1,regular,TCU,Big 12,away,38,4,72,1,3,0,,,,8,,,,0,,6,1,40,2,5,7,26:42,0,0,0,7-60,9.2,30,275,6.0,15-23,138,413,2-2,5-11,17
401411092,2022,1,regular,Pittsburgh,ACC,home,38,3,3,0,1,1,43,0,2,8,56,1,1,1,2,8,1,46,3,7,9,32:31,0,1,1,8-76,1.9,39,76,12.8,16-24,308,384,0-0,5-12,20
401411092,2022,1,regular,West Virginia,Big 12,away,31,2,25,0,2,2,31,0,2,7,,,,2,3,6,0,33,5,3,3,27:29,1,1,2,11-72,5.6,34,190,5.4,23-40,214,404,0-1,8-17,22
401431610,2022,1,regular,Weber State,Big Sky,home,41,5,131,0,6,0,50,0,2,11,11,0,3,0,,,,,,,,31:24,0,0,0,10-115,3.8,47,178,5.5,17-30,165,343,1-3,8-17,19
401431610,2022,1,regular,Western Oregon,Lone Star,away,5,0,,,,0,70,0,5,3,,,,0,,,,,,,,28:36,3,0,3,4-30,0.1,24,3,3.8,15-34,129,132,1-4,2-14,10
401445818,2022,1,regular,Bloomsburg,Pennsylvania State Athletic,home,30,3,2,0,1,0,47,0,3,12,0,0,1,3,2,,,,,,,31:16,0,0,0,6-59,3.3,54,180,3.7,7-13,48,228,0-1,7-16,19
401445818,2022,1,regular,Stonehill,NEC,away,33,2,,,,1,50,0,4,13,,,,2,3,,,,,,,28:44,1,2,3,10-85,5.0,40,199,6.0,21-42,254,453,1-1,10-18,26
401415612,2022,1,regular,South Florida,American Athletic,home,21,2,,,,0,239,1,8,3,12,0,1,0,,7,1,46,1,1,2,25:17,1,0,1,3-25,4.0,27,107,5.7,17-30,172,279,2-5,3-12,12
401415612,2022,1,regular,BYU,FBS Independents,away,50,3,7,0,1,2,19,0,1,12,0,1,1,0,1,3,1,35,1,0,2,34:43,1,0,1,4-35,8.4,37,312,8.2,25-32,261,573,2-2,7-13,27
401413214,2022,1,regular,Davidson,Pioneer,away,17,0,,,,2,,,,5,6,0,1,0,5,,,,,,,42:10,0,3,3,7-51,3.5,67,233,5.7,5-10,57,290,2-4,10-17,22
401413214,2022,1,regular,Jacksonville State,Atlantic Sun,home,35,3,22,0,2,2,94,0,3,5,,,,3,0,,,,,,,17:50,1,0,1,6-45,5.1,31,158,7.9,9-20,158,316,1-2,2-6,16
401413213,2022,1,regular,Stephen F. Austin,Western Athletic,away,17,0,,,,2,,,,5,,,,1,2,,,,,,,20:46,1,1,2,3-35,2.4,29,70,4.7,14-29,135,205,1-3,6-15,13
401413213,2022,1,regular,Jacksonville State,Atlantic Sun,home,42,5,,,,0,,,,6,22,0,1,2,1,,,,,,,22:43,1,1,2,3-25,6.1,47,285,10.5,11-19,199,484,1-2,7-11,24
401405060,2022,1,regular,Minnesota,Big Ten,home,38,5,,,,0,22,0,1,8,0,0,1,0,,3,0,14,2,0,2,44:30,0,0,0,3-35,5.2,57,297,8.2,16-23,188,485,0-0,11-14,31
401405060,2022,1,regular,New Mexico State,FBS Independents,away,0,0,,,,0,,,,,,,,0,,1,0,55,0,2,2,15:30,1,0,1,5-35,1.8,21,38,4.4,4-12,53,91,0-0,2-9,6
401409235,2022,1,regular,Nevada,Mountain West,away,23,2,0,0,1,0,46,0,2,11,0,0,4,1,2,3,0,36,0,1,2,31:44,0,0,0,6-65,4.0,45,179,3.4,14-23,78,257,0-0,8-17,18
401409235,2022,1,regular,New Mexico State,FBS Independents,home,12,0,19,0,3,1,30,0,2,4,,,,0,1,8,0,50,0,0,2,28:16,4,1,5,8-55,3.4,25,85,6.4,18-34,218,303,0-1,5-12,16
401404157,2022,1,regular,Southern Miss,Sun Belt,home,27,2,,,,0,38,0,2,9,22,1,3,0,2,11,1,53,2,3,5,30:54,3,2,5,10-77,4.7,54,252,10.5,5-13,137,389,0-1,3-12,19
401404157,2022,1,regular,Liberty,FBS Independents,away,29,1,5,0,1,2,72,0,3,9,22,0,3,4,1,7,0,35,1,0,2,29:06,3,0,3,12-107,5.1,48,244,5.8,18-35,203,447,1-3,8-20,23
401418645,2022,1,regular,Samford,Southern,home,27,0,20,0,1,4,61,0,2,3,0,0,1,0,2,,,,,,,20:54,0,2,2,3-30,3.5,32,113,12.0,18-24,289,402,0-0,8-11,21
401418645,2022,1,regular,Kennesaw State,Atlantic Sun,away,17,2,,,,0,15,0,1,5,,,,2,3,,,,,,,39:06,1,0,1,5-34,3.1,62,193,10.4,5-13,135,328,2-3,9-18,20
401426533,2022,1,regular,Florida International,Conference USA,home,38,0,6,0,1,5,114,0,4,6,,,,2,0,0,0,40,3,2,4,21:42,0,0,0,8-70,2.6,26,67,6.0,30-52,310,377,4-6,4-15,27
401426533,2022,1,regular,Bryant,Big South,away,37,3,4,0,1,2,118,0,3,7,,,,1,2,0,0,34,1,1,7,38:18,0,1,1,15-130,3.3,37,121,8.5,29-41,349,470,2-2,10-17,28
401403856,2022,1,regular,Mercer,Southern,away,16,0,,,,2,26,0,2,4,27,0,2,0,,2,0,36,0,0,1,32:03,0,0,0,10-70,2.4,31,74,5.5,21-36,197,271,0-0,8-18,15
401403856,2022,1,regular,Auburn,SEC,home,42,5,45,0,5,1,23,0,3,6,,,,0,,3,0,38,1,5,5,27:57,2,0,2,3-20,7.0,41,285,10.1,13-21,212,497,1-2,4-8,22
401403867,2022,1,regular,Florida State,ACC,home,24,1,0,0,1,2,45,0,2,6,,,,2,,6,0,49,4,0,2,34:06,0,1,1,6-65,3.5,38,132,7.9,20-33,260,392,0-1,11-17,23
401403867,2022,1,regular,LSU,SEC,away,23,1,0,0,2,2,31,0,2,5,,,,1,,4,0,50,2,0,3,25:54,0,2,2,3-30,4.6,30,139,6.0,25-35,209,348,2-2,5-11,25
401426536,2022,1,regular,Florida Atlantic,Conference USA,away,38,0,57,0,4,5,19,0,1,8,,,,0,2,7,0,28,4,7,2,24:19,0,2,2,8-90,3.4,29,100,8.7,24-42,364,464,0-1,7-13,25
401426536,2022,1,regular,Ohio,Mid-American,home,41,1,0,0,2,4,60,0,5,11,,,,2,0,3,0,25,2,7,4,35:41,0,0,0,7-55,3.4,39,131,10.1,27-34,345,476,0-0,5-12,26
401403973,2022,1,regular,Washington,Pac-12,home,45,2,,,,4,92,0,4,9,2,0,3,0,3,5,0,40,1,0,4,32:39,0,1,1,5-52,3.7,36,132,8.9,29-44,393,525,2-4,9-15,29
401403973,2022,1,regular,Kent State,Mid-American,away,20,1,0,0,1,1,139,0,6,8,,,,1,0,3,0,47,1,0,5,27:21,3,0,3,7-70,3.8,39,147,6.7,14-29,193,340,1-2,10-17,19
401416568,2022,1,regular,Saint Francis,NEC,away,23,2,4,0,1,0,47,0,3,11,,,,0,,9,0,42,6,0,4,32:46,1,0,1,10-61,4.7,40,189,6.9,23-36,247,436,2-2,4-17,18
401416568,2022,1,regular,Akron,Mid-American,home,30,2,,,,2,14,0,3,6,0,0,1,0,2,6,0,56,2,2,4,27:14,0,0,0,3-37,2.9,33,97,7.0,24-39,273,370,2-3,3-15,19
401441990,2022,1,regular,Long Island University,NEC,away,0,0,,,,0,10,0,1,,,,,0,2,0,0,31,1,2,1,29:52,1,0,1,10-54,1.3,34,45,2.6,14-26,68,113,0-1,3-16,7
401441990,2022,1,regular,Toledo,Mid-American,home,37,2,34,0,4,2,30,0,1,13,11,0,1,0,,0,0,20,2,3,4,30:08,1,0,1,9-79,4.9,46,226,7.4,22-29,216,442,2-3,4-15,21
401426534,2022,1,regular,UAB,Conference USA,home,59,4,29,1,2,2,9,0,1,11,118,1,3,1,0,4,2,33,3,2,4,30:00,1,0,1,9-75,6.4,36,231,9.1,18-27,247,478,1-2,4-9,25
401426534,2022,1,regular,Alabama A&M,SWAC,away,0,0,,,,0,40,0,2,,0,0,1,0,1,3.5,0,37,1,3,1,30:00,3,1,4,4-45,2.5,39,98,4.2,16-33,137,235,3-6,3-15,15
401426543,2022,1,regular,Hawai'i,Mountain West,home,17,2,0,0,1,0,90,0,5,5,0,0,1,1,1,3,0,32,0,2,2,34:08,5,1,6,12-109,2.7,35,94,6.0,26-44,266,360,1-4,4-16,20
401426543,2022,1,regular,Western Kentucky,Conference USA,away,49,3,-12,0,1,3,23,0,1,7,100,1,5,1,1,8,1,56,2,6,3,25:52,1,1,2,7-72,4.9,29,141,8.7,22-31,271,412,1-2,1-7,24
401426531,2022,1,regular,North Texas,Conference USA,away,31,1,4,0,1,3,12,0,1,7,,,,2,1,0,0,40,1,0,5,31:25,0,1,1,6-65,4.0,41,163,8.1,16-29,236,399,1-1,6-12,24
401426531,2022,1,regular,UTEP,Conference USA,home,13,0,,,,1,22,0,1,7,,,,2,1,0,0,40,0,0,2,28:35,0,1,1,5-50,3.6,30,107,6.1,21-48,293,400,2-6,7-18,22
401426541,2022,1,regular,Oklahoma,Big 12,home,45,4,17,0,2,2,51,0,2,9,0,0,1,0,1,9,0,38,6,10,6,21:27,0,0,0,7-59,6.8,38,259,10.1,15-23,233,492,1-1,3-8,23
401426541,2022,1,regular,UTEP,Conference USA,away,13,1,-2,0,2,0,31,0,2,7,,,,0,3,3,0,32,2,0,3,38:33,1,0,1,6-50,0.9,31,28,5.6,31-51,288,316,1-2,5-15,26
401426537,2022,1,regular,Missouri,SEC,home,52,5,,,,1,23,0,1,10,58,1,3,0,1,9,1,44,4,2,8,31:32,1,1,2,10-100,6.5,50,323,7.8,20-30,235,558,1-2,6-12,28
401426537,2022,1,regular,Louisiana Tech,Conference USA,away,24,0,43,0,1,3,2,0,1,6,11,0,1,1,0,7,0,56,1,0,1,28:28,3,0,3,9-65,0.5,22,11,7.3,27-46,336,347,0-0,6-17,19
401423449,2022,1,regular,Miles,SIAC,away,13,0,33,0,2,1,65,0,4,7,38,0,1,5,3,,,,,,,35:12,0,2,2,7-79,2.7,44,119,3.3,14-32,106,225,1-2,5-17,17
401423449,2022,1,regular,Alabama State,SWAC,home,21,1,38,0,4,2,42,0,4,3,,,,2,5,,,,,,,24:48,1,5,6,10-110,3.6,31,113,11.1,11-20,221,334,0-0,5-12,17
401423448,2022,1,regular,Howard,MEAC,away,13,1,35,0,3,0,110,0,5,7,0,0,1,1,1,,,,,,,30:41,1,0,1,8-65,4.1,31,127,4.4,17-32,141,268,1-2,4-12,17
401423448,2022,1,regular,Alabama State,SWAC,home,23,2,7,0,1,1,68,0,4,5,2,0,1,0,1,,,,,,,29:19,1,1,2,11-100,3.5,33,115,10.2,17-24,245,360,1-1,4-11,17
401426538,2022,1,regular,James Madison,Sun Belt,home,44,0,52,0,4,6,20,0,2,6,,,,2,1,14,0,33,4,6,0,36:55,0,0,0,6-70,5.0,52,261,8.7,21-33,287,548,0-2,9-17,31
401426538,2022,1,regular,Middle Tennessee,Conference USA,away,7,0,,,,1,24,0,1,1,,,,0,1,8,0,52,2,4,2,23:05,0,1,1,5-43,0.4,28,12,3.2,19-33,107,119,0-1,4-16,10
401424943,2022,1,regular,Lane College,SIAC,away,42,2,13,0,1,3,74,0,2,6,37,0,1,2,0,,,,,,,26:05,0,0,0,7-105,4.9,37,183,15.6,15-21,328,511,0-2,2-9,21
401424943,2022,1,regular,Arkansas-Pine Bluff,SWAC,home,48,3,17,0,1,2,208,0,5,12,,,,0,1,,,,,,,33:55,1,1,2,4-72,5.4,47,254,8.3,19-32,267,521,1-1,7-16,26
401425418,2022,1,regular,Arkansas State,Sun Belt,home,58,6,19,0,2,2,83,0,3,8,0,0,1,0,,14,0,37,4,0,4,35:54,0,0,0,7-80,6.3,54,339,9.0,20-26,233,572,3-5,6-12,34
401425418,2022,1,regular,Grambling,SWAC,away,3,0,,,,0,104,0,5,3,,,,0,3,10,0,64,0,0,0,24:06,1,0,1,15-132,1.5,33,50,2.9,4-18,52,102,1-1,2-13,9
401424947,2022,1,regular,Florida A&M,SWAC,away,3,0,7,0,1,0,87,0,5,3,,,,0,,,,,,,,24:29,2,2,4,3-35,1.2,28,34,3.5,13-35,121,155,1-4,2-15,13
401424947,2022,1,regular,Jackson State,SWAC,home,59,0,38,0,4,5,56,0,2,11,41,1,2,2,,,,,,,,33:46,0,0,0,11-100,4.3,32,136,9.2,30-36,332,468,0-1,6-11,25
401403969,2022,1,regular,Boise State,Mountain West,away,17,2,,,,0,68,0,4,5,12,0,2,2,2,4,0,29,0,3,1,24:58,3,2,5,5-35,4.1,31,126,5.1,23-36,185,311,1-1,4-13,17
401403969,2022,1,regular,Oregon State,Pac-12,home,34,2,,,,2,31,0,2,10,0,0,3,4,1,8,0,44,2,2,4,35:02,2,1,3,10-100,4.8,37,178,12.2,15-24,292,470,1-1,4-13,17
401420880,2022,1,regular,Tarleton State,Western Athletic,home,29,0,,,,3,57,0,2,11,,,,0,,,,,,,,31:47,0,0,0,3-35,4.8,42,202,7.5,23-39,294,496,0-1,9-15,28
401420880,2022,1,regular,Mississippi Valley State,SWAC,away,13,2,,,,0,9,0,2,1,,,,0,,,,,,,,28:13,0,0,0,6-51,4.4,46,203,4.1,9-17,70,273,2-2,6-14,19
401415015,2022,1,regular,Norfolk State,MEAC,away,3,0,,,,0,11,0,1,3,11,0,1,0,,3,0,28,2,1,1,23:51,1,0,1,3-14,1.0,31,30,6.0,6-14,84,114,0-0,1-12,5
401415015,2022,1,regular,Marshall,Sun Belt,home,55,4,2,0,1,2,14,0,1,13,0,0,1,0,0,10,0,14,2,6,2,36:09,1,0,1,3-25,7.5,51,380,7.7,26-30,232,612,1-2,7-12,33
401426540,2022,1,regular,USC,Pac-12,home,66,4,4,0,2,2,16,0,1,12,164,3,4,0,,8,3,38,4,2,3,27:08,0,0,0,6-60,7.4,28,208,11.0,25-30,330,538,0-0,5-7,27
401426540,2022,1,regular,Rice,Conference USA,away,14,2,,,,0,65,0,3,2,,,,0,,2,0,42,1,0,0,32:52,4,0,4,4-55,4.3,34,146,4.8,14-28,134,280,1-3,5-16,14
401426539,2022,1,regular,SMU,American Athletic,away,48,2,-7,0,1,4,48,0,1,12,28,0,2,2,2,7,0,44,1,6,6,26:07,0,2,2,4-42,4.7,32,150,12.5,25-34,426,576,0-0,7-13,23
401426539,2022,1,regular,North Texas,Conference USA,home,10,1,,,,0,44,0,3,4,,,,4,2,4,0,40,1,1,1,33:53,2,1,3,6-40,4.3,47,202,6.5,16-34,220,422,1-3,6-18,21
401426530,2022,1,regular,Charlotte,Conference USA,away,13,0,13,0,3,2,94,0,5,1,,,,0,,0,0,32,0,0,0,25:04,1,0,1,10-85,2.7,23,62,7.8,16-28,217,279,0-2,2-11,11
401426530,2022,1,regular,Florida Atlantic,Conference USA,home,43,3,,,,1,24,0,1,13,63,1,1,0,,0,1,26,4,0,2,34:56,0,0,0,6-54,4.4,49,218,10.6,17-25,264,482,2-2,8-16,26
401426535,2022,1,regular,William & Mary,CAA,away,41,3,-1,0,1,2,23,0,1,11,,,,0,,8,0,31,4,4,8,32:05,0,0,0,7-80,6.4,47,303,13.5,13-19,256,559,2-2,3-11,25
401426535,2022,1,regular,Charlotte,Conference USA,home,24,3,5,0,1,0,103,0,6,6,,,,0,,6,0,30,1,5,1,27:55,0,0,0,9-83,3.5,37,131,8.0,17-31,248,379,0-2,7-15,22
401426542,2022,1,regular,Houston,American Athletic,away,37,1,8,0,1,3,22,0,1,9,32,0,1,0,1,6,0,32,3,5,3,35:27,0,1,1,11-75,3.2,44,140,6.4,22-32,206,346,0-0,13-21,20
401426542,2022,1,regular,UTSA,Conference USA,home,35,1,1,0,1,3,,,,9,,,,1,0,9,0,41,4,4,5,24:33,1,0,1,6-54,3.7,28,104,7.5,28-45,337,441,0-2,5-12,24
401423918,2022,1,regular,Texas Southern,SWAC,away,23,2,3,0,2,0,114,0,4,,52,1,2,1,0,,,,,,,37:09,1,1,2,7-70,2.8,40,113,3.1,7-17,53,166,1-2,3-13,12
401423918,2022,1,regular,Prairie View A&M,SWAC,home,40,5,22,0,4,0,36,0,4,,0,0,1,1,0,,,,,,,48:33,2,1,3,7-61,6.0,65,388,0.0,0-6,0,388,0-1,6-15,22
401403971,2022,1,regular,Bowling Green,Mid-American,away,17,0,23,1,2,1,,,,5,24,0,1,2,2,5,1,64,2,5,3,25:12,0,1,1,5-45,1.5,25,37,3.5,17-36,125,162,2-3,2-16,9
401403971,2022,1,regular,UCLA,Pac-12,home,45,3,15,0,3,3,,,,9,,,,2,2,9,0,31,2,1,8,34:48,1,1,2,9-60,6.0,45,269,7.6,35-47,357,626,2-3,10-19,30
401403968,2022,1,regular,UC Davis,Big Sky,away,13,1,11,0,3,1,41,0,2,1,0,0,1,0,1,4,0,40,2,2,2,30:01,2,0,2,3-31,5.4,27,145,4.8,32-50,242,387,3-5,7-18,19
401403968,2022,1,regular,California,Pac-12,home,34,0,17,0,3,3,15,0,1,10,39,1,2,0,,4,1,45,2,3,7,29:59,1,0,1,5-55,4.3,34,147,7.7,23-35,268,415,0-0,7-13,24
401403970,2022,1,regular,Colgate,Patriot,away,10,0,17,0,2,0,13,0,2,4,-2,0,1,6,1,5,0,31,0,1,0,32:06,1,0,1,6-40,4.1,39,159,3.0,10-20,59,218,0-0,4-16,11
401403970,2022,1,regular,Stanford,Pac-12,home,41,3,7,0,7,3,36,0,2,5,0,0,1,0,4,3,0,26,2,7,2,27:54,1,3,4,2-20,6.0,28,169,10.9,24-30,328,497,1-1,4-9,20
401403967,2022,1,regular,San Diego State,Mountain West,home,20,0,22,1,2,1,64,0,3,8,0,0,1,2,1,4,2,40,1,0,1,27:23,1,1,2,6-37,4.0,42,170,3.9,7-16,62,232,2-2,2-11,14
401403967,2022,1,regular,Arizona,Pac-12,away,38,1,23,0,2,4,18,0,1,8,20,0,1,2,1,4,0,34,1,0,1,32:37,1,1,2,4-35,4.2,39,162,8.5,22-35,299,461,1-2,6-13,25
401403965,2022,1,regular,Northern Arizona,Big Sky,away,3,0,,,,0,91,0,5,3,,,,1,2,5,0,55,1,0,2,23:49,2,0,2,5-52,1.0,23,23,3.2,20-30,97,120,0-2,3-15,7
401403965,2022,1,regular,Arizona State,Pac-12,home,40,4,5,0,2,0,55,0,2,16,36,0,2,0,3,6,0,35,0,0,3,36:11,0,1,1,5-45,5.4,49,267,8.4,13-18,152,419,1-2,4-13,24
