gameId,season,week,seasonType,team,conference,homeAway,points,fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns
400603854,2015,3,regular,LSU,SEC,home,45,1,5,23,0,2,1,,,,9,0,0,1,33:37,0,0,0,5-43,8.6,48,411,4.4,12-17,74,485,0-0,6-11,20
400603854,2015,3,regular,Auburn,SEC,away,21,0,1,27,0,1,2,106,0,4,3,,,,26:23,1,1,2,4-26,4.3,37,160,5.3,11-19,100,260,1-1,3-10,16
400764865,2015,3,regular,Cincinnati,American Athletic,away,37,0,3,2,0,1,1,174,0,7,13,29,0,1,36:32,2,2,4,7-55,5.2,54,282,6.6,22-40,263,545,1-1,5-15,33
400764865,2015,3,regular,Miami (OH),Mid-American,home,33,2,0,25,0,2,4,56,0,3,9,35,0,2,23:28,1,0,1,6-50,5.4,41,220,6.7,14-34,228,448,2-3,5-18,17
400787309,2015,3,regular,SE Louisiana,Southland,away,14,0,0,13,0,2,2,55,0,4,2,0,0,1,32:07,0,2,2,8-73,3.7,40,148,5.4,21-32,174,322,1-2,6-16,19
400787309,2015,3,regular,Ohio,Mid-American,home,35,2,3,16,0,2,2,55,0,3,5,,,,27:53,1,0,1,9-94,3.7,31,115,12.8,18-27,346,461,2-2,6-14,18
400763513,2015,3,regular,Minnesota,Big Ten,home,10,0,0,11,0,7,1,21,0,1,4,,,,35:23,2,1,3,8-85,2.4,44,104,6.8,17-27,184,288,1-1,10-21,13
400763513,2015,3,regular,Kent State,Mid-American,away,7,1,0,8,0,2,0,60,0,3,1,0,0,2,24:37,0,0,0,7-89,2.5,31,79,2.3,10-28,63,142,1-3,3-17,8
400787310,2015,3,regular,Savannah State,MEAC,away,9,0,0,0,0,2,0,176,0,11,3,24,0,2,26:56,1,1,2,11-106,2.2,34,74,3.8,13-34,128,202,0-1,6-17,14
400787310,2015,3,regular,Akron,Mid-American,home,52,1,5,,,,2,8,0,1,10,13,0,1,33:04,2,0,2,4-51,6.2,47,291,10.2,18-33,335,626,0-1,7-13,31
400757029,2015,3,regular,Fresno State,Mountain West,home,24,2,0,,,,3,145,0,9,6,20,0,1,22:39,0,2,2,4-45,4.3,29,124,6.9,17-35,241,365,1-2,7-15,16
400757029,2015,3,regular,Utah,Pac-12,away,45,2,2,77,1,1,1,132,1,4,9,,,,37:21,1,2,3,1-10,4.6,48,221,6.1,19-26,159,380,3-3,13-19,23
400787241,2015,3,regular,New Mexico,Mountain West,away,10,1,1,7,0,1,0,48,0,3,4,,,,36:21,1,0,1,5-35,3.9,47,184,3.8,12-29,111,295,1-1,9-22,15
400787241,2015,3,regular,Arizona State,Pac-12,home,34,0,1,2,0,2,3,34,0,1,10,0,0,1,23:39,0,1,1,3-25,4.4,30,132,8.6,22-37,317,449,1-1,6-15,19
400757024,2015,3,regular,Northern Arizona,Big Sky,away,13,0,0,,,,1,129,0,6,7,,,,35:57,3,0,3,6-55,1.7,43,75,10.4,16-26,271,346,0-0,7-19,14
400757024,2015,3,regular,Arizona,Pac-12,home,77,0,7,,,,4,33,0,1,11,0,0,3,24:03,0,0,0,4-50,11.9,42,499,7.5,26-39,293,792,1-2,5-9,37
400757028,2015,3,regular,Colorado State,Mountain West,home,24,0,2,27,0,3,1,91,0,3,6,,,,36:43,2,0,2,8-65,4.4,49,218,7.2,25-39,282,500,1-2,8-18,27
400757028,2015,3,regular,Colorado,Pac-12,away,27,0,0,,,,2,58,0,2,9,72,1,2,23:17,0,0,0,6-65,3.9,32,125,7.6,15-29,220,345,1-1,3-13,18
400763603,2015,3,regular,Charlotte,Conference USA,away,14,2,1,24,0,1,0,208,1,8,2,,,,26:44,4,3,7,8-75,3.1,38,117,3.1,13-33,102,219,1-1,4-16,11
400763603,2015,3,regular,Middle Tennessee,Conference USA,home,73,3,4,-3,0,2,5,60,0,2,13,89,1,4,33:16,0,2,2,3-36,5.7,49,280,13.1,24-29,379,659,1-2,6-14,24
400763600,2015,3,regular,Buffalo,Mid-American,away,33,3,1,,,,0,40,0,2,7,39,1,2,34:20,1,0,1,8-75,4.1,45,185,5.3,10-20,105,290,0-0,3-17,13
400763600,2015,3,regular,Florida Atlantic,Conference USA,home,15,0,0,31,0,4,2,89,0,4,1,10,0,1,25:40,2,3,5,5-35,3.1,34,105,6.9,26-56,385,490,1-5,7-18,27
400763601,2015,3,regular,North Carolina Central,MEAC,away,14,1,1,,,,0,56,0,3,2,26,1,1,21:15,3,0,3,5-17,1.7,23,38,4.8,18-36,171,209,0-0,1-12,13
400763601,2015,3,regular,Florida International,Conference USA,home,39,0,2,13,0,3,3,41,0,2,9,0,0,3,38:45,1,1,2,6-60,5.4,46,248,6.5,22-37,242,490,0-0,13-20,21
400763509,2015,3,regular,Indiana,Big Ten,home,38,0,1,92,1,2,3,70,0,4,8,15,0,2,33:36,0,1,1,5-50,4.8,59,284,13.1,20-27,355,639,0-2,8-13,34
400763509,2015,3,regular,Western Kentucky,Conference USA,away,35,1,2,,,,3,,,,5,,,,26:24,2,0,2,6-65,3.2,26,84,10.5,35-46,484,568,2-3,5-11,28
400603850,2015,3,regular,Ole Miss,SEC,away,43,2,2,,,,3,60,0,3,13,32,0,3,24:34,0,0,0,8-57,2.9,32,92,10.3,18-33,341,433,1-2,4-14,16
400603850,2015,3,regular,Alabama,SEC,home,37,0,2,-4,0,2,3,88,0,6,7,,,,35:26,3,2,5,4-36,5.1,42,215,4.9,32-59,288,503,1-4,11-20,29
400603855,2015,3,regular,Northwestern State,Southland,away,13,2,1,,,,0,52,0,3,7,,,,39:01,0,0,0,1-11,2.9,50,146,6.9,9-16,111,257,2-3,1-13,17
400603855,2015,3,regular,Mississippi State,SEC,home,62,0,5,33,0,4,4,50,0,2,8,,,,20:59,0,2,2,2-20,7.4,37,275,20.7,16-18,372,647,1-1,3-5,26
400787312,2015,3,regular,Murray State,OVC,away,20,2,2,,,,1,84,0,5,2,,,,25:54,1,0,1,5-53,3.0,21,63,7.4,25-41,304,367,0-1,6-13,17
400787312,2015,3,regular,Western Michigan,Mid-American,home,52,0,2,10,0,1,4,140,0,4,10,10,1,1,34:06,0,2,2,6-69,5.6,42,237,11.8,28-33,391,628,1-1,7-10,34
400787311,2015,3,regular,Eastern Michigan,Mid-American,home,17,1,2,9,0,1,0,25,0,2,5,,,,22:39,2,0,2,4-45,5.6,22,123,5.0,19-39,196,319,0-1,6-16,12
400787311,2015,3,regular,Ball State,Mid-American,away,28,0,3,17,0,2,1,17,0,1,4,0,0,2,37:21,0,1,1,3-30,5.3,52,278,5.9,24-33,194,472,3-4,8-19,26
400756927,2015,3,regular,Syracuse,ACC,home,30,1,2,8,0,2,2,61,0,3,6,21,0,1,20:54,1,0,1,6-60,5.5,30,165,9.5,11-17,161,326,0-0,1-8,11
400756927,2015,3,regular,Central Michigan,Mid-American,away,27,0,1,,,,2,31,0,3,9,0,0,1,39:06,1,1,2,5-44,2.3,40,90,8.4,37-51,430,520,3-3,5-17,30
400763514,2015,3,regular,Ohio State,Big Ten,home,20,0,0,26,0,1,1,25,0,1,8,49,1,2,27:34,3,2,5,7-44,4.4,37,162,4.7,16-29,136,298,0-2,2-13,14
400763514,2015,3,regular,Northern Illinois,Mid-American,away,13,2,1,,,,0,35,0,2,7,64,0,3,32:26,2,0,2,4-26,2.6,43,110,2.6,14-31,80,190,0-2,6-20,10
400764867,2015,3,regular,Tulane,American Athletic,home,38,0,4,10,0,4,1,23,0,1,8,45,0,2,31:29,1,1,2,7-65,4.9,42,205,9.4,18-31,292,497,0-0,10-17,20
400764867,2015,3,regular,Maine,CAA,away,7,1,1,0,0,1,0,104,0,4,1,0,0,1,28:31,2,0,2,5-36,2.8,33,93,5.3,18-38,203,296,1-4,3-15,16
400756928,2015,3,regular,Virginia,ACC,home,35,0,1,124,1,3,3,48,0,3,5,,,,25:05,2,0,2,5-60,3.8,29,110,11.4,17-23,263,373,0-1,7-12,15
400756928,2015,3,regular,William & Mary,CAA,away,29,0,0,29,0,2,3,70,0,3,9,12,0,2,34:55,0,0,0,6-45,3.7,39,145,6.1,23-37,226,371,2-4,7-19,21
400763602,2015,3,regular,Norfolk State,MEAC,away,7,1,0,0,0,1,1,52,0,3,1,34,0,1,28:25,1,0,1,4-23,2.7,35,96,4.0,7-24,95,191,0-0,2-14,11
400763602,2015,3,regular,Marshall,Conference USA,home,45,0,2,-1,0,4,4,,,,9,0,0,1,31:35,1,1,2,5-60,5.0,43,216,8.2,25-34,279,495,0-0,9-15,29
400763606,2015,3,regular,Texas State,Sun Belt,home,50,1,3,19,0,1,3,126,0,7,10,,,,30:30,0,0,0,7-74,7.6,37,281,6.7,31-46,310,591,2-3,6-16,29
400763606,2015,3,regular,Southern Miss,Conference USA,away,56,0,4,,,,4,,,,8,,,,29:30,0,1,1,15-130,6.1,46,280,12.3,19-27,333,613,2-3,9-15,22
400787242,2015,3,regular,Hawai'i,Mountain West,home,47,1,3,37,1,2,2,96,0,3,11,,,,20:02,0,1,1,7-42,6.2,31,193,11.3,17-24,272,465,0-1,4-9,23
400787242,2015,3,regular,UC Davis,Big Sky,away,27,1,1,,,,2,178,0,6,9,,,,39:58,0,1,1,10-73,3.7,46,169,8.9,19-27,240,409,0-1,8-16,20
400787420,2015,3,regular,Arkansas State,Sun Belt,home,70,0,6,63,0,2,3,16,0,1,10,52,1,3,29:34,0,1,1,7-49,7.5,46,344,10.8,23-26,280,624,2-2,7-12,27
400787420,2015,3,regular,Missouri State,MVFC,away,7,1,1,,,,0,132,0,7,1,,,,30:26,3,0,3,2-15,4.8,37,179,5.1,16-32,162,341,0-0,3-14,16
400764864,2015,3,regular,Memphis,American Athletic,away,44,0,2,-5,0,1,3,71,0,4,14,,,,36:41,0,0,0,6-48,3.1,50,155,9.6,29-40,386,541,3-3,9-20,28
400764864,2015,3,regular,Bowling Green,Mid-American,home,41,0,2,6,0,1,4,18,0,2,5,,,,23:19,0,0,0,10-92,4.7,29,136,9.8,28-45,443,579,1-2,7-15,24
400603856,2015,3,regular,UConn,American Athletic,away,6,1,1,,,,0,,,,0,17,0,1,30:18,1,1,2,8-85,2.3,33,77,5.6,17-28,156,233,1-3,2-13,11
400603856,2015,3,regular,Missouri,SEC,home,9,1,1,3,0,3,0,44,0,3,1,50,0,1,29:42,1,1,2,3-30,2.5,34,85,6.0,20-31,185,270,1-3,5-15,16
400603858,2015,3,regular,Nevada,Mountain West,away,27,1,1,22,0,2,2,38,0,2,9,10,0,1,34:11,1,0,1,3-29,3.4,45,153,7.1,16-29,206,359,1-1,4-16,19
400603858,2015,3,regular,Texas A&M,SEC,home,44,0,1,17,0,2,4,72,0,3,14,0,0,1,25:49,1,1,2,5-35,5.8,40,233,8.4,20-36,302,535,0-0,4-12,30
400763512,2015,3,regular,Air Force,Mountain West,away,21,0,2,1,0,1,1,47,0,4,3,,,,26:59,1,2,3,7-95,5.5,51,279,16.6,6-9,149,428,0-1,3-9,24
400763512,2015,3,regular,Michigan State,Big Ten,home,35,2,0,1,0,1,4,13,0,1,5,9,0,1,33:01,0,0,0,6-38,1.8,42,77,10.7,15-23,247,324,1-2,7-14,22
400763510,2015,3,regular,South Florida,American Athletic,away,17,0,1,,,,1,131,0,5,5,67,0,3,30:28,2,0,2,10-105,4.8,50,240,2.7,10-22,60,300,1-3,7-18,16
400763510,2015,3,regular,Maryland,Big Ten,home,35,0,1,22,0,2,4,90,0,3,5,33,0,2,29:32,3,0,3,12-120,3.4,34,114,8.7,21-34,297,411,1-1,8-16,18
400763515,2015,3,regular,Penn State,Big Ten,home,28,1,4,20,0,3,0,57,0,2,4,44,0,2,27:21,1,0,1,8-80,8.0,41,330,7.4,10-19,141,471,0-2,4-12,17
400763515,2015,3,regular,Rutgers,Big Ten,away,3,0,0,-1,0,1,0,8,0,1,3,0,0,1,32:39,2,1,3,8-29,1.3,32,43,6.0,27-42,251,294,0-1,5-15,20
400763511,2015,3,regular,UNLV,Mountain West,away,7,0,0,,,,1,35,0,2,1,2,0,1,29:58,2,0,2,2-10,2.6,36,92,5.5,14-26,143,235,1-1,5-15,15
400763511,2015,3,regular,Michigan,Big Ten,home,28,0,3,24,0,1,1,31,0,1,4,30,0,2,30:02,1,0,1,3-34,6.5,39,254,4.9,14-25,123,377,0-2,6-13,17
400763516,2015,3,regular,Troy,Sun Belt,away,3,0,0,2,0,2,0,102,0,5,3,,,,33:22,0,1,1,7-59,2.4,32,78,4.9,24-36,177,255,1-2,7-17,19
400763516,2015,3,regular,Wisconsin,Big Ten,home,28,1,3,-13,0,1,1,48,0,2,4,,,,26:38,0,0,0,6-63,5.7,35,199,11.2,13-18,202,401,1-1,3-10,17
400756923,2015,3,regular,Miami,ACC,home,36,0,1,44,0,3,2,44,0,3,18,47,0,3,28:55,1,0,1,13-114,4.0,33,132,9.0,25-42,379,511,0-0,3-14,24
400756923,2015,3,regular,Nebraska,Big Ten,away,33,0,0,33,0,2,4,71,0,3,5,0,0,1,31:05,3,0,3,12-98,4.8,32,153,6.9,21-45,309,462,1-1,6-15,24
400756926,2015,3,regular,Pittsburgh,ACC,away,24,0,0,50,1,2,2,20,0,1,6,23,0,1,27:18,2,0,2,3-35,2.0,27,55,7.3,21-31,227,282,2-3,4-13,15
400756926,2015,3,regular,Iowa,Big Ten,home,27,0,3,0,0,1,0,48,0,2,9,0,0,2,32:42,1,0,1,5-50,3.6,29,105,6.4,27-40,258,363,0-0,7-15,22
400756924,2015,3,regular,North Carolina,ACC,home,48,0,2,168,1,5,3,36,0,2,12,4,0,1,24:13,1,0,1,6-51,6.9,37,254,8.3,19-26,217,471,0-0,4-10,23
400756924,2015,3,regular,Illinois,Big Ten,away,14,0,2,,,,0,85,0,3,2,0,0,1,35:47,1,0,1,8-75,5.0,45,227,4.5,19-38,172,399,2-3,9-20,22
400756921,2015,3,regular,Duke,ACC,home,10,0,1,0,0,7,0,79,0,5,4,24,0,2,27:50,1,2,3,4-39,5.1,35,177,3.8,24-39,150,327,1-2,3-17,16
400756921,2015,3,regular,Northwestern,Big Ten,away,19,2,1,12,0,2,0,118,1,2,7,18,0,1,32:10,2,0,2,2-10,3.7,54,201,3.0,9-23,70,271,1-1,6-20,15
400756929,2015,3,regular,Virginia Tech,ACC,away,51,1,2,70,1,7,2,116,0,2,15,-4,0,2,38:11,0,1,1,11-87,4.3,56,238,9.0,16-26,233,471,0-1,7-16,20
400756929,2015,3,regular,Purdue,Big Ten,home,24,1,2,,,,0,87,0,6,6,,,,21:49,2,1,3,10-79,5.0,29,144,3.5,12-35,121,265,1-4,2-15,9
400756930,2015,3,regular,Wake Forest,ACC,away,17,0,2,-8,0,3,0,,,,5,,,,27:30,3,0,3,6-41,4.7,35,165,5.3,18-33,175,340,0-0,6-14,19
400756930,2015,3,regular,Army,FBS Independents,home,14,0,2,-1,0,1,0,17,0,1,2,62,0,3,32:30,0,0,0,4-57,3.4,54,186,18.0,2-3,54,240,0-1,5-14,11
400763418,2015,3,regular,Tulsa,American Athletic,away,38,2,1,,,,4,76,0,4,8,,,,27:37,0,0,0,8-60,4.4,40,176,8.4,34-51,427,603,0-1,9-19,31
400763418,2015,3,regular,Oklahoma,Big 12,home,52,0,3,18,0,1,4,91,0,6,10,,,,32:23,0,2,2,8-85,6.1,47,286,12.8,32-38,487,773,1-2,6-11,38
400756922,2015,3,regular,Georgia Tech,ACC,away,22,1,1,43,0,3,2,60,0,3,2,0,0,1,32:52,0,1,1,4-30,4.6,47,216,5.0,8-24,121,337,2-3,3-15,21
400756922,2015,3,regular,Notre Dame,FBS Independents,home,30,1,3,7,0,2,1,16,0,1,6,,,,27:08,1,1,2,8-55,6.7,32,215,8.1,21-30,242,457,0-0,4-11,17
400756925,2015,3,regular,NC State,ACC,away,38,0,4,54,0,3,1,84,0,3,8,,,,40:12,0,0,0,2-26,4.9,52,256,6.6,18-27,179,435,1-1,9-16,26
400756925,2015,3,regular,Old Dominion,Conference USA,home,14,0,0,0,0,3,2,35,0,2,2,,,,19:48,0,0,0,0-0,-0.1,21,-3,6.6,11-23,151,148,0-0,3-12,8
400787243,2015,3,regular,San Diego State,Mountain West,home,27,0,1,106,0,5,2,72,0,5,9,,,,27:05,0,1,1,4-35,3.7,38,140,6.1,13-27,165,305,0-1,5-16,14
400787243,2015,3,regular,South Alabama,Sun Belt,away,34,1,2,,,,2,76,0,4,10,,,,32:55,0,0,0,5-22,5.1,47,241,7.5,18-36,270,511,0-1,9-20,23
400787441,2015,3,regular,The Citadel,Southern,away,13,1,2,0,0,2,0,132,0,7,1,,,,27:59,2,3,5,4-32,5.8,54,313,5.3,2-8,42,355,0-2,5-12,15
400787441,2015,3,regular,Georgia Southern,Sun Belt,home,48,3,5,14,0,2,0,31,0,1,12,30,0,2,32:01,0,1,1,5-45,7.8,49,383,5.3,12-19,101,484,2-2,9-16,18
400764866,2015,3,regular,Navy,American Athletic,home,45,1,6,,,,0,38,0,2,9,32,0,1,36:38,0,0,0,6-55,5.5,75,415,5.9,4-7,41,456,0-1,13-17,28
400764866,2015,3,regular,East Carolina,American Athletic,away,21,0,0,,,,3,68,0,4,3,,,,23:22,1,1,2,6-47,3.8,21,80,6.6,36-49,325,405,1-3,8-13,25
400764868,2015,3,regular,Furman,Southern,away,16,1,1,6,0,1,1,19,0,1,4,16,0,3,28:07,0,1,1,8-59,1.9,28,54,7.2,16-30,216,270,0-0,4-14,12
400764868,2015,3,regular,UCF,American Athletic,home,15,1,1,45,0,4,0,91,0,3,7,,,,31:53,3,1,4,3-30,4.1,42,171,3.3,14-30,98,269,0-1,4-15,16
400756920,2015,3,regular,Boston College,ACC,home,0,0,0,18,0,3,0,47,0,2,,,,,28:36,1,1,2,6-59,3.2,43,139,3.7,5-15,56,195,0-1,5-15,12
400756920,2015,3,regular,Florida State,ACC,away,14,1,0,-7,0,5,1,17,0,1,2,0,0,1,31:24,0,0,0,4-26,3.0,33,98,5.0,15-24,119,217,0-1,4-13,15
400756919,2015,3,regular,Louisville,ACC,home,17,0,1,17,0,1,0,168,1,4,5,16,0,2,29:25,2,0,2,2-15,0.7,28,19,7.2,20-35,253,272,1-2,2-14,16
400756919,2015,3,regular,Clemson,ACC,away,20,0,0,,,,2,22,0,2,8,7,0,2,30:35,2,0,2,6-53,5.1,40,202,6.6,21-30,199,401,0-0,5-14,20
400787120,2015,3,regular,Idaho State,Big Sky,away,0,0,0,,,,0,106,0,5,0,,,,26:47,1,0,1,7-42,1.6,22,36,4.4,30-59,262,298,1-3,7-20,18
400787120,2015,3,regular,Boise State,Mountain West,home,52,0,6,15,0,6,1,,,,10,0,0,1,33:13,0,0,0,5-25,5.9,58,344,9.1,22-28,254,598,1-2,9-15,32
400763583,2015,4,regular,Notre Dame,FBS Independents,home,62,0,6,63,1,3,2,95,0,4,8,-3,0,1,30:15,1,0,1,8-75,9.0,51,457,8.0,18-28,224,681,0-0,8-13,30
400763583,2015,4,regular,Massachusetts,Mid-American,away,27,0,3,7,0,1,1,151,0,9,3,12,0,1,29:45,1,0,1,4-35,5.1,29,148,6.3,28-48,302,450,1-3,5-17,22
400787443,2015,4,regular,Georgia Southern,Sun Belt,away,44,0,5,28,0,2,0,84,0,4,14,20,0,2,32:28,1,1,2,4-38,8.5,52,441,7.9,7-16,127,568,1-1,5-12,23
400787443,2015,4,regular,Idaho,Sun Belt,home,20,1,0,,,,2,47,0,3,8,0,0,1,27:32,2,0,2,2-15,3.6,34,122,7.8,20-36,281,403,1-3,2-12,21
400603845,2015,4,regular,Southern,SWAC,away,6,1,1,,,,0,108,0,5,0,,,,35:35,0,0,0,8-46,3.0,35,105,3.4,10-23,79,184,1-2,4-16,10
400603845,2015,4,regular,Georgia,SEC,home,48,0,4,13,0,4,2,24,0,3,12,,,,24:25,0,1,1,2-10,7.9,33,261,11.3,20-24,271,532,0-0,1-5,27
400603844,2015,4,regular,Tennessee,SEC,away,27,0,2,43,0,4,1,77,0,3,9,-1,0,1,31:57,0,1,1,4-25,5.0,51,254,8.7,12-19,165,419,1-1,7-16,20
400603844,2015,4,regular,Florida,SEC,home,28,1,2,30,0,4,2,76,0,4,4,,,,28:03,1,0,1,4-25,3.9,28,109,6.6,23-43,283,392,5-5,3-15,17
400603848,2015,4,regular,UCF,American Athletic,away,14,1,1,,,,1,48,0,2,2,,,,26:06,2,0,2,5-31,1.1,23,26,5.4,23-38,204,230,1-3,3-12,15
400603848,2015,4,regular,South Carolina,SEC,home,31,0,1,12,0,2,2,68,0,3,11,8,0,2,33:54,0,1,1,2-20,5.0,43,216,7.4,12-25,184,400,1-1,7-16,20
400603846,2015,4,regular,Missouri,SEC,away,13,0,0,6,0,2,1,58,0,4,7,,,,28:58,0,0,0,3-30,3.4,33,111,6.5,18-35,227,338,0-0,6-14,24
400603846,2015,4,regular,Kentucky,SEC,home,21,0,1,9,0,1,2,82,0,3,3,,,,31:02,0,0,0,8-91,3.2,38,120,9.2,22-27,249,369,0-0,9-14,18
400603847,2015,4,regular,Ole Miss,SEC,home,27,0,2,17,0,3,1,81,0,4,9,,,,26:39,2,0,2,11-119,3.6,42,151,7.6,24-42,321,472,1-1,3-13,29
400603847,2015,4,regular,Vanderbilt,SEC,away,16,0,0,0,0,1,1,103,0,4,10,19,0,2,33:21,0,0,0,8-43,3.0,42,128,4.6,23-42,194,322,0-1,10-22,21
400763424,2015,4,regular,Texas,Big 12,home,27,1,1,36,0,3,0,100,0,6,9,70,1,2,25:53,1,0,1,16-128,4.1,42,171,7.0,9-17,119,290,1-2,4-16,11
400763424,2015,4,regular,Oklahoma State,Big 12,away,30,0,1,2,0,2,2,,,,12,0,0,1,34:07,2,1,3,7-40,2.2,46,103,8.1,24-36,292,395,0-0,9-17,27
400763422,2015,4,regular,Rice,Conference USA,away,17,1,1,,,,1,140,0,4,5,,,,34:18,0,2,2,9-70,2.1,45,94,7.2,11-21,152,246,0-0,4-13,20
400763422,2015,4,regular,Baylor,Big 12,home,70,2,3,14,0,2,7,18,0,1,10,,,,25:42,0,1,1,14-145,8.1,53,427,14.6,19-25,366,793,1-2,8-11,39
400763425,2015,4,regular,TCU,Big 12,away,55,0,3,14,0,1,4,94,0,3,9,,,,34:57,0,0,0,10-110,5.3,47,247,9.0,35-56,503,750,1-1,11-19,38
400763425,2015,4,regular,Texas Tech,Big 12,home,52,0,5,-1,0,1,2,84,0,3,10,,,,25:03,0,0,0,3-32,5.5,39,215,8.7,25-45,392,607,2-3,7-15,32
400763423,2015,4,regular,Rutgers,Big Ten,home,27,0,2,,,,2,48,0,2,3,1,0,1,37:59,2,1,3,10-80,5.4,58,312,8.0,18-25,201,513,0-0,8-12,31
400763423,2015,4,regular,Kansas,Big 12,away,14,1,2,,,,0,31,0,3,2,26,0,2,22:01,1,0,1,4-46,2.1,30,64,8.7,19-32,278,342,0-3,6-13,18
400763426,2015,4,regular,Maryland,Big Ten,away,6,1,0,,,,1,65,0,4,,16,0,1,23:26,5,1,6,10-100,6.0,29,173,4.3,14-36,153,326,0-2,4-14,14
400763426,2015,4,regular,West Virginia,Big 12,home,45,1,2,19,0,2,4,26,0,2,9,16,0,5,36:34,1,1,2,10-124,5.2,59,304,8.0,23-37,297,601,1-1,9-16,37
400763611,2015,4,regular,Incarnate Word,Southland,away,17,0,0,20,0,3,2,55,0,3,5,,,,28:31,2,1,3,3-30,4.1,29,119,7.8,18-38,295,414,1-3,6-16,15
400763611,2015,4,regular,UTEP,Conference USA,home,27,1,0,,,,2,21,0,1,9,24,1,2,31:29,0,0,0,7-59,2.2,31,67,9.7,21-29,280,347,0-1,4-13,16
400757039,2015,4,regular,Utah,Pac-12,away,62,1,2,90,1,4,5,16,0,1,14,52,0,2,36:40,0,0,0,6-54,6.5,42,273,8.0,20-32,257,530,2-2,6-13,24
400757039,2015,4,regular,Oregon,Pac-12,home,20,0,1,,,,2,256,0,11,2,,,,23:20,2,1,3,10-90,5.6,40,222,5.9,14-30,178,400,1-2,4-14,20
400757035,2015,4,regular,Oregon State,Pac-12,home,24,1,2,10,0,1,1,73,0,4,6,2,0,1,25:25,0,1,1,6-65,3.1,36,111,7.6,20-36,275,386,0-0,7-16,20
400757035,2015,4,regular,Stanford,Pac-12,away,42,1,4,3,0,1,2,104,0,5,6,,,,34:35,1,1,2,4-25,6.8,48,325,11.6,9-14,163,488,0-0,7-12,22
400757040,2015,4,regular,California,Pac-12,away,30,3,1,,,,2,43,0,2,12,21,0,2,39:49,1,1,2,6-35,2.7,51,139,8.3,24-41,342,481,1-3,10-20,28
400757040,2015,4,regular,Washington,Pac-12,home,24,1,2,12,0,1,0,73,0,3,6,41,0,1,20:11,2,3,5,5-53,4.0,27,107,5.4,17-28,152,259,0-1,2-9,15
400757037,2015,4,regular,Arizona State,Pac-12,home,14,1,2,21,0,2,0,101,0,6,2,0,0,1,32:28,1,3,4,2-25,5.2,35,182,6.2,23-44,272,454,0-1,5-13,26
400757037,2015,4,regular,USC,Pac-12,away,42,3,0,53,0,2,5,,,,6,0,0,1,27:32,1,1,2,10-91,2.4,32,76,11.1,20-34,379,455,0-0,10-16,18
400763519,2015,4,regular,Michigan,Big Ten,home,31,0,3,20,0,4,1,,,,7,,,,38:38,0,0,0,5-53,5.0,51,254,7.8,14-25,194,448,0-2,9-17,22
400763519,2015,4,regular,BYU,FBS Independents,away,0,0,0,5,0,1,0,49,0,4,,,,,21:22,0,0,0,5-45,2.3,22,50,2.0,12-28,55,105,0-0,4-15,8
400603843,2015,4,regular,Mississippi State,SEC,away,17,0,0,4,0,1,2,,,,5,19,0,1,23:50,0,1,1,4-30,2.7,21,56,6.6,29-41,270,326,0-1,4-12,18
400603843,2015,4,regular,Auburn,SEC,home,9,1,0,4,0,1,0,46,0,2,9,,,,36:10,1,0,1,6-40,4.0,50,201,6.7,20-28,188,389,0-0,4-14,25
400603849,2015,4,regular,Syracuse,ACC,home,24,0,0,44,0,2,3,176,0,7,6,,,,30:08,1,0,1,4-36,4.0,32,127,4.1,16-38,154,281,3-4,5-17,21
400603849,2015,4,regular,LSU,SEC,away,34,0,2,75,1,2,1,57,0,3,10,0,0,1,29:52,0,0,0,14-120,6.4,42,268,9.8,8-16,157,425,0-0,3-10,17
400763613,2015,4,regular,Western Kentucky,Conference USA,home,56,1,2,16,0,2,6,41,0,2,8,0,0,3,29:51,0,0,0,6-50,3.3,32,105,11.0,34-42,464,569,0-1,7-12,27
400763613,2015,4,regular,Miami (OH),Mid-American,away,14,0,0,6,0,2,2,121,0,8,2,,,,30:09,3,1,4,6-36,3.1,40,123,6.0,15-28,168,291,0-0,7-17,15
400763521,2015,4,regular,Minnesota,Big Ten,home,27,0,3,-27,0,3,0,85,0,6,9,,,,30:02,0,1,1,4-31,5.7,36,204,8.5,22-31,264,468,0-0,4-9,24
400763521,2015,4,regular,Ohio,Mid-American,away,24,1,1,,,,2,91,0,3,6,,,,29:58,0,0,0,9-51,4.0,38,151,7.2,17-27,194,345,1-2,8-16,18
400763608,2015,4,regular,Marshall,Conference USA,away,36,1,2,60,0,6,2,110,1,2,4,,,,25:39,2,1,3,4-45,2.9,44,126,4.2,14-36,151,277,1-2,3-18,16
400763608,2015,4,regular,Kent State,Mid-American,home,29,1,2,15,0,4,2,15,0,1,5,0,0,2,34:21,0,1,1,11-82,4.5,55,247,5.6,13-34,189,436,0-2,5-20,20
