gameId,season,week,seasonType,team,conference,homeAway,points,fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns
400603830,2015,1,regular,Florida,SEC,home,61,0,4,30,0,3,4,46,0,2,13,43,0,1,37:56,0,1,1,1-10,5.4,41,222,10.1,31-38,384,606,2-2,10-15,28
400603830,2015,1,regular,New Mexico State,Sun Belt,away,13,1,1,,,,1,22,0,1,1,,,,22:04,1,0,1,1-9,2.9,22,64,4.7,15-29,136,200,2-3,1-12,8
400787302,2015,1,regular,Ohio,Mid-American,away,45,1,2,0,0,1,3,17,0,1,9,54,1,2,29:23,0,1,1,10-92,5.4,38,205,11.4,20-25,284,489,0-0,5-10,23
400787302,2015,1,regular,Idaho,Sun Belt,home,28,1,2,-1,0,1,1,157,0,8,8,,,,30:37,2,1,3,3-30,3.6,28,100,6.2,36-48,297,397,4-5,4-14,25
400603831,2015,1,regular,UL Monroe,Sun Belt,away,14,0,0,,,,2,62,0,4,2,,,,26:40,1,0,1,5-30,1.7,26,45,7.1,23-29,206,251,0-0,5-14,12
400603831,2015,1,regular,Georgia,SEC,home,51,0,4,37,0,3,3,61,0,3,7,26,0,1,23:26,0,0,0,4-30,6.4,38,243,13.7,10-14,192,435,0-0,5-9,19
400834350,2015,1,regular,Bowling Green,Mid-American,away,30,0,1,23,0,2,2,52,0,4,12,,,,26:09,0,1,1,12-128,3.6,34,124,8.5,29-51,433,557,3-3,4-18,24
400834350,2015,1,regular,Tennessee,SEC,home,59,1,6,102,0,3,2,86,0,2,11,,,,33:51,0,0,0,4-40,6.2,64,399,8.9,15-23,205,604,0-0,9-16,29
400603840,2015,1,regular,North Carolina,ACC,away,13,0,0,-1,0,1,1,,,,7,,,,24:22,3,0,3,6-30,6.3,33,208,7.5,19-31,232,440,0-2,5-13,20
400603840,2015,1,regular,South Carolina,SEC,home,17,0,1,,,,1,24,0,1,5,2,0,3,35:38,0,0,0,8-60,5.4,47,254,5.2,12-27,140,394,1-2,7-15,22
400603832,2015,1,regular,Louisiana,Sun Belt,away,33,0,4,-2,0,2,0,77,0,4,5,1,0,1,37:05,2,2,4,7-70,5.3,47,247,5.7,26-41,232,479,3-4,7-19,27
400603832,2015,1,regular,Kentucky,SEC,home,40,2,2,16,0,1,3,127,0,4,10,0,0,2,22:55,1,0,1,4-54,6.8,26,178,7.6,16-34,257,435,1-1,5-14,18
400603839,2015,1,regular,Western Kentucky,Conference USA,away,14,1,1,,,,1,45,0,2,2,0,0,2,23:21,0,0,0,9-70,1.6,23,37,7.0,19-30,209,246,0-0,2-12,11
400603839,2015,1,regular,Vanderbilt,SEC,home,12,0,0,12,0,3,1,61,0,3,6,,,,36:39,2,1,3,5-40,4.0,42,168,6.4,18-34,217,385,2-3,7-18,20
400763399,2015,1,regular,Central Michigan,Mid-American,home,13,0,1,,,,0,62,0,3,7,,,,33:32,1,0,1,6-30,2.8,28,78,6.3,29-42,265,343,0-0,8-18,18
400763399,2015,1,regular,Oklahoma State,Big 12,away,24,0,2,0,0,3,1,42,0,2,6,3,0,1,26:28,0,0,0,4-35,4.4,35,153,8.3,22-32,266,419,0-0,6-14,19
400763402,2015,1,regular,South Dakota,MVFC,away,0,1,0,4,0,2,0,58,0,4,0,,,,30:45,0,1,1,2-11,1.7,36,61,6.8,18-30,205,266,0-2,8-18,16
400763402,2015,1,regular,Kansas State,Big 12,home,34,1,2,52,0,3,1,100,1,1,10,,,,29:15,0,1,1,8-70,4.6,41,189,8.2,9-18,147,336,0-0,5-12,16
400764855,2015,1,regular,SMU,American Athletic,home,21,0,1,,,,2,144,0,6,3,32,0,1,37:52,2,0,2,5-40,3.8,54,203,6.9,16-24,166,369,1-2,7-15,22
400764855,2015,1,regular,Baylor,Big 12,away,56,0,2,5,0,1,6,24,0,1,8,37,0,2,22:08,1,0,1,13-105,8.1,37,300,13.2,17-32,423,723,2-3,4-10,27
400763400,2015,1,regular,Northern Iowa,MVFC,away,7,2,0,0,0,3,1,43,0,4,1,,,,33:10,1,1,2,10-74,3.1,41,126,5.2,20-34,176,302,0-1,3-16,16
400763400,2015,1,regular,Iowa State,Big 12,home,31,1,1,193,1,8,2,,,,7,24,0,1,26:50,0,2,2,5-48,2.4,32,77,8.0,21-29,233,310,0-0,3-13,15
400763406,2015,1,regular,Sam Houston,Southland,away,45,0,5,-3,0,2,1,9,0,1,9,27,0,1,31:59,2,2,4,5-47,6.9,46,317,6.2,36-52,320,637,0-1,9-15,34
400763406,2015,1,regular,Texas Tech,Big 12,home,59,2,2,18,0,3,4,139,1,4,11,47,1,2,28:01,1,0,1,10-69,5.6,31,174,7.7,34-57,437,611,0-1,9-16,29
400763401,2015,1,regular,South Dakota State,MVFC,away,41,1,2,2,0,1,3,42,0,2,11,53,0,1,29:56,0,0,0,3-25,4.4,39,170,8.9,17-33,293,463,2-2,5-14,25
400763401,2015,1,regular,Kansas,Big 12,home,38,0,3,25,0,2,1,142,1,6,8,,,,30:04,1,1,2,7-75,5.6,51,285,7.3,25-40,291,576,4-5,7-16,29
400763398,2015,1,regular,Minnesota,Big Ten,home,17,1,1,,,,1,20,0,1,5,5,0,1,25:10,0,2,2,7-60,3.7,39,144,5.6,19-35,197,341,1-2,4-15,18
400763398,2015,1,regular,TCU,Big 12,away,23,2,1,13,0,3,1,57,0,3,11,,,,34:50,1,1,2,9-50,4.6,44,203,5.9,26-42,246,449,0-0,7-19,25
400763407,2015,1,regular,Georgia Southern,Sun Belt,away,0,0,0,,,,0,96,0,5,,,,,34:07,4,1,5,1-15,3.4,57,195,2.2,2-13,29,224,0-4,5-16,14
400763407,2015,1,regular,West Virginia,Big 12,home,44,1,3,,,,2,,,,14,0,0,4,25:53,0,0,0,5-37,4.6,40,185,13.8,16-26,359,544,1-2,3-12,21
400603828,2015,1,regular,Arkansas,SEC,home,48,2,2,12,0,2,4,55,0,2,12,12,0,1,29:19,0,0,0,6-68,5.4,34,182,15.4,14-20,308,490,2-2,5-11,18
400603828,2015,1,regular,UTEP,Conference USA,away,13,0,1,2,0,1,0,130,0,6,7,,,,30:41,1,2,3,2-15,1.7,34,58,7.7,14-19,146,204,0-2,7-14,13
400763591,2015,1,regular,Wagner,NEC,away,16,1,0,14,0,1,2,151,0,6,4,10,0,1,29:06,1,1,2,4-50,2.3,37,86,9.0,10-22,199,285,0-0,2-12,13
400763591,2015,1,regular,Rice,Conference USA,home,56,1,7,32,0,3,1,111,0,4,8,37,0,1,30:54,1,1,2,4-49,7.4,54,401,6.8,12-21,142,543,0-0,11-15,28
400756886,2015,1,regular,Eastern Washington,Big Sky,away,42,1,1,,,,5,105,0,5,6,,,,33:13,2,0,2,11-78,3.6,31,111,8.0,37-55,438,549,3-4,6-14,31
400756886,2015,1,regular,Oregon,Pac-12,home,61,0,6,6,0,1,2,113,0,5,13,21,0,2,26:47,0,1,1,8-70,8.5,57,485,9.8,19-25,246,731,3-4,5-10,34
400756891,2015,1,regular,Northwestern,Big Ten,home,16,1,1,7,0,1,0,19,0,1,10,17,0,1,31:52,0,0,0,5-57,4.2,54,225,4.2,12-25,105,330,1-1,12-22,17
400756891,2015,1,regular,Stanford,Pac-12,away,6,0,0,-8,0,2,0,90,0,4,6,,,,28:08,1,1,2,5-25,3.1,27,85,4.4,20-35,155,240,2-2,3-15,17
400756888,2015,1,regular,Boise State,Mountain West,home,16,0,2,2,0,1,0,21,0,1,4,7,0,1,34:22,1,1,2,7-66,3.5,53,185,5.6,17-27,152,337,1-2,8-18,21
400756888,2015,1,regular,Washington,Pac-12,away,13,1,0,93,1,2,0,22,0,2,7,1,0,1,25:38,1,0,1,5-32,1.3,22,29,4.3,20-35,150,179,0-0,4-14,11
400756890,2015,1,regular,Grambling,SWAC,away,14,1,1,7,0,1,1,229,0,11,2,1,0,2,25:58,4,1,5,8-61,3.8,33,127,5.7,11-30,170,297,0-1,3-15,11
400756890,2015,1,regular,California,Pac-12,home,73,1,4,-4,0,2,4,29,0,2,13,22,2,4,34:54,2,1,3,3-36,4.7,39,185,9.6,34-49,471,656,2-2,6-12,31
400756887,2015,1,regular,Weber State,Big Sky,away,7,0,0,4,0,1,0,156,0,9,1,8,1,1,24:35,1,0,1,7-75,3.2,18,58,3.3,19-36,120,178,0-1,0-13,9
400756887,2015,1,regular,Oregon State,Pac-12,home,26,0,0,23,0,3,2,,,,14,0,0,1,35:25,1,0,1,7-67,5.0,56,281,5.0,12-22,110,391,0-1,6-17,22
400787110,2015,1,regular,Utah State,Mountain West,home,12,0,0,171,1,10,0,,,,4,,,,30:12,1,0,1,11-123,4.0,35,140,3.3,16-33,110,250,0-0,1-16,15
400787110,2015,1,regular,Southern Utah,Big Sky,away,9,0,0,38,0,5,1,,,,3,0,0,1,29:48,0,0,0,12-85,1.7,30,52,3.3,17-34,111,163,0-1,1-18,9
400756889,2015,1,regular,Portland State,Big Sky,away,24,1,3,,,,0,81,0,4,6,0,0,1,29:48,0,0,0,5-61,4.9,48,233,5.1,7-12,61,294,1-1,6-12,19
400756889,2015,1,regular,Washington State,Pac-12,home,17,0,0,6,0,2,2,92,0,4,5,,,,30:12,1,1,2,5-32,3.5,30,104,6.8,28-45,307,411,7-8,4-16,21
400756884,2015,1,regular,Arkansas State,Sun Belt,away,6,0,1,6,0,2,0,122,0,6,,,,,35:31,2,2,4,8-88,4.2,50,208,5.2,17-37,193,401,0-4,6-19,19
400756884,2015,1,regular,USC,Pac-12,home,55,2,3,38,0,3,4,25,0,2,7,52,0,2,24:29,0,0,0,3-25,5.8,32,185,10.1,23-32,324,509,0-1,3-10,22
400763495,2015,1,regular,Nebraska,Big Ten,home,28,0,1,5,0,1,3,19,0,1,4,43,0,1,32:53,1,1,2,12-90,3.4,37,126,7.8,24-41,319,445,0-0,6-14,25
400763495,2015,1,regular,BYU,FBS Independents,away,33,1,2,11,0,1,2,19,0,1,9,0,0,1,27:07,1,0,1,4-30,5.1,26,132,8.2,28-46,379,511,2-4,3-14,21
400603829,2015,1,regular,Louisville,ACC,away,24,0,3,,,,0,,,,6,20,0,3,30:50,1,1,2,5-35,5.0,48,238,5.1,17-33,167,405,3-3,8-16,27
400603829,2015,1,regular,Auburn,SEC,home,31,1,2,-2,0,1,1,64,0,3,7,35,0,1,29:10,3,0,3,8-80,4.6,41,190,6.5,11-21,137,327,0-1,4-10,21
400787304,2015,1,regular,Presbyterian,Big South,away,7,2,1,5,0,1,0,105,0,5,1,,,,34:02,1,1,2,12-97,3.8,41,155,6.0,14-27,163,318,1-2,4-16,17
400787304,2015,1,regular,Miami (OH),Mid-American,home,26,1,2,3,0,3,2,12,0,1,2,0,0,1,25:58,0,2,2,13-126,5.1,40,205,11.3,17-23,261,466,0-0,5-13,18
400835430,2015,1,regular,Illinois,Big Ten,home,52,1,2,83,0,4,5,25,0,1,10,43,0,3,28:39,1,0,1,8-80,3.7,36,134,7.2,14-29,208,342,2-2,3-13,19
400835430,2015,1,regular,Kent State,Mid-American,away,3,0,0,18,0,5,0,104,0,5,3,0,0,1,31:21,3,1,4,11-82,1.5,39,59,4.7,19-40,186,245,2-5,3-18,15
400763404,2015,1,regular,Oklahoma,Big 12,home,41,1,2,32,0,5,3,43,0,2,11,,,,27:12,1,1,2,9-90,3.0,33,100,10.5,28-42,439,539,1-1,4-13,26
400763404,2015,1,regular,Akron,Mid-American,away,3,1,0,0,0,1,0,28,0,2,3,0,0,1,32:48,0,1,1,9-62,3.1,44,138,3.4,6-26,88,226,0-0,4-19,10
400764856,2015,1,regular,Cincinnati,American Athletic,home,52,0,4,11,0,2,3,93,0,3,10,1,0,1,33:21,0,2,2,8-79,5.8,51,296,8.9,26-38,340,636,0-0,11-15,34
400764856,2015,1,regular,Alabama A&M,SWAC,away,10,2,0,,,,1,160,0,8,8,,,,26:39,1,0,1,8-68,2.6,37,98,5.7,10-26,148,246,1-2,1-13,14
400756904,2015,1,regular,Virginia,ACC,away,16,0,0,,,,1,25,0,2,10,,,,34:14,1,0,1,7-45,2.9,34,98,6.8,21-35,238,336,1-2,4-14,19
400756904,2015,1,regular,UCLA,Pac-12,home,34,0,1,28,0,3,3,16,0,1,10,0,0,1,25:46,0,0,0,7-75,4.5,34,152,9.5,28-37,351,503,0-0,7-13,25
400756883,2015,1,regular,Michigan,Big Ten,away,17,0,0,,,,2,36,0,1,10,17,0,1,30:41,3,0,3,3-25,2.6,29,76,6.5,27-43,279,355,1-2,6-16,20
400756883,2015,1,regular,Utah,Pac-12,home,24,0,2,14,0,1,0,,,,6,65,1,3,29:19,1,0,1,6-55,3.4,37,127,6.4,24-33,210,337,2-3,3-13,20
400603838,2015,1,regular,Texas A&M,SEC,home,38,2,2,82,1,2,2,36,0,2,8,,,,28:29,2,1,3,5-50,4.0,45,178,7.1,19-35,247,425,0-1,8-18,22
400603838,2015,1,regular,Arizona State,Pac-12,away,17,1,1,21,0,3,1,82,0,5,5,9,0,2,31:31,0,2,2,6-45,2.2,41,92,4.9,25-41,199,291,0-2,5-18,19
400756882,2015,1,regular,UTSA,Conference USA,away,32,1,2,0,0,1,2,96,0,5,8,,,,35:09,1,1,2,10-114,3.9,50,193,7.4,25-45,332,525,2-3,8-19,29
400756882,2015,1,regular,Arizona,Pac-12,home,42,1,0,,,,4,39,0,2,6,23,1,1,24:51,0,1,1,8-76,4.3,38,163,6.4,22-36,229,392,1-3,7-14,25
400787107,2015,1,regular,Hawai'i,Mountain West,home,28,2,0,18,0,3,3,72,0,4,8,3,0,1,,2,0,2,0-0,2.9,34,100,5.3,19-38,202,302,0-0,0-0,0
400787107,2015,1,regular,Colorado,Pac-12,away,20,0,2,15,0,6,0,64,0,2,8,59,0,2,,1,2,3,0-0,4.1,53,215,4.1,23-39,158,373,0-0,0-0,0
400763590,2015,1,regular,Jackson State,SWAC,away,14,1,0,,,,2,68,0,5,2,0,0,1,24:37,1,0,1,7-58,0.3,20,5,6.8,23-40,271,276,0-0,4-16,9
400763590,2015,1,regular,Middle Tennessee,Conference USA,home,70,0,4,34,0,5,4,87,0,3,10,75,1,1,35:23,1,1,2,1-15,3.9,62,242,11.0,26-33,363,605,0-0,12-16,36
400763592,2015,1,regular,Tulsa,American Athletic,home,47,0,4,0,0,1,2,26,0,2,11,,,,22:59,2,2,4,4-26,3.8,51,194,12.1,21-35,424,618,2-2,9-18,31
400763592,2015,1,regular,Florida Atlantic,Conference USA,away,44,2,3,11,0,2,2,128,0,5,14,0,0,2,37:01,0,0,0,13-130,4.9,61,300,7.5,23-35,263,563,2-3,4-17,30
400763593,2015,1,regular,UCF,American Athletic,home,14,1,0,15,0,2,2,100,0,4,2,,,,30:03,0,0,0,3-20,1.5,30,46,7.3,23-34,249,295,0-1,7-16,18
400763593,2015,1,regular,Florida International,Conference USA,away,15,0,1,14,0,2,1,63,0,3,3,,,,29:57,0,1,1,7-45,4.2,31,131,7.0,28-37,260,391,0-0,8-15,17
400763589,2015,1,regular,Southern,SWAC,away,15,0,1,,,,0,164,0,8,1,0,0,2,27:56,2,1,3,9-45,2.9,32,94,5.2,19-36,187,281,0-1,4-15,17
400763589,2015,1,regular,Louisiana Tech,Conference USA,home,62,1,2,40,1,2,5,93,0,3,14,44,0,2,28:29,2,0,2,3-35,6.5,32,207,13.1,21-29,380,587,1-1,3-10,21
400763587,2015,1,regular,Georgia State,Sun Belt,home,20,3,0,,,,2,109,0,5,8,15,0,2,26:03,1,2,3,10-79,3.6,26,93,7.0,25-43,299,392,1-2,3-15,16
400763587,2015,1,regular,Charlotte,Conference USA,away,23,2,0,4,0,2,1,11,0,1,11,0,0,1,33:57,2,3,5,4-30,3.0,54,164,7.6,19-32,244,408,1-1,11-21,24
400787114,2015,1,regular,New Mexico,Mountain West,home,66,2,8,17,0,3,0,32,0,1,12,32,1,1,27:20,0,0,0,6-55,6.5,52,339,9.1,12-19,172,511,2-3,5-10,26
400787114,2015,1,regular,Mississippi Valley State,SWAC,away,0,0,0,,,,0,122,0,6,,,,,32:40,1,2,3,9-50,0.6,40,26,3.0,6-16,48,74,1-1,4-14,8
400603827,2015,1,regular,Wisconsin,Big Ten,away,17,0,0,15,0,2,2,84,0,4,5,,,,28:55,1,0,1,5-50,1.9,21,40,5.8,26-39,228,268,0-0,6-14,17
400603827,2015,1,regular,Alabama,SEC,home,35,0,4,25,0,4,1,35,0,3,5,41,0,1,31:05,0,0,0,11-120,6.4,37,238,9.1,22-29,264,502,1-1,4-11,27
400603835,2015,1,regular,UT Martin,OVC,away,3,0,0,8,0,1,0,90,0,5,3,0,0,1,36:09,1,0,1,6-43,3.0,39,116,6.0,16-29,174,290,1-1,2-17,13
400603835,2015,1,regular,Ole Miss,SEC,home,76,0,5,80,0,6,5,40,0,2,10,93,1,1,23:51,1,0,1,3-30,9.4,36,338,11.6,19-28,324,662,2-2,4-9,28
400603836,2015,1,regular,Southern Miss,Conference USA,home,16,2,0,,,,1,166,0,7,10,,,,37:45,2,0,2,8-64,2.8,36,102,7.1,30-44,311,413,2-4,4-17,20
400603836,2015,1,regular,Mississippi State,SEC,away,34,0,1,6,0,2,2,91,1,3,10,22,0,2,22:15,0,2,2,6-60,7.3,28,205,6.2,22-38,237,442,0-0,8-14,19
400763470,2015,1,regular,Michigan State,Big Ten,away,37,0,3,,,,2,35,0,1,7,0,0,2,28:19,0,1,1,3-25,4.9,40,196,8.3,15-31,256,452,0-0,10-15,26
400763470,2015,1,regular,Western Michigan,Mid-American,home,24,1,0,16,0,1,2,209,1,5,6,,,,31:41,2,0,2,8-77,0.8,23,18,7.3,33-50,365,383,2-2,8-18,22
400787299,2015,1,regular,VMI,Southern,away,36,0,2,11,0,1,3,141,0,7,6,28,0,1,27:33,0,2,2,8-47,3.6,29,103,9.1,35-49,444,547,3-4,8-19,22
400787299,2015,1,regular,Ball State,Mid-American,home,48,2,5,28,0,3,1,145,0,5,12,,,,32:27,1,0,1,6-55,5.5,42,229,6.4,34-53,338,567,1-1,10-17,33
400763588,2015,1,regular,Old Dominion,Conference USA,away,38,1,4,17,0,2,1,73,0,3,8,15,0,2,27:43,0,0,0,6-75,5.6,41,229,5.8,18-32,184,413,0-0,7-15,25
400763588,2015,1,regular,Eastern Michigan,Mid-American,home,34,0,2,,,,2,144,0,6,10,,,,32:17,2,1,3,7-78,5.4,47,256,5.2,22-36,188,444,1-2,8-15,27
400787115,2015,1,regular,UNLV,Mountain West,away,30,0,1,,,,2,93,0,6,12,,,,35:34,1,0,1,3-30,3.5,47,164,8.2,22-40,329,493,1-2,8-18,28
400787115,2015,1,regular,Northern Illinois,Mid-American,home,38,0,3,13,0,1,2,118,0,5,8,0,0,1,24:26,0,0,0,7-55,4.4,42,185,13.8,21-26,360,545,0-2,6-13,24
400799923,2015,1,regular,Fresno State,Mountain West,home,34,0,0,3,0,1,4,33,0,2,10,0,0,2,26:04,2,1,3,2-20,5.8,39,225,4.8,22-45,217,442,1-1,10-19,26
400799923,2015,1,regular,Abilene Christian,Southland,away,13,1,1,,,,1,29,0,2,1,46,0,2,33:56,2,0,2,6-40,1.2,29,34,4.7,30-45,213,247,2-4,5-17,15
400756896,2015,1,regular,Wake Forest,ACC,home,41,0,2,40,0,5,3,8,0,1,11,,,,38:52,0,0,0,3-30,4.8,42,203,9.7,29-40,388,591,2-2,7-16,29
400756896,2015,1,regular,Elon,CAA,away,3,0,0,,,,0,72,0,3,3,,,,21:08,0,0,0,10-77,2.7,19,51,3.6,15-28,100,151,0-0,1-13,6
400787303,2015,1,regular,Buffalo,Mid-American,home,51,1,4,109,1,3,2,43,0,2,9,11,0,2,31:16,0,0,0,7-56,4.9,43,212,8.8,22-29,255,467,3-3,5-14,24
400787303,2015,1,regular,UAlbany,CAA,away,14,0,1,,,,1,99,0,5,2,,,,28:44,2,1,3,5-56,4.0,35,141,5.1,13-25,128,269,0-0,7-14,13
400787116,2015,1,regular,Wyoming,Mountain West,home,13,0,0,29,0,2,2,68,0,3,1,,,,22:46,0,0,0,8-96,1.5,19,29,7.7,20-39,301,330,1-3,3-13,14
400787116,2015,1,regular,North Dakota,Big Sky,away,24,0,3,3,0,4,0,,,,6,,,,37:14,0,0,0,6-56,5.1,54,276,6.7,13-23,153,429,0-1,9-17,23
400764854,2015,1,regular,UConn,American Athletic,home,20,1,1,,,,2,12,0,1,2,6,0,1,28:11,1,0,1,4-30,2.7,39,105,10.1,12-20,202,307,1-1,6-13,19
400764854,2015,1,regular,Villanova,CAA,away,15,0,1,,,,1,92,0,4,1,0,0,1,31:49,1,1,2,5-45,3.2,36,114,5.7,18-33,189,303,1-3,9-17,18
400787109,2015,1,regular,San José State,Mountain West,home,43,0,5,,,,1,19,0,2,7,,,,40:26,0,0,0,5-43,5.4,53,285,12.1,30-35,422,707,0-1,9-13,34
400787109,2015,1,regular,New Hampshire,CAA,away,13,0,2,,,,0,156,0,6,1,,,,19:24,0,0,0,1-2,4.8,26,126,2.4,10-25,60,186,0-0,4-13,10
400756897,2015,1,regular,Boston College,ACC,home,24,0,2,35,0,4,1,31,0,2,6,1,0,1,36:37,0,0,0,5-35,4.2,49,204,6.2,14-25,155,359,1-1,9-18,21
400756897,2015,1,regular,Maine,CAA,away,3,0,0,4,0,1,0,72,0,4,3,,,,23:23,1,0,1,5-41,0.3,20,7,2.9,12-29,84,91,0-0,3-13,8
400763494,2015,1,regular,Maryland,Big Ten,home,50,0,3,233,1,8,2,69,0,3,14,,,,30:55,1,0,1,5-39,7.6,45,341,6.3,12-22,138,479,0-0,7-12,24
400763494,2015,1,regular,Richmond,CAA,away,21,0,3,,,,0,45,0,2,3,0,0,1,29:05,0,0,0,1-10,2.1,27,56,7.3,18-30,220,276,1-1,2-12,12
400756903,2015,1,regular,Syracuse,ACC,home,47,3,2,95,1,4,2,46,0,2,9,24,1,1,40:14,1,0,1,3-36,5.4,58,312,5.7,10-20,114,426,1-1,11-19,23
400756903,2015,1,regular,Rhode Island,CAA,away,0,0,0,,,,0,107,0,4,,6,0,1,18:18,1,3,4,4-40,0.2,20,4,3.0,10-20,60,64,0-0,1-11,2
400787112,2015,1,regular,Colorado State,Mountain West,home,65,1,2,48,0,4,6,100,0,2,11,29,0,1,23:15,1,4,5,6-62,6.6,33,217,10.6,27-36,381,598,0-1,6-9,33
400787112,2015,1,regular,Savannah State,MEAC,away,13,4,1,,,,0,80,0,6,7,0,0,1,36:45,1,1,2,8-78,1.7,49,83,4.3,10-23,100,183,2-3,3-18,11
400764861,2015,1,regular,South Florida,American Athletic,home,51,0,4,27,0,4,3,33,0,1,9,-2,0,3,28:13,1,0,1,11-97,6.0,46,275,10.8,20-26,281,556,1-2,4-12,27
400764861,2015,1,regular,Florida A&M,MEAC,away,3,0,0,19,0,3,0,133,0,6,3,0,0,1,31:47,2,0,2,10-61,0.4,34,12,4.5,20-38,170,182,0-2,5-19,11
400763498,2015,1,regular,Purdue,Big Ten,away,31,2,3,9,0,1,1,41,0,2,7,0,0,1,34:47,4,0,4,4-53,3.9,47,184,5.6,31-48,270,454,2-2,10-22,28
400763498,2015,1,regular,Marshall,Conference USA,home,41,0,1,33,0,3,2,69,0,3,11,117,2,4,25:13,1,2,3,6-57,5.6,29,163,6.5,23-36,234,397,0-0,4-12,20
400787108,2015,1,regular,Nevada,Mountain West,home,31,0,3,40,0,1,1,21,0,2,7,,,,25:53,0,0,0,6-50,5.9,39,232,7.1,13-23,163,395,0-1,6-10,22
400787108,2015,1,regular,UC Davis,Big Sky,away,17,0,1,,,,1,72,0,3,5,,,,34:07,0,0,0,4-31,3.3,27,89,5.1,32-47,238,327,1-2,9-18,22
400764859,2015,1,regular,Memphis,American Athletic,home,63,3,5,84,1,3,3,30,0,1,9,,,,33:50,0,0,0,9-92,5.3,60,317,9.6,16-21,202,519,1-1,9-14,27
400764859,2015,1,regular,Missouri State,MVFC,away,7,0,0,16,0,1,1,34,0,2,1,,,,26:10,0,3,3,5-58,0.6,30,18,4.3,15-25,107,125,0-0,2-14,10
400603834,2015,1,regular,Southeast Missouri State,OVC,away,3,0,0,11,0,3,0,72,0,3,3,2,0,1,31:53,0,1,1,10-103,3.2,42,135,2.5,12-22,56,191,0-0,4-18,10
400603834,2015,1,regular,Missouri,SEC,home,34,1,0,72,1,6,3,19,0,1,10,,,,28:07,1,0,1,6-44,2.7,33,88,10.0,18-32,319,407,0-1,5-14,19
400756905,2015,1,regular,Virginia Tech,ACC,home,24,2,0,0,0,1,3,75,0,4,6,0,0,1,32:52,1,1,2,5-50,2.9,44,128,7.7,15-25,192,320,0-0,8-17,18
400756905,2015,1,regular,Ohio State,Big Ten,away,42,1,3,13,0,2,3,,,,6,0,0,1,27:08,1,2,3,6-58,10.0,36,359,10.6,11-20,213,572,1-1,3-9,21
400763496,2015,1,regular,Norfolk State,MEAC,away,13,1,0,,,,2,86,0,6,1,,,,27:37,1,0,1,8-51,-0.1,23,-3,6.9,18-29,199,196,0-0,4-14,10
400763496,2015,1,regular,Rutgers,Big Ten,home,63,0,4,13,0,2,4,117,1,3,9,5,0,1,32:23,0,1,1,9-60,6.2,47,291,16.5,13-15,248,539,2-3,5-9,26
400763497,2015,1,regular,Temple,American Athletic,home,27,0,3,52,0,5,0,36,0,2,9,26,0,1,36:15,0,1,1,5-35,3.5,43,149,8.0,16-21,168,317,0-1,7-17,15
400763497,2015,1,regular,Penn State,Big Ten,away,10,1,1,33,0,4,0,128,0,5,4,,,,23:45,1,0,1,6-42,2.9,28,80,4.1,11-25,103,183,0-1,2-13,9
400763472,2015,1,regular,Southern Illinois,MVFC,away,47,0,1,18,1,1,4,43,0,2,9,,,,30:32,0,2,2,6-68,5.4,46,248,12.8,24-32,411,659,0-0,11-17,26
400763472,2015,1,regular,Indiana,Big Ten,home,48,2,5,19,0,3,1,113,0,6,12,,,,29:28,0,0,0,6-43,5.9,42,246,10.9,19-32,349,595,1-1,5-13,23
400763473,2015,1,regular,Iowa,Big Ten,home,31,0,3,26,0,2,1,19,0,1,7,,,,32:28,0,1,1,5-51,4.8,44,210,8.8,16-25,221,431,2-3,6-12,22
400763473,2015,1,regular,Illinois State,MVFC,away,14,1,0,,,,2,44,0,2,2,,,,27:32,0,0,0,2-10,1.3,28,35,7.3,16-27,196,231,0-1,7-14,14
400756902,2015,1,regular,Pittsburgh,ACC,home,45,0,4,1,0,1,1,220,1,7,9,,,,29:44,2,1,3,4-23,7.6,43,325,7.4,11-18,133,458,0-0,5-14,16
400756902,2015,1,regular,Youngstown State,MVFC,away,37,1,2,10,0,1,1,41,0,2,13,50,1,2,30:16,0,0,0,4-34,4.3,30,129,6.9,20-40,278,407,0-2,3-16,16
400760491,2015,1,regular,Fordham,Patriot,away,37,1,4,12,0,2,0,122,0,6,9,14,0,1,29:08,0,1,1,11-70,3.3,37,123,14.0,15-23,322,445,0-0,7-13,17
400760491,2015,1,regular,Army,FBS Independents,home,35,1,3,0,0,4,2,84,0,5,3,,,,30:52,1,1,2,3-26,6.1,42,256,8.3,7-16,133,389,0-2,6-11,21
400763403,2015,1,regular,Notre Dame,FBS Independents,home,38,0,2,-1,0,4,3,10,0,1,8,,,,39:10,0,0,0,6-39,4.1,52,214,13.6,19-23,313,527,0-0,8-14,30
400763403,2015,1,regular,Texas,Big 12,away,3,0,0,3,0,2,0,125,0,6,3,,,,20:50,0,0,0,4-50,2.1,29,60,4.5,8-23,103,163,0-0,2-14,8
