gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected
401520274,2023,4,regular,Vanderbilt,SEC,home,28,2,1,27,0,1,8,6,0,2,0,,28:49,4,0,4,7-75,3.6,27,97,4.9,20-47,231,328,1-1,6-17,20,,,,3,0,19,1,3,4
401520274,2023,4,regular,Kentucky,SEC,away,45,3,1,13,0,1,9,84,2,3,0,1,31:11,2,0,2,10-106,5.2,31,160,7.1,15-29,205,365,0-0,5-11,18,,,,2,2,37,1,8,7
401526835,2023,4,regular,New Mexico,Mountain West,away,34,4,1,85,0,6,4,,,,0,3,27:49,0,0,0,6-55,3.6,38,136,11.3,9-17,192,328,0-0,4-10,18,,,,5,0,33,1,0,3
401526835,2023,4,regular,Massachusetts,FBS Independents,home,31,1,2,83,0,4,11,,,,0,1,32:11,0,0,0,11-75,4.4,45,197,11.9,16-25,298,495,0-3,6-13,21,14,0,2,8,0,20,3,1,5
401525846,2023,4,regular,Iowa State,Big 12,home,34,1,3,0,0,1,10,19,0,2,0,,34:41,0,0,0,5-40,2.2,34,74,9.2,27-38,348,422,1-1,6-17,20,15,0,3,3,0,24,1,11,3
401525846,2023,4,regular,Oklahoma State,Big 12,away,27,1,2,,,,9,,,,0,,25:19,2,0,2,3-25,5.5,24,131,5.8,23-48,278,409,2-3,5-17,18,,,,5,0,40,0,2,2
401525848,2023,4,regular,UCF,Big 12,away,31,1,3,95,0,3,7,3,0,1,0,1,25:37,1,1,2,10-80,4.2,34,143,10.6,14-25,264,407,1-2,5-12,19,12,0,1,2,0,52,1,0,4
401525848,2023,4,regular,Kansas State,Big 12,home,44,6,0,50,0,4,8,0,0,1,1,0,34:23,1,0,1,5-63,7.0,40,281,6.1,27-42,255,536,1-2,9-15,32,0,0,1,8,0,43,4,3,2
401525844,2023,4,regular,Texas,Big 12,away,38,4,1,12,0,2,8,5,0,1,0,3,26:30,0,2,2,2-20,5.1,34,175,13.1,19-25,328,503,0-0,3-9,24,51,0,4,8,0,45,5,4,2
401525844,2023,4,regular,Baylor,Big 12,home,6,0,0,15,0,1,6,,,,2,0,33:30,1,0,1,4-21,1.9,31,60,5.8,29-53,305,365,1-5,5-18,19,,,,7,0,40,3,0,2
401525850,2023,4,regular,West Virginia,Big 12,home,20,1,1,31,0,2,8,,,,0,,34:50,2,0,2,3-20,3.7,42,157,4.5,13-22,99,256,1-1,3-13,16,45,0,3,4,0,42,2,5,10
401525850,2023,4,regular,Texas Tech,Big 12,away,13,0,1,108,0,5,7,26,0,2,0,2,25:10,0,0,0,9-96,4.2,38,160,3.7,15-43,161,321,5-8,2-18,18,0,0,1,4,0,35,1,0,1
401525847,2023,4,regular,BYU,Big 12,away,27,1,2,25,0,1,9,,,,0,2,30:05,2,1,3,3-30,0.4,22,9,7.0,30-51,357,366,2-4,6-14,23,,,,4,0,43,1,0,2
401525847,2023,4,regular,Kansas,Big 12,home,38,0,3,47,0,3,8,54,1,2,1,0,29:55,0,0,0,7-70,6.0,37,221,6.8,14-19,130,351,0-1,4-8,23,13,0,1,7,1,41,3,2,9
401525849,2023,4,regular,SMU,American Athletic,away,17,2,0,5,0,1,5,,,,0,,30:12,2,0,2,4-20,4.1,39,158,7.4,16-35,258,416,1-3,5-15,21,,,,6,0,46,2,2,1
401525849,2023,4,regular,TCU,Big 12,home,34,1,3,22,0,1,10,53,0,2,0,,29:48,0,0,0,6-48,4.4,44,192,8.0,24-33,265,457,3-5,6-15,25,,,,5,0,31,3,4,6
401540207,2023,4,regular,Western Illinois,MVFC,away,17,1,1,12,0,1,5,14,0,2,0,1,24:23,3,1,4,5-45,-0.4,18,-7,5.8,30-49,283,276,1-2,3-14,21,11,0,2,,,,,,
401540207,2023,4,regular,Southern Utah,UAC,home,37,2,2,31,0,2,7,81,1,3,1,1,35:37,2,0,2,8-103,2.7,35,96,6.9,24-35,242,338,0-0,5-14,22,11,0,2,,,,,,
401540222,2023,4,regular,Missouri State,MVFC,home,59,2,5,,,,11,10,1,2,0,5,30:57,0,2,2,11-129,6.8,31,210,14.9,24-31,462,672,0-0,7-11,23,35,0,2,,,,,,
401540222,2023,4,regular,Utah Tech,UAC,away,14,2,0,0,0,1,2,,,,2,1,29:03,4,0,4,6-75,5.1,25,127,3.9,18-44,173,300,1-2,4-13,18,,,,,,,,,
401540040,2023,4,regular,Fordham,Patriot,home,44,3,2,,,,8,,,,0,3,26:30,0,1,1,4-15,6.6,37,245,11.5,15-22,252,497,2-2,3-11,19,20,0,2,,,,,,
401540040,2023,4,regular,Stonehill,NEC,away,0,0,0,114,0,8,0,,,,1,2,33:30,0,0,0,2-15,4.5,35,156,2.7,15-37,101,257,0-1,3-16,15,19,0,3,,,,,,
401540185,2023,4,regular,Central Arkansas,UAC,home,52,3,2,19,0,1,10,,,,2,0,35:21,0,0,0,5-50,8.4,45,380,6.8,18-31,212,592,1-3,6-13,29,-1,0,1,,,,,,
401540185,2023,4,regular,Abilene Christian,UAC,away,17,1,1,130,0,6,5,,,,0,2,24:39,0,2,2,5-42,2.0,22,43,6.1,16-31,189,232,0-0,3-12,12,5,0,2,,,,,,
401540175,2023,4,regular,Stephen F. Austin,UAC,home,20,1,1,,,,8,12,0,2,0,,23:27,2,0,2,9-62,4.0,33,131,4.8,22-40,193,324,4-6,2-14,18,,,,,,,,,
401540175,2023,4,regular,Austin Peay,UAC,away,22,1,1,111,0,4,2,20,1,2,0,,36:33,2,0,2,3-22,5.4,42,227,6.2,8-13,81,308,0-3,2-10,15,0,0,1,,,,,,
401540193,2023,4,regular,Southeast Missouri State,Big South-OVC,away,38,2,3,22,0,1,8,,,,0,1,31:39,0,0,0,6-65,2.3,27,63,8.5,30-42,355,418,0-0,8-14,26,46,0,2,,,,,,
401540193,2023,4,regular,Eastern Kentucky,UAC,home,41,2,2,59,0,3,7,,,,0,,25:47,0,0,0,4-21,8.8,30,264,5.4,27-45,245,509,2-2,4-11,29,,,,,,,,,
401540203,2023,4,regular,UT Martin,Big South-OVC,away,37,4,1,,,,7,11,0,1,1,2,30:38,1,1,2,6-55,6.0,51,308,5.7,13-30,172,480,2-3,8-17,21,0,0,1,,,,,,
401540203,2023,4,regular,North Alabama,UAC,home,21,0,3,,,,3,4,0,1,1,1,29:22,1,1,2,4-35,2.6,36,95,5.6,31-53,296,391,2-4,10-22,23,-1,0,1,,,,,,
401520270,2023,4,regular,Texas A&M,SEC,home,27,1,2,15,0,1,9,,,,0,1,27:45,0,1,1,7-50,6.3,33,209,7.7,15-25,193,402,0-0,5-12,16,30,0,3,15,0,39,7,1,3
401520270,2023,4,regular,Auburn,SEC,away,10,0,0,16,0,1,4,,,,1,1,32:15,0,0,0,10-64,3.5,41,144,2.4,9-23,56,200,1-2,3-15,14,14,0,2,4,0,34,2,2,2
401520258,2023,4,regular,Arkansas,SEC,away,31,0,3,19,0,2,11,15,0,1,0,2,34:22,2,0,2,11-69,3.7,37,137,9.3,21-31,289,426,1-1,8-13,25,,,,2,0,25,2,1,2
401520258,2023,4,regular,LSU,SEC,home,34,0,4,,,,10,0,0,2,0,,25:38,1,0,1,5-51,6.5,29,189,11.0,20-29,320,509,0-0,6-10,26,,,,6,0,32,4,3,3
401532408,2023,4,regular,Delaware State,MEAC,away,20,0,3,,,,2,,,,0,1,31:34,0,0,0,8-57,2.8,28,77,8.3,21-33,274,351,2-4,5-15,14,,,,0,0,33,0,0,3
401532408,2023,4,regular,Miami (OH),Mid-American,home,62,6,2,,,,14,,,,0,,25:40,0,0,0,4-45,10.8,43,466,8.2,15-22,180,646,0-1,8-10,28,29,0,2,8,0,31,0,4,4
401532405,2023,4,regular,Bowling Green,Mid-American,home,7,1,0,49,0,3,1,,,,1,3,25:47,2,2,4,12-123,4.6,22,102,3.5,16-31,109,211,0-1,2-11,10,5,0,1,6,0,37,1,2,1
401532405,2023,4,regular,Ohio,Mid-American,away,38,0,3,44,0,2,8,21,0,2,2,3,34:13,0,1,1,8-65,3.4,37,127,10.6,16-19,201,328,0-1,6-12,19,4,0,1,7,0,29,3,3,3
401532407,2023,4,regular,Fresno State,Mountain West,home,53,2,5,57,0,3,9,,,,0,1,32:21,0,0,0,3-25,4.3,33,143,10.9,26-34,370,513,1-2,8-10,29,,,,6,0,29,0,3,2
401532407,2023,4,regular,Kent State,Mid-American,away,10,1,0,95,0,5,4,,,,0,,27:39,0,0,0,11-72,3.5,37,129,6.8,8-15,102,231,1-2,3-12,11,,,,1,0,40,0,1,3
401520256,2023,4,regular,Indiana,Big Ten,home,29,1,1,39,0,3,9,66,1,3,0,1,25:36,1,1,2,5-50,2.7,34,92,7.3,11-26,190,282,0-2,3-14,14,0,0,1,6,1,46,2,1,4
401520256,2023,4,regular,Akron,Mid-American,away,27,3,0,55,0,3,9,25,0,1,1,0,34:24,3,0,3,10-98,6.6,40,263,4.8,26-44,211,474,0-2,5-17,24,-1,0,1,5,0,33,3,2,2
401532406,2023,4,regular,Western Michigan,Mid-American,away,31,3,0,51,0,2,7,8,0,2,2,4,33:43,2,2,4,5-50,4.2,55,230,6.3,13-26,163,393,1-4,5-14,24,,,,3,0,32,0,1,5
401532406,2023,4,regular,Toledo,Mid-American,home,49,3,4,25,0,1,7,12,0,2,2,3,26:17,2,2,4,11-95,6.1,44,269,9.5,14-24,228,497,0-1,5-11,23,,,,6,0,40,3,0,2
401540422,2023,4,regular,Princeton,Ivy,home,13,2,0,48,0,3,1,,,,1,2,27:04,1,1,2,3-35,4.8,35,167,3.7,16-30,110,277,0-3,5-14,16,,,,,,,,,
401540422,2023,4,regular,Bryant,Big South-OVC,away,16,0,1,54,0,3,10,17,0,1,1,3,32:56,0,1,1,6-45,2.1,39,83,4.5,19-28,126,209,2-2,4-17,14,3,0,1,,,,,,
401540087,2023,4,regular,Arkansas-Pine Bluff,SWAC,away,24,0,3,160,0,5,6,,,,1,2,28:44,1,1,2,10-84,2.8,28,78,6.9,20-35,242,320,0-0,6-13,22,,,,,,,,,
401540087,2023,4,regular,Alabama A&M,SWAC,home,31,1,3,86,0,5,7,0,0,1,1,1,31:16,0,1,1,11-100,4.7,38,177,9.9,27-33,328,505,0-2,4-10,24,,,,,,,,,
401520271,2023,4,regular,Troy,Sun Belt,home,27,2,1,16,0,1,9,,,,2,5,38:59,0,3,3,7-71,3.7,46,172,10.0,22-35,349,521,2-2,9-18,24,1,0,1,3,0,25,1,4,5
401520271,2023,4,regular,Western Kentucky,Conference USA,away,24,1,2,22,0,1,6,,,,2,2,21:01,0,2,2,3-21,1.0,13,13,6.9,24-40,275,288,1-2,2-10,16,-1,0,1,7,0,44,5,4,3
401520273,2023,4,regular,UNLV,Mountain West,away,45,6,0,56,0,3,9,0,0,3,0,,29:51,1,0,1,10-96,6.4,48,307,7.0,15-27,190,497,0-1,10-17,23,13,0,2,,,,,,
401520273,2023,4,regular,UTEP,Conference USA,home,28,3,1,54,0,3,4,17,0,1,0,,30:09,3,0,3,8-74,2.7,34,91,7.3,14-31,225,316,1-1,4-14,21,,,,,,,,,
401520263,2023,4,regular,Nebraska,Big Ten,home,28,3,1,47,0,2,4,3,0,1,0,3,31:58,0,0,0,6-55,6.5,48,312,5.9,8-18,107,419,2-2,3-11,20,8,0,1,4,0,30,0,1,4
401520263,2023,4,regular,Louisiana Tech,Conference USA,away,14,1,1,33,0,2,2,,,,0,3,28:02,1,0,1,12-100,2.2,21,46,7.0,27-42,292,338,0-1,3-12,17,32,0,5,9,0,37,3,2,3
401520275,2023,4,regular,Liberty,Conference USA,away,38,3,2,41,0,2,8,0,0,1,1,3,33:09,1,2,3,4-49,8.3,44,364,7.4,11-21,156,520,0-0,6-10,22,0,0,1,11,0,30,5,2,2
401520275,2023,4,regular,Florida International,Conference USA,home,6,1,0,41,0,3,0,0,0,1,2,1,26:51,1,1,2,5-43,1.9,33,64,6.1,11-24,147,211,0-3,3-12,11,,,,0,0,29,0,1,2
401540117,2023,4,regular,Florida A&M,SWAC,home,23,0,2,29,0,2,5,,,,0,2,34:06,0,2,2,7-57,2.5,19,47,7.8,24-37,290,337,0-0,5-10,21,,,,,,,,,
401540117,2023,4,regular,Alabama State,SWAC,away,10,0,1,40,0,5,4,,,,2,3,23:43,1,0,1,12-93,0.6,23,14,7.6,23-38,288,302,2-4,4-15,13,17,0,2,,,,,,
401520262,2023,4,regular,Colorado State,Mountain West,away,31,0,3,83,0,5,7,,,,2,0,26:03,1,0,1,11-90,1.7,19,33,7.8,31-44,345,378,1-1,8-15,18,,,,8,0,46,3,1,4
401520262,2023,4,regular,Middle Tennessee,Conference USA,home,23,1,2,,,,5,0,0,1,0,2,33:57,0,2,2,6-65,3.5,43,151,6.8,30-41,279,430,2-4,7-17,26,,,,6,0,34,1,7,1
401540157,2023,4,regular,Texas Southern,SWAC,away,23,0,3,121,0,5,5,,,,1,0,25:40,0,0,0,6-36,3.8,31,118,6.4,14-24,153,271,0-1,2-12,13,,,,,,,,,
401540157,2023,4,regular,Grambling,SWAC,home,35,3,2,66,0,4,5,,,,0,1,34:20,0,1,1,11-98,5.9,48,282,8.5,14-23,195,477,1-1,6-14,23,6,0,3,,,,,,
401540142,2023,4,regular,Bethune-Cookman,SWAC,away,16,1,1,0,0,2,4,33,0,1,0,2,26:13,1,2,3,3-35,2.3,25,58,4.8,19-36,172,230,2-3,0-14,14,,,,,,,,,
401540142,2023,4,regular,Jackson State,SWAC,home,22,1,1,83,0,4,,0,0,1,2,0,33:47,1,0,1,8-84,5.8,45,260,3.5,14-25,88,348,1-2,4-15,19,,,,,,,,,
401524019,2023,4,regular,Washington State,Pac-12,home,38,1,4,60,0,3,8,2,0,1,0,2,28:27,0,2,2,7-60,3.5,30,106,12.1,29-35,422,528,1-2,5-9,27,,,,6,0,31,2,12,3
401524019,2023,4,regular,Oregon State,Pac-12,away,35,4,1,36,0,1,5,,,,2,2,31:33,1,0,1,5-31,6.2,39,242,5.8,17-34,198,440,2-4,6-14,25,,,,4,0,34,1,3,3
401539995,2023,4,regular,North Carolina Central,MEAC,home,45,1,5,20,0,1,9,10,0,1,0,1,29:24,0,0,0,4-50,4.6,33,153,9.4,17-28,263,416,0-1,3-8,21,15,0,2,,,,,,
401539995,2023,4,regular,Mississippi Valley State,SWAC,away,3,0,0,120,0,8,3,,,,0,1,30:36,1,0,1,9-92,3.6,31,112,3.3,14-32,104,216,1-2,4-17,13,,,,,,,,,
401531872,2023,4,regular,Utah State,Mountain West,home,38,1,4,46,0,3,8,16,0,2,3,0,30:15,3,0,3,9-80,3.2,31,98,8.2,27-49,402,500,2-4,7-18,21,35,0,1,5,0,35,1,4,5
401531872,2023,4,regular,James Madison,Sun Belt,away,45,2,4,56,0,2,9,15,0,3,0,3,29:45,2,3,5,6-35,3.8,39,148,10.7,23-34,364,512,1-1,3-12,23,18,0,2,12,0,38,5,6,10
401525511,2023,4,regular,Virginia Tech,ACC,away,17,2,0,30,0,4,5,4,0,2,0,3,27:14,0,1,1,9-70,6.1,30,184,4.5,19-35,159,343,1-3,2-13,16,31,0,3,6,0,33,2,3,1
401525511,2023,4,regular,Marshall,Sun Belt,home,24,2,1,26,0,1,6,,,,1,0,32:46,2,0,2,3-30,4.9,44,214,6.1,16-27,166,380,0-0,5-14,19,,,,6,0,26,4,11,6
401540126,2023,4,regular,Alcorn State,SWAC,home,20,0,2,18,0,2,8,14,0,1,0,,28:50,0,0,0,3-40,4.2,23,97,7.8,26-37,287,384,1-1,4-12,21,,,,,,,,,
401540126,2023,4,regular,Prairie View A&M,SWAC,away,23,2,1,62,0,4,5,,,,0,,31:10,1,0,1,11-75,3.5,35,121,9.8,12-19,187,308,0-0,3-9,16,56,0,3,,,,,,
401524014,2023,4,regular,Arizona State,Pac-12,home,28,1,2,83,0,3,8,,,,1,2,31:48,1,1,2,4-26,2.8,32,90,6.7,23-39,263,353,3-4,6-16,21,,,,4,0,32,2,3,3
401524014,2023,4,regular,USC,Pac-12,away,42,2,3,46,0,3,10,11,0,1,1,2,28:12,0,1,1,10-85,7.3,29,213,10.4,20-31,322,535,1-2,3-10,22,,,,14,0,39,8,1,2
401524017,2023,4,regular,Utah,Pac-12,home,14,0,1,,,,2,21,1,1,1,3,34:28,0,1,1,4-30,2.1,48,102,6.9,9-17,117,219,0-1,6-17,13,12,0,5,11,1,31,7,0,4
401524017,2023,4,regular,UCLA,Pac-12,away,7,0,1,36,0,2,1,,,,1,3,25:32,1,1,2,6-36,0.3,32,9,6.7,15-35,234,243,1-4,3-17,11,6,0,1,11,0,41,4,0,3
401524018,2023,4,regular,Washington,Pac-12,home,59,2,4,66,0,3,11,87,1,3,0,,30:10,1,0,1,9-83,4.7,30,140,12.2,23-32,389,529,1-2,5-11,23,83,1,1,2,2,47,0,0,3
401524018,2023,4,regular,California,Pac-12,away,32,2,3,74,0,4,2,0,0,1,0,1,29:50,3,0,3,2-10,4.0,35,139,7.9,27-46,363,502,0-0,10-17,28,2,0,1,3,0,36,0,0,2
401524016,2023,4,regular,Arizona,Pac-12,away,21,2,1,6,0,1,3,,,,0,,28:51,0,0,0,5-36,3.9,37,145,6.8,18-30,204,349,1-2,6-13,20,10,0,2,11,0,34,5,4,3
401524016,2023,4,regular,Stanford,Pac-12,home,20,2,0,,,,8,,,,0,1,31:09,0,0,0,6-45,3.2,35,112,7.7,18-32,246,358,1-1,7-16,19,,,,3,0,30,2,5,1
401531877,2023,4,regular,Nevada,Mountain West,away,24,2,0,64,0,3,6,98,1,1,2,4,31:25,1,2,3,3-35,4.3,37,159,5.9,22-33,194,353,1-2,8-15,20,0,0,1,4,1,39,2,0,2
401531877,2023,4,regular,Texas State,Sun Belt,home,35,3,2,26,0,2,5,17,0,1,2,2,28:35,1,2,3,9-79,8.1,34,276,9.3,26-32,298,574,1-4,6-11,24,2,0,2,7,0,49,1,1,3
401531871,2023,4,regular,Ball State,Mid-American,home,3,0,0,30,0,2,3,,,,0,1,29:19,2,0,2,3-25,1.3,28,37,5.5,14-29,160,197,0-0,3-15,10,,,,3,0,43,1,3,1
401531871,2023,4,regular,Georgia Southern,Sun Belt,away,40,0,4,32,0,2,16,0,0,2,0,,30:41,0,0,0,5-35,6.2,27,167,7.3,36-50,363,530,2-2,4-14,25,15,0,3,10,0,27,4,4,4
401531873,2023,4,regular,East Texas A&M,Southland,away,9,0,1,30,0,2,3,46,0,3,2,1,35:08,0,1,1,8-79,3.0,42,126,4.8,15-26,124,250,0-2,4-16,16,0,0,2,9,0,38,8,2,4
401531873,2023,4,regular,Old Dominion,Sun Belt,home,10,0,1,16,0,1,4,,,,1,3,24:52,3,2,5,7-88,0.5,30,15,10.6,19-31,328,343,0-2,5-12,15,31,0,4,11,0,26,3,3,1
401531849,2023,4,regular,Georgia State,Sun Belt,away,30,2,1,0,0,1,12,,,,0,3,28:16,0,1,1,9-66,4.2,43,182,7.1,15-27,191,373,0-1,8-14,24,2,0,1,6,0,31,2,4,2
401531849,2023,4,regular,Coastal Carolina,Sun Belt,home,17,0,1,48,0,3,5,,,,1,0,31:44,0,0,0,10-88,4.3,25,107,7.0,26-42,295,402,0-1,6-14,21,,,,4,0,28,0,1,2
401531870,2023,4,regular,Wyoming,Mountain West,home,22,2,0,,,,2,0,0,1,1,0,19:35,1,0,1,8-65,6.6,27,177,2.1,5-15,31,208,0-0,3-12,7,5,0,2,2,0,51,1,6,5
401531870,2023,4,regular,App State,Sun Belt,away,19,0,0,40,0,2,13,18,1,1,0,1,40:25,1,1,2,2-15,4.3,50,217,5.0,22-40,200,417,0-1,10-19,27,,,,4,1,24,3,0,3
401531876,2023,4,regular,Central Michigan,Mid-American,away,34,4,1,31,0,2,4,,,,0,,33:44,0,0,0,4-30,3.3,38,125,7.4,20-31,230,355,1-1,9-16,19,,,,6,0,29,2,4,2
401531876,2023,4,regular,South Alabama,Sun Belt,home,30,2,2,18,0,1,6,,,,0,,26:16,0,0,0,5-49,4.6,33,151,9.4,17-27,254,405,0-1,7-13,19,27,0,2,6,0,33,2,5,2
401531875,2023,4,regular,Buffalo,Mid-American,away,38,4,1,53,0,3,6,0,0,2,1,0,33:22,2,0,2,6-42,4.0,44,178,5.6,18-35,195,373,2-3,6-17,19,0,0,1,6,0,41,2,0,2
401531875,2023,4,regular,Louisiana,Sun Belt,home,45,4,1,17,0,2,9,55,1,2,0,3,26:38,2,1,3,5-32,7.1,38,269,8.6,22-29,249,518,0-1,5-12,24,21,0,3,7,1,47,3,6,5
401531874,2023,4,regular,Southern Miss,Sun Belt,away,37,2,2,87,0,4,13,0,0,1,0,,30:28,2,0,2,5-45,6.9,34,234,6.0,20-36,215,449,2-2,7-15,20,,,,7,0,35,4,3,4
401531874,2023,4,regular,Arkansas State,Sun Belt,home,44,2,3,146,0,6,14,6,0,2,0,,29:32,1,0,1,3-15,4.4,44,192,11.1,11-21,233,425,0-0,7-14,18,3,0,1,2,0,33,1,8,4
401520250,2023,4,regular,Ole Miss,SEC,away,10,1,0,26,0,3,4,0,0,1,0,2,25:37,1,0,1,8-69,1.9,29,56,6.8,21-36,245,301,3-4,3-14,17,,,,9,0,38,4,1,0
401520250,2023,4,regular,Alabama,SEC,home,24,1,1,,,,10,37,0,1,0,1,34:23,1,0,1,6-60,2.9,45,131,10.7,17-21,225,356,0-0,6-13,20,4,0,1,10,0,40,5,8,4
401520257,2023,4,regular,Jacksonville State,Conference USA,home,21,2,1,,,,3,34,0,3,0,,29:14,0,0,0,4-35,5.4,55,295,4.9,9-19,93,388,1-2,3-14,23,7,0,2,13,0,32,6,0,5
401520257,2023,4,regular,Eastern Michigan,Mid-American,away,0,0,0,,,,,,,,0,,30:46,3,0,3,3-15,1.6,35,57,3.3,13-29,95,152,0-3,1-15,11,,,,2,0,38,0,1,2
401531338,2023,4,regular,Tulsa,American Athletic,away,22,2,0,33,0,2,8,0,0,2,1,1,27:48,2,1,3,3-29,3.7,48,179,5.1,8-20,102,281,0-0,6-15,17,9,0,1,5,0,43,0,4,1
401531338,2023,4,regular,Northern Illinois,Mid-American,home,14,1,1,44,0,3,2,22,0,2,1,3,32:12,2,1,3,5-38,4.1,41,167,4.4,17-29,128,295,2-4,5-14,18,2,0,1,7,0,44,3,3,1
401540048,2023,4,regular,Pennsylvania,Ivy,away,37,2,3,95,0,4,7,,,,0,,41:29,2,0,2,2-20,4.4,37,161,7.2,35-49,354,515,2-2,9-17,28,23,0,6,,,,,,
401540048,2023,4,regular,Bucknell,Patriot,home,21,0,3,89,0,5,3,5,0,2,0,,18:31,0,0,0,5-39,0.5,17,8,6.8,18-34,230,238,1-1,3-12,13,21,0,1,,,,,,
401540067,2023,4,regular,Holy Cross,Patriot,home,47,3,4,38,0,2,5,0,0,2,0,1,27:19,0,0,0,1-15,8.1,39,317,7.0,17-27,190,507,1-2,5-9,25,2,0,2,,,,,,
401540067,2023,4,regular,Colgate,Patriot,away,7,1,0,61,0,4,1,,,,0,,32:41,2,0,2,9-72,3.9,37,143,4.3,19-32,137,280,2-4,7-16,16,0,0,1,,,,,,
401540073,2023,4,regular,Monmouth,Coastal Athletic,away,20,0,2,57,0,3,6,,,,0,2,33:04,0,2,2,10-60,1.6,36,59,7.1,21-33,234,293,3-5,6-16,19,,,,,,,,,
401540073,2023,4,regular,Lafayette,Patriot,home,28,2,2,30,0,2,4,,,,2,0,26:56,0,0,0,5-39,4.3,48,206,7.9,10-14,110,316,1-2,7-13,19,,,,,,,,,
401540081,2023,4,regular,Dartmouth,Ivy,home,34,3,1,49,0,2,10,0,0,1,1,3,38:18,1,2,3,2-8,4.2,52,219,5.0,21-26,130,349,4-4,5-14,24,50,0,3,,,,,,
401540081,2023,4,regular,Lehigh,Patriot,away,17,1,0,70,0,4,5,0,0,1,2,2,21:42,1,1,2,4-28,2.9,18,52,3.8,19-30,115,167,0-1,1-10,8,,,,,,,,,
401540376,2023,4,regular,Lincoln (CA),,away,0,0,0,80,0,3,,,,,2,1,30:14,0,0,0,10-92,2.4,34,80,1.2,9-22,26,106,0-3,4-15,10,,,,,,,,,
401540376,2023,4,regular,Lamar,Southland,home,38,3,2,,,,8,,,,0,2,29:46,0,2,2,9-115,6.7,45,301,9.6,15-20,192,493,1-1,6-12,26,18,0,3,,,,,,
401520272,2023,4,regular,Duke,ACC,away,41,3,1,,,,11,,,,2,1,29:50,0,0,0,8-59,2.7,27,74,7.3,23-34,248,322,1-2,5-13,20,73,0,4,8,0,42,2,2,3
401520272,2023,4,regular,UConn,FBS Independents,home,7,1,0,66,0,4,1,,,,0,2,30:10,0,2,2,4-49,2.4,37,89,4.1,13-28,114,203,0-2,4-14,14,25,0,3,3,0,33,0,0,4
401540567,2023,4,regular,Stetson,Pioneer,home,18,0,1,69,0,4,4,30,1,1,0,,26:35,3,0,3,2-20,3.5,26,91,5.2,18-32,167,258,0-0,5-12,15,0,0,1,,,,,,
401540567,2023,4,regular,Butler,Pioneer,away,28,4,0,45,0,2,4,64,0,3,0,1,33:25,1,0,1,9-70,6.7,48,322,2.8,9-19,54,376,2-4,5-14,15,12,0,2,,,,,,
401540324,2023,4,regular,New Hampshire,Coastal Athletic,away,25,0,2,141,0,3,5,,,,0,,32:24,1,0,1,5-55,3.6,14,51,6.6,34-59,387,438,2-4,4-12,27,27,0,2,,,,,,
401540324,2023,4,regular,Delaware,CAA,home,29,1,3,78,0,4,3,18,0,1,0,,27:36,0,0,0,4-53,5.7,29,165,9.1,24-37,336,501,1-3,5-12,24,,,,,,,,,
401524015,2023,4,regular,Colorado,Pac-12,away,6,0,1,,,,0,0,0,1,0,,24:54,0,0,0,12-106,1.6,25,40,4.8,23-33,159,199,1-1,5-14,13,2,0,1,6,0,40,2,0,2
401524015,2023,4,regular,Oregon,Pac-12,home,42,3,3,24,0,1,4,,,,0,1,35:06,1,0,1,9-80,6.3,38,240,8.1,30-35,282,522,3-4,3-10,30,15,0,2,7,0,26,7,1,6
401540227,2023,4,regular,Portland State,Big Sky,home,59,6,1,124,1,2,11,26,0,1,0,2,30:06,0,2,2,7-64,8.9,45,399,6.6,9-11,73,472,0-0,7-10,17,-10,0,1,,,,,,
401540227,2023,4,regular,Cal Poly,Big Sky,away,21,1,2,,,,3,,,,2,1,25:48,1,1,2,5-40,2.9,34,97,5.9,14-28,166,263,0-0,5-15,14,-1,0,1,,,,,,
401540237,2023,4,regular,Eastern Washington,Big Sky,away,27,1,0,39,0,1,5,,,,1,1,11:42,0,0,0,0-0,1.1,15,17,6.7,11-16,107,124,2-2,1-7,7,,,,,,,,,
401540237,2023,4,regular,UC Davis,Big Sky,home,24,1,0,,,,4,,,,0,1,13:35,1,1,2,1-10,11.9,14,167,4.1,12-17,69,236,0-0,2-7,7,12,0,1,,,,,,
401525845,2023,4,regular,Oklahoma,Big 12,away,20,1,1,9,0,1,8,0,0,2,0,2,27:35,0,1,1,8-53,3.0,34,103,8.5,26-38,322,425,1-1,6-16,21,7,0,1,7,0,33,2,2,3
401525845,2023,4,regular,Cincinnati,Big 12,home,6,0,0,,,,6,,,,1,0,32:25,2,0,2,2-20,3.8,37,141,5.6,22-42,235,376,1-4,3-15,21,2,0,2,6,0,32,2,3,5
401520254,2023,4,regular,Sam Houston,Conference USA,away,7,1,0,33,0,2,1,,,,0,2,25:05,1,1,2,10-91,2.1,25,52,5.5,15-23,126,178,1-1,3-13,8,0,0,1,3,0,46,0,1,4
