season,team,conference,returning_total_ppa,returning_passing_ppa,returning_receiving_ppa,returning_rushing_ppa,returning_percent_ppa,returning_percent_passing_ppa,returning_percent_receiving_ppa,returning_percent_rushing_ppa,returning_usage,returning_passing_usage,returning_receiving_usage,returning_rushing_usage
2016,New Mexico,Mountain West,191.6,44.3,59.2,88.1,0.712,1.045,0.567,0.722,0.758,0.992,0.588,0.714
2016,New Mexico State,Sun Belt,117.0,11.4,22.1,83.6,0.433,0.385,0.161,0.816,0.574,0.519,0.402,0.805
2016,North Carolina,ACC,343.6,73.9,179.2,90.5,0.567,0.411,0.678,0.56,0.471,0.134,0.645,0.636
2016,North Texas,Conference USA,6.2,0.1,8.8,-2.7,0.135,-0.002,0.121,-0.112,0.133,0.002,0.233,0.241
2016,Northern Illinois,Mid-American,298.3,86.1,129.1,83.1,0.862,0.949,0.731,1.057,0.87,0.887,0.698,0.962
2016,Northwestern,Big Ten,110.5,26.1,47.6,36.8,0.704,1.012,0.516,0.953,0.848,0.844,0.502,0.993
2016,Notre Dame,FBS Independents,246.8,93.7,71.2,81.9,0.656,0.906,0.453,0.71,0.688,0.992,0.29,0.636
2016,Ohio,Mid-American,195.7,-0.4,154.9,41.1,0.589,-0.006,0.781,0.666,0.453,0.1,0.736,0.56
2016,Ohio State,Big Ten,87.4,3.1,25.0,59.3,0.244,0.051,0.187,0.362,0.285,0.439,0.2,0.234
2016,Oklahoma,Big 12,442.7,172.4,175.5,94.8,0.766,0.895,0.613,0.958,0.805,0.9,0.548,0.91
2016,Oklahoma State,Big 12,390.3,208.1,192.8,-10.5,0.659,0.886,0.602,-0.287,0.753,0.858,0.698,0.68
2016,Old Dominion,Conference USA,245.9,50.4,129.0,66.4,0.972,1.0,0.946,1.002,0.968,1.0,0.903,0.992
2016,Ole Miss,SEC,460.5,198.5,163.6,98.4,0.771,0.944,0.57,0.987,0.723,0.965,0.532,0.642
2016,Oregon,Pac-12,299.1,9.5,114.3,175.2,0.608,0.079,0.642,0.905,0.514,0.046,0.598,0.812
2016,Oregon State,Pac-12,112.9,20.3,50.6,42.0,0.925,1.493,0.763,0.991,0.688,0.661,0.787,0.663
2016,Penn State,Big Ten,177.8,18.4,144.2,15.2,0.651,0.251,0.829,0.585,0.521,0.104,0.793,0.765
2016,Pittsburgh,ACC,230.7,90.3,80.9,59.4,0.693,1.061,0.463,0.81,0.723,0.911,0.43,0.762
2016,Purdue,Big Ten,177.3,15.6,123.1,38.6,0.69,0.368,0.728,0.854,0.711,0.588,0.717,0.875
2016,Rice,Conference USA,129.1,-1.3,106.4,24.1,0.45,-0.015,0.69,0.512,0.545,0.138,0.717,0.782
2016,Rutgers,Big Ten,225.9,69.5,111.2,45.2,0.722,0.815,0.661,0.765,0.828,0.986,0.713,0.772
2016,SMU,American Athletic,263.2,77.4,142.9,43.0,0.901,1.071,0.824,0.931,0.89,0.995,0.807,0.851
2016,San Diego State,Mountain West,191.6,27.6,93.5,70.6,0.567,0.335,0.658,0.621,0.538,0.198,0.705,0.625
2016,San José State,Mountain West,253.6,92.1,118.6,42.9,0.607,0.71,0.584,0.506,0.5,0.7,0.542,0.283
2016,South Alabama,Sun Belt,125.1,3.3,83.8,38.0,0.539,0.069,0.564,1.073,0.449,0.09,0.516,0.716
2016,South Carolina,SEC,165.6,67.7,68.2,29.7,0.581,0.876,0.408,0.737,0.564,0.893,0.289,0.46
2016,South Florida,American Athletic,332.3,80.8,129.7,121.8,0.893,0.874,0.837,0.979,0.949,0.921,0.908,0.982
2016,Southern Miss,Conference USA,342.7,225.5,83.2,34.1,0.578,0.959,0.299,0.426,0.613,0.98,0.321,0.415
2016,Stanford,Pac-12,203.3,18.3,129.0,55.9,0.395,0.112,0.586,0.427,0.478,0.048,0.618,0.657
2016,Syracuse,ACC,181.5,51.0,100.1,30.4,1.014,1.149,0.918,1.192,0.914,0.991,0.875,0.869
2016,TCU,Big 12,145.4,17.7,122.9,4.7,0.242,0.078,0.421,0.057,0.295,0.077,0.562,0.279
2016,Temple,American Athletic,187.9,105.3,78.9,3.6,0.631,0.967,0.443,0.324,0.831,0.991,0.469,0.965
2016,Tennessee,SEC,327.1,95.8,127.3,104.0,0.879,1.018,0.723,1.018,0.909,0.997,0.7,0.961
2016,Texas,Big 12,181.9,21.1,52.8,107.9,0.858,1.0,0.645,0.988,0.773,1.0,0.572,0.732
2016,Texas A&M,SEC,178.7,22.6,146.3,9.9,0.537,0.266,0.824,0.14,0.396,0.175,0.872,0.205
2016,Texas State,Sun Belt,80.4,38.8,3.5,38.2,0.338,1.051,0.027,0.536,0.527,0.998,0.054,0.441
2016,Texas Tech,Big 12,436.9,154.3,197.3,85.3,0.71,0.843,0.707,0.559,0.696,0.928,0.626,0.421
2016,Toledo,Mid-American,218.5,9.7,131.0,77.8,0.515,0.063,0.675,1.032,0.579,0.021,0.728,0.958
2016,Troy,Sun Belt,163.5,100.7,72.0,-9.1,0.538,0.868,0.383,-45.5,0.533,0.778,0.428,0.343
2016,Tulane,American Athletic,110.4,8.9,85.0,16.5,0.521,0.153,0.578,2.357,0.411,0.005,0.637,0.735
2016,Tulsa,American Athletic,325.6,166.2,94.6,64.7,0.659,0.964,0.417,0.682,0.691,0.994,0.32,0.627
2016,UCF,American Athletic,102.6,2.4,124.8,-24.6,1.091,0.522,1.015,0.737,0.784,0.597,0.89,0.93
2016,UCLA,Pac-12,263.2,145.8,69.1,48.3,0.543,0.977,0.301,0.456,0.616,0.958,0.396,0.413
2016,UConn,American Athletic,209.0,50.1,143.8,15.2,0.977,0.992,0.916,2.492,0.887,0.835,0.904,0.922
2016,UL Monroe,Sun Belt,201.6,78.8,115.3,7.4,0.916,1.135,0.706,-0.607,0.658,0.721,0.729,0.497
2016,UNLV,Mountain West,149.2,-7.9,116.1,41.0,0.559,-0.136,0.753,0.75,0.543,0.445,0.694,0.524
2016,USC,Pac-12,328.5,32.6,231.6,64.3,0.605,0.186,0.871,0.631,0.543,0.04,0.906,0.761
2016,UTEP,Conference USA,137.7,32.8,97.1,7.8,0.924,0.929,0.88,2.229,0.769,0.994,0.737,0.577
2016,UTSA,Conference USA,152.7,14.2,95.8,42.7,0.642,0.393,0.599,1.022,0.689,0.608,0.546,0.857
2016,Utah,Pac-12,96.5,7.0,92.9,-3.4,0.337,0.091,0.61,-0.059,0.232,0.008,0.532,0.221
2016,Utah State,Mountain West,176.7,51.6,87.3,37.9,0.64,0.842,0.526,0.783,0.642,0.506,0.521,0.862
2016,Vanderbilt,SEC,65.4,5.5,59.7,0.2,0.617,-0.714,0.588,0.016,0.65,0.295,0.761,0.887
2016,Virginia,ACC,236.5,103.9,103.4,29.3,0.71,0.936,0.542,0.918,0.877,0.998,0.619,0.985
2016,Virginia Tech,ACC,253.4,53.3,155.2,44.9,0.754,0.547,0.802,0.996,0.675,0.443,0.868,0.739
2016,Wake Forest,ACC,137.8,7.8,112.7,17.2,0.801,0.94,0.768,1.0,0.927,0.998,0.76,1.0
2016,Washington,Pac-12,246.6,101.1,78.7,66.7,0.676,0.98,0.409,0.96,0.767,0.993,0.411,0.83
2016,Washington State,Pac-12,441.1,179.1,221.5,40.4,0.855,1.004,0.745,0.998,0.836,0.878,0.733,0.996
2016,West Virginia,Big 12,277.9,81.3,133.5,63.1,0.707,1.0,0.717,0.502,0.754,1.0,0.762,0.554
2016,Western Kentucky,Conference USA,261.6,21.2,174.9,65.4,0.389,0.077,0.516,1.11,0.415,0.031,0.492,0.84
2016,Western Michigan,Mid-American,407.1,165.6,125.3,116.2,0.784,1.0,0.53,0.995,0.87,1.0,0.56,0.998
2016,Wisconsin,Big Ten,93.1,12.8,79.6,0.6,0.297,0.126,0.422,0.026,0.512,0.12,0.489,0.89
2016,Wyoming,Mountain West,187.6,-6.4,153.6,40.4,0.705,-0.108,0.955,0.886,0.7,0.216,0.973,0.909
