experiment,model_family,baseline_model,feature_definition,baseline_feature_count,returning_feature_count,total_feature_count,excluded_missingness_indicators,excluded_percentage_ppa,excluded_games_before_interactions,random_state,n_estimators,learning_rate,max_depth,min_samples_leaf,subsample,train_start_season,train_end_season,validation_start_season,validation_end_season,test_season,train_rows,validation_rows,test_rows,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_roc_auc,train_log_loss,train_brier_score,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_roc_auc,validation_log_loss,validation_brier_score,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_log_loss,test_brier_score
returning_production_model_1,gradient_boosting,model_5,Model 5 310 features + core returning PPA/usage,310,16,326,True,True,True,42,200,0.03,4,10,0.75,2015,2022,2023,2024,2025,6432,1741,888,0.8314676616915423,0.8069794046096624,0.8380184331797235,0.9051767048282727,0.9070654197783544,0.40067314124973624,0.12400822522462959,0.742676622630672,0.7029620795682194,0.7698607698607699,0.8491418247515808,0.799599052772862,0.5189059173686719,0.17301051923620767,0.7556306306306306,0.7163051608077786,0.7870967741935484,0.8516579406631762,0.8051580376187706,0.5109846873483705,0.16913062609132898
