id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff,home_pregame_offense_ppa,home_pregame_offense_successRate,home_pregame_offense_explosiveness,home_pregame_defense_ppa,home_pregame_defense_successRate,home_pregame_defense_explosiveness,away_pregame_offense_ppa,away_pregame_offense_successRate,away_pregame_offense_explosiveness,away_pregame_defense_ppa,away_pregame_defense_successRate,away_pregame_defense_explosiveness
401013357,2018,1,regular,2018-08-25 21:30:00+00:00,False,True,False,False,8684.0,3985.0,Warren McGuirk Alumni Stadium,113,Massachusetts,fbs,FBS Independents,63.0,"[21, 14, 21, 7]",0.9984542422162312,,,2184,Duquesne,fcs,NEC,15.0,"[3, 6, 0, 6]",0.0015457577837688,,,0.2139101303,https://www.youtube.com/watch?v=uwMMvX-tU_U,,,,,,,,,,,,,,
401014972,2018,1,regular,2018-08-25 23:00:00+00:00,False,True,False,False,20050.0,3895.0,Rice Stadium,242,Rice,fbs,Conference USA,31.0,"[13, 6, 0, 12]",0.416111979769047,,,2504,Prairie View A&M,fcs,SWAC,28.0,"[0, 21, 7, 0]",0.5838880202309529,,,5.6012773743,https://www.youtube.com/watch?v=z2VFteZqBBw,,,,,,,,,,,,,,
401022510,2018,1,regular,2018-08-25 23:30:00+00:00,False,True,False,True,31007.0,5388.0,Canvas Stadium,36,Colorado State,fbs,Mountain West,34.0,"[7, 0, 13, 14]",0.3317397678892768,1529.0,1482.0,62,Hawai'i,fbs,Mountain West,43.0,"[10, 13, 14, 6]",0.6682602321107232,1217.0,1264.0,4.5649361931,https://www.youtube.com/watch?v=1FEy3ogBwpM,,,,,,,,,,,,,,
401013437,2018,1,regular,2018-08-26 02:00:00+00:00,False,True,False,False,20322.0,3601.0,Aggie Memorial Stadium,166,New Mexico State,fbs,FBS Independents,7.0,"[0, 0, 0, 7]",0.0042721098463239,1339.0,1304.0,2751,Wyoming,fbs,Mountain West,29.0,"[9, 6, 7, 7]",0.995727890153676,1537.0,1572.0,2.7057118396,https://www.youtube.com/watch?v=S3V1Juvj160,,,,,,,,,,,,,,
401019470,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,True,23081.0,3892.0,Pratt & Whitney Stadium,41,UConn,fbs,American Athletic,17.0,"[0, 10, 0, 7]",0.004203463433869,1241.0,1189.0,2116,UCF,fbs,American Athletic,56.0,"[14, 14, 14, 14]",0.995796536566131,1728.0,1780.0,0.830061928399999,https://www.youtube.com/watch?v=ZPI-FjeNw4A,,,,,,,,,,,,,,
401020671,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,9801.0,3919.0,Scheumann Stadium,2050,Ball State,fbs,Mid-American,42.0,"[7, 14, 14, 7]",0.9999720937904224,,,2115,Central Connecticut,fcs,NEC,6.0,"[0, 0, 0, 6]",2.7906209577710502e-05,,,0.760100617799999,,,,,,,,,,,,,,,
401021651,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,23088.0,4246.0,Center Parc Stadium,2247,Georgia State,fbs,Sun Belt,24.0,"[0, 14, 0, 10]",0.869590187971506,,,338,Kennesaw State,fcs,Big South,20.0,"[7, 7, 6, 0]",0.130409812028494,,,5.8512641491,https://www.youtube.com/watch?v=kUls9PpCkuc,,,,,,,,,,,,,,
401013328,2018,1,regular,2018-08-30 23:00:00+00:00,False,True,False,False,41291.0,3953.0,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,48.0,"[7, 28, 3, 10]",0.9999638364577064,1499.0,1582.0,166,New Mexico State,fbs,FBS Independents,10.0,"[7, 3, 0, 0]",3.616354229352137e-05,1304.0,1221.0,3.06144440259999,https://www.youtube.com/watch?v=hpuPjxkqUWI,,,,,,,,,-0.0739758728533455,0.2291666666666666,1.2933773331266545,0.1128737161912732,0.4,1.3624544633413709
401014979,2018,1,regular,2018-08-31 00:00:00+00:00,False,True,True,False,27124.0,3803.0,Legion Field,5,UAB,fbs,Conference USA,52.0,"[7, 21, 10, 14]",0.999997345694123,,,2542,Savannah State,fcs,MEAC,0.0,"[0, 0, 0, 0]",2.6543058769812333e-06,,,0.1406151783,https://www.youtube.com/watch?v=gKQoi3sPeic,,,,,,,,,,,,,,
401012675,2018,1,regular,2018-08-31 00:00:00+00:00,False,True,False,False,45988.0,587.0,Rice-Eccles Stadium,254,Utah,fbs,Pac-12,41.0,"[7, 10, 14, 10]",0.9997998688829266,,,2692,Weber State,fcs,Big Sky,10.0,"[10, 0, 0, 0]",0.0002001311170733,,,0.922426719,https://www.youtube.com/watch?v=tJjO6_6SP2s,,,,,,,,,,,,,,
