id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff,home_pregame_offense_ppa,home_pregame_offense_successRate,home_pregame_offense_explosiveness,home_pregame_defense_ppa,home_pregame_defense_successRate,home_pregame_defense_explosiveness,away_pregame_offense_ppa,away_pregame_offense_successRate,away_pregame_offense_explosiveness,away_pregame_defense_ppa,away_pregame_defense_successRate,away_pregame_defense_explosiveness
401756846,2025,1,regular,2025-08-23 16:00:00+00:00,False,True,True,True,47221.0,3504.0,Aviva Stadium,2306,Kansas State,fbs,Big 12,21.0,"[0, 7, 0, 14]",0.2015444189310073,1669.0,1666.0,66,Iowa State,fbs,Big 12,24.0,"[7, 0, 7, 10]",0.7984555810689926,1616.0,1619.0,6.029094160739601,,Aer Lingus College Football Classic,,,,,,,,,,,,,
401760371,2025,1,regular,2025-08-23 20:00:00+00:00,False,True,False,False,25723.0,6501.0,Allegiant Stadium,2439,UNLV,fbs,Mountain West,38.0,"[0, 14, 10, 14]",0.9787868857383728,,,304,Idaho State,fcs,Big Sky,31.0,"[10, 7, 7, 7]",0.0212131142616271,,,9.598561710191431,,,,0.3540940877883028,0.4912280701754385,1.3958806330017004,0.0359245115091691,0.4266666666666667,1.3142103260377918,,,,,,
401756847,2025,1,regular,2025-08-23 22:30:00+00:00,False,True,False,False,41525.0,3833.0,Memorial Stadium,2305,Kansas,fbs,Big 12,31.0,"[14, 10, 7, 0]",1.0,1583.0,1632.0,278,Fresno State,fbs,Mountain West,7.0,"[7, 0, 0, 0]",0.0,1490.0,1441.0,3.783040848166322,,,,,,,,,,,,,,,
401757218,2025,1,regular,2025-08-23 23:00:00+00:00,False,True,False,True,15312.0,3796.0,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,fbs,Conference USA,41.0,"[7, 13, 14, 7]",0.8728970289230347,1409.0,1450.0,2534,Sam Houston,fbs,Conference USA,24.0,"[3, 7, 14, 0]",0.1271029710769653,1452.0,1411.0,6.04146368507938,,,,,,,,,,,,,,,
401754516,2025,1,regular,2025-08-23 23:30:00+00:00,False,True,False,False,15194.0,7220.0,Clarence T.C. Ching Athletics Complex,62,Hawai'i,fbs,Mountain West,23.0,"[7, 7, 3, 6]",0.4101631939411163,1257.0,1258.0,24,Stanford,fbs,ACC,20.0,"[10, 3, 0, 7]",0.5898368060588837,1283.0,1282.0,7.307567862447438,,,,,,,,,,,,,,,
401762522,2025,1,regular,2025-08-28 21:30:00+00:00,False,True,False,False,34707.0,3886.0,Raymond James Stadium,58,South Florida,fbs,American Athletic,34.0,"[0, 10, 14, 10]",0.971840798854828,1456.0,1554.0,68,Boise State,fbs,Mountain West,7.0,"[7, 0, 0, 0]",0.0281592011451721,1676.0,1578.0,5.137221554324761,,,,,,,,,,,,,,,
401752794,2025,1,regular,2025-08-28 22:00:00+00:00,False,True,False,False,46907.0,6577.0,SHI Stadium,164,Rutgers,fbs,Big Ten,34.0,"[7, 24, 0, 3]",0.9000661373138428,1522.0,1524.0,195,Ohio,fbs,Mid-American,31.0,"[7, 10, 14, 0]",0.0999338626861572,1621.0,1619.0,6.943864856309906,,,,,,,,,,,,,,,
401762790,2025,1,regular,2025-08-28 22:00:00+00:00,False,True,False,False,19328.0,3700.0,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,26.0,"[7, 10, 6, 3]",1.0,1461.0,1461.0,322,Lafayette,fcs,Patriot,7.0,"[0, 0, 7, 0]",0.0,,,2.717791924914604,,,,,,,,,,,,,,,
401757219,2025,1,regular,2025-08-28 23:00:00+00:00,False,True,False,False,17895.0,3695.0,Delaware Stadium,48,Delaware,fbs,Conference USA,35.0,"[0, 14, 7, 14]",0.948571503162384,1500.0,1500.0,2169,Delaware State,fcs,MEAC,17.0,"[0, 3, 7, 7]",0.0514284968376159,,,4.477316433427869,,,,,,,,,,,,,,,
401761588,2025,1,regular,2025-08-28 23:00:00+00:00,False,True,False,False,12459.0,3817.0,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,29.0,"[7, 3, 7, 12]",0.99480402469635,1281.0,1281.0,2598,Saint Francis,fcs,NEC,0.0,"[0, 0, 0, 0]",0.0051959753036499,,,3.542032415047508,,,,,,,,,,,,,,,
