iteration,model__n_estimators,model__min_samples_split,model__min_samples_leaf,model__max_features,model__max_depth,model__bootstrap,log_loss,brier_score,roc_auc,accuracy,balanced_accuracy,fold,train_start_season,train_end_season,validation_season,train_rows,validation_rows
9,750,5,5,0.25,12.0,False,0.5265998656549681,0.1746979017379127,0.7965867974118118,0.7361601884570083,0.6980800735441441,3.0,2015.0,2020.0,2021.0,4729.0,849.0
9,750,5,5,0.25,12.0,False,0.5812041338496381,0.1985756042557481,0.733834630809153,0.689695550351288,0.65,4.0,2015.0,2021.0,2022.0,5578.0,854.0
10,500,5,30,0.25,,False,0.4992061922137878,0.1645225058109426,0.8145581648303971,0.7464622641509434,0.7133250227624093,1.0,2015.0,2018.0,2019.0,3339.0,848.0
10,500,5,30,0.25,,False,0.5387785766602885,0.1806631341112395,0.7974050072395518,0.7287822878228782,0.7034665504589734,2.0,2015.0,2019.0,2020.0,4187.0,542.0
10,500,5,30,0.25,,False,0.5244925797823464,0.1743443745071064,0.7985314743008002,0.7420494699646644,0.7046359918441429,3.0,2015.0,2020.0,2021.0,4729.0,849.0
10,500,5,30,0.25,,False,0.5690184988764636,0.1933703003216822,0.7447983014861996,0.6943793911007026,0.6523708421797594,4.0,2015.0,2021.0,2022.0,5578.0,854.0
11,500,10,30,0.25,16.0,True,0.502311596877995,0.1653510786511405,0.8125110756689704,0.7594339622641509,0.7248589952764182,1.0,2015.0,2018.0,2019.0,3339.0,848.0
11,500,10,30,0.25,16.0,True,0.5390657472642759,0.1807454083114889,0.7982765649380773,0.7250922509225092,0.6983074911789926,2.0,2015.0,2019.0,2020.0,4187.0,542.0
11,500,10,30,0.25,16.0,True,0.5274315879231437,0.1755763127103853,0.7953257039141042,0.7373380447585395,0.6984248117199194,3.0,2015.0,2020.0,2021.0,4729.0,849.0
11,500,10,30,0.25,16.0,True,0.5653001697841845,0.1915801362903451,0.7492569002123144,0.702576112412178,0.6595187544232131,4.0,2015.0,2021.0,2022.0,5578.0,854.0
12,750,30,5,0.5,20.0,False,0.5079401674351517,0.16727989513191,0.8084291187739463,0.7464622641509434,0.7125489620952417,1.0,2015.0,2018.0,2019.0,3339.0,848.0
12,750,30,5,0.5,20.0,False,0.5399311373217676,0.1802093847754649,0.7965475069232607,0.7177121771217713,0.6954116704387309,2.0,2015.0,2019.0,2020.0,4187.0,542.0
12,750,30,5,0.5,20.0,False,0.526461309513179,0.1736733303174174,0.7990029111223731,0.7432273262661955,0.7055847584475585,3.0,2015.0,2020.0,2021.0,4729.0,849.0
12,750,30,5,0.5,20.0,False,0.6018953170957917,0.2064193813235232,0.7205355036565229,0.6709601873536299,0.6358516159471573,4.0,2015.0,2021.0,2022.0,5578.0,854.0
13,1000,30,10,0.5,,False,0.5035097943518663,0.1660757727960863,0.8109956186181231,0.7476415094339622,0.7134564031115755,1.0,2015.0,2018.0,2019.0,3339.0,848.0
13,1000,30,10,0.5,,False,0.5401894248644608,0.1801026504250672,0.796308531425278,0.7158671586715867,0.6931695179723631,2.0,2015.0,2019.0,2020.0,4187.0,542.0
13,1000,30,10,0.5,,False,0.5230790803796912,0.1731043075494583,0.7999575706860584,0.7467608951707891,0.7096391151130859,3.0,2015.0,2020.0,2021.0,4729.0,849.0
13,1000,30,10,0.5,,False,0.5982404020145276,0.2056053577942913,0.7228060863411182,0.6733021077283372,0.6357041755130928,4.0,2015.0,2021.0,2022.0,5578.0,854.0
14,1000,2,20,0.5,,False,0.4988929990453504,0.1646134708088671,0.8135193434648971,0.7476415094339622,0.7126803424444077,1.0,2015.0,2018.0,2019.0,3339.0,848.0
14,1000,2,20,0.5,,False,0.5364327823283793,0.1788003758944758,0.7998088196016138,0.7324723247232472,0.7093003640861999,2.0,2015.0,2019.0,2020.0,4187.0,542.0
14,1000,2,20,0.5,,False,0.5217873086261622,0.17293311901616,0.8011479486605301,0.7420494699646644,0.7052400202717833,3.0,2015.0,2020.0,2021.0,4729.0,849.0
14,1000,2,20,0.5,,False,0.5925107558054059,0.2035498216428924,0.7266336400094362,0.6733021077283372,0.6363706062750649,4.0,2015.0,2021.0,2022.0,5578.0,854.0
15,1000,10,20,0.5,8.0,False,0.5009685027007167,0.1647745230187988,0.8113683721669203,0.75,0.7152712851442434,1.0,2015.0,2018.0,2019.0,3339.0,848.0
15,1000,10,20,0.5,8.0,False,0.5364017619519149,0.1785287017034752,0.8003289427442821,0.7287822878228782,0.7054908135007099,2.0,2015.0,2019.0,2020.0,4187.0,542.0
15,1000,10,20,0.5,8.0,False,0.522293540644925,0.1730573744575992,0.7997984607587776,0.7408716136631331,0.7030831968130871,3.0,2015.0,2020.0,2021.0,4729.0,849.0
15,1000,10,20,0.5,8.0,False,0.5878882118669408,0.2014698590730904,0.7285562632696392,0.6814988290398126,0.6441849492804907,4.0,2015.0,2021.0,2022.0,5578.0,854.0
16,1000,10,25,0.25,12.0,False,0.4999260291601896,0.1648425808421545,0.8137698827354001,0.7452830188679245,0.7093133390774045,1.0,2015.0,2018.0,2019.0,3339.0,848.0
16,1000,10,25,0.25,12.0,False,0.5391040281142797,0.1806567334311717,0.7965053347765579,0.7195571955719557,0.693605296821626,2.0,2015.0,2019.0,2020.0,4187.0,542.0
16,1000,10,25,0.25,12.0,False,0.5242083587761793,0.1742851830012957,0.7982250403667779,0.7420494699646644,0.7040319634165026,3.0,2015.0,2020.0,2021.0,4729.0,849.0
16,1000,10,25,0.25,12.0,False,0.5717283257915706,0.1944282816535591,0.742173861759849,0.6920374707259953,0.6511854210898798,4.0,2015.0,2021.0,2022.0,5578.0,854.0
17,500,30,15,0.25,16.0,False,0.4996452648754111,0.1648041885876515,0.8147598183895824,0.7441037735849056,0.7084058980610705,1.0,2015.0,2018.0,2019.0,3339.0,848.0
17,500,30,15,0.25,16.0,False,0.5401812731976617,0.1805580180823904,0.7954369737267526,0.7250922509225092,0.7010065085679744,2.0,2015.0,2019.0,2020.0,4187.0,542.0
17,500,30,15,0.25,16.0,False,0.5242790687031891,0.174047950552972,0.7982780770092048,0.734982332155477,0.6965272785130883,3.0,2015.0,2020.0,2021.0,4729.0,849.0
17,500,30,15,0.25,16.0,False,0.5777674892966059,0.1970546332839622,0.7367185656994573,0.689695550351288,0.6506664307619722,4.0,2015.0,2021.0,2022.0,5578.0,854.0
18,750,5,5,1.0,,True,0.5005981650721114,0.1644668534397308,0.8127738363673028,0.7488207547169812,0.7143638441279094,1.0,2015.0,2018.0,2019.0,3339.0,848.0
18,750,5,5,1.0,,True,0.538587532852024,0.1804293023803381,0.796210129749638,0.7269372693726938,0.7039234153815876,2.0,2015.0,2019.0,2020.0,4187.0,542.0
18,750,5,5,1.0,,True,0.5272749828850879,0.1746290489133264,0.7967046566172051,0.7444051825677267,0.704721439768053,3.0,2015.0,2020.0,2021.0,4729.0,849.0
18,750,5,5,1.0,,True,0.6045723321164032,0.2070447842449629,0.7217091295116773,0.6651053864168618,0.6312219863175277,4.0,2015.0,2021.0,2022.0,5578.0,854.0
19,750,30,20,0.25,30.0,False,0.5001750998395229,0.1649971539424027,0.8135621184623,0.7429245283018868,0.705946335710401,1.0,2015.0,2018.0,2019.0,3339.0,848.0
19,750,30,20,0.25,30.0,False,0.5389271256810587,0.1804444513718373,0.7972363186527405,0.7250922509225092,0.7010065085679744,2.0,2015.0,2019.0,2020.0,4187.0,542.0
19,750,30,20,0.25,30.0,False,0.523869620036325,0.1741293570714648,0.798867373036171,0.7408716136631331,0.7030831968130871,3.0,2015.0,2020.0,2021.0,4729.0,849.0
19,750,30,20,0.25,30.0,False,0.5736738453932093,0.1953126807049217,0.7402866242038217,0.6908665105386417,0.6495930644019816,4.0,2015.0,2021.0,2022.0,5578.0,854.0
20,500,30,5,0.75,16.0,True,0.5008097320329029,0.1640375465308352,0.8132749149083087,0.7476415094339622,0.7142324637787433,1.0,2015.0,2018.0,2019.0,3339.0,848.0
20,500,30,5,0.75,16.0,True,0.5359363546053929,0.1796493626726635,0.7988107454629799,0.7287822878228782,0.7075150765424463,2.0,2015.0,2019.0,2020.0,4187.0,542.0
20,500,30,5,0.75,16.0,True,0.525798446038661,0.174091648627015,0.7982486122078565,0.7396937573616019,0.7009263733543909,3.0,2015.0,2020.0,2021.0,4729.0,849.0
20,500,30,5,0.75,16.0,True,0.5891894078662764,0.2016313835514137,0.731033262561925,0.6768149882903981,0.6424805378627034,4.0,2015.0,2021.0,2022.0,5578.0,854.0
21,750,30,10,0.5,8.0,False,0.5037728010087137,0.1655106274922926,0.810830629342426,0.75,0.7160473458114112,1.0,2015.0,2018.0,2019.0,3339.0,848.0
21,750,30,10,0.5,8.0,False,0.5378435496770415,0.1788221995104628,0.798866974991917,0.7250922509225092,0.7016812629152199,2.0,2015.0,2019.0,2020.0,4187.0,542.0
21,750,30,10,0.5,8.0,False,0.521765734154509,0.1725660718513872,0.8008356217662382,0.7420494699646644,0.7058440486994237,3.0,2015.0,2020.0,2021.0,4729.0,849.0
21,750,30,10,0.5,8.0,False,0.5870439424791836,0.2009354812819921,0.7282613824015098,0.6861826697892272,0.6458893606982778,4.0,2015.0,2021.0,2022.0,5578.0,854.0
22,1000,2,10,0.5,16.0,False,0.5040772986372168,0.1665671229230051,0.8101706722396377,0.7476415094339622,0.7119042817772401,1.0,2015.0,2018.0,2019.0,3339.0,848.0
22,1000,2,10,0.5,16.0,False,0.5410767736181175,0.1804984298185855,0.7954932032556897,0.7232472324723247,0.7014633734905886,2.0,2015.0,2019.0,2020.0,4187.0,542.0
22,1000,2,10,0.5,16.0,False,0.5246630161919572,0.1735408389616498,0.7991502351291146,0.7444051825677267,0.7083456103338951,3.0,2015.0,2020.0,2021.0,4729.0,849.0
22,1000,2,10,0.5,16.0,False,0.5992058833563382,0.20577785768074,0.7232719981127624,0.6697892271662763,0.6315935362113706,4.0,2015.0,2021.0,2022.0,5578.0,854.0
23,750,2,30,1.0,16.0,True,0.4926365832701175,0.1617513791994301,0.817436311084224,0.7476415094339622,0.7173367064474143,1.0,2015.0,2018.0,2019.0,3339.0,848.0
23,750,2,30,1.0,16.0,True,0.5366793818749489,0.1794357087225453,0.7993027538411797,0.7416974169741697,0.7205111264180384,2.0,2015.0,2019.0,2020.0,4187.0,542.0
23,750,2,30,1.0,16.0,True,0.5224402692523626,0.1734768380346704,0.8001284665338787,0.7408716136631331,0.701271111530166,3.0,2015.0,2020.0,2021.0,4729.0,849.0
23,750,2,30,1.0,16.0,True,0.5887566917898471,0.2018247287175572,0.7314343005425809,0.6733021077283372,0.6403691908468978,4.0,2015.0,2021.0,2022.0,5578.0,854.0
24,1000,10,15,0.75,30.0,True,0.4945088347843984,0.1623583552285127,0.8172346575250387,0.75,0.7168234064785789,1.0,2015.0,2018.0,2019.0,3339.0,848.0
24,1000,10,15,0.75,30.0,True,0.532661776449113,0.1779211364156524,0.8023391484037843,0.7306273062730627,0.7084077203143231,2.0,2015.0,2019.0,2020.0,4187.0,542.0
24,1000,10,15,0.75,30.0,True,0.5214718591146941,0.1728946732039209,0.8010477683359458,0.7408716136631331,0.7030831968130871,3.0,2015.0,2020.0,2021.0,4729.0,849.0
24,1000,10,15,0.75,30.0,True,0.588217886682284,0.2016660101305134,0.7315581505071951,0.6721311475409836,0.6367775418730832,4.0,2015.0,2021.0,2022.0,5578.0,854.0
25,750,2,10,1.0,16.0,False,2.4047471889380043,0.2185949546169165,0.7398791300787672,0.7051886792452831,0.667595495181702,1.0,2015.0,2018.0,2019.0,3339.0,848.0
25,750,2,10,1.0,16.0,False,2.471737794447339,0.2355058644207705,0.7162165961454657,0.6771217712177122,0.6460843161786411,2.0,2015.0,2019.0,2020.0,4187.0,542.0
25,750,2,10,1.0,16.0,False,2.9658914612024923,0.222285846529953,0.7322003135054862,0.7067137809187279,0.6822132780180796,3.0,2015.0,2020.0,2021.0,4729.0,849.0
25,750,2,10,1.0,16.0,False,3.460809291120041,0.2837544466048836,0.6232277659825429,0.5936768149882904,0.5660769049304082,4.0,2015.0,2021.0,2022.0,5578.0,854.0
26,750,2,5,1.0,30.0,False,4.375256000859766,0.251691928068601,0.7107401907764884,0.6827830188679245,0.6495780552041894,1.0,2015.0,2018.0,2019.0,3339.0,848.0
26,750,2,5,1.0,30.0,False,3.573988072894278,0.2410179779497235,0.7286714368050381,0.6918819188191881,0.670094325034792,2.0,2015.0,2019.0,2020.0,4187.0,542.0
26,750,2,5,1.0,30.0,False,4.683413058931473,0.2618821926484364,0.6920604146286846,0.6678445229681979,0.6430516105460418,3.0,2015.0,2020.0,2021.0,4729.0,849.0
26,750,2,5,1.0,30.0,False,5.890407475297906,0.3159377817896889,0.6208982071243218,0.6100702576112412,0.6016985138004246,4.0,2015.0,2021.0,2022.0,5578.0,854.0
27,500,10,5,0.75,8.0,False,0.520117356189544,0.1718324561245145,0.7983831050981687,0.7488207547169812,0.7182441474637482,1.0,2015.0,2018.0,2019.0,3339.0,848.0
27,500,10,5,0.75,8.0,False,0.5406029103959392,0.1803148549362901,0.7952471990665898,0.7177121771217713,0.6960864247859764,2.0,2015.0,2019.0,2020.0,4187.0,542.0
27,500,10,5,0.75,8.0,False,0.5331868140418833,0.1772870929209996,0.7946450670029582,0.7302709069493521,0.6939402689547067,3.0,2015.0,2020.0,2021.0,4729.0,849.0
27,500,10,5,0.75,8.0,False,0.6105660518329922,0.2091023141978384,0.7147116065109695,0.6557377049180327,0.6211488558622317,4.0,2015.0,2021.0,2022.0,5578.0,854.0
28,1000,30,15,1.0,,True,0.4956840791935972,0.1628434310631446,0.8159025218916326,0.7429245283018868,0.7074984570447365,1.0,2015.0,2018.0,2019.0,3339.0,848.0
28,1000,30,15,1.0,,True,0.5348882738636901,0.1787704530002383,0.7998369343660824,0.7343173431734318,0.7122172708998131,2.0,2015.0,2019.0,2020.0,4187.0,542.0
28,1000,30,15,1.0,,True,0.5215925322868209,0.172877518694139,0.8012245571440357,0.7455830388692579,0.7068782632267494,3.0,2015.0,2020.0,2021.0,4729.0,849.0
28,1000,30,15,1.0,,True,0.5932875400818043,0.2037733551872693,0.7285562632696392,0.6744730679156908,0.6406286860108517,4.0,2015.0,2021.0,2022.0,5578.0,854.0
29,1000,30,30,0.75,20.0,False,0.501660027193909,0.1653194062789286,0.8121994292593202,0.7558962264150944,0.7236887935617518,1.0,2015.0,2018.0,2019.0,3339.0,848.0
29,1000,30,30,0.75,20.0,False,0.5348962270791174,0.1780617861658475,0.8025781239017671,0.7324723247232472,0.7133488901696725,2.0,2015.0,2019.0,2020.0,4187.0,542.0
29,1000,30,30,0.75,20.0,False,0.5307692687107909,0.1762676521576252,0.7948542670925314,0.7373380447585395,0.6996328685752,3.0,2015.0,2020.0,2021.0,4729.0,849.0
29,1000,30,30,0.75,20.0,False,0.6078218430380521,0.2098569413001899,0.7189549422033499,0.6686182669789227,0.6346661948572776,4.0,2015.0,2021.0,2022.0,5578.0,854.0
30,1000,5,15,1.0,,True,0.4956840791935972,0.1628434310631447,0.8159025218916326,0.7429245283018868,0.7074984570447365,1.0,2015.0,2018.0,2019.0,3339.0,848.0
30,1000,5,15,1.0,,True,0.5348882738636901,0.1787704530002383,0.7998369343660824,0.7343173431734318,0.7122172708998131,2.0,2015.0,2019.0,2020.0,4187.0,542.0
30,1000,5,15,1.0,,True,0.5215925322868209,0.1728775186941389,0.8012245571440357,0.7455830388692579,0.7068782632267494,3.0,2015.0,2020.0,2021.0,4729.0,849.0
30,1000,5,15,1.0,,True,0.5932875400818043,0.2037733551872693,0.7285562632696392,0.6744730679156908,0.6406286860108517,4.0,2015.0,2021.0,2022.0,5578.0,854.0
31,750,20,30,1.0,,False,1.0466339461228351,0.1789312677043741,0.7836929488472137,0.75,0.7137191638099079,1.0,2015.0,2018.0,2019.0,3339.0,848.0
31,750,20,30,1.0,,False,0.8883128064968278,0.1957898540181715,0.7746531340933692,0.7029520295202952,0.674100678971562,2.0,2015.0,2019.0,2020.0,4187.0,542.0
31,750,20,30,1.0,,False,0.7629937466865387,0.2025711271362208,0.753152733744269,0.7149587750294464,0.6743579619786204,3.0,2015.0,2020.0,2021.0,4729.0,849.0
31,750,20,30,1.0,,False,1.35648137091628,0.2374955412102923,0.6808769757018164,0.6557377049180327,0.6291460250058976,4.0,2015.0,2021.0,2022.0,5578.0,854.0
32,500,5,15,0.5,12.0,False,0.5011319532472918,0.1651792811882998,0.8126088470916057,0.7511792452830188,0.7177308474949129,1.0,2015.0,2018.0,2019.0,3339.0,848.0
32,500,5,15,0.5,12.0,False,0.5382756267061233,0.1792084044846393,0.7974050072395519,0.7269372693726938,0.7039234153815876,2.0,2015.0,2019.0,2020.0,4187.0,542.0
32,500,5,15,0.5,12.0,False,0.5230590873946386,0.1731510448672428,0.800069536931182,0.7444051825677267,0.7071375534786144,3.0,2015.0,2020.0,2021.0,4729.0,849.0
32,500,5,15,0.5,12.0,False,0.5940654632272805,0.2039816832603619,0.725070771408351,0.6709601873536299,0.6318530313753243,4.0,2015.0,2021.0,2022.0,5578.0,854.0
33,750,30,5,1.0,20.0,False,2.5549158107547907,0.2202895507598338,0.7364479642156594,0.7040094339622641,0.6674641148325359,1.0,2015.0,2018.0,2019.0,3339.0,848.0
33,750,30,5,1.0,20.0,False,2.252897162896546,0.2298714136742405,0.7254452675822709,0.6660516605166051,0.6414032078946259,2.0,2015.0,2019.0,2020.0,4187.0,542.0
33,750,30,5,1.0,20.0,False,2.963478830479476,0.2378535865025055,0.7138849929873774,0.6796230859835101,0.6549553902907587,3.0,2015.0,2020.0,2021.0,4729.0,849.0
33,750,30,5,1.0,20.0,False,3.847106755247144,0.2818577921978571,0.6342887473460722,0.6194379391100703,0.596443736730361,4.0,2015.0,2021.0,2022.0,5578.0,854.0
34,1000,10,30,0.5,12.0,True,0.4965272477472607,0.1630499017021661,0.8152975612140766,0.75,0.7160473458114112,1.0,2015.0,2018.0,2019.0,3339.0,848.0
34,1000,10,30,0.5,12.0,True,0.5346366041964897,0.1784868574821093,0.8013973037940875,0.7306273062730627,0.7057087029253413,2.0,2015.0,2019.0,2020.0,4187.0,542.0
34,1000,10,30,0.5,12.0,True,0.5222676420832472,0.1732900852034726,0.8004172215870919,0.7396937573616019,0.7009263733543909,3.0,2015.0,2020.0,2021.0,4729.0,849.0
34,1000,10,30,0.5,12.0,True,0.5741686724859365,0.1956521836631992,0.741206652512385,0.6873536299765808,0.6501474404340646,4.0,2015.0,2021.0,2022.0,5578.0,854.0
35,1000,10,25,0.5,20.0,True,0.4955895826371024,0.162758437965952,0.8158169718968269,0.7523584905660378,0.7186382885112468,1.0,2015.0,2018.0,2019.0,3339.0,848.0
35,1000,10,25,0.5,20.0,True,0.5338763594754775,0.1783673241590965,0.8013691890296188,0.7250922509225092,0.700331754220729,2.0,2015.0,2019.0,2020.0,4187.0,542.0
35,1000,10,25,0.5,20.0,True,0.5226074351647957,0.1734016649638103,0.8001815031763055,0.7373380447585395,0.6990288401475597,3.0,2015.0,2020.0,2021.0,4729.0,849.0
35,1000,10,25,0.5,20.0,True,0.5767596333171794,0.196721044682144,0.7392073602264686,0.6838407494145199,0.648036093418259,4.0,2015.0,2021.0,2022.0,5578.0,854.0
36,1000,10,20,1.0,,False,1.6774893099364092,0.193585966804809,0.7582723789620341,0.7346698113207547,0.70425061259907,1.0,2015.0,2018.0,2019.0,3339.0,848.0
36,1000,10,20,1.0,,False,1.2616684285938036,0.199021754085739,0.7699720258093538,0.7103321033210332,0.6945401127402056,2.0,2015.0,2019.0,2020.0,4187.0,542.0
36,1000,10,20,1.0,,False,1.8988711756013497,0.2050617526088516,0.7488508727474159,0.7196702002355713,0.6787570568199228,3.0,2015.0,2020.0,2021.0,4729.0,849.0
36,1000,10,20,1.0,,False,1.90460595822716,0.2617050929888808,0.6469863175277188,0.6276346604215457,0.6029252182118424,4.0,2015.0,2021.0,2022.0,5578.0,854.0
37,500,2,20,1.0,,True,0.493592288104733,0.162174238614595,0.816978007540621,0.7476415094339622,0.715008524445911,1.0,2015.0,2018.0,2019.0,3339.0,848.0
37,500,2,20,1.0,,True,0.5358511432214144,0.1790164968864767,0.800722549446842,0.7324723247232472,0.7106498727806908,2.0,2015.0,2019.0,2020.0,4187.0,542.0
37,500,2,20,1.0,,True,0.5227422149183322,0.1734360049084336,0.8000754298914516,0.7467608951707891,0.7072230014025245,3.0,2015.0,2020.0,2021.0,4729.0,849.0
37,500,2,20,1.0,,True,0.5909923460549589,0.2029098315654269,0.7306086341118189,0.6744730679156908,0.6412951167728238,4.0,2015.0,2021.0,2022.0,5578.0,854.0
38,500,5,5,0.75,20.0,True,0.4982585852583971,0.1634675828552684,0.8155847647680678,0.75,0.7160473458114112,1.0,2015.0,2018.0,2019.0,3339.0,848.0
38,500,5,5,0.75,20.0,True,0.5391375960769486,0.1805892140294804,0.7959992690161237,0.7287822878228782,0.7061655678479554,2.0,2015.0,2019.0,2020.0,4187.0,542.0
38,500,5,5,0.75,20.0,True,0.527980253089526,0.1746164890786255,0.7962921493983287,0.7444051825677267,0.7053254681956934,3.0,2015.0,2020.0,2021.0,4729.0,849.0
38,500,5,5,0.75,20.0,True,0.5977293466886675,0.2046307664049416,0.7257077140835102,0.6709601873536299,0.6351851851851852,4.0,2015.0,2021.0,2022.0,5578.0,854.0
