iteration,model__n_estimators,model__min_samples_split,model__min_samples_leaf,model__max_features,model__max_depth,model__bootstrap,log_loss,brier_score,roc_auc,accuracy,balanced_accuracy,fold,train_start_season,train_end_season,validation_season,train_rows,validation_rows
39,750,30,15,0.75,30.0,True,0.4943068238568184,0.1623387836690931,0.8172957646641857,0.75,0.7175994671457466,1.0,2015.0,2018.0,2019.0,3339.0,848.0
39,750,30,15,0.75,30.0,True,0.5323304517780025,0.1777480826671661,0.8025781239017671,0.7361623616236163,0.7137846690189353,2.0,2015.0,2019.0,2020.0,4187.0,542.0
39,750,30,15,0.75,30.0,True,0.5217591242609281,0.1729813028606036,0.8008886584086651,0.7408716136631331,0.7036872252407274,3.0,2015.0,2020.0,2021.0,4729.0,849.0
39,750,30,15,0.75,30.0,True,0.5891747030409361,0.2019764573627763,0.7309271054493984,0.6768149882903981,0.6418141071007313,4.0,2015.0,2021.0,2022.0,5578.0,854.0
40,750,5,15,1.0,12.0,True,0.4958330070635968,0.1628892681416539,0.8158047504689974,0.7429245283018868,0.7074984570447365,1.0,2015.0,2018.0,2019.0,3339.0,848.0
40,750,5,15,1.0,12.0,True,0.534463683159071,0.1785405701628013,0.8005819756244992,0.7306273062730627,0.7084077203143231,2.0,2015.0,2019.0,2020.0,4187.0,542.0
40,750,5,15,1.0,12.0,True,0.5215586636867791,0.1728956821184266,0.8010124105743279,0.7455830388692579,0.7068782632267494,3.0,2015.0,2020.0,2021.0,4729.0,849.0
40,750,5,15,1.0,12.0,True,0.5923384387388791,0.203336373652704,0.7297357867421562,0.6744730679156908,0.6399622552488795,4.0,2015.0,2021.0,2022.0,5578.0,854.0
41,750,20,25,0.25,,True,0.5006872427288832,0.1646803623863645,0.8144726148355912,0.7547169811320755,0.7189010492095792,1.0,2015.0,2018.0,2019.0,3339.0,848.0
41,750,20,25,0.25,,True,0.5394875171465453,0.1810845318895815,0.7970535726836948,0.7195571955719557,0.690906279432644,2.0,2015.0,2019.0,2020.0,4187.0,542.0
41,750,20,25,0.25,,True,0.5273521447931264,0.1755487073972807,0.7956733885700142,0.7361601884570083,0.696267988261223,3.0,2015.0,2020.0,2021.0,4729.0,849.0
41,750,20,25,0.25,,True,0.56550210702601,0.1916748889361147,0.7483958480773767,0.7014051522248244,0.6592592592592592,4.0,2015.0,2021.0,2022.0,5578.0,854.0
42,750,10,20,1.0,12.0,True,0.4939898911242766,0.1622712137903502,0.8168802361179858,0.7464622641509434,0.7148771440967447,1.0,2015.0,2018.0,2019.0,3339.0,848.0
42,750,10,20,1.0,12.0,True,0.534989823092469,0.1787875378859302,0.8007084920646077,0.7361623616236163,0.7137846690189353,2.0,2015.0,2019.0,2020.0,4187.0,542.0
42,750,10,20,1.0,12.0,True,0.5223261768667302,0.1732347138426357,0.8004172215870919,0.7444051825677267,0.704721439768053,3.0,2015.0,2020.0,2021.0,4729.0,849.0
42,750,10,20,1.0,12.0,True,0.5905165307534649,0.2026995668000745,0.7307383816937956,0.6733021077283372,0.6403691908468978,4.0,2015.0,2021.0,2022.0,5578.0,854.0
43,500,5,25,0.5,20.0,True,0.4957883734132405,0.1627249715891693,0.8156275397654709,0.7488207547169812,0.7159159654622449,1.0,2015.0,2018.0,2019.0,3339.0,848.0
43,500,5,25,0.5,20.0,True,0.533374224663889,0.1781825949813484,0.801973656465693,0.7343173431734318,0.7108677622053221,2.0,2015.0,2019.0,2020.0,4187.0,542.0
43,500,5,25,0.5,20.0,True,0.5227350883276893,0.1734086585917863,0.8003170412625078,0.7373380447585395,0.6996328685752,3.0,2015.0,2020.0,2021.0,4729.0,849.0
43,500,5,25,0.5,20.0,True,0.5766542847396474,0.1967354050168482,0.7393842887473461,0.6791569086651054,0.6436659589525832,4.0,2015.0,2021.0,2022.0,5578.0,854.0
44,500,10,30,0.5,20.0,True,0.4963352130556667,0.1628778079992719,0.8157192004741913,0.7511792452830188,0.7185069081620805,1.0,2015.0,2018.0,2019.0,3339.0,848.0
44,500,10,30,0.5,20.0,True,0.5348283019267994,0.1785305535703209,0.8012707873539789,0.7324723247232472,0.7079508553917089,2.0,2015.0,2019.0,2020.0,4187.0,542.0
44,500,10,30,0.5,20.0,True,0.5220120648257188,0.1733766606048501,0.800122573573609,0.7373380447585395,0.6990288401475597,3.0,2015.0,2020.0,2021.0,4729.0,849.0
44,500,10,30,0.5,20.0,True,0.5739222183335975,0.1956293239701343,0.7412774239207361,0.6885245901639344,0.6524062278839349,4.0,2015.0,2021.0,2022.0,5578.0,854.0
45,750,20,15,0.25,20.0,False,0.4985029212678595,0.1644672298382606,0.8156092076237267,0.7393867924528302,0.7032240126613992,1.0,2015.0,2018.0,2019.0,3339.0,848.0
45,750,20,15,0.25,20.0,False,0.5409276365040347,0.1809827026310349,0.7941577519434331,0.7177121771217713,0.69406216174424,2.0,2015.0,2019.0,2020.0,4187.0,542.0
45,750,20,15,0.25,20.0,False,0.5239190293434991,0.1739443330769595,0.7986139757445755,0.734982332155477,0.6965272785130883,3.0,2015.0,2020.0,2021.0,4729.0,849.0
45,750,20,15,0.25,20.0,False,0.5776947110537656,0.1969780504037226,0.7374026893135174,0.6885245901639344,0.6504069355980184,4.0,2015.0,2021.0,2022.0,5578.0,854.0
46,750,5,5,0.5,30.0,True,0.4997013463843143,0.1641520130990016,0.8149614719487678,0.7488207547169812,0.7174680867965804,1.0,2015.0,2018.0,2019.0,3339.0,848.0
46,750,5,5,0.5,30.0,True,0.5375450115767092,0.1793778904604207,0.7983187370847802,0.7398523985239852,0.7182689739516708,2.0,2015.0,2019.0,2020.0,4187.0,542.0
46,750,5,5,0.5,30.0,True,0.5262920406532399,0.1741561453107481,0.7982427192475868,0.7373380447585395,0.7002368970028404,3.0,2015.0,2020.0,2021.0,4729.0,849.0
46,750,5,5,0.5,30.0,True,0.5901503668485344,0.2020456877166594,0.7288039631988676,0.6721311475409836,0.6347782495871668,4.0,2015.0,2021.0,2022.0,5578.0,854.0
47,500,20,15,0.25,20.0,True,0.49971516364716,0.1645761944186474,0.8149492505209384,0.7582547169811321,0.7239515542600843,1.0,2015.0,2018.0,2019.0,3339.0,848.0
47,500,20,15,0.25,20.0,True,0.5369269042073452,0.1798936204731231,0.798768573316277,0.7287822878228782,0.704141304806219,2.0,2015.0,2019.0,2020.0,4187.0,542.0
47,500,20,15,0.25,20.0,True,0.5252414680319182,0.1747386186269011,0.797264487842823,0.7373380447585395,0.697820783292279,3.0,2015.0,2020.0,2021.0,4729.0,849.0
47,500,20,15,0.25,20.0,True,0.5679915672225684,0.1929073892831314,0.7469568294409059,0.6943793911007026,0.6577022882755367,4.0,2015.0,2021.0,2022.0,5578.0,854.0
48,500,10,30,1.0,16.0,False,1.046734189320035,0.1789431919697741,0.7837173917028727,0.75,0.7137191638099079,1.0,2015.0,2018.0,2019.0,3339.0,848.0
48,500,10,30,1.0,16.0,False,0.8883961800772382,0.1957926138644982,0.7746531340933691,0.7029520295202952,0.674100678971562,2.0,2015.0,2019.0,2020.0,4187.0,542.0
48,500,10,30,1.0,16.0,False,0.7631244602985939,0.2025755467573515,0.7531763055853478,0.7149587750294464,0.6743579619786204,3.0,2015.0,2020.0,2021.0,4729.0,849.0
48,500,10,30,1.0,16.0,False,1.3565903958090648,0.2375308023385396,0.6808622316584099,0.6557377049180327,0.6291460250058976,4.0,2015.0,2021.0,2022.0,5578.0,854.0
49,1000,5,25,0.5,16.0,False,0.4985126615289391,0.1644244009124891,0.8133604649031146,0.7476415094339622,0.715008524445911,1.0,2015.0,2018.0,2019.0,3339.0,848.0
49,1000,5,25,0.5,16.0,False,0.5373208764006611,0.1789552593388759,0.799921278659488,0.7324723247232472,0.7093003640861999,2.0,2015.0,2019.0,2020.0,4187.0,542.0
49,1000,5,25,0.5,16.0,False,0.5220388825314638,0.1730699227265787,0.800711869600575,0.7396937573616019,0.7021344302096715,3.0,2015.0,2020.0,2021.0,4729.0,849.0
49,1000,5,25,0.5,16.0,False,0.5899845350503496,0.2026475820309762,0.7280667610285444,0.6686182669789227,0.6313340410474169,4.0,2015.0,2021.0,2022.0,5578.0,854.0
50,1000,2,15,0.5,30.0,False,0.5010556879136309,0.1654294608134235,0.8119122257053291,0.7488207547169812,0.7159159654622449,1.0,2015.0,2018.0,2019.0,3339.0,848.0
50,1000,2,15,0.5,30.0,False,0.5380862146183977,0.1791478332517924,0.797615867973066,0.7306273062730627,0.7070582116198322,2.0,2015.0,2019.0,2020.0,4187.0,542.0
50,1000,2,15,0.5,30.0,False,0.5214998010808926,0.1726608152615239,0.8009122302497436,0.7432273262661955,0.7061887868751989,3.0,2015.0,2020.0,2021.0,4729.0,849.0
50,1000,2,15,0.5,30.0,False,0.5966028711081951,0.2051743875491022,0.7235963670677046,0.6744730679156908,0.6372965322009908,4.0,2015.0,2021.0,2022.0,5578.0,854.0
51,1000,10,5,0.75,,False,0.5318402769453414,0.1760069732817795,0.7916246555085031,0.7275943396226415,0.6933735418308922,1.0,2015.0,2018.0,2019.0,3339.0,848.0
51,1000,10,5,0.75,,False,0.5520308016675879,0.1855332716991021,0.7856952078383963,0.7103321033210332,0.6898168323094873,2.0,2015.0,2019.0,2020.0,4187.0,542.0
51,1000,10,5,0.75,,False,0.548820217974336,0.1803922990348719,0.7859617900456114,0.7361601884570083,0.699288130399425,3.0,2015.0,2020.0,2021.0,4729.0,849.0
51,1000,10,5,0.75,,False,0.6431319229769139,0.2210603340754123,0.696585279547063,0.6522248243559718,0.6210368011323426,4.0,2015.0,2021.0,2022.0,5578.0,854.0
52,1000,30,20,0.25,12.0,False,0.4994166725131908,0.1646154588185565,0.8144726148355912,0.7452830188679245,0.7093133390774045,1.0,2015.0,2018.0,2019.0,3339.0,848.0
52,1000,30,20,0.25,12.0,False,0.539154216845042,0.1805413249252754,0.7969692283902892,0.7232472324723247,0.6987643561016068,2.0,2015.0,2019.0,2020.0,4187.0,542.0
52,1000,30,20,0.25,12.0,False,0.5238912268089708,0.174142331838469,0.7982721840489352,0.7385159010600707,0.6999776067509753,3.0,2015.0,2020.0,2021.0,4729.0,849.0
52,1000,30,20,0.25,12.0,False,0.5736665953255079,0.1953629910310936,0.7404399622552489,0.6885245901639344,0.6470747817881576,4.0,2015.0,2021.0,2022.0,5578.0,854.0
53,500,20,30,0.25,12.0,False,0.4993364050622875,0.164546672993721,0.8145642755443119,0.7452830188679245,0.7116415210789077,1.0,2015.0,2018.0,2019.0,3339.0,848.0
53,500,20,30,0.25,12.0,False,0.5385435430186035,0.1805854016129213,0.7976720975020031,0.7269372693726938,0.7012243979926058,2.0,2015.0,2019.0,2020.0,4187.0,542.0
53,500,20,30,0.25,12.0,False,0.5245844712174104,0.1743613054738096,0.7983134347708227,0.7373380447585395,0.6984248117199194,3.0,2015.0,2020.0,2021.0,4729.0,849.0
53,500,20,30,0.25,12.0,False,0.5694390454462075,0.1934308056476428,0.7445093182354329,0.6932084309133489,0.6514449162538334,4.0,2015.0,2021.0,2022.0,5578.0,854.0
54,1000,30,25,0.25,8.0,False,0.5010985167863385,0.1648937557973359,0.8127860577951322,0.7464622641509434,0.7102207800937383,1.0,2015.0,2018.0,2019.0,3339.0,848.0
54,1000,30,25,0.25,8.0,False,0.5400501280706983,0.1808493402740788,0.7972363186527405,0.7250922509225092,0.6989822455262381,2.0,2015.0,2019.0,2020.0,4187.0,542.0
54,1000,30,25,0.25,8.0,False,0.5263507614668602,0.1749373121587067,0.7971702004785084,0.734982332155477,0.695923250085448,3.0,2015.0,2020.0,2021.0,4729.0,849.0
54,1000,30,25,0.25,8.0,False,0.5696224039830663,0.193371216872856,0.7433297947629158,0.6943793911007026,0.6517044114177872,4.0,2015.0,2021.0,2022.0,5578.0,854.0
55,750,2,20,1.0,30.0,False,1.6774291456784294,0.1935800235096956,0.7582601575342047,0.7346698113207547,0.70425061259907,1.0,2015.0,2018.0,2019.0,3339.0,848.0
55,750,2,20,1.0,30.0,False,1.2616681650696275,0.1990177180439608,0.7699720258093538,0.7103321033210332,0.6945401127402056,2.0,2015.0,2019.0,2020.0,4187.0,542.0
55,750,2,20,1.0,30.0,False,1.898855108090968,0.2050385311061618,0.7488773910686295,0.7196702002355713,0.6787570568199228,3.0,2015.0,2020.0,2021.0,4729.0,849.0
55,750,2,20,1.0,30.0,False,1.904501457363964,0.2616804933603132,0.6473873555083746,0.6276346604215457,0.6029252182118424,4.0,2015.0,2021.0,2022.0,5578.0,854.0
56,1000,2,25,1.0,12.0,False,1.258595644514798,0.1831766071832804,0.7773194742341747,0.7417452830188679,0.7003825306910607,1.0,2015.0,2018.0,2019.0,3339.0,848.0
56,1000,2,25,1.0,12.0,False,1.0162705532590144,0.1995334970064523,0.7666474549109464,0.6992619926199262,0.6750144088167902,2.0,2015.0,2019.0,2020.0,4187.0,542.0
56,1000,2,25,1.0,12.0,False,1.069304150371674,0.2024938088831422,0.7590427475337962,0.7161366313309776,0.6801389560031585,3.0,2015.0,2020.0,2021.0,4729.0,849.0
56,1000,2,25,1.0,12.0,False,1.233866931136787,0.2441391830429362,0.6758227176220807,0.6416861826697893,0.61603562160887,4.0,2015.0,2021.0,2022.0,5578.0,854.0
57,1000,2,10,0.25,,True,0.4979101319794888,0.1637369214373531,0.8165685897083357,0.7488207547169812,0.7135877834607417,1.0,2015.0,2018.0,2019.0,3339.0,848.0
57,1000,2,10,0.25,,True,0.538401831000513,0.1802584269460301,0.7970254579192263,0.7232472324723247,0.6980896017543614,2.0,2015.0,2019.0,2020.0,4187.0,542.0
57,1000,2,10,0.25,,True,0.5259793647866641,0.174799294125697,0.7970818060744634,0.7373380447585395,0.6996328685752,3.0,2015.0,2020.0,2021.0,4729.0,849.0
57,1000,2,10,0.25,,True,0.5713865054080116,0.1945109586845405,0.7438487850908233,0.6908665105386417,0.6515923566878981,4.0,2015.0,2021.0,2022.0,5578.0,854.0
58,1000,10,15,0.75,16.0,True,0.4944426990215068,0.162326128683853,0.817289653950271,0.75,0.7168234064785789,1.0,2015.0,2018.0,2019.0,3339.0,848.0
58,1000,10,15,0.75,16.0,True,0.5328163625313614,0.1779758391352563,0.8023672631682528,0.7287822878228782,0.7061655678479554,2.0,2015.0,2019.0,2020.0,4187.0,542.0
58,1000,10,15,0.75,16.0,True,0.5213942931378428,0.1728460267387343,0.8010949120181031,0.7408716136631331,0.7030831968130871,3.0,2015.0,2020.0,2021.0,4729.0,849.0
58,1000,10,15,0.75,16.0,True,0.5885562649597653,0.2017943622481626,0.7311335220570889,0.6756440281030445,0.6408881811748054,4.0,2015.0,2021.0,2022.0,5578.0,854.0
59,500,10,5,0.75,20.0,True,0.4982585852583971,0.1634675828552683,0.8155847647680678,0.75,0.7160473458114112,1.0,2015.0,2018.0,2019.0,3339.0,848.0
59,500,10,5,0.75,20.0,True,0.5391375960769487,0.1805892140294804,0.7959992690161237,0.7287822878228782,0.7061655678479554,2.0,2015.0,2019.0,2020.0,4187.0,542.0
59,500,10,5,0.75,20.0,True,0.527980253089526,0.1746164890786255,0.7962921493983287,0.7444051825677267,0.7053254681956934,3.0,2015.0,2020.0,2021.0,4729.0,849.0
59,500,10,5,0.75,20.0,True,0.5977293466886675,0.2046307664049416,0.7257077140835102,0.6709601873536299,0.6351851851851852,4.0,2015.0,2021.0,2022.0,5578.0,854.0
60,1000,20,20,1.0,16.0,True,0.4939710460594595,0.1622964692818121,0.8167030254144592,0.7452830188679245,0.7131936424132431,1.0,2015.0,2018.0,2019.0,3339.0,848.0
60,1000,20,20,1.0,16.0,True,0.534983476465598,0.178866744936533,0.8008771806514191,0.7306273062730627,0.7077329659670777,2.0,2015.0,2019.0,2020.0,4187.0,542.0
60,1000,20,20,1.0,16.0,True,0.5220645976560833,0.1731433317093761,0.8008650865675864,0.7432273262661955,0.7037726731646375,3.0,2015.0,2020.0,2021.0,4729.0,849.0
60,1000,20,20,1.0,16.0,True,0.591451001086699,0.2030670253116805,0.7297711724463316,0.6721311475409836,0.6387768341589998,4.0,2015.0,2021.0,2022.0,5578.0,854.0
