model,experiment,baseline_model,feature_space,baseline_features,returning_features,total_features,train_rows,validation_rows,test_rows,train_start_season,train_end_season,validation_start_season,validation_end_season,test_start_season,test_end_season,n_estimators,learning_rate,max_depth,min_samples_leaf,subsample,random_state,imputation_strategy,test_log_loss,test_brier_score,test_roc_auc,test_accuracy,test_balanced_accuracy,test_precision,test_recall
Gradient Boosting Returning Production - Experiment 2,Experiment 2,Gradient Boosting Model 5,Model 5 + relative returning production,310,8,318,6432,1741,888,2015,2022,2023,2024,2025,2025,200,0.03,4,10,0.75,42,median,0.5060209120674015,0.16715984979134074,0.8109753732790381,0.7522522522522522,0.715116762237181,0.7879282218597063,0.8429319371727748
