model,feature_count,train_rows,validation_rows,test_rows,cv_folds,tuning_metric,n_estimators,learning_rate,max_depth,min_samples_leaf,subsample,mean_cv_log_loss,std_cv_log_loss,mean_cv_brier_score,mean_cv_roc_auc,validation_log_loss,validation_brier_score,validation_auc,validation_accuracy,test_log_loss,test_brier_score,test_auc,test_accuracy,random_state
gradient_boosting_model_4,28,6432,1741,888,4,log_loss,200,0.03,4,10,0.75,0.5291147369968893,0.02720184975670466,0.17667472046012397,0.7927081086284712,0.5239221977016385,0.17512314510787821,0.7958980562465983,0.7317633543940264,0.5107480562905402,0.17018520213280494,0.8040333527244523,0.7477477477477478,42
