rank,n_estimators,learning_rate,max_depth,min_samples_leaf,subsample,mean_log_loss,std_log_loss,mean_brier_score,std_brier_score,mean_roc_auc,std_roc_auc,mean_accuracy,std_accuracy,mean_balanced_accuracy,mean_precision,mean_recall,fold_1_log_loss,fold_1_brier_score,fold_1_roc_auc,fold_1_accuracy,fold_2_log_loss,fold_2_brier_score,fold_2_roc_auc,fold_2_accuracy,fold_3_log_loss,fold_3_brier_score,fold_3_roc_auc,fold_3_accuracy,fold_4_log_loss,fold_4_brier_score,fold_4_roc_auc,fold_4_accuracy
12,200,0.03,3,3,1.0,0.5318175259041626,0.0270533104479287,0.1775988249350617,0.011267327434377606,0.7888053223078142,0.02622156349710637,0.7332848846130797,0.01804247152014874,0.699367725804837,0.7591687684488743,0.8378578299853057,0.49799475677897126,0.16393642448629156,0.8107053597071745,0.7523584905660378,0.531803238897061,0.17721701124721934,0.8025921812840013,0.7361623616236163,0.5241283994142213,0.1740761767434859,0.7978302120287105,0.7408716136631331,0.5733437085263968,0.19516568726325004,0.7440935362113705,0.7037470725995316
13,200,0.03,3,5,1.0,0.5318507646173399,0.026613746904026948,0.1776238698256742,0.011096169719284654,0.7892733460428886,0.025833237584495246,0.7311817533217961,0.016250943696785126,0.6976213297937843,0.7583459031101167,0.8344364021303827,0.497902513237183,0.16379739242285712,0.8106961936363025,0.7488207547169812,0.5324849198696411,0.17762830083494133,0.803379394689121,0.7324723247232472,0.5247868760215987,0.17439083196438426,0.7977801218664183,0.7385159010600707,0.5722287493409368,0.19467895408051417,0.7452376739797123,0.7049180327868853
14,500,0.03,2,5,0.75,0.5319487053629066,0.02426262618504505,0.17761267153390561,0.010133676534699402,0.7910583984435555,0.02361127065541443,0.7311903640329548,0.01875090227727255,0.6961551864149302,0.755384996140301,0.8410750425932414,0.5026329211477799,0.16588931692188977,0.8078180473824756,0.7547169811320755,0.5324129364277044,0.17760823452947516,0.8055442315532001,0.7195571955719557,0.5231488135584701,0.17336325954264512,0.8004466863884404,0.7432273262661955,0.5696001503176723,0.1935898751416124,0.7504246284501062,0.7072599531615925
15,200,0.05,3,10,0.75,0.5320649303280436,0.02647596646071977,0.17791229274706166,0.01136011584559238,0.790385562140664,0.025839673746471194,0.731903213679236,0.021991678011075443,0.6998773361421479,0.7613012212959516,0.8300611644488313,0.5044657133323855,0.16636210331416673,0.8071275367101138,0.7535377358490566,0.5278742008326741,0.17620594098056666,0.8065141909273655,0.7435424354243543,0.5203979020253332,0.1724570524014896,0.802146805426238,0.734982332155477,0.5755219051217819,0.19662407429202367,0.7457537154989384,0.6955503512880562
16,500,0.03,2,10,0.75,0.5320956326953554,0.024956186497739327,0.17783235149035298,0.010416882688628724,0.7907252502197297,0.024489027584477876,0.7295574547423112,0.020279361535118723,0.6952030960264666,0.7552614259516468,0.8375527134590353,0.5023792588253623,0.1658592191334079,0.8084107866322021,0.7523584905660378,0.5312489021003216,0.17744497259141703,0.8064017318694913,0.7177121771217713,0.5234981829377529,0.1736649334741123,0.7993800605796316,0.7455830388692579,0.571256186917985,0.1943602807624747,0.7487084217975938,0.702576112412178
17,350,0.03,3,5,0.75,0.5321455780207801,0.026058973179708633,0.1778192989531446,0.010885295514089241,0.7902868680965466,0.025457247459902577,0.7297588941150922,0.0191103186885363,0.6987160379427768,0.7609886282638569,0.8255878908272607,0.5038231044290801,0.16667789618733442,0.807249750988408,0.7488207547169812,0.5284869937955926,0.1756332498598983,0.8069218550121596,0.7361623616236163,0.5217795275391152,0.17316404787588496,0.8005380272726201,0.7361601884570083,0.5744926863193326,0.19580200188946073,0.7464378391129984,0.6978922716627635
18,350,0.03,3,5,1.0,0.532159491604732,0.026592436753847596,0.17781353385756082,0.01096349101229022,0.7895644017933794,0.02559085819243955,0.7298391655587027,0.01655646254852862,0.6965002357010877,0.7578039751407367,0.8323051397690142,0.4978680082676589,0.16412267308804057,0.8112583793164555,0.7441037735849056,0.529535119428457,0.1768966196706229,0.8058956661090572,0.7306273062730627,0.5286578267295745,0.17547847440470835,0.7946273881221494,0.7420494699646644,0.5725770119932375,0.19475636826687148,0.7464761736258552,0.702576112412178
19,200,0.05,2,5,0.75,0.5322126590054673,0.022648154389159833,0.1776496044655673,0.009684494124015354,0.7901370767539573,0.02211190883802234,0.7342856062061811,0.01507256385833904,0.700862338914926,0.7603353522457869,0.8378763148948977,0.5054382922716469,0.1665501395981174,0.8053584850318063,0.7523584905660378,0.5313905792409495,0.17704801545744273,0.8044055835922235,0.7343173431734318,0.5241770652482503,0.17393090089159569,0.7986905842280811,0.7396937573616019,0.5678446992610227,0.19306936191511337,0.752093654163718,0.7107728337236534
20,500,0.03,2,3,0.75,0.5322719045496463,0.024414996194961864,0.17779602610028378,0.010239089199250264,0.7903902279550434,0.023447211960089382,0.7303059300706906,0.017672790615897337,0.6958900434625626,0.7556829448601151,0.8388156825072024,0.502943805353626,0.16598772074148135,0.8072803045579815,0.7511792452830188,0.5330136675658899,0.1779235047782465,0.8042228376231778,0.7195571955719557,0.522952668760593,0.17334851913855204,0.8000341791695641,0.7432273262661955,0.5701774765184765,0.1939243597428553,0.7500235904694502,0.7072599531615925
21,200,0.03,2,10,0.75,0.5323916580578274,0.02434612489022031,0.1777005869430315,0.010300920250206071,0.7890950117757087,0.023587160699337997,0.732495915502584,0.02049339467445032,0.6977939483343178,0.7568760756853131,0.8413041198653524,0.5004006586912237,0.16446759496207405,0.8096757044125467,0.7547169811320755,0.5359707424256117,0.1789377697825117,0.8007576929024277,0.7306273062730627,0.5250212066073563,0.17432183391687933,0.7969109102266433,0.7444051825677267,0.568174024507118,0.1930751491106609,0.7490357395612172,0.7002341920374707
22,200,0.05,2,3,0.75,0.5324251962587221,0.022100260342764685,0.1777384357885365,0.009405141023793554,0.7898123382013493,0.021443469415695967,0.7341233054622224,0.01708738402364533,0.7003760565907907,0.7594770821839044,0.8394252281044279,0.5063969870243425,0.16703850203447648,0.8036749833483047,0.7558962264150944,0.5330133877781554,0.177753007280945,0.803280993013481,0.7324723247232472,0.5233246284396802,0.17353519023022537,0.7995155986658338,0.7396937573616019,0.5669657817927103,0.1926270436084991,0.7527777777777779,0.7084309133489461
23,350,0.03,3,3,0.75,0.532523368789782,0.02529331806127427,0.17793984736708984,0.010654663586859863,0.7899150189238027,0.024820798389096017,0.7285374310214127,0.016993218269901376,0.697057648216584,0.75934442949293,0.8264107375899546,0.5055917386560242,0.1672815091113723,0.8053554296748489,0.7452830188679245,0.5291793958845337,0.17576823699097147,0.8063736171050226,0.7324723247232472,0.5215440607060494,0.1730972116424641,0.8008562471271818,0.7361601884570083,0.5737782799125205,0.19561243172355144,0.7470747817881576,0.7002341920374707
24,200,0.05,3,5,1.0,0.5325269689900597,0.026725345401938848,0.17783828010890318,0.011068571576849819,0.7894207526969855,0.02545444646162613,0.7287893300407629,0.016230994909102618,0.6955177533221191,0.7573762723827976,0.8307263213111472,0.4975961437615418,0.16385065662411563,0.8121444328340881,0.7452830188679245,0.5333038037041934,0.17833755880202526,0.8025640665195328,0.7287822878228782,0.5266587818545896,0.1745032041589419,0.7965809044515422,0.7385159010600707,0.572549146639914,0.19466170085052986,0.7463936069827789,0.702576112412178
25,200,0.03,2,3,0.75,0.5325383203983576,0.024139382085028065,0.17769821576745168,0.010233205137077334,0.7893156525451591,0.023532366444004575,0.7348457737275845,0.019854046391408937,0.7003314849116191,0.7585489460881059,0.843148907146357,0.5011309633723304,0.16467758679519723,0.8093151722915788,0.7582547169811321,0.5359182754448705,0.17886487282745953,0.8013199881917988,0.7306273062730627,0.5248699404518847,0.17419870298509638,0.7973852935283512,0.7455830388692579,0.5682341023243449,0.19305170046205367,0.7492421561689079,0.7049180327868853
26,200,0.08,2,10,1.0,0.5326187402947087,0.025214926287697313,0.17822372774534506,0.010201794592172159,0.789516028217146,0.024156108856908057,0.7287467771830454,0.01616322638978113,0.6947780671158467,0.7557270473426709,0.8345692300056369,0.49987163528002376,0.16513674544614138,0.8103539936570789,0.7511792452830188,0.530719274995404,0.17785743803995738,0.804630501707972,0.7250922509225092,0.5291214015627702,0.1761637855188652,0.794179523141655,0.7326266195524146,0.570762649340637,0.1937369419764164,0.7489000943618778,0.7060889929742389
27,350,0.05,2,5,1.0,0.5326240984286132,0.023392439862155542,0.17800500877104405,0.009700132760481721,0.7889418814018434,0.022890204924049484,0.729291416249234,0.015503073789482576,0.6954432270889932,0.7562604725491585,0.8349270924577337,0.5028303335695543,0.16597248833652387,0.8073169688414696,0.7511792452830188,0.5313882289730021,0.17788451235426725,0.803280993013481,0.7214022140221402,0.5279125705110348,0.17520102380960176,0.7951400756656097,0.734982332155477,0.568365260660862,0.19296201058378334,0.750029488086813,0.7096018735362998
28,350,0.03,3,3,1.0,0.5327112390557402,0.027535530137117122,0.17810159425925937,0.011347861860784302,0.7886990572331382,0.0264083654007652,0.7304294826909559,0.017319894933029902,0.697350812121915,0.7586488990321776,0.8319523205401306,0.4983220090302103,0.16440632202220434,0.8108795150537437,0.7488207547169812,0.530342172996879,0.17725675274263059,0.8043915262099892,0.7306273062730627,0.5269139119777451,0.17485703791388832,0.7955908871262389,0.7396937573616019,0.5752668622181265,0.1958862643583142,0.7439343005425808,0.702576112412178
29,200,0.03,2,5,0.75,0.5327515568398651,0.024356193790791316,0.17779053728782676,0.010316225463187344,0.7888231963104557,0.023484501866448237,0.7353094468594188,0.020780071245998545,0.7001537437931542,0.757968318680851,0.8452731049368782,0.5007903319459689,0.16455406536242312,0.8091196294463081,0.7606132075471698,0.536724208571449,0.17915918273708406,0.8000969959374165,0.7324723247232472,0.5250212636601996,0.1742852238839147,0.7972114512003959,0.7444051825677267,0.5684704231818429,0.19316367716788518,0.7488647086577023,0.7037470725995316
30,200,0.08,2,5,1.0,0.5328335054977117,0.024273100944153872,0.17821271758295865,0.01006458023151712,0.7894798049779035,0.02318677501907589,0.7282522721479324,0.01908386408690992,0.6933927693778118,0.754098138381986,0.8370947937192854,0.4998250320311171,0.16482035098313924,0.8105128722188613,0.7535377358490566,0.5343321259385592,0.17918027477983514,0.8016854801298903,0.7195571955719557,0.5289862240340888,0.1758314180038633,0.7952962391127559,0.7373380447585395,0.5681906399870816,0.19301882656499694,0.7504246284501062,0.702576112412178
31,500,0.03,2,5,1.0,0.532899718829383,0.024794643149627836,0.17806566055864834,0.010266484711402336,0.7889728587626205,0.023489276595689466,0.7310177069194144,0.01725830137320653,0.6970739828458397,0.7569075617883235,0.8376105026080748,0.4995959182727382,0.1645718233349268,0.8093579472889818,0.7523584905660378,0.5337245467010701,0.17866218480363727,0.8018330826433502,0.7177121771217713,0.5288681419313739,0.1756827541034678,0.7955172251228682,0.7432273262661955,0.5694102684123501,0.1933458799925615,0.7491831799952818,0.7107728337236534
32,200,0.05,3,3,0.75,0.5329014729339394,0.0251815175431439,0.17814921121389188,0.010587819319578232,0.7900625310622111,0.024212354273975948,0.7257287367031542,0.0187725663986743,0.6927759180669831,0.7552185878993612,0.828752592313842,0.5047065157546187,0.16660746287460554,0.8068800527965683,0.7441037735849056,0.5304130186037913,0.17714052687057277,0.8056707479933087,0.7306273062730627,0.5230980855602322,0.17357496690767957,0.7992739872947776,0.7338044758539458,0.5733882718171153,0.19527388820270963,0.7484253361641897,0.6943793911007026
33,200,0.05,3,3,1.0,0.5330229824662861,0.027428502000246123,0.17817707846974182,0.011334084203566727,0.7888242239372267,0.026561911035537036,0.7296720399744826,0.016570580088837585,0.6976174338642358,0.759390249067793,0.8287186443702369,0.49852449052115816,0.16417747080327608,0.8110872793268437,0.7488207547169812,0.5318003638678307,0.1779807928169573,0.8043634114455207,0.7287822878228782,0.5265972115857837,0.1748573329066158,0.7961006281895647,0.7373380447585395,0.5751698638903721,0.19569271735211813,0.7437455767869781,0.7037470725995316
34,200,0.08,2,3,1.0,0.5331187678607212,0.022998700654196774,0.1783062066392857,0.009627044828079006,0.7889002561083412,0.022124159475882997,0.730346423852807,0.017044396548096075,0.6959156094283012,0.756013182437889,0.8379198183659281,0.5028223621611695,0.16573683412823864,0.8073597438388727,0.75,0.5347359789006845,0.17935965834234366,0.8010318118559963,0.7232472324723247,0.5276590564386358,0.17554029272911742,0.7959886619444412,0.7420494699646644,0.567257673942395,0.19258804135744315,0.7512208067940551,0.7060889929742389
35,200,0.05,2,10,0.75,0.533132267186589,0.022709088065151643,0.17804521902693013,0.00969854150936505,0.7895540064156878,0.022225842019457376,0.7339966614618034,0.016912073819238357,0.7004750646813234,0.7599245681632045,0.8381970509914958,0.506467141797312,0.16696873163413448,0.804637420789871,0.7535377358490566,0.5320139322779606,0.1774249539752606,0.8043212392988177,0.7343173431734318,0.5250630000341113,0.17428197418232716,0.7979186064327555,0.7408716136631331,0.5689849946369724,0.19350521631599824,0.751338759141307,0.7072599531615925
36,200,0.03,4,5,1.0,0.5331375007558543,0.030375025867953372,0.1783149727725098,0.012442714520382371,0.7878162673132334,0.02892614441234779,0.7297270082773828,0.02268121261052668,0.6951383947622675,0.7559995357718978,0.835428141285828,0.49576935599103583,0.16342470978439078,0.8126516220890087,0.7441037735849056,0.5315040787899282,0.177663929251243,0.8036535136426896,0.7324723247232472,0.5249709624970995,0.17433031478054337,0.7962214338750928,0.7502944640753828,0.5803056057453537,0.19784093727386196,0.738738499646143,0.6920374707259953
37,200,0.05,3,10,1.0,0.533175237667388,0.025319284243494694,0.17835648003281268,0.010542788752046624,0.7890097507920476,0.025021929799381518,0.7293717093227228,0.014255203709010967,0.6961390919273245,0.7576755722747894,0.8314779372384228,0.5016959799100289,0.16560550704612387,0.8084963366270081,0.7464622641509434,0.5298889640165071,0.17723248932492874,0.8064860761628969,0.7287822878228782,0.5286696472443321,0.17568944204047182,0.7943622049100145,0.734982332155477,0.5724463594986835,0.1948984817197264,0.7466943854682708,0.7072599531615925
38,200,0.05,3,5,0.75,0.5332173652695646,0.02596971238170167,0.17841357115055542,0.011024338609461505,0.7900673135584206,0.025331356083731812,0.7299329280118051,0.021738446746275543,0.6965773687082797,0.7575027606891925,0.8337230899146099,0.506021377862558,0.16716190399597494,0.8065531296021315,0.75,0.5280112655687996,0.17628493761834077,0.806837510718754,0.7380073800738007,0.5229039692183312,0.17358207123459787,0.8004643652692492,0.7385159010600707,0.57593284842857,0.1966253717533081,0.7464142486435479,0.6932084309133489
39,200,0.1,2,5,1.0,0.5333047783201114,0.023712179399137813,0.1781374430983738,0.009863027965178569,0.7886524296545377,0.022873884346754043,0.7335803687946998,0.01762194269106157,0.6991326193736771,0.758187696285238,0.8404935374330333,0.5026445950037052,0.16563345244869665,0.8063178671164152,0.7558962264150944,0.5319544382958364,0.17787884614268634,0.8046515877813234,0.7232472324723247,0.5293743590893809,0.17582222016093044,0.7937080863200822,0.7444051825677267,0.5692457208915228,0.19321525364118172,0.7499321774003302,0.7107728337236534
40,200,0.1,2,3,1.0,0.5333354667058201,0.02399240348128339,0.17826892822478801,0.0099659270729387,0.7887782076551247,0.02308060813538006,0.7282436398068952,0.015792135036127537,0.694155088329611,0.7552154984160661,0.8344641294947708,0.5032379702257821,0.16605642309166316,0.8067547831613167,0.7476415094339622,0.5331075720225698,0.17842357331449085,0.8028030420175154,0.7195571955719557,0.5268554291620131,0.1749326668830302,0.7962184873949579,0.7385159010600707,0.5701408954129157,0.19366304960996789,0.7493365180467091,0.7072599531615925
41,350,0.05,2,3,0.75,0.5333877706188027,0.022795075893693364,0.1782168426792291,0.009411028410467101,0.7903285471118555,0.02250566067702491,0.7272716788431561,0.01361935119300149,0.6934710188725508,0.7551249106684191,0.832497778140942,0.5081470672838505,0.16833893216035856,0.8034855512169486,0.7417452830188679,0.5320416205915277,0.17758934385340422,0.8060784120781028,0.7250922509225092,0.5233774816154415,0.17344155804101608,0.8002374862988675,0.7361601884570083,0.5699849129843911,0.19349753666213765,0.7515127388535031,0.7060889929742389
