model,feature_count,validation_log_loss,validation_brier_score,validation_auc,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_probability_mean,validation_probability_std,validation_probability_min,validation_probability_max,test_log_loss,test_brier_score,test_auc,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_probability_mean,test_probability_std,test_probability_min,test_probability_max
random_forest_model_2,44,0.5642699835299775,0.18328672169689975,0.7739492589457967,0.7185525560022975,0.6796112493196436,0.7560165975103734,0.8229448961156278,0.610189676755591,0.22307134605940973,0.036,1.0,0.5247910000569379,0.17632736607260793,0.7922324718136237,0.75,0.7069392503947478,0.7790143084260731,0.8551483420593369,0.6101500627937353,0.2171213711963351,0.074,1.0
