model,feature_count,training_seasons,validation_seasons,test_seasons,n_estimators,learning_rate,max_depth,min_samples_leaf,subsample,random_state,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_roc_auc,validation_log_loss,validation_brier_score,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_log_loss,test_brier_score
gradient_boosting_model_5,310,"2015,2016,2017,2018,2019,2020,2021,2022","2023,2024",2025,200,0.03,4,10,0.75,42,0.7495692130959218,0.7114148849164622,0.7761316872427984,0.8518518518518519,0.7988752390152714,0.519850101248091,0.17331445273929036,0.7488738738738738,0.7117842599517992,0.7859477124183006,0.8394415357766143,0.8124407878334581,0.5043351285230794,0.16689660510718513
