,gameId,season,week,seasonType,team,conference,homeAway,points,fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,startDate,completed,homeTeam,awayTeam,homePoints,awayPoints,opponent,pointsFor,pointsAgainst,pointDifferential,win,completions,passAttempts,completionPct,thirdDownConversions,thirdDownAttempts,thirdDownPct,fourthDownConversions,fourthDownAttempts,fourthDownPct,penalties,penaltyYards,possessionSeconds,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,gamesBefore,winsBefore,pointsForBefore,pointsForAvgBefore,pointsAgainstBefore,pointsAgainstAvgBefore,rushingYardsBefore,rushingYardsAvgBefore,rushingAttemptsBefore,rushingAttemptsAvgBefore,netPassingYardsBefore,netPassingYardsAvgBefore,passAttemptsBefore,passAttemptsAvgBefore,completionsBefore,completionsAvgBefore,totalYardsBefore,totalYardsAvgBefore,firstDownsBefore,firstDownsAvgBefore,rushingTDsBefore,rushingTDsAvgBefore,passingTDsBefore,passingTDsAvgBefore,thirdDownConversionsBefore,thirdDownConversionsAvgBefore,thirdDownAttemptsBefore,thirdDownAttemptsAvgBefore,fourthDownConversionsBefore,fourthDownConversionsAvgBefore,fourthDownAttemptsBefore,fourthDownAttemptsAvgBefore,penaltiesBefore,penaltiesAvgBefore,penaltyYardsBefore,penaltyYardsAvgBefore,possessionSecondsBefore,possessionSecondsAvgBefore,turnoversBefore,turnoversAvgBefore,fumblesLostBefore,fumblesLostAvgBefore,interceptionsBefore,interceptionsAvgBefore,sacksBefore,sacksAvgBefore,qbHurriesBefore,qbHurriesAvgBefore,passesDeflectedBefore,passesDeflectedAvgBefore,tacklesForLossBefore,tacklesForLossAvgBefore,defensiveTDsBefore,defensiveTDsAvgBefore,pointDifferentialBefore,pointDifferentialAvgBefore,completionPctBefore,thirdDownPctBefore,fourthDownPctBefore,yardsPerRushAttemptBefore,yardsPerPassAttemptBefore,winPctBefore,pointsForAvgLast3,pointsAgainstAvgLast3,pointDifferentialAvgLast3,rushingYardsAvgLast3,netPassingYardsAvgLast3,totalYardsAvgLast3,sacksAvgLast3,qbHurriesAvgLast3,passesDeflectedAvgLast3,tacklesForLossAvgLast3,turnoversAvgLast3,pointsForAvgLast5,pointsAgainstAvgLast5,pointDifferentialAvgLast5,rushingYardsAvgLast5,netPassingYardsAvgLast5,totalYardsAvgLast5,sacksAvgLast5,qbHurriesAvgLast5,passesDeflectedAvgLast5,tacklesForLossAvgLast5,turnoversAvgLast5,winPctLast3,winPctLast5,isHome,isAway,homeGamesBefore,homeWinsBefore,homeWinPctBefore,homePointsForBefore,homePointsForAvgBefore,homePointsAgainstBefore,homePointsAgainstAvgBefore,homeRushingYardsBefore,homeRushingYardsAvgBefore,homeRushingAttemptsBefore,homeRushingAttemptsAvgBefore,homeNetPassingYardsBefore,homeNetPassingYardsAvgBefore,homePassAttemptsBefore,homePassAttemptsAvgBefore,homeCompletionsBefore,homeCompletionsAvgBefore,homeTotalYardsBefore,homeTotalYardsAvgBefore,homeFirstDownsBefore,homeFirstDownsAvgBefore,homeRushingTDsBefore,homeRushingTDsAvgBefore,homePassingTDsBefore,homePassingTDsAvgBefore,homeThirdDownConversionsBefore,homeThirdDownConversionsAvgBefore,homeThirdDownAttemptsBefore,homeThirdDownAttemptsAvgBefore,homeFourthDownConversionsBefore,homeFourthDownConversionsAvgBefore,homeFourthDownAttemptsBefore,homeFourthDownAttemptsAvgBefore,homePenaltiesBefore,homePenaltiesAvgBefore,homePenaltyYardsBefore,homePenaltyYardsAvgBefore,homePossessionSecondsBefore,homePossessionSecondsAvgBefore,homeTurnoversBefore,homeTurnoversAvgBefore,homeFumblesLostBefore,homeFumblesLostAvgBefore,homeInterceptionsBefore,homeInterceptionsAvgBefore,homeSacksBefore,homeSacksAvgBefore,homeQbHurriesBefore,homeQbHurriesAvgBefore,homePassesDeflectedBefore,homePassesDeflectedAvgBefore,homeTacklesForLossBefore,homeTacklesForLossAvgBefore,homeDefensiveTDsBefore,homeDefensiveTDsAvgBefore,homePointDifferentialBefore,homePointDifferentialAvgBefore,homeCompletionPctBefore,homeThirdDownPctBefore,homeFourthDownPctBefore,homeYardsPerRushAttemptBefore,homeYardsPerPassAttemptBefore,awayGamesBefore,awayWinsBefore,awayWinPctBefore,awayPointsForBefore,awayPointsForAvgBefore,awayPointsAgainstBefore,awayPointsAgainstAvgBefore,awayRushingYardsBefore,awayRushingYardsAvgBefore,awayRushingAttemptsBefore,awayRushingAttemptsAvgBefore,awayNetPassingYardsBefore,awayNetPassingYardsAvgBefore,awayPassAttemptsBefore,awayPassAttemptsAvgBefore,awayCompletionsBefore,awayCompletionsAvgBefore,awayTotalYardsBefore,awayTotalYardsAvgBefore,awayFirstDownsBefore,awayFirstDownsAvgBefore,awayRushingTDsBefore,awayRushingTDsAvgBefore,awayPassingTDsBefore,awayPassingTDsAvgBefore,awayThirdDownConversionsBefore,awayThirdDownConversionsAvgBefore,awayThirdDownAttemptsBefore,awayThirdDownAttemptsAvgBefore,awayFourthDownConversionsBefore,awayFourthDownConversionsAvgBefore,awayFourthDownAttemptsBefore,awayFourthDownAttemptsAvgBefore,awayPenaltiesBefore,awayPenaltiesAvgBefore,awayPenaltyYardsBefore,awayPenaltyYardsAvgBefore,awayPossessionSecondsBefore,awayPossessionSecondsAvgBefore,awayTurnoversBefore,awayTurnoversAvgBefore,awayFumblesLostBefore,awayFumblesLostAvgBefore,awayInterceptionsBefore,awayInterceptionsAvgBefore,awaySacksBefore,awaySacksAvgBefore,awayQbHurriesBefore,awayQbHurriesAvgBefore,awayPassesDeflectedBefore,awayPassesDeflectedAvgBefore,awayTacklesForLossBefore,awayTacklesForLossAvgBefore,awayDefensiveTDsBefore,awayDefensiveTDsAvgBefore,awayPointDifferentialBefore,awayPointDifferentialAvgBefore,awayCompletionPctBefore,awayThirdDownPctBefore,awayFourthDownPctBefore,awayYardsPerRushAttemptBefore,awayYardsPerPassAttemptBefore
449,400787477,2015,13,regular,Georgia State,Sun Belt,home,31,1,2,,,,2,,,,7.0,0.0,0.0,1.0,38:06,0,2,2,7-56,3.5,43,151,9.0,29-41,368,519,0-1,10-18,23,2015-11-27 19:00:00+00:00,True,Georgia State,Troy,31,21,Troy,31,21,10,1,29,41,0.7073170731707317,10,18,0.5555555555555556,0,1,0.0,7,56,2286.0,,,,,,,,10,4,269,26.9,313,31.3,943,94.3,307,30.7,3445,344.5,394,39.4,245,24.5,4388,438.8,204,20.4,11,1.1,21,2.1,62,6.2,144,14.4,1,0.1,7,0.7,71,7.1,620,62.0,17149.0,1714.9,19,1.9,9,0.9,10,1.0,,,,,,,,,,,-44,-4.4,0.6218274111675127,0.4305555555555556,0.14285714285714285,3.0716612377850163,8.743654822335026,0.4,28.666666666666668,17.333333333333332,11.333333333333334,107.66666666666667,364.6666666666667,472.3333333333333,,,,,1.0,30.2,23.8,6.4,91.4,379.2,470.6,,,,,1.2,0.6666666666666666,0.6,True,False,5,1,0.2,101,20.2,134,26.8,314,62.8,124,24.8,1482,296.4,194,38.8,114,22.8,1796,359.2,85,17.0,3,0.6,9,1.8,32,6.4,73,14.6,1,0.2,4,0.8,36,7.2,349,69.8,7807.0,1561.4,7,1.4,3,0.6,4,0.8,,,,,,,,,,,-33,-6.6,0.5876288659793815,0.4383561643835616,0.25,2.532258064516129,7.639175257731959,5,3,0.6,168,33.6,179,35.8,629,125.8,183,36.6,1963,392.6,200,40.0,131,26.2,2592,518.4,119,23.8,8,1.6,12,2.4,30,6.0,71,14.2,0,0.0,3,0.6,35,7.0,271,54.2,9342.0,1868.4,12,2.4,6,1.2,6,1.2,,,,,,,,,,,-11,-2.2,0.655,0.4225352112676056,0.0,3.4371584699453552,9.815
450,400787484,2015,14,regular,Georgia State,Sun Belt,away,34,0,2,,,,3,10.0,0.0,1.0,4.0,34.0,0.0,2.0,31:49,1,0,1,8-103,3.9,37,143,10.8,20-32,346,489,0-0,8-14,23,2015-12-05 19:00:00+00:00,True,Georgia Southern,Georgia State,7,34,Georgia Southern,34,7,27,1,20,32,0.625,8,14,0.5714285714285714,0,0,,8,103,1909.0,,,,,,,,11,5,300,27.272727272727273,334,30.363636363636363,1094,99.45454545454545,350,31.818181818181817,3813,346.6363636363636,435,39.54545454545455,274,24.90909090909091,4907,446.09090909090907,227,20.636363636363637,13,1.1818181818181819,23,2.090909090909091,72,6.545454545454546,162,14.727272727272727,1,0.09090909090909091,8,0.7272727272727273,78,7.090909090909091,676,61.45454545454545,19435.0,1766.8181818181818,21,1.9090909090909092,11,1.0,10,0.9090909090909091,,,,,,,,,,,-34,-3.090909090909091,0.6298850574712643,0.4444444444444444,0.125,3.125714285714286,8.76551724137931,0.45454545454545453,32.0,16.666666666666668,15.333333333333334,132.0,383.3333333333333,515.3333333333334,,,,,1.3333333333333333,30.2,24.2,6.0,115.0,370.4,485.4,,,,,1.4,1.0,0.6,False,True,6,2,0.3333333333333333,132,22.0,155,25.833333333333332,465,77.5,167,27.833333333333332,1850,308.3333333333333,235,39.166666666666664,143,23.833333333333332,2315,385.8333333333333,108,18.0,5,0.8333333333333334,11,1.8333333333333333,42,7.0,91,15.166666666666666,1,0.16666666666666666,5,0.8333333333333334,43,7.166666666666667,405,67.5,10093.0,1682.1666666666667,9,1.5,5,0.8333333333333334,4,0.6666666666666666,,,,,,,,,,,-23,-3.8333333333333335,0.6085106382978723,0.46153846153846156,0.2,2.784431137724551,7.872340425531915,5,3,0.6,168,33.6,179,35.8,629,125.8,183,36.6,1963,392.6,200,40.0,131,26.2,2592,518.4,119,23.8,8,1.6,12,2.4,30,6.0,71,14.2,0,0.0,3,0.6,35,7.0,271,54.2,9342.0,1868.4,12,2.4,6,1.2,6,1.2,,,,,,,,,,,-11,-2.2,0.655,0.4225352112676056,0.0,3.4371584699453552,9.815
451,400756895,2015,1,regular,Georgia Tech,ACC,home,69,2,9,44.0,0.0,4.0,1,21.0,0.0,2.0,9.0,0.0,0.0,1.0,28:05,0,1,1,0-0,9.2,52,476,15.4,4-5,77,553,1-1,3-6,26,2015-09-03 23:30:00+00:00,True,Georgia Tech,Alcorn State,69,6,Alcorn State,69,6,63,1,4,5,0.8,3,6,0.5,1,1,1.0,0,0,1685.0,,,,,,,,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,,,,,,,,,,,0,,,,,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,,,,,,,,,,,0,,,,,,
452,400756910,2015,2,regular,Georgia Tech,ACC,home,65,1,6,61.0,0.0,2.0,3,34.0,0.0,1.0,9.0,0.0,0.0,1.0,33:55,0,1,1,2-24,7.8,56,439,13.2,8-10,132,571,2-2,6-9,28,2015-09-12 19:30:00+00:00,True,Georgia Tech,Tulane,65,10,Tulane,65,10,55,1,8,10,0.8,6,9,0.6666666666666666,2,2,1.0,2,24,2035.0,,,,,,,,1,1,69,69.0,6,6.0,476,476.0,52,52.0,77,77.0,5,5.0,4,4.0,553,553.0,26,26.0,9,9.0,1,1.0,3,3.0,6,6.0,1,1.0,1,1.0,0,0.0,0,0.0,1685.0,1685.0,1,1.0,1,1.0,0,0.0,,,,,,,,,,,63,63.0,0.8,0.5,1.0,9.153846153846153,15.4,1.0,69.0,6.0,63.0,476.0,77.0,553.0,,,,,1.0,69.0,6.0,63.0,476.0,77.0,553.0,,,,,1.0,1.0,1.0,True,False,1,1,1.0,69,69.0,6,6.0,476,476.0,52,52.0,77,77.0,5,5.0,4,4.0,553,553.0,26,26.0,9,9.0,1,1.0,3,3.0,6,6.0,1,1.0,1,1.0,0,0.0,0,0.0,1685.0,1685.0,1,1.0,1,1.0,0,0.0,,,,,,,,,,,63,63.0,0.8,0.5,1.0,9.153846153846153,15.4,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,,,,,,,,,,,0,,,,,,
453,400756922,2015,3,regular,Georgia Tech,ACC,away,22,1,1,43.0,0.0,3.0,2,60.0,0.0,3.0,2.0,0.0,0.0,1.0,32:52,0,1,1,4-30,4.6,47,216,5.0,8-24,121,337,2-3,3-15,21,2015-09-19 19:30:00+00:00,True,Notre Dame,Georgia Tech,30,22,Notre Dame,22,30,-8,0,8,24,0.3333333333333333,3,15,0.2,2,3,0.6666666666666666,4,30,1972.0,,,,,,,,2,2,134,67.0,16,8.0,915,457.5,108,54.0,209,104.5,15,7.5,12,6.0,1124,562.0,54,27.0,15,7.5,4,2.0,9,4.5,15,7.5,3,1.5,3,1.5,2,1.0,24,12.0,3720.0,1860.0,2,1.0,2,1.0,0,0.0,,,,,,,,,,,118,59.0,0.8,0.6,1.0,8.472222222222221,13.933333333333334,1.0,67.0,8.0,59.0,457.5,104.5,562.0,,,,,1.0,67.0,8.0,59.0,457.5,104.5,562.0,,,,,1.0,1.0,1.0,False,True,2,2,1.0,134,67.0,16,8.0,915,457.5,108,54.0,209,104.5,15,7.5,12,6.0,1124,562.0,54,27.0,15,7.5,4,2.0,9,4.5,15,7.5,3,1.5,3,1.5,2,1.0,24,12.0,3720.0,1860.0,2,1.0,2,1.0,0,0.0,,,,,,,,,,,118,59.0,0.8,0.6,1.0,8.472222222222221,13.933333333333334,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0,,,,,,,,,,,,0,,,,,,
454,400756933,2015,4,regular,Georgia Tech,ACC,away,20,1,1,6.0,0.0,2.0,1,93.0,0.0,5.0,8.0,8.0,0.0,2.0,35:35,1,1,2,1-5,2.9,60,173,6.5,6-22,143,316,1-5,5-19,16,2015-09-26 16:00:00+00:00,True,Duke,Georgia Tech,34,20,Duke,20,34,-14,0,6,22,0.2727272727272727,5,19,0.2631578947368421,1,5,0.2,1,5,2135.0,,,,,,,,3,2,156,52.0,46,15.333333333333334,1131,377.0,155,51.666666666666664,330,110.0,39,13.0,20,6.666666666666667,1461,487.0,75,25.0,16,5.333333333333333,6,2.0,12,4.0,30,10.0,5,1.6666666666666667,6,2.0,6,2.0,54,18.0,5692.0,1897.3333333333333,3,1.0,3,1.0,0,0.0,,,,,,,,,,,110,36.666666666666664,0.5128205128205128,0.4,0.8333333333333334,7.296774193548387,8.461538461538462,0.6666666666666666,52.0,15.333333333333334,36.666666666666664,377.0,110.0,487.0,,,,,1.0,52.0,15.333333333333334,36.666666666666664,377.0,110.0,487.0,,,,,1.0,0.6666666666666666,0.6666666666666666,False,True,2,2,1.0,134,67.0,16,8.0,915,457.5,108,54.0,209,104.5,15,7.5,12,6.0,1124,562.0,54,27.0,15,7.5,4,2.0,9,4.5,15,7.5,3,1.5,3,1.5,2,1.0,24,12.0,3720.0,1860.0,2,1.0,2,1.0,0,0.0,,,,,,,,,,,118,59.0,0.8,0.6,1.0,8.472222222222221,13.933333333333334,1,0,0.0,22,22.0,30,30.0,216,216.0,47,47.0,121,121.0,24,24.0,8,8.0,337,337.0,21,21.0,1,1.0,2,2.0,3,3.0,15,15.0,2,2.0,3,3.0,4,4.0,30,30.0,1972.0,1972.0,1,1.0,1,1.0,0,0.0,,,,,,,,,,,-8,-8.0,0.3333333333333333,0.2,0.6666666666666666,4.595744680851064,5.041666666666667
455,400756942,2015,5,regular,Georgia Tech,ACC,home,31,0,3,,,,1,52.0,0.0,2.0,7.0,,,,38:45,1,1,2,4-39,4.2,59,249,8.0,12-21,168,417,3-5,5-13,27,2015-10-03 19:30:00+00:00,True,Georgia Tech,North Carolina,31,38,North Carolina,31,38,-7,0,12,21,0.5714285714285714,5,13,0.38461538461538464,3,5,0.6,4,39,2325.0,,,,,,,,4,2,176,44.0,80,20.0,1304,326.0,215,53.75,473,118.25,61,15.25,26,6.5,1777,444.25,91,22.75,17,4.25,7,1.75,17,4.25,49,12.25,6,1.5,11,2.75,7,1.75,59,14.75,7827.0,1956.75,5,1.25,4,1.0,1,0.25,,,,,,,,,,,96,24.0,0.4262295081967213,0.3469387755102041,0.5454545454545454,6.065116279069767,7.754098360655738,0.5,35.666666666666664,24.666666666666668,11.0,276.0,132.0,408.0,,,,,1.3333333333333333,44.0,20.0,24.0,326.0,118.25,444.25,,,,,1.25,0.3333333333333333,0.5,True,False,2,2,1.0,134,67.0,16,8.0,915,457.5,108,54.0,209,104.5,15,7.5,12,6.0,1124,562.0,54,27.0,15,7.5,4,2.0,9,4.5,15,7.5,3,1.5,3,1.5,2,1.0,24,12.0,3720.0,1860.0,2,1.0,2,1.0,0,0.0,,,,,,,,,,,118,59.0,0.8,0.6,1.0,8.472222222222221,13.933333333333334,2,0,0.0,42,21.0,64,32.0,389,194.5,107,53.5,264,132.0,46,23.0,14,7.0,653,326.5,37,18.5,2,1.0,3,1.5,8,4.0,34,17.0,3,1.5,8,4.0,5,2.5,35,17.5,4107.0,2053.5,3,1.5,2,1.0,1,0.5,,,,,,,,,,,-22,-11.0,0.30434782608695654,0.23529411764705882,0.375,3.635514018691589,5.739130434782608
456,400756948,2015,6,regular,Georgia Tech,ACC,away,24,2,0,-2.0,0.0,1.0,2,78.0,0.0,6.0,6.0,14.0,0.0,1.0,29:24,1,0,1,5-50,1.7,42,71,11.4,6-14,159,230,1-1,1-12,12,2015-10-10 19:30:00+00:00,True,Clemson,Georgia Tech,43,24,Clemson,24,43,-19,0,6,14,0.42857142857142855,1,12,0.08333333333333333,1,1,1.0,5,50,1764.0,,,,,,,,5,2,207,41.4,118,23.6,1553,310.6,274,54.8,641,128.2,82,16.4,38,7.6,2194,438.8,118,23.6,20,4.0,8,1.6,22,4.4,62,12.4,9,1.8,16,3.2,11,2.2,98,19.6,10152.0,2030.4,7,1.4,5,1.0,2,0.4,,,,,,,,,,,89,17.8,0.4634146341463415,0.3548387096774194,0.5625,5.6678832116788325,7.817073170731708,0.4,24.333333333333332,34.0,-9.666666666666666,212.66666666666666,144.0,356.6666666666667,,,,,1.6666666666666667,41.4,23.6,17.8,310.6,128.2,438.8,,,,,1.4,0.0,0.4,False,True,3,2,0.6666666666666666,165,55.0,54,18.0,1164,388.0,167,55.666666666666664,377,125.66666666666667,36,12.0,24,8.0,1541,513.6666666666666,81,27.0,18,6.0,5,1.6666666666666667,14,4.666666666666667,28,9.333333333333334,6,2.0,8,2.6666666666666665,6,2.0,63,21.0,6045.0,2015.0,4,1.3333333333333333,3,1.0,1,0.3333333333333333,,,,,,,,,,,111,37.0,0.6666666666666666,0.5,0.75,6.970059880239521,10.472222222222221,2,0,0.0,42,21.0,64,32.0,389,194.5,107,53.5,264,132.0,46,23.0,14,7.0,653,326.5,37,18.5,2,1.0,3,1.5,8,4.0,34,17.0,3,1.5,8,4.0,5,2.5,35,17.5,4107.0,2053.5,3,1.5,2,1.0,1,0.5,,,,,,,,,,,-22,-11.0,0.30434782608695654,0.23529411764705882,0.375,3.635514018691589,5.739130434782608
457,400756955,2015,7,regular,Georgia Tech,ACC,home,28,0,3,,,,1,38.0,0.0,2.0,4.0,,,,25:40,1,1,2,5-54,9.4,40,376,7.1,6-15,106,482,1-1,5-11,19,2015-10-17 16:30:00+00:00,True,Georgia Tech,Pittsburgh,28,31,Pittsburgh,28,31,-3,0,6,15,0.4,5,11,0.45454545454545453,1,1,1.0,5,54,1540.0,,,,,,,,6,2,231,38.5,161,26.833333333333332,1624,270.6666666666667,316,52.666666666666664,800,133.33333333333334,96,16.0,44,7.333333333333333,2424,404.0,130,21.666666666666668,20,3.3333333333333335,10,1.6666666666666667,23,3.8333333333333335,74,12.333333333333334,10,1.6666666666666667,17,2.8333333333333335,16,2.6666666666666665,148,24.666666666666668,11916.0,1986.0,8,1.3333333333333333,5,0.8333333333333334,3,0.5,,,,,,,,,,,70,11.666666666666666,0.4583333333333333,0.3108108108108108,0.5882352941176471,5.139240506329114,8.333333333333334,0.3333333333333333,25.0,38.333333333333336,-13.333333333333334,164.33333333333334,156.66666666666666,321.0,,,,,1.6666666666666667,32.4,31.0,1.4,229.6,144.6,374.2,,,,,1.4,0.0,0.2,True,False,3,2,0.6666666666666666,165,55.0,54,18.0,1164,388.0,167,55.666666666666664,377,125.66666666666667,36,12.0,24,8.0,1541,513.6666666666666,81,27.0,18,6.0,5,1.6666666666666667,14,4.666666666666667,28,9.333333333333334,6,2.0,8,2.6666666666666665,6,2.0,63,21.0,6045.0,2015.0,4,1.3333333333333333,3,1.0,1,0.3333333333333333,,,,,,,,,,,111,37.0,0.6666666666666666,0.5,0.75,6.970059880239521,10.472222222222221,3,0,0.0,66,22.0,107,35.666666666666664,460,153.33333333333334,149,49.666666666666664,423,141.0,60,20.0,20,6.666666666666667,883,294.3333333333333,49,16.333333333333332,2,0.6666666666666666,5,1.6666666666666667,9,3.0,46,15.333333333333334,4,1.3333333333333333,9,3.0,10,3.3333333333333335,85,28.333333333333332,5871.0,1957.0,4,1.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,,,,,,,,,,,-41,-13.666666666666666,0.3333333333333333,0.1956521739130435,0.4444444444444444,3.087248322147651,7.05
458,400756962,2015,8,regular,Georgia Tech,ACC,home,22,0,1,13.0,0.0,3.0,0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,34:51,2,0,2,5-41,5.3,49,261,6.7,4-10,67,328,1-1,5-14,15,2015-10-24 23:00:00+00:00,True,Georgia Tech,Florida State,22,16,Florida State,22,16,6,1,4,10,0.4,5,14,0.35714285714285715,1,1,1.0,5,41,2091.0,,,,,,,,7,2,259,37.0,192,27.428571428571427,2000,285.7142857142857,356,50.857142857142854,906,129.42857142857142,111,15.857142857142858,50,7.142857142857143,2906,415.14285714285717,149,21.285714285714285,23,3.2857142857142856,11,1.5714285714285714,28,4.0,85,12.142857142857142,11,1.5714285714285714,18,2.5714285714285716,21,3.0,202,28.857142857142858,13456.0,1922.2857142857142,10,1.4285714285714286,6,0.8571428571428571,4,0.5714285714285714,,,,,,,,,,,67,9.571428571428571,0.45045045045045046,0.32941176470588235,0.6111111111111112,5.617977528089888,8.162162162162161,0.2857142857142857,27.666666666666668,37.333333333333336,-9.666666666666666,232.0,144.33333333333334,376.3333333333333,,,,,1.6666666666666667,25.0,35.2,-10.2,217.0,139.4,356.4,,,,,1.6,0.0,0.0,True,False,4,2,0.5,193,48.25,85,21.25,1540,385.0,207,51.75,483,120.75,51,12.75,30,7.5,2023,505.75,100,25.0,21,5.25,6,1.5,19,4.75,39,9.75,7,1.75,9,2.25,11,2.75,117,29.25,7585.0,1896.25,6,1.5,4,1.0,2,0.5,,,,,,,,,,,108,27.0,0.5882352941176471,0.48717948717948717,0.7777777777777778,7.4396135265700485,9.470588235294118,3,0,0.0,66,22.0,107,35.666666666666664,460,153.33333333333334,149,49.666666666666664,423,141.0,60,20.0,20,6.666666666666667,883,294.3333333333333,49,16.333333333333332,2,0.6666666666666666,5,1.6666666666666667,9,3.0,46,15.333333333333334,4,1.3333333333333333,9,3.0,10,3.3333333333333335,85,28.333333333333332,5871.0,1957.0,4,1.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,,,,,,,,,,,-41,-13.666666666666666,0.3333333333333333,0.1956521739130435,0.4444444444444444,3.087248322147651,7.05
459,400756972,2015,9,regular,Georgia Tech,ACC,away,21,0,1,,,,2,77.0,0.0,3.0,3.0,16.0,0.0,1.0,23:17,0,2,2,6-42,4.4,33,144,8.1,13-31,251,395,0-3,5-13,18,2015-10-31 19:00:00+00:00,True,Virginia,Georgia Tech,27,21,Virginia,21,27,-6,0,13,31,0.41935483870967744,5,13,0.38461538461538464,0,3,0.0,6,42,1397.0,,,,,,,,8,3,281,35.125,208,26.0,2261,282.625,405,50.625,973,121.625,121,15.125,54,6.75,3234,404.25,164,20.5,24,3.0,11,1.375,33,4.125,99,12.375,12,1.5,19,2.375,26,3.25,243,30.375,15547.0,1943.375,12,1.5,6,0.75,6,0.75,,,,,,,,,,,73,9.125,0.4462809917355372,0.3333333333333333,0.631578947368421,5.582716049382716,8.041322314049587,0.375,24.666666666666668,30.0,-5.333333333333333,236.0,110.66666666666667,346.6666666666667,,,,,1.6666666666666667,25.0,32.4,-7.4,226.0,128.6,354.6,,,,,1.8,0.3333333333333333,0.2,False,True,5,3,0.6,215,43.0,101,20.2,1801,360.2,256,51.2,550,110.0,61,12.2,34,6.8,2351,470.2,115,23.0,22,4.4,6,1.2,24,4.8,53,10.6,8,1.6,10,2.0,16,3.2,158,31.6,9676.0,1935.2,8,1.6,4,0.8,4,0.8,,,,,,,,,,,114,22.8,0.5573770491803278,0.4528301886792453,0.8,7.03515625,9.01639344262295,3,0,0.0,66,22.0,107,35.666666666666664,460,153.33333333333334,149,49.666666666666664,423,141.0,60,20.0,20,6.666666666666667,883,294.3333333333333,49,16.333333333333332,2,0.6666666666666666,5,1.6666666666666667,9,3.0,46,15.333333333333334,4,1.3333333333333333,9,3.0,10,3.3333333333333335,85,28.333333333333332,5871.0,1957.0,4,1.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,,,,,,,,,,,-41,-13.666666666666666,0.3333333333333333,0.1956521739130435,0.4444444444444444,3.087248322147651,7.05
460,400756979,2015,11,regular,Georgia Tech,ACC,home,21,1,2,8.0,0.0,2.0,0,13.0,0.0,1.0,3.0,32.0,1.0,1.0,29:53,0,3,3,3-26,3.4,47,161,7.5,4-13,97,258,0-1,5-12,15,2015-11-13 00:30:00+00:00,True,Georgia Tech,Virginia Tech,21,23,Virginia Tech,21,23,-2,0,4,13,0.3076923076923077,5,12,0.4166666666666667,0,1,0.0,3,26,1793.0,,,,,,,,9,3,302,33.55555555555556,235,26.11111111111111,2405,267.22222222222223,438,48.666666666666664,1224,136.0,152,16.88888888888889,67,7.444444444444445,3629,403.22222222222223,182,20.22222222222222,25,2.7777777777777777,13,1.4444444444444444,38,4.222222222222222,112,12.444444444444445,12,1.3333333333333333,22,2.4444444444444446,32,3.5555555555555554,285,31.666666666666668,16944.0,1882.6666666666667,14,1.5555555555555556,8,0.8888888888888888,6,0.6666666666666666,,,,,,,,,,,67,7.444444444444445,0.4407894736842105,0.3392857142857143,0.5454545454545454,5.4908675799086755,8.052631578947368,0.3333333333333333,23.666666666666668,24.666666666666668,-1.0,260.3333333333333,141.33333333333334,401.6666666666667,,,,,2.0,25.2,31.0,-5.8,220.2,150.2,370.4,,,,,1.8,0.3333333333333333,0.2,True,False,5,3,0.6,215,43.0,101,20.2,1801,360.2,256,51.2,550,110.0,61,12.2,34,6.8,2351,470.2,115,23.0,22,4.4,6,1.2,24,4.8,53,10.6,8,1.6,10,2.0,16,3.2,158,31.6,9676.0,1935.2,8,1.6,4,0.8,4,0.8,,,,,,,,,,,114,22.8,0.5573770491803278,0.4528301886792453,0.8,7.03515625,9.01639344262295,4,0,0.0,87,21.75,134,33.5,604,151.0,182,45.5,674,168.5,91,22.75,33,8.25,1278,319.5,67,16.75,3,0.75,7,1.75,14,3.5,59,14.75,4,1.0,12,3.0,16,4.0,127,31.75,7268.0,1817.0,6,1.5,4,1.0,2,0.5,,,,,,,,,,,-47,-11.75,0.3626373626373626,0.23728813559322035,0.3333333333333333,3.318681318681319,7.406593406593407
