year,team,recruiting_count,recruiting_rated_count,recruiting_avg_rating,recruiting_max_rating,recruiting_5star_count,recruiting_4star_count,recruiting_top_100_count
2017,Abilene Christian,3,3,0.7860333333333335,0.7889,0,0,0
2017,Air Force,64,60,0.76484,0.8363,0,0,0
2017,Akron,21,19,0.7690789473684211,0.7959,0,0,0
2017,Alabama,27,27,0.9380296296296295,0.9984,6,16,14
2017,Alabama A&M,3,2,0.7675000000000001,0.7683,0,0,0
2017,Alcorn State,3,3,0.7880333333333334,0.8189,0,0,0
2017,App State,19,19,0.7918684210526316,0.8415,0,0,0
2017,Arizona,28,28,0.8409678571428572,0.9176,0,1,0
2017,Arizona State,18,18,0.8558277777777777,0.94,0,3,0
2017,Arkansas,20,20,0.8653599999999999,0.9357,0,3,0
2017,Arkansas State,14,12,0.7833333333333333,0.8492,0,0,0
2017,Army,82,75,0.7686346666666667,0.8389,0,0,1
2017,Auburn,20,20,0.8915749999999999,0.987,1,9,2
2017,Austin Peay,22,22,0.7510045454545454,0.8194,0,0,0
2017,BYU,25,25,0.811796,0.936,0,2,0
2017,Ball State,29,29,0.7920586206896552,0.8396,0,0,0
2017,Baylor,28,28,0.8483428571428571,0.89,0,0,0
2017,Bethune-Cookman,1,1,0.7778,0.7778,0,0,0
2017,Boise State,17,15,0.84096,0.895,0,1,0
2017,Boston College,21,21,0.8285142857142858,0.8833,0,0,0
2017,Bowling Green,22,22,0.7966545454545454,0.8547,0,0,0
2017,Brown,6,5,0.77788,0.8115,0,0,0
2017,Buffalo,22,21,0.7834142857142856,0.8661,0,0,1
2017,Cal Poly,4,3,0.7745666666666667,0.7785,0,0,0
2017,California,16,14,0.8436142857142856,0.8926,0,2,0
2017,Campbell,5,1,0.8141,0.8141,0,0,0
2017,Central Arkansas,4,1,0.7767,0.7767,0,0,0
2017,Central Michigan,27,26,0.7900615384615384,0.8463,0,0,0
2017,Charleston Southern,6,2,0.778,0.7893,0,0,0
2017,Charlotte,17,16,0.7902375,0.843,0,0,0
2017,Chattanooga,12,9,0.7755333333333333,0.7967,0,0,0
2017,Cincinnati,24,21,0.8281190476190476,0.8765,0,0,0
2017,Clemson,15,15,0.9129400000000001,0.9899,2,8,3
2017,Coastal Carolina,24,21,0.7659333333333332,0.8315,0,0,0
2017,Colgate,9,1,0.8007,0.8007,0,0,0
