year,team,recruiting_count,recruiting_rated_count,recruiting_avg_rating,recruiting_max_rating,recruiting_5star_count,recruiting_4star_count,recruiting_top_100_count
2016,Abilene Christian,9,9,0.7842333333333333,0.8336,0,0,0
2016,Air Force,45,40,0.774115,0.8333,0,0,0
2016,Akron,10,9,0.7806888888888889,0.8347,0,0,2
2016,Alabama,24,24,0.9228291666666667,0.9955,3,14,9
2016,Alabama A&M,1,1,0.7844,0.7844,0,0,0
2016,Alabama State,5,3,0.7876666666666666,0.8167,0,0,0
2016,Alcorn State,3,3,0.7865666666666667,0.8225,0,0,0
2016,App State,23,23,0.7835304347826088,0.8317,0,0,0
2016,Arizona,20,19,0.843757894736842,0.924,0,2,0
2016,Arizona State,12,12,0.8733749999999999,0.9735,0,3,1
2016,Arkansas,22,22,0.8606545454545454,0.9869,1,5,2
2016,Arkansas State,14,13,0.7881923076923077,0.8322,0,0,0
2016,Army,54,53,0.7725415094339624,0.8242,0,0,0
2016,Auburn,22,22,0.9099136363636364,0.9964,1,13,5
2016,Austin Peay,20,12,0.7694916666666667,0.7859,0,0,0
2016,BYU,24,23,0.8249086956521738,0.9036,0,1,0
2016,Ball State,20,20,0.787075,0.8174,0,0,0
2016,Baylor,14,12,0.8606250000000001,0.8945,0,1,0
2016,Bethune-Cookman,6,5,0.794,0.8322,0,0,0
2016,Boise State,28,25,0.824216,0.8611,0,0,0
2016,Boston College,19,19,0.819978947368421,0.8711,0,0,0
2016,Bowling Green,16,15,0.7882066666666667,0.8463,0,0,0
2016,Brown,2,1,0.8086,0.8086,0,0,0
2016,Bucknell,5,3,0.7644333333333333,0.7783,0,0,0
2016,Buffalo,13,12,0.7951416666666667,0.8325,0,0,0
2016,Cal Poly,7,5,0.77988,0.7993,0,0,0
2016,California,23,22,0.8603681818181819,0.9905,1,1,1
2016,Campbell,3,2,0.8028,0.8389,0,0,0
2016,Central Arkansas,12,6,0.7916333333333334,0.8156,0,0,0
2016,Central Connecticut,3,1,0.7667,0.7667,0,0,0
2016,Central Michigan,18,16,0.7912375,0.8581,0,0,0
2016,Charleston Southern,7,4,0.76195,0.77,0,0,0
2016,Charlotte,15,14,0.79245,0.86,0,0,1
2016,Chattanooga,6,5,0.7801199999999999,0.8117,0,0,0
2016,Cincinnati,18,18,0.8236388888888889,0.8725,0,0,0
2016,Clemson,21,21,0.9052571428571429,0.9992,1,12,6
2016,Coastal Carolina,20,19,0.7594052631578947,0.8711,0,0,0
2016,Colgate,7,2,0.7778,0.7889,0,0,0
2016,Colorado,14,14,0.8415214285714285,0.894,0,1,0
2016,Colorado State,17,17,0.8148352941176471,0.8539,0,0,0
2016,Columbia,17,12,0.790625,0.8322,0,0,0
2016,Cornell,4,1,0.8222,0.8222,0,0,0
2016,Dartmouth,11,5,0.78808,0.84,0,0,0
2016,Delaware,5,5,0.76712,0.843,0,0,0
2016,Delaware State,7,2,0.8,0.81,0,0,0
2016,Drake,2,1,0.7533,0.7533,0,0,0
2016,Duke,23,23,0.8601739130434782,0.9374,0,4,0
2016,East Carolina,22,20,0.811825,0.8583,0,0,0
2016,East Texas A&M,1,1,0.7667,0.7667,0,0,0
2016,Eastern Illinois,3,3,0.7853,0.8114,0,0,0
2016,Eastern Kentucky,15,8,0.7768625,0.8111,0,0,0
2016,Eastern Michigan,20,19,0.7782473684210526,0.8172,0,0,0
2016,Eastern Washington,8,8,0.7875125000000001,0.8333,0,0,0
2016,Elon,12,2,0.7783500000000001,0.79,0,0,0
2016,Florida,21,21,0.8929428571428571,0.9823,0,8,4
2016,Florida A&M,11,7,0.7963571428571429,0.87,0,0,0
2016,Florida Atlantic,19,19,0.8011894736842106,0.8547,0,0,0
2016,Florida International,24,24,0.7855125,0.8572,0,0,0
2016,Florida State,24,24,0.9209541666666666,0.9967,1,17,9
2016,Fordham,3,2,0.7985,0.8081,0,0,0
2016,Fresno State,16,16,0.8092,0.8539,0,0,0
2016,Furman,15,14,0.7339857142857144,0.8256,0,0,0
2016,Gardner-Webb,8,3,0.7784,0.7889,0,0,0
2016,Georgetown,5,2,0.8,0.8333,0,0,0
2016,Georgia,23,22,0.9029499999999999,0.9975,3,9,5
2016,Georgia Southern,27,27,0.8013074074074075,0.8751,0,0,0
2016,Georgia State,22,19,0.7765526315789474,0.8242,0,0,0
2016,Georgia Tech,17,17,0.837735294117647,0.8756,0,0,0
2016,Grand Valley State,16,11,0.7667,0.7667,0,0,0
2016,Hampton,5,2,0.7783500000000001,0.79,0,0,0
2016,Harvard,12,9,0.792,0.8333,0,0,0
2016,Hawai'i,15,13,0.8027461538461539,0.8536,0,0,0
2016,Holy Cross,4,2,0.79595,0.8252,0,0,0
2016,Houston,19,18,0.8532166666666667,0.9968,1,2,1
2016,Howard,1,1,0.7,0.7,0,0,0
2016,Idaho,24,23,0.7753347826086956,0.8333,0,0,0
2016,Idaho State,10,7,0.7698714285714285,0.7889,0,0,0
2016,Illinois,24,24,0.81815,0.8589,0,0,0
2016,Illinois State,12,5,0.78454,0.8133,0,0,0
2016,Incarnate Word,7,1,0.7906,0.7906,0,0,0
2016,Indiana,19,17,0.8375470588235294,0.8842,0,0,0
2016,Indiana State,9,5,0.78,0.8333,0,0,0
2016,Iowa,24,24,0.8448916666666667,0.8722,0,0,0
2016,Iowa State,22,22,0.8320045454545454,0.8925,0,1,0
2016,Jackson State,3,2,0.7937000000000001,0.8207,0,0,0
2016,Jacksonville State,7,5,0.82,0.853,0,0,0
2016,James Madison,16,8,0.7766875000000001,0.8,0,0,0
2016,Kansas,22,18,0.8124888888888889,0.8783,0,0,0
2016,Kansas State,20,17,0.8119764705882353,0.8809,0,0,0
2016,Kennesaw State,18,16,0.7127749999999999,0.8156,0,0,0
2016,Kent State,16,16,0.77239375,0.8115,0,0,0
2016,Kentucky,21,20,0.856405,0.9631,0,3,1
2016,LSU,26,25,0.9151560000000001,0.9861,2,15,6
2016,Lafayette,9,2,0.7725,0.7783,0,0,0
2016,Lamar,23,9,0.7787666666666666,0.8081,0,0,0
2016,Lehigh,8,5,0.7779200000000001,0.8117,0,0,0
2016,Liberty,16,6,0.7726333333333333,0.8007,0,0,0
2016,Louisiana,18,18,0.7920222222222222,0.8436,0,0,0
2016,Louisiana Tech,18,18,0.8067555555555556,0.8547,0,0,0
2016,Louisville,20,20,0.846745,0.9209,0,2,0
2016,Maine,3,3,0.6999999999999998,0.7,0,0,0
2016,Marshall,31,29,0.8120655172413793,0.9285,0,2,0
2016,Maryland,23,22,0.844209090909091,0.9642,0,3,1
2016,Massachusetts,25,23,0.796091304347826,0.8408,0,0,0
2016,McNeese,11,5,0.79636,0.8317,0,0,0
2016,Memphis,22,21,0.8136761904761904,0.8678,0,0,0
2016,Mercer,12,12,0.7253416666666667,0.8215,0,0,0
2016,Miami,18,18,0.890511111111111,0.9584,0,9,1
2016,Miami (OH),24,23,0.8011478260869566,0.853,0,0,0
2016,Michigan,32,31,0.889858064516129,1.0,1,13,6
2016,Michigan State,22,22,0.8742727272727272,0.9556,0,10,1
2016,Middle Tennessee,15,15,0.7998333333333334,0.845,0,0,0
2016,Minnesota,20,20,0.82317,0.9566,0,1,2
2016,Mississippi State,17,17,0.8750176470588235,0.9875,1,2,2
2016,Missouri,17,17,0.8502529411764705,0.9566,0,1,1
2016,Missouri State,8,4,0.76985,0.7793,0,0,0
2016,Monmouth,9,1,0.7883,0.7883,0,0,0
2016,Montana,14,12,0.7798333333333334,0.8333,0,0,0
2016,Montana State,7,6,0.7590166666666667,0.8081,0,0,0
2016,Morehead State,6,2,0.7778,0.7889,0,0,0
2016,Morgan State,1,1,0.7667,0.7667,0,0,0
2016,Murray State,9,5,0.7884,0.8506,0,0,0
2016,NC State,23,23,0.8383347826086957,0.8869,0,0,0
2016,Navy,47,45,0.7824044444444443,0.8563,0,0,0
2016,Nebraska,21,21,0.8712904761904762,0.9594,0,5,1
2016,Nevada,19,18,0.7890333333333334,0.8397,0,0,0
2016,New Hampshire,10,2,0.77335,0.78,0,0,1
2016,New Mexico,18,17,0.8063058823529412,0.8861,0,0,0
2016,New Mexico State,16,15,0.7779466666666667,0.8241,0,0,0
2016,Nicholls,6,3,0.7775666666666666,0.7993,0,0,0
2016,Norfolk State,8,2,0.7837000000000001,0.8007,0,0,0
2016,North Carolina,27,24,0.8620791666666667,0.8878,0,0,0
2016,North Carolina A&T,9,4,0.767925,0.78,0,0,0
2016,North Carolina Central,7,4,0.76335,0.7667,0,0,0
2016,North Dakota,15,7,0.7323857142857142,0.7667,0,0,0
2016,North Dakota State,15,15,0.76958,0.8333,0,0,0
2016,North Texas,10,10,0.78487,0.8319,0,0,0
2016,Northern Arizona,13,12,0.77595,0.8333,0,0,0
2016,Northern Colorado,10,6,0.7982333333333335,0.8556,0,0,0
2016,Northern Illinois,18,18,0.7760722222222223,0.8097,0,0,0
2016,Northern Iowa,17,11,0.7705090909090909,0.81,0,0,0
2016,Northwestern,20,20,0.8478749999999999,0.8761,0,0,0
2016,Northwestern State,6,4,0.774725,0.7859,0,0,0
2016,Notre Dame,23,23,0.8927391304347827,0.9835,1,9,2
2016,Ohio,24,24,0.7793916666666667,0.8396,0,0,0
2016,Ohio State,24,24,0.91735,0.9965,1,16,7
2016,Oklahoma,19,18,0.8906888888888889,0.9847,1,9,1
2016,Oklahoma State,18,17,0.8542941176470588,0.948,0,1,0
2016,Old Dominion,24,24,0.7802125000000001,0.8315,0,0,0
2016,Ole Miss,24,24,0.911975,0.9991,3,13,6
2016,Oregon,21,20,0.869855,0.9309,0,6,0
2016,Oregon State,18,17,0.8350117647058823,0.9068,0,1,0
2016,Penn State,19,19,0.8816210526315791,0.9864,1,7,3
2016,Pennsylvania,15,7,0.7814,0.8356,0,0,0
2016,Pittsburgh,26,25,0.858816,0.9327,0,3,0
2016,Portland State,8,6,0.7805833333333334,0.85,0,0,0
2016,Prairie View A&M,5,4,0.775525,0.7826,0,0,0
2016,Presbyterian,10,2,0.7889,0.7889,0,0,0
2016,Princeton,5,4,0.8075,0.8333,0,0,0
2016,Purdue,20,19,0.8128473684210527,0.835,0,0,0
2016,Rhode Island,10,6,0.7919499999999999,0.83,0,0,0
2016,Rice,18,18,0.7784444444444445,0.8069,0,0,0
2016,Richmond,10,7,0.7878,0.84,0,0,0
2016,Robert Morris,7,2,0.80555,0.8333,0,0,0
2016,Rutgers,23,19,0.8261631578947369,0.9301,0,1,1
2016,SMU,25,24,0.8174416666666667,0.8678,0,0,0
2016,Sacred Heart,2,1,0.8333,0.8333,0,0,0
2016,Sam Houston,12,9,0.7866888888888889,0.8144,0,0,0
2016,Samford,19,18,0.7398666666666666,0.8578,0,0,0
2016,San Diego,3,3,0.7704000000000001,0.7778,0,0,0
2016,San Diego State,21,21,0.8093,0.8431,0,0,0
2016,San José State,19,18,0.8057388888888889,0.8463,0,0,0
2016,Savannah State,4,3,0.7815,0.8111,0,0,0
2016,South Alabama,17,15,0.8035,0.8644,0,0,0
2016,South Carolina,26,25,0.8616039999999999,0.9273,0,5,0
2016,South Carolina State,6,3,0.7929666666666667,0.8222,0,0,0
2016,South Dakota,14,9,0.7656555555555555,0.7859,0,0,0
2016,South Dakota State,13,7,0.7924,0.8333,0,0,0
2016,South Florida,14,14,0.8411285714285714,0.9005,0,1,0
2016,Southeast Missouri State,5,4,0.808625,0.8339,0,0,0
