year,team,recruiting_count,recruiting_rated_count,recruiting_avg_rating,recruiting_max_rating,recruiting_5star_count,recruiting_4star_count,recruiting_top_100_count
2022,Abilene Christian,3,3,0.8355,0.8378,0,0,0
2022,Air Force,44,32,0.800440625,0.8583,0,0,0
2022,Akron,11,8,0.82505,0.8552,0,0,0
2022,Alabama,26,26,0.9486,0.9911,3,21,15
2022,Alabama A&M,3,1,0.8117,0.8117,0,0,0
2022,App State,16,14,0.8348142857142857,0.8826,0,0,0
2022,Arizona,30,28,0.8602392857142858,0.9779,0,5,1
2022,Arizona State,8,7,0.8523142857142857,0.9095,0,1,0
2022,Arkansas,27,21,0.8728333333333333,0.9432,0,7,0
2022,Arkansas State,18,17,0.8437470588235294,0.8704,0,0,0
2022,Arkansas-Pine Bluff,3,1,0.79,0.79,0,0,0
2022,Army,30,14,0.8128571428571428,0.84,0,0,0
2022,Auburn,15,15,0.8939333333333334,0.9425,0,9,0
2022,Austin Peay,18,4,0.831725,0.8752,0,0,0
2022,BYU,27,27,0.8362111111111111,0.8978,0,2,0
2022,Ball State,17,17,0.8094588235294118,0.8674,0,0,0
2022,Baylor,23,22,0.8673545454545455,0.9178,0,3,0
2022,Bethune-Cookman,2,1,0.74,0.74,0,0,0
2022,Boise State,24,24,0.8305166666666667,0.8949,0,1,0
2022,Boston College,23,22,0.8639636363636364,0.8978,0,3,0
2022,Bowling Green,10,10,0.8216699999999999,0.8556,0,0,0
2022,Brown,3,1,0.79,0.79,0,0,0
2022,Bucknell,7,1,0.7883,0.7883,0,0,0
2022,Buffalo,12,11,0.8231181818181817,0.8504,0,0,1
2022,Cal Poly,11,9,0.8011111111111111,0.85,0,0,0
2022,California,17,17,0.8538117647058824,0.9049,0,1,0
2022,Campbell,15,11,0.8415727272727274,0.9134,0,1,0
2022,Central Arkansas,16,7,0.8393571428571428,0.867,0,0,0
2022,Central Michigan,19,17,0.8215235294117647,0.8663,0,0,1
2022,Charlotte,16,12,0.825775,0.8519,0,0,0
2022,Chattanooga,6,2,0.81865,0.8317,0,0,0
2022,Cincinnati,20,20,0.8650399999999999,0.9047,0,3,0
2022,Clemson,22,21,0.8945428571428571,0.9951,2,8,4
2022,Coastal Carolina,19,18,0.8338444444444444,0.8785,0,0,0
2022,Colgate,6,4,0.765,0.8,0,0,0
2022,Colorado,24,24,0.8534125,0.8781,0,0,0
2022,Colorado State,16,13,0.840076923076923,0.888,0,0,0
2022,Columbia,5,1,0.78,0.78,0,0,0
2022,Cornell,5,3,0.77,0.79,0,0,0
2022,Dartmouth,13,3,0.7866666666666667,0.81,0,0,0
2022,Dayton,3,2,0.775,0.8,0,0,0
2022,Duke,18,18,0.8606777777777778,0.9018,0,1,1
2022,Duquesne,4,1,0.79,0.79,0,0,0
2022,East Carolina,14,13,0.8319692307692308,0.867,0,0,1
2022,East Tennessee State,4,1,0.8689,0.8689,0,0,0
2022,East Texas A&M,1,1,0.8433,0.8433,0,0,0
2022,Eastern Illinois,8,2,0.77,0.79,0,0,0
2022,Eastern Kentucky,6,2,0.8513,0.8926,0,1,0
2022,Eastern Michigan,5,5,0.84274,0.8519,0,0,0
2022,Eastern Washington,11,11,0.8015181818181819,0.86,0,0,0
2022,Florida,22,22,0.8735590909090909,0.9807,0,7,2
2022,Florida A&M,6,4,0.792225,0.8522,0,0,0
2022,Florida Atlantic,11,9,0.8181333333333334,0.8617,0,0,0
2022,Florida International,18,13,0.8065076923076924,0.8474,0,0,0
2022,Florida State,19,19,0.8881368421052632,0.9791,0,7,2
2022,Fresno State,17,17,0.8296176470588236,0.8778,0,0,0
2022,Furman,5,2,0.82085,0.8217,0,0,0
2022,Gardner-Webb,9,2,0.8351999999999999,0.8804,0,0,0
2022,Georgetown,9,4,0.8069500000000001,0.8417,0,0,0
