year,team,recruiting_count,recruiting_rated_count,recruiting_avg_rating,recruiting_max_rating,recruiting_5star_count,recruiting_4star_count,recruiting_top_100_count
2015,Air Force,21,21,0.7697095238095238,0.8333,0,0,0
2015,Akron,14,14,0.7694428571428571,0.8061,0,0,0
2015,Alabama,21,21,0.9458523809523809,0.9931,6,14,10
2015,Alabama State,1,1,0.7,0.7,0,0,0
2015,Albany,2,2,0.7,0.7,0,0,0
2015,Alcorn State,2,2,0.7847,0.8394,0,0,0
2015,App State,18,18,0.7835944444444444,0.8389,0,0,0
2015,Arizona,9,9,0.8368555555555556,0.9363,0,1,0
2015,Arizona State,13,13,0.8968153846153846,0.9673,0,8,2
2015,Arkansas,14,14,0.8710428571428571,0.9356,0,6,0
2015,Arkansas State,17,17,0.8055294117647058,0.8328,0,0,0
2015,Army,38,38,0.7645315789473685,0.8007,0,0,0
2015,Auburn,24,24,0.901275,0.9987,1,16,2
2015,Austin Peay,30,30,0.71235,0.7906,0,0,0
2015,BYU,19,19,0.8046473684210526,0.8878,0,0,0
2015,Ball State,22,22,0.7881727272727272,0.8531,0,0,0
2015,Baylor,11,11,0.8553454545454545,0.9829,0,3,1
2015,Bethune-Cookman,2,2,0.7675000000000001,0.7683,0,0,0
2015,Boise State,16,16,0.8229375,0.9075,0,1,0
2015,Boston College,11,11,0.8242636363636364,0.8531,0,0,0
2015,Bowling Green,22,22,0.7829727272727273,0.8772,0,0,0
2015,Bucknell,9,9,0.7138,0.8242,0,0,0
2015,Buffalo,16,16,0.77405,0.8248,0,0,0
2015,Butler,1,1,0.7667,0.7667,0,0,0
2015,Cal Poly,3,3,0.8185666666666666,0.8281,0,0,0
2015,California,12,12,0.8583083333333333,0.9292,0,3,0
2015,Central Michigan,20,20,0.7973600000000001,0.8256,0,0,0
2015,Charleston Southern,5,5,0.72254,0.7794,0,0,0
2015,Charlotte,16,16,0.77524375,0.8267,0,0,0
2015,Chattanooga,9,9,0.7784333333333334,0.7959,0,0,0
2015,Cincinnati,14,14,0.8160142857142858,0.8522,0,0,0
2015,Clemson,21,21,0.9003142857142857,0.9906,3,9,6
2015,Coastal Carolina,7,7,0.739257142857143,0.8081,0,0,0
2015,Colgate,3,3,0.7888000000000001,0.8108,0,0,0
2015,Colorado,7,7,0.8263285714285714,0.8944,0,1,0
2015,Colorado State,12,12,0.7902333333333332,0.8256,0,0,0
2015,Columbia,2,2,0.7485999999999999,0.7872,0,0,0
2015,Cornell,2,2,0.76885,0.7733,0,0,0
2015,Dartmouth,3,3,0.7894666666666668,0.8217,0,0,0
2015,Delaware,8,8,0.7415875,0.79,0,0,0
2015,Delaware State,1,1,0.75,0.75,0,0,0
2015,Duke,6,6,0.83075,0.9301,0,1,0
2015,Duquesne,5,5,0.76656,0.8061,0,0,0
2015,East Carolina,7,7,0.8053857142857143,0.8333,0,0,0
2015,East Tennessee State,4,4,0.751675,0.8,0,0,0
2015,Eastern Illinois,1,1,0.7844,0.7844,0,0,0
2015,Eastern Kentucky,2,2,0.7553,0.8106,0,0,0
2015,Eastern Michigan,22,22,0.7798590909090909,0.8319,0,0,0
2015,Eastern Washington,3,3,0.7741000000000001,0.7889,0,0,0
2015,Elon,1,1,0.8107,0.8107,0,0,0
2015,Florida,13,13,0.8826307692307692,0.9991,2,3,2
2015,Florida A&M,5,5,0.7666799999999999,0.8289,0,0,0
2015,Florida Atlantic,22,22,0.8025272727272728,0.8531,0,0,0
2015,Florida International,23,23,0.7909217391304347,0.8386,0,0,0
2015,Florida State,18,18,0.9324388888888888,0.9982,4,9,8
2015,Fordham,7,7,0.7074142857142858,0.7519,0,0,0
2015,Fresno State,11,11,0.8202090909090909,0.9025,0,1,0
2015,Furman,4,4,0.7836000000000001,0.8222,0,0,0
2015,Gardner-Webb,3,3,0.7784333333333334,0.8019,0,0,0
2015,Georgetown,1,1,0.7694,0.7694,0,0,0
2015,Georgia,18,18,0.9187388888888888,0.9991,2,12,5
2015,Georgia Southern,16,16,0.79893125,0.8386,0,0,0
2015,Georgia State,9,9,0.7807999999999999,0.8064,0,0,0
2015,Georgia Tech,9,9,0.8315666666666667,0.8728,0,0,0
2015,Grand Valley State,2,2,0.71665,0.7333,0,0,0
2015,Hampton,1,1,0.8289,0.8289,0,0,0
2015,Harvard,4,4,0.766775,0.7778,0,0,0
2015,Hawai'i,7,7,0.7908,0.8525,0,0,0
2015,Holy Cross,2,2,0.7667,0.7667,0,0,0
2015,Houston,17,17,0.7963294117647058,0.883,0,0,0
2015,Idaho,13,13,0.7720153846153845,0.8092,0,0,0
2015,Idaho State,1,1,0.7859,0.7859,0,0,0
2015,Illinois,10,10,0.84702,0.9218,0,2,0
2015,Illinois State,4,4,0.7828,0.82,0,0,0
2015,Incarnate Word,2,2,0.80795,0.8333,0,0,0
