year,team,recruiting_count,recruiting_rated_count,recruiting_avg_rating,recruiting_max_rating,recruiting_5star_count,recruiting_4star_count,recruiting_top_100_count
2019,Abilene Christian,2,2,0.77165,0.78,0,0,0
2019,Air Force,55,49,0.7814693877551021,0.8581,0,0,0
2019,Akron,24,21,0.7915666666666668,0.8574,0,0,0
2019,Alabama,30,30,0.9274766666666667,0.9965,3,23,12
2019,Alabama A&M,4,2,0.75835,0.8167,0,0,0
2019,Alabama State,4,1,0.78,0.78,0,0,0
2019,Alcorn State,5,2,0.80835,0.8111,0,0,0
2019,App State,18,18,0.8179388888888889,0.863,0,0,0
2019,Arizona,16,16,0.85168125,0.921,0,1,0
2019,Arizona State,26,26,0.8525692307692307,0.9832,0,6,1
2019,Arkansas,29,27,0.8753037037037037,0.9544,0,12,0
2019,Arkansas State,15,15,0.8046733333333334,0.8463,0,0,0
2019,Arkansas-Pine Bluff,3,2,0.7825,0.8067,0,0,0
2019,Army,26,22,0.8048545454545455,0.84,0,0,0
2019,Auburn,22,22,0.9079136363636363,0.9878,2,13,5
2019,Austin Peay,16,6,0.7812166666666668,0.7917,0,0,0
2019,BYU,19,18,0.8266,0.9006,0,1,0
2019,Ball State,17,17,0.8010235294117647,0.8478,0,0,0
2019,Baylor,22,22,0.8632045454545455,0.906,0,2,0
2019,Bethune-Cookman,1,1,0.8156,0.8156,0,0,0
2019,Boise State,18,16,0.85854375,0.9114,0,2,0
2019,Boston College,19,19,0.8522789473684211,0.8933,0,1,0
2019,Bowling Green,21,19,0.7889894736842106,0.8367,0,0,0
2019,Bucknell,6,3,0.7763,0.7906,0,0,0
2019,Buffalo,24,24,0.8029333333333333,0.8478,0,0,0
2019,Cal Poly,5,4,0.788475,0.82,0,0,0
2019,California,22,22,0.849940909090909,0.8914,0,1,0
2019,Central Arkansas,19,16,0.7919,0.8367,0,0,0
2019,Central Michigan,22,22,0.7966409090909091,0.8541,0,0,0
2019,Charleston Southern,2,1,0.7906,0.7906,0,0,0
2019,Charlotte,14,14,0.7968000000000001,0.8678,0,0,0
2019,Chattanooga,6,4,0.7898000000000001,0.8226,0,0,0
2019,Cincinnati,17,16,0.8414375000000001,0.8889,0,0,0
2019,Clemson,31,31,0.891758064516129,0.9891,1,13,3
2019,Coastal Carolina,29,27,0.7856962962962962,0.8367,0,0,0
2019,Colgate,8,3,0.7437,0.8111,0,0,0
2019,Colorado,20,20,0.85351,0.8927,0,1,0
2019,Colorado State,17,17,0.8265823529411764,0.8711,0,0,0
2019,Dartmouth,11,5,0.8140000000000001,0.8533,0,0,0
2019,Delaware,11,4,0.791125,0.7956,0,0,0
2019,Duke,21,21,0.8575999999999999,0.9078,0,1,0
2019,Duquesne,1,1,0.7756,0.7756,0,0,0
2019,East Carolina,19,19,0.8269631578947368,0.8737,0,0,0
2019,East Tennessee State,8,4,0.81875,0.8633,0,0,0
2019,Eastern Illinois,6,4,0.7953749999999999,0.8378,0,0,0
2019,Eastern Kentucky,17,16,0.7668375000000001,0.82,0,0,0
2019,Eastern Michigan,20,20,0.7840199999999999,0.8206,0,0,0
2019,Eastern Washington,20,16,0.78381875,0.8328,0,0,0
2019,Elon,13,2,0.78085,0.8117,0,0,0
2019,Florida,25,25,0.906632,0.9781,0,16,4
2019,Florida A&M,5,2,0.8180499999999999,0.8367,0,0,0
2019,Florida Atlantic,31,29,0.8338655172413793,0.8752,0,0,0
2019,Florida International,17,17,0.8256470588235294,0.8585,0,0,0
2019,Florida State,20,20,0.89488,0.9752,0,9,1
2019,Fordham,6,4,0.782925,0.8117,0,0,0
2019,Fresno State,20,20,0.8156950000000001,0.8926,0,1,0
2019,Furman,8,4,0.78875,0.7956,0,0,0
2019,Gardner-Webb,4,2,0.7872,0.8111,0,0,0
2019,Georgetown,6,5,0.79388,0.83,0,0,0
