family,importance,importance_pct
Core Strength,0.6512012788216539,65.12012788216539
Offensive Efficiency,0.09820821256834995,9.820821256834995
Trend,0.08747718313331777,8.747718313331777
Recent Form,0.07338228189570371,7.338228189570371
Defensive Efficiency,0.04708621159842433,4.708621159842433
Prior SOS,0.042644831982550375,4.2644831982550375
