season,games,home_win_rate,mean_predicted_probability,log_loss,brier_score,roc_auc,accuracy,balanced_accuracy
2025,888,0.6452702702702703,0.6180262446734753,0.5134625466497108,0.17115395665491964,0.7986703232776531,0.7466216216216216,0.7136125654450262
