season,rows,auc,log_loss,brier_score,accuracy,home_win_rate,mean_predicted_home_win_prob
2025,888,0.7901714728939859,0.5327806783632825,0.17807832136137322,0.7319819819819819,0.6452702702702703,0.6120619654164912
