model,calibration_type,oof_training_period,validation_period,test_period,oof_rows,validation_rows,test_rows,validation_winner_by_log_loss,final_calibrator_training_rows,final_calibration_type,test_final_log_loss,test_final_brier_score,test_final_roc_auc,test_final_accuracy,test_final_balanced_accuracy,test_final_ece,test_final_mce,random_state,calibration_bins
random_forest_model_4,temporal_oof,2016-2022,2023-2024,2025,5603,1741,888,sigmoid,7344,sigmoid,0.5142949122200302,0.1717232574667676,0.8024377406576361,0.7443693693693694,0.6982880412199783,0.04864079639347383,0.09669487888442835,42,10
