season,team,conference,totalPPA,totalPassingPPA,totalReceivingPPA,totalRushingPPA,percentPPA,percentPassingPPA,percentReceivingPPA,percentRushingPPA,usage,passingUsage,receivingUsage,rushingUsage
2017,Eastern Michigan,Mid-American,387.7,119.8,231.1,36.7,0.806,0.782,0.812,0.857,0.831,0.723,0.875,0.916
2017,Florida,SEC,192.4,52.0,126.8,13.6,0.802,0.706,0.847,0.81,0.727,0.485,0.857,0.868
2017,Florida Atlantic,Conference USA,237.0,46.5,102.2,88.3,0.901,1.0,0.808,0.981,0.965,1.0,0.896,0.982
2017,Florida International,Conference USA,151.9,39.0,74.1,38.8,0.72,0.954,0.566,1.0,0.931,0.998,0.742,0.997
2017,Florida State,ACC,295.1,119.4,117.4,58.3,0.597,0.842,0.521,0.459,0.562,0.958,0.362,0.34
2017,Fresno State,Mountain West,170.8,55.5,105.5,9.9,0.858,0.981,0.704,-1.394,0.609,0.791,0.702,0.34
2017,Georgia,SEC,247.5,63.2,120.9,63.4,0.804,0.867,0.728,0.92,0.895,0.956,0.733,0.947
2017,Georgia Southern,Sun Belt,84.9,12.0,46.6,26.2,0.301,0.153,0.342,0.388,0.2,0.025,0.317,0.247
2017,Georgia State,Sun Belt,180.1,94.1,88.0,-2.1,0.69,0.953,0.536,1.0,0.855,0.998,0.566,1.0
2017,Georgia Tech,ACC,159.0,-0.1,118.2,40.9,0.506,-0.001,0.934,0.405,0.347,0.07,0.913,0.305
2017,Hawai'i,Mountain West,230.2,70.7,103.6,55.9,0.611,0.736,0.546,0.612,0.634,0.758,0.587,0.546
2017,Houston,American Athletic,186.7,23.9,158.8,3.9,0.396,0.148,0.599,0.086,0.486,0.112,0.728,0.671
2017,Idaho,Sun Belt,158.9,70.8,62.7,25.4,0.591,0.937,0.389,0.782,0.81,0.966,0.435,0.954
2017,Illinois,Big Ten,82.3,0.9,58.6,22.7,0.508,0.025,0.596,0.819,0.541,0.347,0.542,0.761
2017,Indiana,Big Ten,227.3,111.6,133.6,-17.9,0.635,0.943,0.544,2.797,0.609,0.961,0.435,0.401
2017,Iowa,Big Ten,68.5,1.3,47.9,19.2,0.304,0.038,0.408,0.26,0.264,0.027,0.328,0.402
2017,Iowa State,Big 12,346.7,123.8,171.2,51.6,0.908,1.0,0.852,0.905,0.944,1.0,0.863,0.957
2017,Kansas,Big 12,67.9,4.8,52.7,10.4,0.404,0.485,0.4,0.392,0.435,0.341,0.508,0.481
2017,Kansas State,Big 12,274.6,55.4,84.0,135.2,0.817,0.837,0.666,0.945,0.789,0.875,0.751,0.756
2017,Kent State,Mid-American,131.2,2.4,70.3,58.5,0.905,0.0,0.799,1.023,0.903,0.916,0.751,0.97
2017,Kentucky,SEC,207.5,62.5,83.2,61.9,0.665,0.981,0.578,0.593,0.654,0.997,0.62,0.392
2017,Louisiana,Sun Belt,47.5,7.1,46.8,-6.4,0.215,0.196,0.368,-0.111,0.252,0.019,0.443,0.315
2017,Louisiana Tech,Conference USA,168.2,5.4,100.3,62.6,0.232,0.02,0.279,0.658,0.331,0.004,0.341,0.783
2017,Louisville,ACC,391.9,125.2,117.4,149.3,0.67,0.801,0.461,0.856,0.699,0.933,0.433,0.672
2017,LSU,SEC,242.0,85.2,69.8,87.0,0.686,0.994,0.441,0.798,0.685,0.898,0.394,0.7
2017,Marshall,Conference USA,72.7,33.5,18.6,20.6,0.443,1.0,0.168,1.051,0.74,1.0,0.213,0.989
2017,Maryland,Big Ten,108.2,4.1,48.0,56.0,0.44,0.122,0.358,0.712,0.422,0.311,0.391,0.554
2017,Massachusetts,FBS Independents,219.1,76.3,122.7,20.1,0.75,1.02,0.63,0.914,0.848,0.996,0.674,0.833
2017,Memphis,American Athletic,470.2,173.7,243.9,52.6,0.879,0.914,0.82,1.114,0.9,0.935,0.833,0.921
2017,Miami,ACC,132.5,8.1,86.9,37.5,0.305,0.052,0.39,0.684,0.324,0.013,0.452,0.558
2017,Miami (OH),Mid-American,340.8,111.7,178.8,50.3,0.881,0.951,0.798,1.108,0.854,0.85,0.819,0.883
2017,Michigan,Big Ten,248.9,96.3,85.1,67.4,0.624,0.821,0.464,0.684,0.619,0.972,0.277,0.569
2017,Michigan State,Big Ten,62.5,4.0,34.1,24.4,0.191,0.037,0.187,0.703,0.441,0.269,0.195,0.795
2017,Middle Tennessee,Conference USA,423.1,186.9,199.2,37.1,0.762,0.95,0.774,0.366,0.724,0.99,0.713,0.367
2017,Minnesota,Big Ten,95.3,10.3,51.7,33.3,0.352,0.156,0.375,0.493,0.511,0.053,0.515,0.802
2017,Mississippi State,SEC,291.0,56.6,93.8,140.6,0.782,0.852,0.586,0.97,0.758,0.872,0.621,0.756
2017,Missouri,SEC,336.1,95.0,144.3,96.8,0.822,0.914,0.724,0.918,0.881,0.974,0.825,0.836
2017,Navy,American Athletic,131.0,11.1,51.2,68.8,0.28,0.134,0.378,0.276,0.295,0.25,0.262,0.313
2017,NC State,ACC,333.2,140.3,178.4,14.4,0.859,1.0,0.791,0.655,0.72,1.0,0.732,0.444
2017,Nebraska,Big Ten,59.0,4.5,59.9,-5.4,0.19,0.052,0.328,-0.132,0.241,0.017,0.363,0.349
2017,Nevada,Mountain West,142.9,46.8,88.1,8.1,0.473,0.489,0.614,0.128,0.382,0.43,0.444,0.307
2017,New Mexico,Mountain West,217.7,32.0,64.2,121.5,0.56,0.541,0.614,0.539,0.615,0.429,0.566,0.679
2017,New Mexico State,Sun Belt,198.6,14.7,118.7,65.2,0.773,0.613,0.836,0.718,0.835,0.991,0.802,0.659
2017,North Carolina,ACC,80.0,16.8,71.1,-8.0,0.156,0.081,0.273,-0.177,0.127,0.029,0.294,0.063
2017,Northern Illinois,Mid-American,137.8,34.7,65.8,37.2,0.446,0.403,0.498,0.411,0.399,0.406,0.392,0.399
2017,North Texas,Conference USA,70.5,16.3,35.4,18.9,0.387,0.521,0.294,0.634,0.477,0.607,0.284,0.498
2017,Northwestern,Big Ten,220.8,104.3,74.8,41.7,0.636,1.044,0.356,1.142,0.872,0.992,0.59,0.991
2017,Notre Dame,FBS Independents,200.6,7.9,147.2,45.5,0.516,0.076,0.726,0.553,0.388,0.012,0.726,0.501
2017,Ohio,Mid-American,107.5,37.2,54.2,16.0,0.338,0.426,0.296,0.34,0.51,0.372,0.409,0.714
2017,Ohio State,Big Ten,256.4,72.5,75.1,108.8,0.603,0.738,0.428,0.718,0.766,0.979,0.466,0.79
2017,Oklahoma,Big 12,432.8,261.1,146.4,25.3,0.594,0.899,0.424,0.269,0.526,0.975,0.422,0.26
2017,Oklahoma State,Big 12,418.5,191.3,184.4,42.8,0.739,0.973,0.666,0.465,0.762,0.99,0.664,0.601
2017,Old Dominion,Conference USA,202.6,6.3,112.7,83.5,0.555,0.067,0.627,0.913,0.536,0.06,0.666,0.845
2017,Ole Miss,SEC,133.5,15.8,99.4,18.2,0.303,0.113,0.411,0.311,0.369,0.331,0.371,0.414
2017,Oregon,Pac-12,231.7,73.8,86.5,71.3,0.489,0.48,0.37,0.822,0.658,0.627,0.422,0.87
2017,Oregon State,Pac-12,115.0,-38.2,71.3,81.9,0.569,-7.346,0.69,0.879,0.636,0.541,0.639,0.721
2017,Penn State,Big Ten,402.1,160.1,174.2,67.7,0.847,0.938,0.744,0.967,0.925,0.993,0.734,0.996
2017,Pittsburgh,ACC,184.8,4.9,115.0,65.0,0.379,0.03,0.534,0.595,0.365,0.022,0.597,0.452
2017,Purdue,Big Ten,171.2,48.2,92.2,30.7,0.565,0.689,0.44,1.306,0.779,0.983,0.413,0.93
2017,Rice,Conference USA,88.6,7.7,47.5,33.4,0.377,0.212,0.371,0.475,0.313,0.164,0.361,0.427
2017,Rutgers,Big Ten,33.8,-23.6,31.0,26.4,0.537,1.108,0.443,1.886,0.532,0.537,0.44,0.582
2017,San Diego State,Mountain West,263.3,72.3,122.7,68.3,0.717,0.968,0.873,0.449,0.609,0.992,0.699,0.407
2017,San José State,Mountain West,119.7,10.5,91.8,17.4,0.45,0.205,0.517,0.465,0.325,0.175,0.575,0.293
2017,SMU,American Athletic,285.4,86.7,166.4,32.3,0.849,0.925,0.801,0.926,0.891,0.934,0.803,0.919
2017,South Alabama,Sun Belt,166.8,72.5,57.5,36.8,0.507,0.806,0.295,0.821,0.628,0.989,0.206,0.596
2017,South Carolina,SEC,213.3,38.1,139.2,36.0,0.867,0.652,0.939,0.907,0.695,0.49,0.968,0.686
2017,Southern Miss,Conference USA,248.6,2.0,193.6,53.1,0.53,0.012,0.803,0.793,0.578,0.123,0.749,0.893
2017,South Florida,American Athletic,376.0,87.8,134.7,153.4,0.816,0.883,0.915,0.715,0.731,0.991,0.571,0.645
2017,Stanford,Pac-12,158.5,43.2,86.9,28.4,0.596,1.0,0.669,0.305,0.65,1.0,0.559,0.455
2017,Syracuse,ACC,239.0,140.0,109.5,-10.6,0.596,0.986,0.408,1.093,0.805,0.949,0.521,0.911
2017,TCU,Big 12,417.9,97.6,200.2,120.1,1.014,1.073,0.996,1.001,0.872,0.89,0.946,0.783
2017,Temple,American Athletic,242.9,3.1,180.9,58.9,0.598,0.029,0.796,0.804,0.429,0.025,0.777,0.53
2017,Tennessee,SEC,81.6,3.5,67.8,10.2,0.223,0.035,0.375,0.118,0.247,0.048,0.477,0.247
2017,Texas,Big 12,238.3,75.2,132.2,30.9,0.642,0.963,0.767,0.257,0.639,0.974,0.729,0.326
2017,Texas A&M,SEC,139.6,29.0,47.3,63.3,0.338,0.288,0.248,0.521,0.466,0.235,0.426,0.744
2017,Texas State,Sun Belt,113.4,2.6,115.6,-4.9,0.696,0.124,0.812,0.0,0.238,0.004,0.716,0.085
2017,Texas Tech,Big 12,235.9,30.0,188.7,17.2,0.339,0.112,0.519,0.27,0.402,0.1,0.596,0.66
2017,Toledo,Mid-American,396.6,225.1,157.7,13.8,0.68,0.968,0.568,0.19,0.606,0.995,0.476,0.362
2017,Troy,Sun Belt,240.4,75.7,132.5,32.2,0.993,1.0,0.989,0.991,0.986,1.0,0.958,0.997
2017,Tulane,American Athletic,10.1,-40.1,42.5,7.6,0.155,1.0,0.705,0.169,0.862,1.0,0.81,0.795
2017,Tulsa,American Athletic,134.8,5.7,88.3,40.8,0.257,0.036,0.36,0.34,0.299,0.009,0.384,0.46
2017,UCF,American Athletic,95.2,23.8,72.4,-1.0,0.639,1.167,0.701,-0.039,0.684,0.738,0.746,0.582
2017,UCLA,Pac-12,246.5,91.8,165.8,-11.1,0.668,0.676,0.695,2.135,0.67,0.48,0.71,0.932
2017,UConn,American Athletic,96.1,36.3,56.0,3.9,0.612,1.16,0.461,0.951,0.73,0.95,0.416,0.769
2017,UL Monroe,Sun Belt,136.0,28.5,45.9,61.6,0.727,1.0,0.46,1.041,0.905,1.0,0.629,0.986
2017,UNLV,Mountain West,214.9,30.8,111.7,72.5,0.684,0.537,0.793,0.629,0.773,0.693,0.849,0.789
2017,USC,Pac-12,364.2,194.5,137.8,31.9,0.681,0.928,0.489,0.728,0.67,0.787,0.445,0.743
2017,Utah,Pac-12,176.4,78.5,71.8,26.0,0.553,1.0,0.429,0.357,0.673,1.0,0.46,0.531
2017,Utah State,Mountain West,148.3,43.4,42.8,62.1,0.656,1.0,0.423,0.758,0.744,1.0,0.258,0.772
2017,UTEP,Conference USA,69.3,21.9,28.5,18.8,0.352,0.817,0.284,0.271,0.582,0.979,0.406,0.328
2017,UTSA,Conference USA,273.5,66.0,164.7,42.7,0.831,0.791,0.82,0.953,0.712,0.854,0.792,0.538
2017,Vanderbilt,SEC,253.0,57.5,142.9,52.6,0.937,0.975,0.966,0.84,0.943,0.969,0.963,0.904
2017,Virginia,ACC,148.7,40.7,104.0,3.9,0.695,2.713,0.643,0.104,0.551,0.845,0.509,0.155
2017,Virginia Tech,ACC,107.3,6.8,103.2,-2.8,0.231,0.044,0.423,-0.041,0.249,0.008,0.369,0.366
2017,Wake Forest,ACC,181.6,22.5,110.4,48.7,1.094,2.5,1.005,1.038,0.947,0.901,0.997,0.954
2017,Washington,Pac-12,486.8,179.3,183.7,123.8,0.832,0.914,0.7,0.98,0.872,0.986,0.599,0.977
2017,Washington State,Pac-12,437.6,198.9,174.3,64.4,0.773,0.947,0.602,0.971,0.847,0.996,0.607,0.982
2017,Western Kentucky,Conference USA,255.6,200.3,50.1,5.2,0.422,1.003,0.185,0.038,0.558,0.905,0.273,0.44
2017,Western Michigan,Mid-American,130.6,5.9,29.9,94.7,0.215,0.027,0.121,0.654,0.421,0.005,0.185,0.827
2017,West Virginia,Big 12,125.2,6.6,61.6,57.0,0.282,0.052,0.273,0.626,0.337,0.016,0.377,0.581
2017,Wisconsin,Big Ten,234.5,53.8,136.7,44.0,0.639,0.45,0.721,0.765,0.461,0.558,0.655,0.317
2017,Wyoming,Mountain West,232.6,118.5,51.6,62.5,0.558,0.979,0.24,0.772,0.465,0.997,0.189,0.242
