season,team,conference,totalPPA,totalPassingPPA,totalReceivingPPA,totalRushingPPA,percentPPA,percentPassingPPA,percentReceivingPPA,percentRushingPPA,usage,passingUsage,receivingUsage,rushingUsage
2017,Air Force,Mountain West,211.3,67.5,52.1,91.7,0.627,0.921,0.418,0.66,0.556,0.987,0.415,0.482
2017,Akron,Mid-American,170.2,64.7,65.5,40.1,0.599,0.871,0.388,0.973,0.726,0.9,0.425,0.81
2017,Alabama,SEC,315.7,85.0,89.1,141.5,0.731,0.71,0.52,1.001,0.791,0.9,0.542,0.869
2017,App State,Sun Belt,210.4,64.3,81.2,64.9,0.704,1.092,0.645,0.566,0.729,0.969,0.54,0.673
2017,Arizona,Pac-12,163.6,15.7,58.2,89.7,0.714,0.633,0.528,0.953,0.745,0.839,0.465,0.813
2017,Arizona State,Pac-12,231.1,68.9,105.6,56.6,0.727,0.931,0.547,1.119,0.875,0.996,0.583,0.986
2017,Arkansas,SEC,276.0,161.2,106.2,8.6,0.566,0.858,0.395,0.279,0.544,0.982,0.24,0.368
2017,Arkansas State,Sun Belt,262.4,105.9,160.5,-4.0,0.815,0.853,0.771,0.396,0.77,0.826,0.697,0.772
2017,Army,FBS Independents,204.2,4.3,24.3,175.6,0.714,0.896,0.381,0.808,0.84,0.984,0.422,0.867
2017,Auburn,SEC,183.2,-1.8,96.8,88.2,0.516,-0.022,0.682,0.665,0.552,0.017,0.656,0.775
2017,Ball State,Mid-American,195.5,49.8,47.5,98.2,0.613,0.902,0.305,0.908,0.772,0.996,0.346,0.895
2017,Baylor,Big 12,207.3,66.3,83.8,57.3,0.432,0.505,0.378,0.451,0.493,0.423,0.4,0.616
2017,Boise State,Mountain West,336.5,184.8,133.8,17.9,0.613,0.89,0.509,0.229,0.536,0.974,0.41,0.246
2017,Boston College,ACC,74.4,-1.1,106.7,-31.1,0.524,-0.037,0.917,7.405,0.555,0.072,0.924,0.693
2017,Bowling Green,Mid-American,111.0,-4.8,72.9,42.8,0.81,0.229,0.748,0.705,0.634,0.703,0.66,0.547
2017,Buffalo,Mid-American,69.2,20.9,28.4,19.9,0.353,0.543,0.234,0.551,0.552,0.77,0.419,0.431
2017,BYU,FBS Independents,101.4,19.2,76.9,5.3,0.306,0.382,0.43,0.052,0.255,0.1,0.461,0.231
2017,California,Pac-12,176.0,26.6,97.6,51.9,0.394,0.169,0.462,0.662,0.351,0.014,0.617,0.571
2017,Central Michigan,Mid-American,227.4,19.6,182.5,25.3,0.65,0.182,0.858,0.841,0.418,0.018,0.818,0.52
2017,Charlotte,Conference USA,112.2,24.6,29.8,57.8,0.668,1.281,0.341,0.948,0.527,0.584,0.574,0.428
2017,Cincinnati,American Athletic,185.2,58.3,126.0,0.9,0.732,0.802,0.664,-0.093,0.613,0.729,0.603,0.47
2017,Clemson,ACC,148.4,19.6,126.1,2.7,0.243,0.085,0.4,0.043,0.229,0.031,0.417,0.262
2017,Colorado,Pac-12,306.0,49.1,220.3,36.6,0.746,0.373,0.976,0.696,0.671,0.319,0.989,0.753
2017,Colorado State,Mountain West,348.4,124.4,137.3,86.6,0.822,0.943,0.699,0.902,0.873,0.91,0.723,0.934
2017,Duke,ACC,230.8,81.7,113.6,35.5,0.827,1.0,0.724,0.881,0.809,1.0,0.745,0.655
2017,East Carolina,American Athletic,193.2,54.9,131.8,6.5,0.442,0.385,0.521,0.157,0.42,0.359,0.492,0.419
