season,team,conference,totalPPA,totalPassingPPA,totalReceivingPPA,totalRushingPPA,percentPPA,percentPassingPPA,percentReceivingPPA,percentRushingPPA,usage,passingUsage,receivingUsage,rushingUsage
2018,Air Force,Mountain West,195.1,21.0,64.0,110.2,0.653,0.778,0.79,0.577,0.72,0.878,0.696,0.688
2018,Akron,Mid-American,80.4,16.6,62.6,1.2,0.338,0.275,0.373,0.124,0.375,0.394,0.231,0.481
2018,Alabama,SEC,352.9,78.8,110.5,163.6,0.777,0.798,0.662,0.868,0.756,0.983,0.443,0.773
2018,App State,Sun Belt,122.4,6.3,77.1,39.0,0.311,0.056,0.443,0.363,0.455,0.034,0.522,0.709
2018,Arizona,Pac-12,330.6,80.4,131.3,118.8,0.743,0.88,0.815,0.616,0.632,0.622,0.835,0.552
2018,Arizona State,Pac-12,378.6,115.7,222.0,41.0,0.895,0.967,1.04,0.457,0.694,0.991,0.874,0.302
2018,Arkansas,SEC,247.0,33.3,170.3,43.4,0.669,0.337,0.839,0.646,0.653,0.449,0.894,0.678
2018,Arkansas State,Sun Belt,308.2,123.6,137.8,46.8,0.712,0.918,0.569,0.833,0.742,0.989,0.491,0.697
2018,Army,FBS Independents,163.7,-7.0,15.0,155.6,0.611,0.526,0.679,0.601,0.63,0.364,0.512,0.659
2018,Auburn,SEC,326.3,100.6,169.0,56.7,0.828,0.925,0.902,0.579,0.704,0.995,0.878,0.401
2018,Ball State,Mid-American,175.4,30.6,95.6,49.2,1.271,-1.561,0.924,0.918,0.776,0.452,0.986,0.923
2018,Baylor,Big 12,273.8,79.2,191.8,2.7,0.832,0.744,0.898,0.318,0.689,0.445,0.94,0.732
2018,Boise State,Mountain West,239.2,120.9,105.3,13.1,0.53,0.72,0.413,0.475,0.602,0.768,0.465,0.552
2018,Boston College,ACC,162.6,9.3,95.5,57.7,0.809,0.245,0.799,1.342,0.698,0.705,0.826,0.627
2018,Bowling Green,Mid-American,161.2,55.8,74.9,30.6,0.593,1.041,0.457,0.559,0.414,0.497,0.352,0.376
2018,Buffalo,Mid-American,302.8,107.8,166.6,28.4,0.737,0.665,0.762,0.931,0.811,0.745,0.733,0.95
2018,BYU,FBS Independents,207.2,32.6,133.8,40.9,0.885,1.028,0.857,0.889,0.836,0.955,0.84,0.689
2018,California,Pac-12,287.1,86.5,162.4,38.2,0.867,1.0,0.806,0.886,0.824,1.0,0.768,0.647
2018,Central Michigan,Mid-American,53.3,5.5,38.7,9.1,0.179,0.064,0.199,0.538,0.384,0.049,0.321,0.836
2018,Charlotte,Conference USA,40.6,-58.0,50.4,48.1,1.194,1.021,1.031,1.162,0.78,0.904,0.511,0.85
2018,Cincinnati,American Athletic,211.5,72.1,95.1,44.2,0.789,1.084,0.631,0.868,0.765,0.973,0.618,0.655
2018,Clemson,ACC,349.7,91.5,136.7,121.6,0.793,0.783,0.682,0.987,0.779,0.852,0.576,0.866
2018,Coastal Carolina,Sun Belt,90.1,-6.0,72.0,24.1,0.352,-0.098,0.533,0.403,0.485,0.401,0.575,0.495
2018,Colorado,Pac-12,201.0,104.5,74.2,22.4,0.586,1.048,0.383,0.446,0.521,0.989,0.238,0.289
2018,Colorado State,Mountain West,109.7,0.0,87.8,21.9,0.206,0.0,0.334,0.338,0.232,0.0,0.29,0.404
2018,Duke,ACC,213.4,18.3,133.7,61.4,0.85,1.102,0.866,0.77,0.835,0.992,0.841,0.677
2018,East Carolina,American Athletic,95.4,10.6,97.0,-12.2,0.267,0.082,0.39,0.589,0.282,0.004,0.458,0.475
2018,Eastern Michigan,Mid-American,37.6,0.7,43.6,-6.8,0.154,0.008,0.263,0.919,0.422,0.045,0.34,0.931
2018,Florida,SEC,173.1,34.8,100.5,37.7,0.704,0.663,0.707,0.738,0.721,0.744,0.602,0.782
2018,Florida Atlantic,Conference USA,251.3,2.3,117.4,131.6,0.491,0.019,0.686,0.599,0.458,0.013,0.656,0.619
2018,Florida International,Conference USA,80.0,-12.7,77.2,15.5,0.225,-0.109,0.411,0.299,0.343,0.115,0.448,0.476
2018,Florida State,ACC,167.3,59.7,89.5,18.1,0.639,0.767,0.573,0.644,0.874,0.952,0.654,0.962
2018,Fresno State,Mountain West,323.9,118.0,156.7,49.2,0.848,0.862,0.836,0.848,0.862,0.811,0.789,0.963
2018,Georgia,SEC,325.9,125.2,151.3,49.4,0.627,0.872,0.744,0.286,0.597,0.944,0.673,0.385
2018,Georgia Southern,Sun Belt,88.9,5.4,40.1,43.4,0.613,1.0,0.53,0.677,0.76,1.0,0.497,0.737
2018,Georgia State,Sun Belt,142.9,3.7,134.1,5.1,0.576,0.036,0.847,-0.367,0.332,0.04,0.648,0.353
2018,Georgia Tech,ACC,150.6,14.7,17.7,118.2,0.749,0.913,0.302,0.936,0.867,0.978,0.438,0.909
2018,Hawai'i,Mountain West,77.3,-2.8,72.7,7.4,0.301,-0.059,0.526,0.104,0.131,0.02,0.331,0.068
2018,Houston,American Athletic,117.1,47.6,45.1,24.3,0.321,0.418,0.229,0.45,0.32,0.346,0.245,0.36
2018,Idaho,Sun Belt,50.9,13.9,41.9,-4.9,0.219,0.248,0.261,-0.322,0.299,0.27,0.251,0.372
2018,Illinois,Big Ten,102.4,3.2,87.0,12.2,0.764,-2.667,0.757,0.613,0.368,0.005,0.675,0.518
2018,Indiana,Big Ten,87.0,40.7,67.0,-20.7,0.291,0.357,0.353,4.224,0.483,0.414,0.527,0.524
2018,Iowa,Big Ten,229.2,96.5,126.3,6.5,0.827,0.933,0.743,1.711,0.598,0.989,0.663,0.23
2018,Iowa State,Big 12,248.9,125.9,113.1,9.8,0.567,0.72,0.47,0.415,0.657,0.655,0.458,0.873
2018,Kansas,Big 12,142.1,36.5,105.4,0.2,0.851,1.0,0.761,-0.025,0.845,1.0,0.742,0.744
2018,Kansas State,Big 12,173.7,25.6,94.2,53.9,0.573,0.303,0.662,0.711,0.724,0.623,0.601,0.84
