model,feature_count,train_rows,validation_rows,test_rows,train_seasons,validation_seasons,test_seasons,internal_cv_log_loss,validation_log_loss,validation_brier_score,validation_roc_auc,validation_accuracy,validation_balanced_accuracy,test_log_loss,test_brier_score,test_roc_auc,test_accuracy,test_balanced_accuracy,random_state,tuning_iterations,cv_folds
random_forest_model_4,28,6432,1741,888,"2015,2016,2017,2018,2019,2020,2021,2022","2023,2024",2025,0.5173655362235657,0.5369515340275047,0.18014203952296765,0.7829727088017462,0.7346352670878805,0.6996714341486212,0.51515126657707,0.17215994992849165,0.8024377406576361,0.7398648648648649,0.7005152497299094,42,50,3
