id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff
400795501,2015,1,regular,2015-08-29T19:30:00.000Z,False,True,False,False,,3987,Washington-Grizzly Stadium,149,Montana,fcs,Big Sky,38,"[10, 11, 7, 10]",,,,2449,North Dakota State,fcs,MVFC,35,"[7, 21, 0, 7]",,,,,,,
400603840,2015,1,regular,2015-09-03T22:00:00.000Z,False,True,True,False,51664.0,3628,Bank of America Stadium,2579,South Carolina,fbs,SEC,17,"[0, 10, 0, 7]",0.32245932505239777,1646.0,1646.0,153,North Carolina,fbs,ACC,13,"[7, 6, 0, 0]",0.6775406749476023,1477.0,1477.0,7.94978585869999,,,
400763593,2015,1,regular,2015-09-03T22:00:00.000Z,False,True,False,False,39184.0,3652,FBC Mortgage Stadium,2116,UCF,fbs,American Athletic,14,"[7, 7, 0, 0]",0.10131731322441452,1626.0,1609.0,2229,Florida International,fbs,Conference USA,15,"[3, 0, 6, 6]",0.8986826867755855,1321.0,1338.0,5.3903379073,,,
400799035,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3925,Seibert Stadium,2535,Samford,fcs,Southern,45,"[7, 21, 3, 14]",,,,2110,Central Arkansas,fcs,Southland,16,"[7, 6, 0, 3]",,,,,,,
400799864,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3629,Barker-Lane Stadium,2097,Campbell,fcs,Pioneer,41,"[7, 14, 7, 13]",,,,95,Pikeville,,,20,"[0, 10, 7, 3]",,,,,,,
400795766,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3909,Roy Stewart Stadium,93,Murray State,fcs,OVC,52,"[14, 17, 14, 7]",,,,2316,Kentucky Wesleyan,ii,Independent DII,12,"[0, 0, 6, 6]",,,,,,,
400799924,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,True,,3963,Harry Turpin Stadium,2466,Northwestern State,fcs,Southland,20,"[3, 3, 7, 7]",,,,2545,SE Louisiana,fcs,Southland,34,"[6, 7, 13, 8]",,,,,,,
400787299,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,10473.0,3919,Scheumann Stadium,2050,Ball State,fbs,Mid-American,48,"[3, 17, 14, 14]",0.5333798288849951,,,2678,VMI,fcs,Southern,36,"[0, 10, 7, 19]",0.46662017111500487,,,4.7380781049,,,
400756896,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,27126.0,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,41,"[3, 21, 14, 3]",0.9999861779726812,,,2210,Elon,fcs,CAA,3,"[0, 0, 3, 0]",1.3822027318810548e-05,,,2.0872957646,,,
400795765,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3908,Roy Kidd Stadium,2198,Eastern Kentucky,fcs,OVC,52,"[14, 17, 14, 7]",,,,2674,Valparaiso,fcs,Pioneer,10,"[0, 3, 0, 7]",,,,,,,
400795587,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3658,Buccaneer Field,2127,Charleston Southern,fcs,Big South,41,"[13, 7, 14, 7]",,,,2822,North Greenville,ii,Independent DII,14,"[0, 7, 7, 0]",,,,,,,
400795494,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,,3746,Hanson Field,2710,Western Illinois,fcs,MVFC,33,"[7, 7, 16, 3]",,,,2197,Eastern Illinois,fcs,OVC,5,"[3, 0, 2, 0]",,,,,,,
400763399,2015,1,regular,2015-09-03T23:00:00.000Z,False,True,False,False,19717.0,3786,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,13,"[3, 3, 7, 0]",0.08629501978357867,1417.0,1407.0,197,Oklahoma State,fbs,Big 12,24,"[3, 7, 7, 7]",0.9137049802164213,1567.0,1577.0,3.1885406359,,,
400756895,2015,1,regular,2015-09-03T23:30:00.000Z,False,True,False,False,49196.0,721,Bobby Dodd Stadium,59,Georgia Tech,fbs,ACC,69,"[34, 14, 14, 7]",0.9999971059852482,,,2016,Alcorn State,fcs,SWAC,6,"[0, 0, 6, 0]",2.8940147518419224e-06,,,1.04662376849999,,,
400795577,2015,1,regular,2015-09-03T23:30:00.000Z,False,True,True,False,,4900,Kermit Tipton Stadium,2193,East Tennessee State,fcs,FCS Independents,16,"[3, 10, 0, 3]",,,,338,Kennesaw State,fcs,Big South,56,"[7, 14, 21, 14]",,,,,,,
400764854,2015,1,regular,2015-09-03T23:30:00.000Z,False,True,False,False,26113.0,3892,Pratt & Whitney Stadium,41,UConn,fbs,American Athletic,20,"[6, 0, 7, 7]",0.9751954499165597,,,222,Villanova,fcs,CAA,15,"[0, 9, 0, 6]",0.02480455008344029,,,6.3109494228,,,
400603839,2015,1,regular,2015-09-04T00:00:00.000Z,False,True,False,False,30307.0,3973,FirstBank Stadium,238,Vanderbilt,fbs,SEC,12,"[0, 3, 0, 9]",0.6903780159152395,1365.0,1371.0,98,Western Kentucky,fbs,Conference USA,14,"[0, 0, 7, 7]",0.3096219840847605,1521.0,1515.0,5.6575509609,,,
400756883,2015,1,regular,2015-09-04T00:30:00.000Z,False,True,False,False,47825.0,587,Rice-Eccles Stadium,254,Utah,fbs,Pac-12,24,"[3, 7, 7, 7]",0.9017524508885089,1603.0,1610.0,130,Michigan,fbs,Big Ten,17,"[0, 3, 7, 7]",0.09824754911149114,1553.0,1546.0,4.6176711164,,,
400787302,2015,1,regular,2015-09-04T01:00:00.000Z,False,True,False,False,11587.0,3791,Kibbie Dome,70,Idaho,fbs,Sun Belt,28,"[3, 10, 0, 15]",0.005922595239181424,1167.0,1142.0,195,Ohio,fbs,Mid-American,45,"[21, 7, 3, 14]",0.9940774047608186,1321.0,1346.0,4.9746849037,,,
400787110,2015,1,regular,2015-09-04T01:00:00.000Z,False,True,False,False,21209.0,3905,Maverik Stadium,328,Utah State,fbs,Mountain West,12,"[5, 0, 0, 7]",0.29176428020527856,,,253,Southern Utah,fcs,Big Sky,9,"[6, 3, 0, 0]",0.7082357197947214,,,8.8452949667,,,
400763398,2015,1,regular,2015-09-04T01:00:00.000Z,False,True,False,False,54147.0,3953,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,17,"[0, 3, 7, 7]",0.07837070413274612,1633.0,1645.0,2628,TCU,fbs,Big 12,23,"[10, 0, 10, 3]",0.9216292958672538,1963.0,1951.0,2.7537930284,,,
400795502,2015,1,regular,2015-09-04T01:05:00.000Z,False,True,False,False,,3643,Bobcat Stadium,147,Montana State,fcs,Big Sky,45,"[0, 14, 14, 17]",,,,2237,Fort Lewis,ii,Rocky Mountain,14,"[0, 0, 7, 7]",,,,,,,
