model,feature_count,train_rows,validation_rows,test_rows,train_seasons,validation_seasons,test_seasons,temporal_cv_folds,tuning_iterations,internal_temporal_cv_log_loss,validation_log_loss,validation_brier_score,validation_roc_auc,validation_accuracy,validation_balanced_accuracy,test_log_loss,test_brier_score,test_roc_auc,test_accuracy,test_balanced_accuracy,random_state
random_forest_model_5,28,6432,1741,888,"2015,2016,2017,2018,2019,2020,2021,2022","2023,2024",2025,4,60,0.5317744495354456,0.5363282608147355,0.1800478329879825,0.7832291782434122,0.7311889718552556,0.6956135176493721,0.5164236414369688,0.1725527230450433,0.8008144269924375,0.7421171171171171,0.7015457491897282,42
