iteration,model__n_estimators,model__min_samples_split,model__min_samples_leaf,model__max_features,model__max_depth,model__bootstrap,mean_log_loss,std_log_loss,min_log_loss,max_log_loss,mean_brier_score,std_brier_score,min_brier_score,max_brier_score,mean_roc_auc,std_roc_auc,min_roc_auc,max_roc_auc,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_balanced_accuracy,std_balanced_accuracy,min_balanced_accuracy,max_balanced_accuracy,rank
32,500,5,15,0.5,12.0,False,0.5391330326438335,0.034353896525443905,0.5011319532472918,0.5940654632272805,0.180380103450136,0.014506306675331296,0.16517928118829983,0.20398168326036192,0.7837885406676727,0.03438337349067079,0.725070771408351,0.8126088470916057,0.7233704711442673,0.03152517605179137,0.6709601873536299,0.7511792452830188,0.6901612119326097,0.034049681132856696,0.6318530313753243,0.7177308474949129,40
50,1000,2,15,0.5,30.0,False,0.5393111436802791,0.03558288318836729,0.5010556879136309,0.5966028711081951,0.18060312421896058,0.01499320834710002,0.16542946081342355,0.20517438754910228,0.7835091727489609,0.03499336709422077,0.7235963670677046,0.8119122257053291,0.7242871137929825,0.02950537405654917,0.6744730679156908,0.7488207547169812,0.6916148740395667,0.03159082507384223,0.6372965322009908,0.7159159654622449,41
59,500,10,5,0.75,20.0,True,0.5407764452783848,0.03611727343310922,0.4982585852583971,0.5977293466886675,0.18082601309207902,0.015054863357418504,0.16346758285526838,0.20463076640494166,0.7833959743165075,0.03423889589513234,0.7257077140835102,0.8155847647680678,0.7235369144360587,0.031335306305535854,0.6709601873536299,0.75,0.6906808917600613,0.032316672368570304,0.6351851851851852,0.7160473458114112,42
38,500,5,5,0.75,20.0,True,0.5407764452783848,0.03611727343310922,0.4982585852583971,0.5977293466886675,0.18082601309207902,0.015054863357418496,0.1634675828552684,0.20463076640494166,0.7833959743165075,0.03423889589513234,0.7257077140835102,0.8155847647680678,0.7235369144360587,0.031335306305535854,0.6709601873536299,0.75,0.6906808917600613,0.032316672368570304,0.6351851851851852,0.7160473458114112,43
13,1000,30,10,0.5,,False,0.5412546754026364,0.03536783883759785,0.5035097943518663,0.5982404020145276,0.18122202214122585,0.014925701072541972,0.16607577279608637,0.20560535779429132,0.7825169517676444,0.03489557555505952,0.7228060863411182,0.8109956186181231,0.7208929177511687,0.030309993672673556,0.6733021077283372,0.7476415094339622,0.6879923029275292,0.031136219665000707,0.6357041755130928,0.7134564031115755,44
22,1000,2,10,0.5,16.0,False,0.5422557429509074,0.03539705533626558,0.5040772986372168,0.5992058833563382,0.18159606234599512,0.014804726160320612,0.1665671229230051,0.20577785768074006,0.7820215271843012,0.03434661637448837,0.7232719981127624,0.8101706722396377,0.7212707879100725,0.031164373086873868,0.6697892271662763,0.7476415094339622,0.6883267004532736,0.0329692401993311,0.6315935362113706,0.7119042817772401,45
18,750,5,5,1.0,,True,0.5427582532314066,0.03826088064557685,0.5005981650721114,0.6045723321164032,0.18164249724458958,0.015739593579843995,0.16446685343973083,0.20704478424496298,0.7818494380614558,0.035355629350724824,0.7217091295116773,0.8127738363673028,0.7213171482685659,0.033469589283281836,0.6651053864168618,0.7488207547169812,0.6885576713987694,0.033356831499345464,0.6312219863175277,0.7143638441279094,46
29,1000,30,30,0.75,20.0,False,0.5437868415054674,0.03912687737240658,0.501660027193909,0.6078218430380521,0.18237644647564782,0.016598598417359275,0.16531940627892866,0.2098569413001899,0.7821466906142422,0.03699760172439906,0.7189549422033499,0.8121994292593202,0.723581215718951,0.03291461611139336,0.6686182669789227,0.7558962264150944,0.6928341867909754,0.03465038662589873,0.6346661948572776,0.7236887935617518,47
12,750,30,5,0.5,20.0,False,0.5440569828414725,0.035271545137465596,0.5079401674351517,0.6018953170957917,0.18189549788707893,0.014878539240042675,0.16727989513191005,0.20641938132352328,0.7811287601190258,0.03526356242115051,0.7205355036565229,0.8084291187739463,0.719590488723135,0.030204414699842738,0.6709601873536299,0.7464622641509434,0.6873492517321721,0.030350322050990666,0.6358516159471573,0.7125489620952417,48
27,500,10,5,0.75,8.0,False,0.5511182831150897,0.035097027375285854,0.520117356189544,0.6105660518329922,0.18463417954491068,0.014449999851730216,0.17183245612451453,0.20910231419783848,0.7757467444196715,0.03526721995068424,0.7147116065109695,0.7983831050981687,0.7131353859265342,0.034937488566123824,0.6557377049180327,0.7488207547169812,0.6823549242666658,0.03659574247528943,0.6211488558622317,0.7182441474637482,49
51,1000,10,5,0.75,,False,0.5689558048910448,0.04350734565441636,0.5318402769453414,0.6431319229769139,0.19074821952279147,0.017822523666313893,0.17600697328177953,0.22106033407541237,0.7649667332348935,0.03955101167568303,0.696585279547063,0.7916246555085031,0.7065778639391637,0.03273054154494577,0.6522248243559718,0.7361601884570083,0.6758788264180369,0.031843273724354505,0.6210368011323426,0.699288130399425,50
31,750,20,30,1.0,,False,1.0136054675556205,0.22201309142368683,0.7629937466865387,1.35648137091628,0.20369694751726472,0.02132764304461911,0.17893126770437415,0.23749554121029237,0.7480939480966671,0.040362085877105464,0.6808769757018164,0.7836929488472137,0.7059121273669435,0.03373357820696454,0.6557377049180327,0.75,0.672830957441497,0.02993393842091677,0.6291460250058976,0.7137191638099079,51
48,500,10,30,1.0,16.0,False,1.013711306376233,0.22201026388135714,0.7631244602985939,1.3565903958090648,0.20371053873254089,0.021337838673622062,0.17894319196977415,0.2375308023385396,0.7481022657599998,0.04037435408559128,0.6808622316584099,0.7837173917028727,0.7059121273669435,0.03373357820696454,0.6557377049180327,0.75,0.672830957441497,0.02993393842091677,0.6291460250058976,0.7137191638099079,52
56,1000,2,25,1.0,12.0,False,1.1445093198205685,0.10380446876633401,1.0162705532590144,1.258595644514798,0.20733577402895279,0.02248597569006445,0.18317660718328047,0.24413918304293628,0.7447080985752494,0.04029737909784016,0.6758227176220807,0.7773194742341747,0.6997075224098903,0.03675514691505337,0.6416861826697893,0.7417452830188679,0.6678928792799699,0.03140634967659831,0.61603562160887,0.7003825306910607,53
55,750,2,20,1.0,30.0,False,1.6856134690507472,0.2613333847622004,1.2616681650696275,1.9045014573639636,0.21482919150503288,0.027351560056443156,0.19358002350969566,0.26168049336031324,0.7311242324801407,0.048919701245872714,0.6473873555083746,0.7699720258093538,0.6980766938247263,0.041586088115769936,0.6276346604215457,0.7346698113207547,0.6701182500927602,0.03984651195666984,0.6029252182118424,0.70425061259907,54
36,1000,10,20,1.0,,False,1.6856587180896807,0.2613579685117505,1.2616684285938036,1.9046059582271602,0.21484364162207015,0.027358279554458534,0.193585966804809,0.26170509298888084,0.7310203987616306,0.04909061082807371,0.6469863175277188,0.7699720258093538,0.6980766938247263,0.041586088115769936,0.6276346604215457,0.7346698113207547,0.6701182500927602,0.03984651195666984,0.6029252182118424,0.70425061259907,55
7,1000,30,15,1.0,20.0,False,2.0266073309236554,0.29213051304505866,1.606761449897092,2.4306980236837714,0.22646770383956283,0.025348447073382782,0.20628539844517477,0.269901545043329,0.7175725362124336,0.049214666085851004,0.6325754895022411,0.7514162812601037,0.6806848264959059,0.03786201453907038,0.617096018735363,0.7169811320754716,0.6532039656201643,0.036089417427014894,0.5912597310686483,0.681326269348048,56
8,500,30,5,1.0,12.0,False,2.4491988329127294,0.3790746622807447,1.9047695116058219,2.9559021053564405,0.23778823092806178,0.0173833748634916,0.22091943026546498,0.26675384419603104,0.7052985712078657,0.03176917196898347,0.6511795234725172,0.7289867825258025,0.6755367214990077,0.02511191585548431,0.639344262295082,0.7087264150943396,0.6431590511412915,0.028327112563432653,0.596856569945742,0.6695417575635361,57
25,750,2,10,1.0,16.0,False,2.8257964339269694,0.4258837671136875,2.4047471889380043,3.460809291120041,0.24003527804313096,0.02601255021693874,0.21859495461691655,0.28375444660488364,0.7028809514280656,0.04677328187048581,0.6232277659825429,0.7398791300787672,0.6706752615925035,0.0459898606736083,0.5936768149882904,0.7067137809187279,0.6404924985772078,0.0448445784459794,0.5660769049304082,0.6822132780180796,58
33,750,30,5,1.0,20.0,False,2.904599639844489,0.5997460546892707,2.252897162896546,3.847106755247144,0.24246808578360923,0.02357650387063213,0.2202895507598338,0.2818577921978571,0.7025167430328451,0.040191235087496724,0.6342887473460722,0.7364479642156594,0.6672805298931124,0.030788693938456152,0.6194379391100703,0.7040094339622641,0.6400666124370703,0.02681902596957144,0.596443736730361,0.6674641148325359,59
26,750,2,5,1.0,30.0,False,4.630766151995855,0.8323961355603525,3.573988072894278,5.890407475297906,0.26763247011411245,0.02884831407933521,0.24101797794972354,0.3159377817896889,0.6880925623336331,0.040897387909505076,0.6208982071243218,0.7286714368050381,0.6631449295666378,0.0318216753330943,0.6100702576112412,0.6918819188191881,0.6411056261463619,0.02484368167217327,0.6016985138004246,0.670094325034792,60
