gameId,season,week,startDate,homeTeam,awayTeam,win_home,winPctDiff,pointDifferentialAvgDiff,pointsForAvgDiff,pointsAgainstAvgDiff,yardsPerPassAttemptDiff,yardsPerRushAttemptDiff,pointsForTrendDiff,pointsAgainstTrendDiff,pointDifferentialTrendDiff,totalYardsTrendDiff,netPassingYardsTrendDiff,winPctTrendDiff,priorSOSWinPctDiff,priorSOSPointDiffDiff
400869175,2016,1,2016-09-03 18:00:00+00:00,Air Force,Abilene Christian,1,,,,,,,,,,,,,,
400869184,2016,2,2016-09-10 18:00:00+00:00,Air Force,Georgia State,1,1.0,26.0,16.0,10.0,13.39772727272728,2.7315942028985507,0.0,-0.0,0.0,0.0,0.0,0.0,,
400869206,2016,5,2016-10-01 19:30:00+00:00,Air Force,Navy,1,0.0,3.333333333333334,3.6666666666666714,-0.3333333333333286,-1.4545454545454568,-0.7220153884338547,0.0,-0.0,0.0,0.0,0.0,0.0,-0.4166666666666667,-14.25
400869219,2016,7,2016-10-15 19:30:00+00:00,Air Force,New Mexico,0,0.4,13.200000000000001,-2.0,15.2,6.092403152775449,-1.7066339066339067,-3.3333333333333357,4.133333333333336,0.7999999999999989,-73.86666666666667,47.46666666666668,-0.0666666666666667,0.12916666666666665,6.391666666666667
400869225,2016,8,2016-10-22 18:00:00+00:00,Air Force,Hawai'i,0,0.23809523809523814,17.92857142857143,3.9047619047619087,14.023809523809518,4.395225464190979,-0.6829966906310627,-9.238095238095237,-20.357142857142847,-29.59523809523809,-84.40476190476193,40.333333333333314,-0.5714285714285714,0.22666666666666674,8.633333333333333
400869241,2016,11,2016-11-13 03:15:00+00:00,Air Force,Colorado State,1,0.11111111111111105,5.666666666666668,4.888888888888889,0.7777777777777786,4.575225645813881,0.07291161889141584,-9.222222222222221,-6.111111111111107,-15.333333333333336,-48.333333333333314,-55.333333333333314,-0.111111111111111,-0.1424248866213153,-4.004372165532879
400869252,2016,13,2016-11-25 20:30:00+00:00,Air Force,Boise State,1,-0.18181818181818188,-7.000000000000002,-2.0,-5.0,1.294333802114048,0.29444839375782816,-4.0,-3.0,-6.999999999999993,16.848484848484873,23.72727272727269,0.1818181818181819,0.03710317460317458,0.38575396825396807
400869266,2016,1,2016-09-03 22:30:00+00:00,Akron,VMI,1,,,,,,,,,,,,,,
400869285,2016,4,2016-09-24 19:30:00+00:00,Akron,App State,0,0.3333333333333333,8.0,22.666666666666657,-14.666666666666657,3.8051846032992938,0.8142857142857141,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-8.25
400869302,2016,6,2016-10-08 19:00:00+00:00,Akron,Miami (OH),1,0.6,11.0,20.400000000000002,-9.400000000000002,0.4968674698795148,2.1159420289855073,7.266666666666655,-2.2666666666666555,5.0,59.26666666666665,14.600000000000023,0.0666666666666666,0.0902777777777779,7.229166666666667
400869310,2016,7,2016-10-15 19:30:00+00:00,Akron,Western Michigan,0,-0.33333333333333337,-20.16666666666666,-7.1666666666666785,-13.0,-0.9143162393162427,-0.5633355183441591,-5.833333333333314,8.33333333333334,2.4999999999999947,-16.333333333333314,-53.33333333333337,0.0,0.026666666666666727,7.496666666666667
400869322,2016,10,2016-11-02 23:30:00+00:00,Akron,Toledo,0,-0.19444444444444442,-18.875,-8.152777777777779,-10.722222222222221,-2.8340162673655964,-0.2630124366651314,-6.513888888888893,2.722222222222225,-3.7916666666666643,14.819444444444457,-31.763888888888914,-0.1388888888888889,0.10063775510204082,8.553869047619047
400869327,2016,11,2016-11-10 01:00:00+00:00,Akron,Bowling Green,0,0.3888888888888889,18.08888888888889,8.57777777777778,9.51111111111112,1.9301609038000684,0.7489021459938687,-11.57777777777778,-5.177777777777784,-16.755555555555553,-13.566666666666663,-42.94444444444443,-0.0555555555555555,-0.01670445956160238,-2.413756613756618
400868969,2016,1,2016-09-04 00:00:00+00:00,Alabama,USC,1,,,,,,,,,,,,,,
400868980,2016,2,2016-09-10 19:30:00+00:00,Alabama,Western Kentucky,1,0.0,14.0,6.0,8.0,-3.382539682539683,2.144444444444445,0.0,-0.0,0.0,0.0,0.0,0.0,,
400869002,2016,4,2016-09-24 16:00:00+00:00,Alabama,Kent State,1,0.6666666666666667,27.33333333333333,20.66666666666667,6.666666666666661,2.806456043956044,1.7090453406242876,0.0,-0.0,0.0,0.0,0.0,0.0,,
