gameId,season,week,startDate,homeTeam,awayTeam,win_home,winPctDiff,pointDifferentialAvgDiff,pointsForAvgDiff,pointsAgainstAvgDiff,yardsPerPassAttemptDiff,yardsPerRushAttemptDiff,pointsForTrendDiff,pointsAgainstTrendDiff,pointDifferentialTrendDiff,totalYardsTrendDiff,netPassingYardsTrendDiff,winPctTrendDiff,priorSOSWinPctDiff,priorSOSPointDiffDiff
401532570,2023,1,2023-09-02 17:00:00+00:00,Air Force,Robert Morris,1,,,,,,,,,,,,,,
401532581,2023,3,2023-09-16 00:00:00+00:00,Air Force,Utah State,1,0.5,2.5,-18.5,21.0,12.587719298245617,-1.967217828900072,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-6.0
401532589,2023,5,2023-10-01 00:00:00+00:00,Air Force,San Diego State,1,0.6,28.0,13.55,14.45,11.50886524822695,1.440894993354009,2.116666666666667,2.5500000000000025,4.666666666666668,-16.550000000000015,-60.11666666666662,0.4,-0.5277777777777778,-13.25
401532598,2023,7,2023-10-14 23:00:00+00:00,Air Force,Wyoming,1,0.16666666666666663,23.4,11.433333333333334,11.966666666666669,15.346070656092284,0.6612465269007322,5.900000000000002,-7.63333333333334,-1.733333333333337,36.60000000000002,28.66666666666663,-0.1666666666666666,-0.3458333333333333,5.3075
401520361,2023,10,2023-11-04 18:30:00+00:00,Air Force,Army,0,0.75,25.625,13.5,12.125,8.297556390977443,1.1619621830378764,8.833333333333332,6.541666666666666,15.374999999999995,5.416666666666686,38.91666666666664,0.25,-0.15167233560090704,-7.317120181405896
401532624,2023,12,2023-11-18 20:30:00+00:00,Air Force,UNLV,0,0.0,0.7000000000000011,-7.899999999999999,8.600000000000001,3.591609589041097,0.42917795408344706,-14.766666666666667,-9.933333333333334,-24.699999999999996,-63.133333333333326,-26.466666666666686,-0.33333333333333326,-0.13928571428571423,-2.1554673721340394
401532399,2023,2,2023-09-09 22:00:00+00:00,Akron,Morgan State,1,-1.0,-10.0,4.0,-14.0,-0.546419098143236,0.1645962732919255,0.0,-0.0,0.0,0.0,0.0,0.0,,
401532412,2023,5,2023-09-30 16:00:00+00:00,Akron,Buffalo,0,0.25,6.25,-11.0,17.25,-0.03167498708899963,-0.30685555274475096,-5.0,1.0833333333333286,-3.916666666666668,-0.3333333333333144,-8.5,0.0833333333333333,0.05555555555555558,-0.11111111111111072
401532418,2023,6,2023-10-07 19:30:00+00:00,Akron,Northern Illinois,0,0.0,-0.6000000000000005,-2.1999999999999993,1.6000000000000014,-0.2727272727272716,0.06152347555036064,-3.7999999999999954,3.3999999999999986,-0.39999999999999947,40.19999999999999,3.333333333333343,0.0,0.06250000000000011,-1.1875000000000009
401532436,2023,10,2023-11-01 23:30:00+00:00,Akron,Kent State,1,0.0,6.5,2.875,3.625,-0.5982773851590109,0.1223451083966105,-2.541666666666668,-9.958333333333329,-12.5,-23.58333333333337,-4.375000000000028,0.0,-0.12482993197278913,-9.880952380952381
401532452,2023,13,2023-11-24 17:00:00+00:00,Akron,Ohio,0,-0.5454545454545455,-19.0,-6.272727272727273,-12.727272727272737,-1.248394245577133,-0.8538406160010013,2.272727272727274,7.393939393939405,9.666666666666668,37.51515151515156,25.545454545454533,0.2121212121212121,0.0058333333333333015,-1.6379365079365078
