gameId,season,week,startDate,homeTeam,awayTeam,win_home,winPctDiff,pointDifferentialAvgDiff,pointsForAvgDiff,pointsAgainstAvgDiff,yardsPerPassAttemptDiff,yardsPerRushAttemptDiff,pointsForTrendDiff,pointsAgainstTrendDiff,pointDifferentialTrendDiff,totalYardsTrendDiff,netPassingYardsTrendDiff,winPctTrendDiff,priorSOSWinPctDiff,priorSOSPointDiffDiff,turnoversAvgDiff,thirdDownPctDiff,sacksAvgDiff,completionPctDiff,totalYardsAvgDiff,possessionSecondsAvgDiff,penaltyYardsAvgDiff
400787111,2015,1,2015-09-05 19:30:00+00:00,Air Force,Morgan State,1,,,,,,,,,,,,,,,,,,,,,
400787117,2015,2,2015-09-13 02:15:00+00:00,Air Force,San José State,1,0.0,26.0,20.0,6.0,4.942857142857145,0.8766097634022163,0.0,-0.0,0.0,0.0,0.0,0.0,,,-0.0,0.10769230769230775,,-0.2857142857142857,-194.0,-634.0,-14.0
400787254,2015,6,2015-10-11 02:26:00+00:00,Air Force,Wyoming,1,0.5,25.25,13.600000000000001,11.649999999999999,1.8426344896933138,1.2582308440049026,-8.93333333333333,-6.316666666666663,-15.25,-32.10000000000002,-51.583333333333314,-0.1666666666666666,0.625,14.666666666666668,-0.3999999999999999,0.03418803418803418,,-0.15937657114127707,21.100000000000023,-83.5,12.950000000000003
400787266,2015,8,2015-10-24 18:00:00+00:00,Air Force,Fresno State,1,0.2142857142857143,25.380952380952383,9.0,16.380952380952394,3.545395449620802,1.676466936785436,-4.666666666666664,-10.714285714285722,-15.380952380952381,8.547619047619037,36.904761904761955,-0.2142857142857142,0.09722222222222232,-3.130555555555551,0.1428571428571428,0.06230636833046471,,-0.02751895991332609,114.45238095238096,246.47619047619037,-12.285714285714278
400760497,2015,10,2015-11-07 20:30:00+00:00,Air Force,Army,1,0.375,19.25,11.625,7.625,-0.05508870214752548,0.2831917705666518,11.041666666666671,4.708333333333332,15.749999999999995,103.79166666666669,27.541666666666664,-0.0416666666666667,-0.0945011337868481,-4.349263038548753,0.375,0.02380952380952378,,0.065546218487395,103.875,126.375,-1.875
400787280,2015,11,2015-11-14 19:00:00+00:00,Air Force,Utah State,1,0.11111111111111105,8.666666666666666,4.111111111111111,4.555555555555554,2.7047301798800785,0.9221593499979273,7.555555555555561,17.111111111111114,24.666666666666668,49.22222222222223,4.888888888888886,0.5555555555555556,-0.01383928571428572,-4.594345238095238,0.22222222222222232,0.1280890628823097,,-0.08336664445924935,79.11111111111109,251.55555555555543,22.333333333333343
400756915,2015,2,2015-09-12 22:00:00+00:00,Akron,Pittsburgh,0,-1.0,-46.0,-42.0,-4.0,-4.004273504273504,-4.421775898520085,0.0,-0.0,0.0,0.0,0.0,0.0,,,2.0,-0.1466165413533835,,-0.38034188034188043,-232.0,184.0,-39.0
400787310,2015,3,2015-09-19 16:00:00+00:00,Akron,Savannah State,1,0.0,24.5,-8.0,32.5,-1.2019927536231885,0.9531812725090036,0.0,-0.0,0.0,0.0,0.0,0.0,,,1.0,0.03333333333333341,,-0.1639492753623188,-17.5,-545.0,4.5
400787316,2015,5,2015-10-03 18:00:00+00:00,Akron,Ohio,0,-0.25,-9.25,-7.0,-2.25,-2.713419913419914,-0.001241837920122002,11.66666666666666,3.583333333333334,15.25,65.91666666666663,44.33333333333337,0.2499999999999999,-0.33333333333333326,-16.333333333333336,-0.25,-0.08577283372365341,,-0.2571428571428571,-65.25,-4.0,12.0
400787341,2015,9,2015-10-31 18:00:00+00:00,Akron,Central Michigan,0,-0.07142857142857151,-6.535714285714286,-4.160714285714285,-2.375,-1.7013122923588044,1.1813372501104844,-10.50595238095237,-3.625,-14.130952380952383,-49.779761904761926,-9.000000000000057,-0.2619047619047617,-0.05317460317460321,-10.556349206349207,-0.0535714285714286,-0.05342384887839441,,-0.23935215946843852,-51.553571428571445,-100.57142857142799,-15.30357142857143
400787360,2015,12,2015-11-21 20:30:00+00:00,Akron,Buffalo,1,0.0,-2.6,-4.699999999999999,2.1000000000000014,-0.0916034137683619,0.17796610169491522,-0.9666666666666686,6.899999999999999,5.933333333333334,-22.13333333333333,-10.300000000000068,0.0,0.09933862433862439,0.4985008818342145,-0.10000000000000009,0.018777400943006006,,-0.15282655488841052,-28.19999999999999,1.800000000000182,-1.4000000000000057
400787366,2015,13,2015-11-27 17:00:00+00:00,Akron,Kent State,1,0.2727272727272727,13.272727272727273,10.090909090909092,3.181818181818187,2.007461010361429,0.37645045407822675,11.575757575757574,0.1515151515151456,11.727272727272728,83.03030303030306,36.878787878787875,0.7272727272727273,-0.09877865961199295,-5.36973544973545,0.18181818181818188,0.10543024227234749,,-0.015625152589380797,79.63636363636363,181.72727272727298,5.636363636363626
400603827,2015,1,2015-09-06 00:00:00+00:00,Alabama,Wisconsin,1,,,,,,,,,,,,,,,,,,,,,
400603860,2015,2,2015-09-12 20:00:00+00:00,Alabama,Middle Tennessee,1,0.0,-38.0,-35.0,-3.0,-1.8965517241379306,2.5292066259808195,0.0,-0.0,0.0,0.0,0.0,0.0,,,2.0,-0.3863636363636364,,-0.02925809822361547,-103.0,-258.0,-105.0
400603850,2015,3,2015-09-20 01:15:00+00:00,Alabama,Ole Miss,0,0.0,-40.0,-38.5,-1.5,-3.0153846153846153,-1.762416604892513,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,-0.23188405797101447,,-0.02564102564102566,-117.5,446.0,-36.0
400603841,2015,4,2015-09-26 20:00:00+00:00,Alabama,UL Monroe,1,0.16666666666666663,8.0,5.833333333333336,2.1666666666666714,-2.3150279138657854,1.844014830508475,0.0,-0.0,0.0,0.0,0.0,0.0,,,-1.833333333333333,-0.03484848484848485,,-0.15050700694998287,90.33333333333337,259.5,28.66666666666667
400603899,2015,6,2015-10-10 23:00:00+00:00,Alabama,Arkansas,1,0.4,16.8,10.400000000000002,6.399999999999999,-2.694847052388951,-0.10499999999999954,2.9333333333333336,3.6000000000000014,6.533333333333335,-31.133333333333326,29.333333333333314,-0.0666666666666667,0.04166666666666663,14.98611111111111,-1.0,-0.14782608695652177,,-0.04141110286361682,-32.19999999999999,-213.0,0.3999999999999986
400603886,2015,8,2015-10-24 19:30:00+00:00,Alabama,Tennessee,1,0.3571428571428571,7.357142857142858,-1.5952380952380878,8.952380952380953,-0.2142807189313931,0.18696528024647474,8.595238095238095,3.0476190476190492,11.642857142857144,-39.47619047619054,-58.4285714285715,0.30952380952380953,0.05416666666666681,9.204166666666666,-1.0238095238095233,-0.1018387553041018,,0.05571485185444214,-4.5238095238094616,134.02380952380963,-24.761904761904766
400603905,2015,10,2015-11-08 01:00:00+00:00,Alabama,LSU,1,-0.125,0.8392857142857153,-5.357142857142847,6.196428571428573,-1.439658210007046,-2.1299330099330103,-8.30952380952381,0.803571428571427,-7.505952380952383,-85.20833333333331,-99.51785714285714,0.125,-0.015306122448979553,16.438095238095237,-1.4642857142857144,-0.1111111111111111,,0.07390768146582094,-44.125,63.07142857142799,2.5535714285714306
400603921,2015,12,2015-11-21 21:00:00+00:00,Alabama,Charleston Southern,1,0.9,45.6,16.9,28.7,3.048493838429941,0.3846092503987233,-6.233333333333331,3.3000000000000007,-2.933333333333336,-26.466666666666697,-27.83333333333337,0.0999999999999999,0.7975308641975309,52.70335097001764,-0.6000000000000001,-0.0313020313020313,,0.30100410771337294,44.80000000000001,-401.0999999999999,23.5
400852681,2015,14,2015-12-05 21:00:00+00:00,Alabama,Florida,1,0.08333333333333326,10.416666666666668,9.25,1.166666666666666,-0.15097542906531736,1.3600475071648037,14.083333333333323,8.833333333333329,22.91666666666666,40.25000000000006,6.083333333333343,0.25,-0.01674865538501913,7.732159254886529,-0.16666666666666652,-0.01648351648351648,,0.0749475243857266,69.41666666666663,5.75,-7.5
400787412,2015,1,2015-09-05 19:30:00+00:00,App State,Howard,1,,,,,,,,,,,,,,,,,,,,,
400787253,2015,5,2015-10-03 19:30:00+00:00,App State,Wyoming,1,0.6666666666666666,36.58333333333333,15.0,21.583333333333336,0.5198323451236968,1.52376619437584,-2.666666666666668,3.75,1.083333333333334,-24.083333333333314,17.416666666666686,0.0,0.5555555555555556,17.944444444444443,-0.75,0.022052927024859725,,-0.02913514618687385,89.41666666666669,241.66666666666674,-2.4166666666666714
400787455,2015,8,2015-10-22 23:30:00+00:00,App State,Georgia Southern,1,0.0,12.166666666666663,-1.1666666666666785,13.333333333333334,3.8944629014396446,-1.0718085106382977,-6.8333333333333215,2.333333333333334,-4.499999999999995,-90.66666666666669,-8.166666666666629,0.0,0.2566666666666667,16.423333333333332,0.16666666666666674,-0.027884615384615397,,0.16710963455149502,25.0,-110.33333333333326,-7.333333333333343
400787460,2015,9,2015-10-31 19:30:00+00:00,App State,Troy,1,0.5714285714285714,28.428571428571427,13.571428571428573,14.857142857142858,3.485041519736093,2.032727272727273,0.42857142857143415,-1.1904761904761898,-0.7619047619047592,4.85714285714289,33.95238095238096,0.0952380952380953,0.1316666666666667,8.749444444444444,0.4285714285714284,0.09387755102040823,,0.008332385394153152,151.14285714285717,276.714285714286,-11.0
400787464,2015,10,2015-11-06 00:30:00+00:00,App State,Arkansas State,0,0.25,19.0,3.0,16.0,2.5298701298701296,0.8553539518900344,-3.0,-8.0,-11.0,6.25,45.49999999999997,-0.25,-0.049659863945578364,11.593537414965986,1.25,0.02410231185440237,,0.018181818181818188,66.75,95.125,18.125
400787478,2015,13,2015-11-28 19:00:00+00:00,App State,Louisiana,1,0.4,21.9,9.099999999999998,12.8,2.578037073816615,0.5709873417721525,2.9000000000000092,-16.466666666666665,-13.566666666666665,27.033333333333303,-21.599999999999998,-0.0666666666666667,0.12423941798941796,8.586127645502645,0.30000000000000004,0.0362433862433863,,0.029791459781529306,77.30000000000001,114.69999999999982,11.0
400756882,2015,1,2015-09-04 02:00:00+00:00,Arizona,UTSA,1,,,,,,,,,,,,,,,,,,,,,
400757024,2015,3,2015-09-20 03:00:00+00:00,Arizona,Northern Arizona,1,,,,,,,,,,,,,,,,,,,,,
400757036,2015,4,2015-09-27 00:00:00+00:00,Arizona,UCLA,0,0.0,14.999999999999996,22.666666666666668,-7.666666666666668,0.9756756756756753,1.544922144136696,0.0,-0.0,0.0,0.0,0.0,0.0,0.5,14.0,1.3333333333333335,0.02642276422764228,,0.09606879606879615,107.33333333333331,20.0,25.33333333333333
400757046,2015,6,2015-10-10 20:00:00+00:00,Arizona,Oregon State,1,0.09999999999999998,10.05,19.0,-8.950000000000003,0.6990859024584122,2.178606237816764,0.3333333333333357,0.28333333333333144,0.6166666666666663,34.849999999999966,-34.7166666666667,-0.1,0.5277777777777779,12.222222222222221,0.25,0.12168915542228886,,0.060523476977232704,169.14999999999998,-116.84999999999991,7.049999999999997
400757057,2015,8,2015-10-24 20:00:00+00:00,Arizona,Washington State,0,0.04761904761904767,5.309523809523809,6.714285714285722,-1.404761904761905,-0.08562465630155458,2.9038131679641115,-15.38095238095238,4.738095238095241,-10.642857142857142,-53.76190476190487,-15.166666666666625,-0.0476190476190476,0.15000000000000002,-1.7100000000000009,1.0,0.05555555555555558,,-0.12464380342948556,57.09523809523813,-156.23809523809564,-6.095238095238095
400757074,2015,11,2015-11-15 03:00:00+00:00,Arizona,Utah,1,-0.38888888888888884,-10.12222222222222,2.9222222222222243,-13.04444444444444,-0.21930835424497275,1.3691663494480393,-6.255555555555555,-5.288888888888893,-11.544444444444448,-67.64444444444445,30.855555555555586,-0.2777777777777778,0.043898809523809534,3.2842261904761916,0.25555555555555554,0.038277511961722466,,-0.07493726508061294,118.97777777777776,-288.6777777777777,-6.511111111111113
400756893,2015,2,2015-09-13 03:00:00+00:00,Arizona State,Cal Poly,1,,,,,,,,,,,,,,,,,,,,,
400787241,2015,3,2015-09-19 02:00:00+00:00,Arizona State,New Mexico,1,0.0,-27.0,-17.5,-9.5,-2.1078947368421046,-1.7333803147756637,0.0,-0.0,0.0,0.0,0.0,0.0,,,-1.0,0.0036363636363636043,,0.05657894736842106,-39.5,82.5,59.5
400757037,2015,4,2015-09-27 02:30:00+00:00,Arizona State,USC,0,0.0,-24.0,-19.666666666666668,-4.333333333333332,-3.3153421536843943,-2.3640241734802707,0.0,-0.0,0.0,0.0,0.0,0.0,0.25,28.5,-1.6666666666666667,0.06730769230769229,,-0.15280820117409977,-133.99999999999994,244.0,21.33333333333332
400757047,2015,6,2015-10-11 02:00:00+00:00,Arizona State,Colorado,1,0.0,-11.2,-5.799999999999997,-5.400000000000002,0.29262777023971065,-0.5196333431220364,1.466666666666665,2.06666666666667,3.5333333333333323,32.333333333333314,-13.466666666666697,0.0,0.3888888888888889,31.22222222222223,-0.6000000000000001,-0.051587301587301626,,0.015196743554952485,-6.0,335.0,4.400000000000006
400757061,2015,9,2015-10-30 02:30:00+00:00,Arizona State,Oregon,0,0.0,-1.4285714285714288,-10.142857142857142,8.714285714285715,-1.1191839790379934,-1.760601215222258,9.809523809523807,-5.714285714285715,4.095238095238096,-3.0952380952380736,23.142857142857164,0.0,0.02833333333333332,10.762222222222224,-0.42857142857142816,0.021008403361344574,,-0.021186599288789076,-96.57142857142861,169.0000000000009,29.285714285714285
