season_phase,games,pct_test_games,model_5_log_loss,experiment_1_log_loss,delta_log_loss,model_5_brier,experiment_1_brier,delta_brier,model_5_roc_auc,experiment_1_roc_auc,delta_roc_auc,model_5_ece,experiment_1_ece,delta_ece,model_5_mce,experiment_1_mce,delta_mce
Overall,888,1.0,0.5043351285230794,0.5109846873483705,0.006649558825291169,0.16689660510718513,0.16913062609132898,0.002234020984143853,0.8124407878334581,0.8051580376187706,-0.0072827502146874945,0.04165100956999429,0.04364544146959874,0.0019944318996044513,0.24432435622472126,0.10766697284549193,-0.13665738337922934
