season_phase,games,pct_test_games,model_5_log_loss,experiment_1_log_loss,delta_log_loss,model_5_brier,experiment_1_brier,delta_brier,model_5_roc_auc,experiment_1_roc_auc,delta_roc_auc,model_5_ece,experiment_1_ece,delta_ece,model_5_mce,experiment_1_mce,delta_mce
0 games,90,0.10135135135135136,0.46193895771783294,0.4789951299584738,0.017056172240640877,0.15009900889235275,0.15595954706141962,0.00586053816906687,0.7132601351351352,0.6528716216216216,-0.0603885135135136,0.11211797436222071,0.1256269420094153,0.013508967647194586,0.7130134599525781,0.7350430236693755,0.022029563716797318
1-2 games,169,0.19031531531531531,0.42431157106254164,0.4457054272181853,0.021393856155643654,0.13392814330342315,0.14330089211826552,0.009372748814842374,0.8599605522682446,0.8382642998027614,-0.021696252465483234,0.12321330600127747,0.11750591437742422,-0.005707391623853253,0.1827148775069733,0.21959877506754177,0.03688389756056848
3-5 games,206,0.23198198198198197,0.5535409715499975,0.55916690292269,0.005625931372692516,0.18645029222026002,0.1883736565088963,0.0019233642886362645,0.7769431089743589,0.7716346153846154,-0.0053084935897435015,0.051823495846907285,0.07878441332941297,0.026960917482505682,0.9164717886139955,0.9026114657999705,-0.013860322814024939
6+ games,423,0.47635135135135137,0.5213640479551312,0.5204071902296524,-0.0009568577254788213,0.17411975914708416,0.17288135395922663,-0.001238405187857533,0.8108841366102777,0.8159910628790297,0.005106926268751977,0.05816923943409683,0.050538021502076966,-0.007631217932019867,0.09610151755830637,0.149719161144016,0.05361764358570964
