,matchup_completionsAvgBefore,matchup_passAttemptsAvgBefore,matchup_netPassingYardsAvgBefore,matchup_passingTDsAvgBefore,matchup_yardsPerPassAttemptBefore,matchup_rushingAttemptsAvgBefore,matchup_rushingYardsAvgBefore,matchup_rushingTDsAvgBefore,matchup_yardsPerRushAttemptBefore,matchup_totalYardsAvgBefore,matchup_pointsForAvgBefore,matchup_pointsAgainstAvgBefore,matchup_pointDifferentialAvgBefore,matchup_winPctBefore,matchup_turnoversAvgBefore,matchup_interceptionsAvgBefore,matchup_fumblesLostAvgBefore,matchup_firstDownsAvgBefore,matchup_possessionSecondsAvgBefore,matchup_thirdDownAttemptsAvgBefore,matchup_thirdDownConversionsAvgBefore,matchup_thirdDownPctBefore,matchup_fourthDownAttemptsAvgBefore,matchup_fourthDownConversionsAvgBefore,matchup_fourthDownPctBefore,matchup_penaltiesAvgBefore,matchup_penaltyYardsAvgBefore,matchup_sacksAvgBefore,matchup_tacklesForLossAvgBefore,matchup_qbHurriesAvgBefore,matchup_passesDeflectedAvgBefore,matchup_pointsForAvgLast3,matchup_pointsForAvgLast5,matchup_pointsAgainstAvgLast3,matchup_pointsAgainstAvgLast5,matchup_pointDifferentialAvgLast3,matchup_pointDifferentialAvgLast5,matchup_netPassingYardsAvgLast3,matchup_netPassingYardsAvgLast5,matchup_rushingYardsAvgLast3,matchup_rushingYardsAvgLast5,matchup_totalYardsAvgLast3,matchup_totalYardsAvgLast5,matchup_turnoversAvgLast3,matchup_turnoversAvgLast5,matchup_sacksAvgLast3,matchup_sacksAvgLast5,matchup_tacklesForLossAvgLast3,matchup_tacklesForLossAvgLast5,matchup_qbHurriesAvgLast3,matchup_qbHurriesAvgLast5,matchup_passesDeflectedAvgLast3,matchup_passesDeflectedAvgLast5,matchup_offensePPA,matchup_offenseSuccessRate,matchup_offenseExplosiveness,matchup_defensePPA,matchup_defenseSuccessRate,matchup_defenseExplosiveness,matchup_elo
matchup_pointsForAvgBefore,0.22559019356200394,0.03897052144178125,0.48617728726941534,0.6496433621896116,0.6387793224095132,0.253059171892848,0.5351320103982805,0.6834365854749438,0.5883060037693646,0.8360352838655494,1.0,-0.2930552521937515,0.8187552333762053,0.6559454646182433,-0.28571076081565705,-0.284356906415579,-0.12011224043361104,0.7208568795339814,0.12932727476098355,-0.2886699506859112,0.3219179821646366,0.5813579038298264,-0.1233946375670816,0.06887881700154327,0.27163427055285216,0.03377893093315831,0.08935694211388354,0.24280347842904104,0.2213285742005252,0.14852806811306968,0.1439643106226854,0.889210719130286,0.9588357698334575,-0.24666556429170255,-0.27060797076238974,0.7244778785953726,0.7809819690516673,0.4422219415935447,0.47333300532622935,0.4779382711314878,0.5124596864717162,0.7480403924701705,0.8068935118682511,-0.22932123576905517,-0.2645531310826153,0.20834648090146649,0.23460728205712242,0.19180215196107298,0.21666142340480685,0.1331548620831242,0.14579361298284815,0.13917240162948705,0.14495618907793675,0.8296846891096903,0.7633143408966956,0.25490272850453627,-0.2929087126379024,-0.3238526862981165,0.11422298752116569,0.5122738535248056
matchup_pointsAgainstAvgBefore,0.10086853323132841,0.23345484526052007,0.03226209786314292,-0.056156606618691055,-0.25163709680826246,-0.20566834181429014,-0.2651805150069949,-0.2676927607358162,-0.2325817652965439,-0.17542296082150158,-0.2930552521937515,1.0,-0.7888751859411075,-0.6616140586121539,0.2810846327051609,0.29752733579372814,0.098177378311831,-0.1524032630369953,-0.2666386421699263,0.2031687817408151,-0.12317723202518094,-0.2794741195646061,0.20497455015503657,0.08475178028024419,-0.10740236686449313,0.06603658687940064,0.046941598837308036,-0.271847226035636,-0.23235222428690702,-0.16734116916928668,-0.17607918359430808,-0.2650987420549851,-0.2834739856084313,0.8795508938082502,0.9568236726963625,-0.7133690925149035,-0.7631779480575456,0.03302407882744682,0.034792920078318815,-0.24312929360903476,-0.25932881437380206,-0.160388774205579,-0.17035747468837034,0.24881763694241935,0.2728822355000361,-0.25453450950253514,-0.2745806505628452,-0.22294691428208735,-0.23898427038909878,-0.1577354088518866,-0.16825506921105995,-0.16030473084896268,-0.17646291288665242,-0.2924947975445311,-0.3312411674180883,0.09957502344783122,0.8232749577745346,0.7283801255292423,0.22971909440162488,-0.5384300367138298
matchup_pointDifferentialAvgBefore,0.08443505561690956,-0.1151388975090073,0.2931297368117859,0.45129501920576154,0.5617012161403281,0.2861661474625793,0.5032073092577422,0.6000523246882496,0.5178158180572994,0.6427278290771345,0.8187552333762053,-0.7888751859411075,1.0,0.8189311113398021,-0.35244464677355053,-0.3614466164567846,-0.1361648368681891,0.554874796073854,0.24324368604089922,-0.3075510748256026,0.28089807932442856,0.5415137918246289,-0.20240410029095074,-0.006618464411164827,0.2390985925207852,-0.017948237807875935,0.029247880612575244,0.31932388861768196,0.28179419212567325,0.19596001035727328,0.19827906892332603,0.7307460599949186,0.7865443244684038,-0.68672621622131,-0.7485121413243748,0.8940525213861834,0.9602874459109616,0.2644183096153267,0.28335229479952206,0.4532040679825412,0.48512211694686025,0.5771355657638148,0.6209556164666775,-0.29682037602996636,-0.33391944244820065,0.28677101447873893,0.3156900925919536,0.25716934402043695,0.28277855309519917,0.18029955188144425,0.1947447125758212,0.18571291190613945,0.19913828244091006,0.7089477114542161,0.6895527619197477,0.10404631575306804,-0.6826545342536356,-0.6455586559829258,-0.06453147098835728,0.6525848075755496
matchup_winPctBefore,0.048864065499235845,-0.13694378291461828,0.22120741853502224,0.34484082188041,0.4779892942327893,0.27285316505982027,0.41483209187582865,0.4772505559021303,0.4111545137893889,0.5119750017572049,0.6559454646182433,-0.6616140586121539,0.8189311113398021,1.0,-0.34350221304873274,-0.35177487631775756,-0.13327331733433678,0.43175900520923494,0.24584433383594395,-0.2255392566423349,0.26738977910163253,0.46722644800544727,-0.25024691639400926,-0.043501869169365964,0.23960096024907906,-0.012738235952129768,0.030139093152699258,0.3395966762664336,0.22841658095324685,0.21171609524136734,0.2078577242246745,0.593379818270744,0.6350464187416278,-0.5830935272711968,-0.6334857152840712,0.7416980645324066,0.7930242655129549,0.20091347449730987,0.21533927653642196,0.38072607933635816,0.4039544320721642,0.46672278575452564,0.4991889770110644,-0.29439603373362744,-0.329168362078504,0.3035859880945349,0.3333598598109854,0.20803198312412377,0.22678458228407591,0.18862683021300972,0.2050627029794342,0.1901865405465552,0.20428670612212613,0.5722606462962831,0.5555502859331871,0.052830558302279236,-0.5504921620430759,-0.5183373569342252,-0.035408675104308014,0.5823544883888396
matchup_turnoversAvgBefore,0.0819635368580335,0.1934563676254919,0.010145360788381592,-0.08470885075829196,-0.2099497494340678,-0.09486092309464497,-0.18195463383507132,-0.2796979221095554,-0.19460115363520536,-0.13085942160797853,-0.28571076081565705,0.2810846327051609,-0.35244464677355053,-0.34350221304873274,1.0,0.7609983324609947,0.6838594376595775,-0.0830626762680234,-0.08881597637259081,0.16798843726675844,-0.020467285639885126,-0.13625248945443172,0.10539896497642674,0.026224869045754787,-0.08732724584017268,0.05073378826473467,0.03381394872835233,-0.09133281866479351,-0.05740774709656127,0.012029845563339137,0.019531038571199758,-0.26112036473075684,-0.27920245396349774,0.24991196543057395,0.2679634725361011,-0.3222654025442884,-0.34226016772270895,-0.007277826118835587,0.00010089632120786519,-0.16169617293308722,-0.17568915667288446,-0.13163126915438572,-0.13578664975610408,0.8338345219657288,0.9398489336854423,-0.07379913856767754,-0.08579980521375698,-0.0402435716683238,-0.054912116123739405,0.0010516973268679573,0.0044612937579635486,0.002680920202451558,0.00992841449263801,-0.3613605960978423,-0.2254028350204645,-0.09463322134177564,0.05523862806714257,0.053434767590724165,-0.02956707690677944,-0.2677949039893587
matchup_interceptionsAvgBefore,0.15646512102098364,0.2841932302963035,0.04804580342145127,-0.06544407752208722,-0.27606374241825327,-0.21868531801507737,-0.25328179472199197,-0.3012294676278425,-0.20469641926249416,-0.1524431456447827,-0.284356906415579,0.29752733579372814,-0.3614466164567846,-0.35177487631775756,0.7609983324609947,1.0,0.04707615340507729,-0.09276897979981467,-0.1322957462026184,0.16748898306148227,-0.04676050463998758,-0.16401543995431947,0.08465017386668948,0.00889322161176913,-0.09679322601621843,0.058736078558022486,0.04573614710057061,-0.08175851298555195,-0.08494138463266356,0.002834317597514764,-0.04009828477741361,-0.2582804815356059,-0.2785930803757909,0.2675872433462712,0.28589639029568814,-0.33134498070166835,-0.35274960594412963,0.027952278694428376,0.03584184883816782,-0.22454825587183144,-0.24402314690056884,-0.150292534812489,-0.15757074691055273,0.6444364218402636,0.7211659269173059,-0.06898394013681819,-0.07766750197266994,-0.0687179358871917,-0.07945631206163252,-0.005497464062478594,-0.0037568884120616386,-0.04320253823744798,-0.041838351299685904,-0.3647086763358593,-0.2581135037010367,-0.03812020997580228,0.11220033955128571,0.12726751403979988,-0.03495970754321804,-0.26833299677732864
matchup_fumblesLostAvgBefore,-0.04976686483246329,-0.02174848666785022,-0.03841328760922678,-0.05682591996318064,-0.012789239110383425,0.09988391155110253,0.004693593208349197,-0.09187868789755464,-0.06941935313541978,-0.0300417774264053,-0.12011224043361104,0.098177378311831,-0.1361648368681891,-0.13327331733433678,0.6838594376595775,0.04707615340507729,1.0,-0.023560645066814025,0.01203429220370371,0.07028847674296916,0.021075043008474504,-0.025330873731267255,0.0670827265166224,0.030376971234063594,-0.025601012135573944,0.012058329524388262,0.0006269498155749153,-0.04867704634277476,0.007137230252147263,0.015334862628092425,0.07516818111592621,-0.11157677822239254,-0.11657357278994607,0.08385237291202444,0.09105523981677136,-0.1235510905078607,-0.1302647116993822,-0.042641944427118404,-0.04015378561417793,0.0035708476120255967,0.003927961670198561,-0.03364885761227478,-0.03186156905777955,0.5591032200408731,0.6360414466903214,-0.03604708451733136,-0.044758732696085796,0.015319522977936156,0.004811046756371016,0.007801968302855463,0.01109423129549999,0.052715087484419755,0.062339892909378115,-0.1462241537453051,-0.05677001088877171,-0.10283603379274392,-0.041133519941629434,-0.06085606801323968,-0.006207611215474953,-0.11054816860154767
matchup_firstDownsAvgBefore,0.49300472200616563,0.3599741716588107,0.6267859538775243,0.5575038371750357,0.45219050992196524,0.2830948201153692,0.4299832081745146,0.45094987916601476,0.4197705532836766,0.8783571056998427,0.7208568795339814,-0.1524032630369953,0.554874796073854,0.43175900520923494,-0.0830626762680234,-0.09276897979981467,-0.023560645066814025,1.0,0.31359836895355403,0.024401065333643977,0.5261533814706033,0.6123515646389779,0.06314142855461316,0.18020051426615216,0.21221592608581033,0.08505640352221136,0.13091437570981343,0.11738084770024311,0.09371183930036621,0.12052123292760974,0.1229010114495483,0.6390610862329943,0.6892529346626379,-0.12362731951021294,-0.13554226394979935,0.4875652313907305,0.5256200209157879,0.5631324236648596,0.6044981318437518,0.3898690402312604,0.41038179163217514,0.7829507816684275,0.8418763304468599,-0.06356568338460297,-0.0734518708811518,0.11083133458896449,0.11805760989680361,0.08441172299443829,0.09613477472746297,0.10194969056194504,0.1122725476443033,0.1107203391338087,0.1163289910830746,0.6514622022184889,0.7497372303504879,0.01895951277826736,-0.12050149948395157,-0.2044636357929861,0.16209353513660105,0.3494689777678147
matchup_possessionSecondsAvgBefore,-0.02413337377833385,-0.12778750234083924,-0.0425814140264856,-0.04726648768277569,0.12344508554151322,0.4717761564813206,0.2701258580480258,0.1911160347872738,0.043413539560723226,0.17012094175926534,0.12932727476098355,-0.2666386421699263,0.24324368604089922,0.24584433383594395,-0.08881597637259081,-0.1322957462026184,0.01203429220370371,0.31359836895355403,1.0,0.22047986656296753,0.35723993440305163,0.27967827864534783,0.09655083159811188,0.18119838234328794,0.16397748961438047,-0.037044214370359936,-0.02045165684465563,0.0736216629921474,-0.09286275487383723,0.00953958188724729,0.010556032822173045,0.11931194846372652,0.1282277178651279,-0.24227732186891687,-0.2572176721311936,0.22629147845132672,0.23861310514715164,-0.03958193497023625,-0.041693743051405156,0.2441870485883563,0.26104886981014186,0.15559668114862438,0.16561448102484494,-0.08322308578210345,-0.08741267757764797,0.07636913720983023,0.07890363444550792,-0.06647204765992913,-0.07871094447916561,0.01601924842205475,0.010181429669839806,0.02039848765786886,0.012605111678081765,0.1115464905392842,0.22808502656515753,-0.21326066403422334,-0.17378382599351339,-0.28785800469769596,0.17880192926939126,0.15964839377506035
matchup_thirdDownAttemptsAvgBefore,0.22073957742853723,0.3766105467479906,0.013883016820961248,-0.1594757761046209,-0.42785540689002777,0.17688016621344885,-0.1902554086791581,-0.288681636258833,-0.38887421996463073,-0.13390441247119167,-0.2886699506859112,0.2031687817408151,-0.3075510748256026,-0.2255392566423349,0.16798843726675844,0.16748898306148227,0.07028847674296916,0.024401065333643977,0.22047986656296753,1.0,0.5485680111767522,-0.019060418424116023,0.30766646946625137,0.2366472149387027,-0.017391024307817287,0.07120759349905377,0.05393766469667922,-0.0227337882974337,0.021188534317775256,0.008620994352435157,0.02175986031960568,-0.2729606218558816,-0.28868092145901997,0.17616635696196306,0.19213613000458216,-0.2843777404238426,-0.3023058378247134,0.011811393333434478,0.010584543916857278,-0.18788671937843704,-0.19401921802581878,-0.13561462363963983,-0.14078388254489108,0.1356696126435777,0.1544405629777049,-0.01816789281014836,-0.025829473012395188,0.012902920347498516,0.012402310432092625,-0.0008247075646591977,0.0021150718574843024,0.005362054912658105,0.009612250905908197,-0.4357487541442991,-0.40747648438214185,-0.13911049776530215,0.059995144866189815,-0.008877301728436503,0.110771487792658,-0.2337648333195523
matchup_thirdDownConversionsAvgBefore,0.28593253137091906,0.23453148176043162,0.2762800908423978,0.20504472174113184,0.1296808913848136,0.32711095650745176,0.23175051061287977,0.22798796308985084,0.10366601120226512,0.41962528727322856,0.3219179821646366,-0.12317723202518094,0.28089807932442856,0.26738977910163253,-0.020467285639885126,-0.04676050463998758,0.021075043008474504,0.5261533814706033,0.35723993440305163,0.5485680111767522,1.0,0.8133325106221396,-0.022820503945393217,0.050095092230698794,0.10942669379540862,-0.026362295966719188,0.005733521868482997,0.06564974004722204,0.02949936952304892,0.056946069310802656,0.029836097023051237,0.27763169700249624,0.30429792995158755,-0.09702679509596748,-0.10801144656045528,0.23854770696987188,0.26131409517712983,0.2498835074145143,0.26972336914010075,0.19920526885221534,0.21445998765600346,0.367771037133934,0.3999282661069087,-0.022363002231421663,-0.021857952501320246,0.06061915741840311,0.0635525570478482,0.02056129153732857,0.02536989394354522,0.045906771780620706,0.05285930288012352,0.027257833812921756,0.028398321698100495,0.28287694594955365,0.3248225592972933,-0.024939796950016257,-0.09295833828944505,-0.14259199540283865,0.10516706467223529,0.16452329147516626
