gameId,season,seasonType,week,team,opponent,offense,defense
400603827,2015,regular,1,Alabama,Wisconsin,"{'plays': 66, 'drives': 12, 'ppa': 0.46420939429673325, 'totalPPA': 30.637820023584396, 'successRate': 0.4696969696969697, 'explosiveness': 1.5185279958139177, 'powerSuccess': 1, 'stuffRate': 0.14705882352941177, 'lineYards': 3.3823529411764706, 'lineYardsTotal': 115, 'secondLevelYards': 1.5, 'secondLevelYardsTotal': 51, 'openFieldYards': 3.3529411764705883, 'openFieldYardsTotal': 114, 'standardDowns': {'ppa': 0.3626519882271365, 'successRate': 0.5681818181818182, 'explosiveness': 1.101110408339989}, 'passingDowns': {'ppa': 0.6673242064359267, 'successRate': 0.2727272727272727, 'explosiveness': 3.2577679436219547}, 'rushingPlays': {'ppa': 0.5083442514113534, 'totalPPA': 17.283704547986016, 'successRate': 0.5, 'explosiveness': 1.5615029346906553}, 'passingPlays': {'ppa': 0.4173161086124493, 'totalPPA': 13.354115475598377, 'successRate': 0.4375, 'explosiveness': 1.4663441414635936}}","{'plays': 61, 'drives': 12, 'ppa': 0.0421392473498749, 'totalPPA': 2.5704940883423686, 'successRate': 0.3442622950819672, 'explosiveness': 1.1868699151484916, 'powerSuccess': 0.5, 'stuffRate': 0.16666666666666666, 'lineYards': 1.8555555555555556, 'lineYardsTotal': 33, 'secondLevelYards': 0.2777777777777778, 'secondLevelYardsTotal': 5, 'openFieldYards': 0.8333333333333334, 'openFieldYardsTotal': 15, 'standardDowns': {'ppa': -0.03961874862798076, 'successRate': 0.35714285714285715, 'explosiveness': 1.0894458580082096}, 'passingDowns': {'ppa': 0.22286744898513475, 'successRate': 0.3157894736842105, 'explosiveness': 1.4304300579991964}, 'rushingPlays': {'ppa': -0.354742517749069, 'totalPPA': -6.385365319483242, 'successRate': 0.16666666666666666, 'explosiveness': 1.0695888259800217}, 'passingPlays': {'ppa': 0.19523735737388584, 'totalPPA': 8.199969009703207, 'successRate': 0.40476190476190477, 'explosiveness': 1.2329183142385796}}"
400603827,2015,regular,1,Wisconsin,Alabama,"{'plays': 61, 'drives': 12, 'ppa': 0.0421392473498749, 'totalPPA': 2.5704940883423686, 'successRate': 0.3442622950819672, 'explosiveness': 1.1868699151484916, 'powerSuccess': 0.5, 'stuffRate': 0.16666666666666666, 'lineYards': 1.8555555555555556, 'lineYardsTotal': 33, 'secondLevelYards': 0.2777777777777778, 'secondLevelYardsTotal': 5, 'openFieldYards': 0.8333333333333334, 'openFieldYardsTotal': 15, 'standardDowns': {'ppa': -0.03961874862798076, 'successRate': 0.35714285714285715, 'explosiveness': 1.0894458580082096}, 'passingDowns': {'ppa': 0.22286744898513475, 'successRate': 0.3157894736842105, 'explosiveness': 1.4304300579991964}, 'rushingPlays': {'ppa': -0.354742517749069, 'totalPPA': -6.385365319483242, 'successRate': 0.16666666666666666, 'explosiveness': 1.0695888259800217}, 'passingPlays': {'ppa': 0.19523735737388584, 'totalPPA': 8.199969009703207, 'successRate': 0.40476190476190477, 'explosiveness': 1.2329183142385796}}","{'plays': 66, 'drives': 12, 'ppa': 0.46420939429673325, 'totalPPA': 30.637820023584396, 'successRate': 0.4696969696969697, 'explosiveness': 1.5185279958139177, 'powerSuccess': 1, 'stuffRate': 0.14705882352941177, 'lineYards': 3.3823529411764706, 'lineYardsTotal': 115, 'secondLevelYards': 1.5, 'secondLevelYardsTotal': 51, 'openFieldYards': 3.3529411764705883, 'openFieldYardsTotal': 114, 'standardDowns': {'ppa': 0.3626519882271365, 'successRate': 0.5681818181818182, 'explosiveness': 1.101110408339989}, 'passingDowns': {'ppa': 0.6673242064359267, 'successRate': 0.2727272727272727, 'explosiveness': 3.2577679436219547}, 'rushingPlays': {'ppa': 0.5083442514113534, 'totalPPA': 17.283704547986016, 'successRate': 0.5, 'explosiveness': 1.5615029346906553}, 'passingPlays': {'ppa': 0.4173161086124493, 'totalPPA': 13.354115475598377, 'successRate': 0.4375, 'explosiveness': 1.4663441414635936}}"
400603828,2015,regular,1,Arkansas,UTEP,"{'plays': 56, 'drives': 11, 'ppa': 0.5912843451512652, 'totalPPA': 33.11192332847085, 'successRate': 0.48214285714285715, 'explosiveness': 1.7286885449991913, 'powerSuccess': 0.4, 'stuffRate': 0.20588235294117646, 'lineYards': 2.2470588235294118, 'lineYardsTotal': 76, 'secondLevelYards': 0.6470588235294118, 'secondLevelYardsTotal': 22, 'openFieldYards': 2.235294117647059, 'openFieldYardsTotal': 76, 'standardDowns': {'ppa': 0.502406378737232, 'successRate': 0.5128205128205128, 'explosiveness': 1.5159563652020323}, 'passingDowns': {'ppa': 0.7951808563364, 'successRate': 0.4117647058823529, 'explosiveness': 2.336494772991074}, 'rushingPlays': {'ppa': 0.22051301588967043, 'totalPPA': 7.497442540248794, 'successRate': 0.38235294117647056, 'explosiveness': 1.3795091171297977}, 'passingPlays': {'ppa': 1.3624753510259113, 'totalPPA': 27.249507020518227, 'successRate': 0.6, 'explosiveness': 2.5313332020489137}}","{'plays': 55, 'drives': 9, 'ppa': 0.09851041819875697, 'totalPPA': 5.418073000931633, 'successRate': 0.41818181818181815, 'explosiveness': 1.119297106639923, 'powerSuccess': 1, 'stuffRate': 0.48484848484848486, 'lineYards': 0.6545454545454545, 'lineYardsTotal': 22, 'secondLevelYards': 0.8787878787878788, 'secondLevelYardsTotal': 29, 'openFieldYards': 0.3939393939393939, 'openFieldYardsTotal': 13, 'standardDowns': {'ppa': -0.10440649821732208, 'successRate': 0.4375, 'explosiveness': 0.7994290624982299}, 'passingDowns': {'ppa': 0.3808296062559104, 'successRate': 0.391304347826087, 'explosiveness': 1.6168696197492234}, 'rushingPlays': {'ppa': -0.1366169293391651, 'totalPPA': -4.508358668192448, 'successRate': 0.3333333333333333, 'explosiveness': 0.9071689818457711}, 'passingPlays': {'ppa': 0.47686650505077727, 'totalPPA': 9.537330101015545, 'successRate': 0.5, 'explosiveness': 1.537587308430621}}"
400603828,2015,regular,1,UTEP,Arkansas,"{'plays': 55, 'drives': 9, 'ppa': 0.09851041819875697, 'totalPPA': 5.418073000931633, 'successRate': 0.41818181818181815, 'explosiveness': 1.119297106639923, 'powerSuccess': 1, 'stuffRate': 0.48484848484848486, 'lineYards': 0.6545454545454545, 'lineYardsTotal': 22, 'secondLevelYards': 0.8787878787878788, 'secondLevelYardsTotal': 29, 'openFieldYards': 0.3939393939393939, 'openFieldYardsTotal': 13, 'standardDowns': {'ppa': -0.10440649821732208, 'successRate': 0.4375, 'explosiveness': 0.7994290624982299}, 'passingDowns': {'ppa': 0.3808296062559104, 'successRate': 0.391304347826087, 'explosiveness': 1.6168696197492234}, 'rushingPlays': {'ppa': -0.1366169293391651, 'totalPPA': -4.508358668192448, 'successRate': 0.3333333333333333, 'explosiveness': 0.9071689818457711}, 'passingPlays': {'ppa': 0.47686650505077727, 'totalPPA': 9.537330101015545, 'successRate': 0.5, 'explosiveness': 1.537587308430621}}","{'plays': 56, 'drives': 11, 'ppa': 0.5912843451512652, 'totalPPA': 33.11192332847085, 'successRate': 0.48214285714285715, 'explosiveness': 1.7286885449991913, 'powerSuccess': 0.4, 'stuffRate': 0.20588235294117646, 'lineYards': 2.2470588235294118, 'lineYardsTotal': 76, 'secondLevelYards': 0.6470588235294118, 'secondLevelYardsTotal': 22, 'openFieldYards': 2.235294117647059, 'openFieldYardsTotal': 76, 'standardDowns': {'ppa': 0.502406378737232, 'successRate': 0.5128205128205128, 'explosiveness': 1.5159563652020323}, 'passingDowns': {'ppa': 0.7951808563364, 'successRate': 0.4117647058823529, 'explosiveness': 2.336494772991074}, 'rushingPlays': {'ppa': 0.22051301588967043, 'totalPPA': 7.497442540248794, 'successRate': 0.38235294117647056, 'explosiveness': 1.3795091171297977}, 'passingPlays': {'ppa': 1.3624753510259113, 'totalPPA': 27.249507020518227, 'successRate': 0.6, 'explosiveness': 2.5313332020489137}}"
400603829,2015,regular,1,Auburn,Louisville,"{'plays': 63, 'drives': 10, 'ppa': 0.25854334529258427, 'totalPPA': 16.288230753432806, 'successRate': 0.5396825396825397, 'explosiveness': 0.9553563022466901, 'powerSuccess': 0.75, 'stuffRate': 0.14634146341463414, 'lineYards': 3.5146341463414634, 'lineYardsTotal': 144, 'secondLevelYards': 1.170731707317073, 'secondLevelYardsTotal': 48, 'openFieldYards': 0.1951219512195122, 'openFieldYardsTotal': 8, 'standardDowns': {'ppa': 0.1766591704070678, 'successRate': 0.6041666666666666, 'explosiveness': 0.7119999761760398}, 'passingDowns': {'ppa': 0.520572704926237, 'successRate': 0.3333333333333333, 'explosiveness': 2.366822993456462}, 'rushingPlays': {'ppa': 0.13344511730861672, 'totalPPA': 5.471249809653285, 'successRate': 0.5853658536585366, 'explosiveness': 0.5835271802978576}, 'passingPlays': {'ppa': 0.39725723004796676, 'totalPPA': 8.342401831007303, 'successRate': 0.42857142857142855, 'explosiveness': 1.7780980929407402}}","{'plays': 82, 'drives': 11, 'ppa': 0.18832020019199697, 'totalPPA': 15.442256415743751, 'successRate': 0.5, 'explosiveness': 0.9883233772130269, 'powerSuccess': 0.75, 'stuffRate': 0.11363636363636363, 'lineYards': 3.875, 'lineYardsTotal': 171, 'secondLevelYards': 1.75, 'secondLevelYardsTotal': 77, 'openFieldYards': 2.7727272727272725, 'openFieldYardsTotal': 122, 'standardDowns': {'ppa': 0.18659888943843675, 'successRate': 0.5357142857142857, 'explosiveness': 0.9498370770469129}, 'passingDowns': {'ppa': 0.1920276387381267, 'successRate': 0.4230769230769231, 'explosiveness': 1.0932860140297014}, 'rushingPlays': {'ppa': 0.3664863369946915, 'totalPPA': 16.125398827766425, 'successRate': 0.5909090909090909, 'explosiveness': 0.932964397383826}, 'passingPlays': {'ppa': -0.02076796793612083, 'totalPPA': -0.7684148136364706, 'successRate': 0.3783783783783784, 'explosiveness': 1.1556365522957737}}"
400603829,2015,regular,1,Louisville,Auburn,"{'plays': 82, 'drives': 11, 'ppa': 0.18832020019199697, 'totalPPA': 15.442256415743751, 'successRate': 0.5, 'explosiveness': 0.9883233772130269, 'powerSuccess': 0.75, 'stuffRate': 0.11363636363636363, 'lineYards': 3.875, 'lineYardsTotal': 171, 'secondLevelYards': 1.75, 'secondLevelYardsTotal': 77, 'openFieldYards': 2.7727272727272725, 'openFieldYardsTotal': 122, 'standardDowns': {'ppa': 0.18659888943843675, 'successRate': 0.5357142857142857, 'explosiveness': 0.9498370770469129}, 'passingDowns': {'ppa': 0.1920276387381267, 'successRate': 0.4230769230769231, 'explosiveness': 1.0932860140297014}, 'rushingPlays': {'ppa': 0.3664863369946915, 'totalPPA': 16.125398827766425, 'successRate': 0.5909090909090909, 'explosiveness': 0.932964397383826}, 'passingPlays': {'ppa': -0.02076796793612083, 'totalPPA': -0.7684148136364706, 'successRate': 0.3783783783783784, 'explosiveness': 1.1556365522957737}}","{'plays': 63, 'drives': 10, 'ppa': 0.25854334529258427, 'totalPPA': 16.288230753432806, 'successRate': 0.5396825396825397, 'explosiveness': 0.9553563022466901, 'powerSuccess': 0.75, 'stuffRate': 0.14634146341463414, 'lineYards': 3.5146341463414634, 'lineYardsTotal': 144, 'secondLevelYards': 1.170731707317073, 'secondLevelYardsTotal': 48, 'openFieldYards': 0.1951219512195122, 'openFieldYardsTotal': 8, 'standardDowns': {'ppa': 0.1766591704070678, 'successRate': 0.6041666666666666, 'explosiveness': 0.7119999761760398}, 'passingDowns': {'ppa': 0.520572704926237, 'successRate': 0.3333333333333333, 'explosiveness': 2.366822993456462}, 'rushingPlays': {'ppa': 0.13344511730861672, 'totalPPA': 5.471249809653285, 'successRate': 0.5853658536585366, 'explosiveness': 0.5835271802978576}, 'passingPlays': {'ppa': 0.39725723004796676, 'totalPPA': 8.342401831007303, 'successRate': 0.42857142857142855, 'explosiveness': 1.7780980929407402}}"
400603830,2015,regular,1,Florida,New Mexico State,"{'plays': 81, 'drives': 13, 'ppa': 0.48964737650108014, 'totalPPA': 39.66143749658749, 'successRate': 0.5679012345679012, 'explosiveness': 1.2722667882777359, 'powerSuccess': 0.6666666666666666, 'stuffRate': 0.14634146341463414, 'lineYards': 3.3609756097560974, 'lineYardsTotal': 138, 'secondLevelYards': 1.4146341463414633, 'secondLevelYardsTotal': 58, 'openFieldYards': 1.121951219512195, 'openFieldYardsTotal': 46, 'standardDowns': {'ppa': 0.4480120529832085, 'successRate': 0.6129032258064516, 'explosiveness': 1.1678595029001975}, 'passingDowns': {'ppa': 0.6255100111383455, 'successRate': 0.42105263157894735, 'explosiveness': 1.7682013938210432}, 'rushingPlays': {'ppa': 0.33982010717384814, 'totalPPA': 13.932624394127773, 'successRate': 0.4878048780487805, 'explosiveness': 1.2052621497023221}, 'passingPlays': {'ppa': 0.7036305318596264, 'totalPPA': 26.737960210665804, 'successRate': 0.631578947368421, 'explosiveness': 1.4761740156223122}}","{'plays': 51, 'drives': 13, 'ppa': 0.00043747589783605826, 'totalPPA': 0.02231127078963897, 'successRate': 0.27450980392156865, 'explosiveness': 1.332495129712947, 'powerSuccess': 0.6666666666666666, 'stuffRate': 0.25, 'lineYards': 2.565, 'lineYardsTotal': 51, 'secondLevelYards': 0.95, 'secondLevelYardsTotal': 19, 'openFieldYards': 1, 'openFieldYardsTotal': 20, 'standardDowns': {'ppa': -0.08572579850264889, 'successRate': 0.42857142857142855, 'explosiveness': 0.9364858851301225}, 'passingDowns': {'ppa': 0.10533189690712208, 'successRate': 0.08695652173913043, 'explosiveness': 3.7085505972098933}, 'rushingPlays': {'ppa': 0.2432289682009347, 'totalPPA': 4.864579364018694, 'successRate': 0.4, 'explosiveness': 1.063041213781468}, 'passingPlays': {'ppa': -0.15620219655577597, 'totalPPA': -4.842268093229055, 'successRate': 0.1935483870967742, 'explosiveness': 1.6917670176215858}}"
400603830,2015,regular,1,New Mexico State,Florida,"{'plays': 51, 'drives': 13, 'ppa': 0.00043747589783605826, 'totalPPA': 0.02231127078963897, 'successRate': 0.27450980392156865, 'explosiveness': 1.332495129712947, 'powerSuccess': 0.6666666666666666, 'stuffRate': 0.25, 'lineYards': 2.565, 'lineYardsTotal': 51, 'secondLevelYards': 0.95, 'secondLevelYardsTotal': 19, 'openFieldYards': 1, 'openFieldYardsTotal': 20, 'standardDowns': {'ppa': -0.08572579850264889, 'successRate': 0.42857142857142855, 'explosiveness': 0.9364858851301225}, 'passingDowns': {'ppa': 0.10533189690712208, 'successRate': 0.08695652173913043, 'explosiveness': 3.7085505972098933}, 'rushingPlays': {'ppa': 0.2432289682009347, 'totalPPA': 4.864579364018694, 'successRate': 0.4, 'explosiveness': 1.063041213781468}, 'passingPlays': {'ppa': -0.15620219655577597, 'totalPPA': -4.842268093229055, 'successRate': 0.1935483870967742, 'explosiveness': 1.6917670176215858}}","{'plays': 81, 'drives': 13, 'ppa': 0.48964737650108014, 'totalPPA': 39.66143749658749, 'successRate': 0.5679012345679012, 'explosiveness': 1.2722667882777359, 'powerSuccess': 0.6666666666666666, 'stuffRate': 0.14634146341463414, 'lineYards': 3.3609756097560974, 'lineYardsTotal': 138, 'secondLevelYards': 1.4146341463414633, 'secondLevelYardsTotal': 58, 'openFieldYards': 1.121951219512195, 'openFieldYardsTotal': 46, 'standardDowns': {'ppa': 0.4480120529832085, 'successRate': 0.6129032258064516, 'explosiveness': 1.1678595029001975}, 'passingDowns': {'ppa': 0.6255100111383455, 'successRate': 0.42105263157894735, 'explosiveness': 1.7682013938210432}, 'rushingPlays': {'ppa': 0.33982010717384814, 'totalPPA': 13.932624394127773, 'successRate': 0.4878048780487805, 'explosiveness': 1.2052621497023221}, 'passingPlays': {'ppa': 0.7036305318596264, 'totalPPA': 26.737960210665804, 'successRate': 0.631578947368421, 'explosiveness': 1.4761740156223122}}"
400603831,2015,regular,1,Georgia,UL Monroe,"{'plays': 52, 'drives': 12, 'ppa': 0.5274330235943433, 'totalPPA': 27.426517226905855, 'successRate': 0.5576923076923077, 'explosiveness': 1.3897599646670842, 'powerSuccess': 1, 'stuffRate': 0.13513513513513514, 'lineYards': 3.8027027027027027, 'lineYardsTotal': 141, 'secondLevelYards': 1.6756756756756757, 'secondLevelYardsTotal': 62, 'openFieldYards': 1.8108108108108107, 'openFieldYardsTotal': 67, 'standardDowns': {'ppa': 0.36840608611237274, 'successRate': 0.6216216216216216, 'explosiveness': 0.9821847981713254}, 'passingDowns': {'ppa': 0.9196994693832041, 'successRate': 0.4, 'explosiveness': 2.952131436234159}, 'rushingPlays': {'ppa': 0.374604503691886, 'totalPPA': 13.860366636599782, 'successRate': 0.5675675675675675, 'explosiveness': 1.0355987115503393}, 'passingPlays': {'ppa': 0.904410039353738, 'totalPPA': 13.566150590306071, 'successRate': 0.5333333333333333, 'explosiveness': 2.3194332540985387}}","{'plays': 56, 'drives': 12, 'ppa': 0.11876387790544042, 'totalPPA': 6.650777162704664, 'successRate': 0.3392857142857143, 'explosiveness': 1.2583041751544795, 'powerSuccess': 0.6666666666666666, 'stuffRate': 0.21739130434782608, 'lineYards': 2.234782608695652, 'lineYardsTotal': 51, 'secondLevelYards': 0.34782608695652173, 'secondLevelYardsTotal': 8, 'openFieldYards': 0.6086956521739131, 'openFieldYardsTotal': 14, 'standardDowns': {'ppa': -0.10249260663337989, 'successRate': 0.35135135135135137, 'explosiveness': 0.6815754934221052}, 'passingDowns': {'ppa': 0.549631768849459, 'successRate': 0.3157894736842105, 'explosiveness': 2.5078829855746236}, 'rushingPlays': {'ppa': -0.10585378807122968, 'totalPPA': -2.4346371256382824, 'successRate': 0.21739130434782608, 'explosiveness': 0.8910835958749989}, 'passingPlays': {'ppa': 0.3348659946000859, 'totalPPA': 10.71571182720275, 'successRate': 0.4375, 'explosiveness': 1.3894543820400083}}"
400603831,2015,regular,1,UL Monroe,Georgia,"{'plays': 56, 'drives': 12, 'ppa': 0.11876387790544042, 'totalPPA': 6.650777162704664, 'successRate': 0.3392857142857143, 'explosiveness': 1.2583041751544795, 'powerSuccess': 0.6666666666666666, 'stuffRate': 0.21739130434782608, 'lineYards': 2.234782608695652, 'lineYardsTotal': 51, 'secondLevelYards': 0.34782608695652173, 'secondLevelYardsTotal': 8, 'openFieldYards': 0.6086956521739131, 'openFieldYardsTotal': 14, 'standardDowns': {'ppa': -0.10249260663337989, 'successRate': 0.35135135135135137, 'explosiveness': 0.6815754934221052}, 'passingDowns': {'ppa': 0.549631768849459, 'successRate': 0.3157894736842105, 'explosiveness': 2.5078829855746236}, 'rushingPlays': {'ppa': -0.10585378807122968, 'totalPPA': -2.4346371256382824, 'successRate': 0.21739130434782608, 'explosiveness': 0.8910835958749989}, 'passingPlays': {'ppa': 0.3348659946000859, 'totalPPA': 10.71571182720275, 'successRate': 0.4375, 'explosiveness': 1.3894543820400083}}","{'plays': 52, 'drives': 12, 'ppa': 0.5274330235943433, 'totalPPA': 27.426517226905855, 'successRate': 0.5576923076923077, 'explosiveness': 1.3897599646670842, 'powerSuccess': 1, 'stuffRate': 0.13513513513513514, 'lineYards': 3.8027027027027027, 'lineYardsTotal': 141, 'secondLevelYards': 1.6756756756756757, 'secondLevelYardsTotal': 62, 'openFieldYards': 1.8108108108108107, 'openFieldYardsTotal': 67, 'standardDowns': {'ppa': 0.36840608611237274, 'successRate': 0.6216216216216216, 'explosiveness': 0.9821847981713254}, 'passingDowns': {'ppa': 0.9196994693832041, 'successRate': 0.4, 'explosiveness': 2.952131436234159}, 'rushingPlays': {'ppa': 0.374604503691886, 'totalPPA': 13.860366636599782, 'successRate': 0.5675675675675675, 'explosiveness': 1.0355987115503393}, 'passingPlays': {'ppa': 0.904410039353738, 'totalPPA': 13.566150590306071, 'successRate': 0.5333333333333333, 'explosiveness': 2.3194332540985387}}"
