gameId,season,seasonType,week,team,opponent,offense,defense
401207098,2020,regular,1,Houston Christian,North Texas,"{'plays': 86, 'drives': 13, 'ppa': 0.29517951894515626, 'totalPPA': 25.38543862928344, 'successRate': 0.47674418604651164, 'explosiveness': 1.2146863730397666, 'powerSuccess': 0.8333333333333334, 'stuffRate': 0.2, 'lineYards': 3.24, 'lineYardsTotal': 81, 'secondLevelYards': 0.96, 'secondLevelYardsTotal': 24, 'openFieldYards': 1.68, 'openFieldYardsTotal': 42, 'standardDowns': {'ppa': 0.19450371504063413, 'successRate': 0.5423728813559322, 'explosiveness': 0.920663786661871}, 'passingDowns': {'ppa': 0.5151747941439269, 'successRate': 0.3333333333333333, 'explosiveness': 2.2601000134945064}, 'rushingPlays': {'ppa': 0.0827956551639086, 'totalPPA': 2.069891379097715, 'successRate': 0.56, 'explosiveness': 0.745835313411973}, 'passingPlays': {'ppa': 0.38222208606861846, 'totalPPA': 23.315547250185727, 'successRate': 0.4426229508196721, 'explosiveness': 1.4577943298838076}}","{'plays': 86, 'drives': 13, 'ppa': 0.5824923399532158, 'totalPPA': 50.09434123597656, 'successRate': 0.5116279069767442, 'explosiveness': 1.6212881315156695, 'powerSuccess': 0.8571428571428571, 'stuffRate': 0.07692307692307693, 'lineYards': 3.425, 'lineYardsTotal': 178, 'secondLevelYards': 1.1923076923076923, 'secondLevelYardsTotal': 62, 'openFieldYards': 2.6538461538461537, 'openFieldYardsTotal': 138, 'standardDowns': {'ppa': 0.4389488155510553, 'successRate': 0.5166666666666667, 'explosiveness': 1.4244899072442265}, 'passingDowns': {'ppa': 0.9137466270351245, 'successRate': 0.5, 'explosiveness': 2.090576204778342}, 'rushingPlays': {'ppa': 0.3218908870227191, 'totalPPA': 16.738326125181395, 'successRate': 0.4807692307692308, 'explosiveness': 1.1979239926972725}, 'passingPlays': {'ppa': 0.9810592679645636, 'totalPPA': 33.35601511079516, 'successRate': 0.5588235294117647, 'explosiveness': 2.1783462089082977}}"
401207098,2020,regular,1,North Texas,Houston Christian,"{'plays': 86, 'drives': 13, 'ppa': 0.5824923399532158, 'totalPPA': 50.09434123597656, 'successRate': 0.5116279069767442, 'explosiveness': 1.6212881315156695, 'powerSuccess': 0.8571428571428571, 'stuffRate': 0.07692307692307693, 'lineYards': 3.425, 'lineYardsTotal': 178, 'secondLevelYards': 1.1923076923076923, 'secondLevelYardsTotal': 62, 'openFieldYards': 2.6538461538461537, 'openFieldYardsTotal': 138, 'standardDowns': {'ppa': 0.4389488155510553, 'successRate': 0.5166666666666667, 'explosiveness': 1.4244899072442265}, 'passingDowns': {'ppa': 0.9137466270351245, 'successRate': 0.5, 'explosiveness': 2.090576204778342}, 'rushingPlays': {'ppa': 0.3218908870227191, 'totalPPA': 16.738326125181395, 'successRate': 0.4807692307692308, 'explosiveness': 1.1979239926972725}, 'passingPlays': {'ppa': 0.9810592679645636, 'totalPPA': 33.35601511079516, 'successRate': 0.5588235294117647, 'explosiveness': 2.1783462089082977}}","{'plays': 86, 'drives': 13, 'ppa': 0.29517951894515626, 'totalPPA': 25.38543862928344, 'successRate': 0.47674418604651164, 'explosiveness': 1.2146863730397666, 'powerSuccess': 0.8333333333333334, 'stuffRate': 0.2, 'lineYards': 3.24, 'lineYardsTotal': 81, 'secondLevelYards': 0.96, 'secondLevelYardsTotal': 24, 'openFieldYards': 1.68, 'openFieldYardsTotal': 42, 'standardDowns': {'ppa': 0.19450371504063413, 'successRate': 0.5423728813559322, 'explosiveness': 0.920663786661871}, 'passingDowns': {'ppa': 0.5151747941439269, 'successRate': 0.3333333333333333, 'explosiveness': 2.2601000134945064}, 'rushingPlays': {'ppa': 0.0827956551639086, 'totalPPA': 2.069891379097715, 'successRate': 0.56, 'explosiveness': 0.745835313411973}, 'passingPlays': {'ppa': 0.38222208606861846, 'totalPPA': 23.315547250185727, 'successRate': 0.4426229508196721, 'explosiveness': 1.4577943298838076}}"
401207101,2020,regular,1,South Alabama,Southern Miss,"{'plays': 68, 'drives': 11, 'ppa': 0.29500108901620736, 'totalPPA': 20.060074053102102, 'successRate': 0.5, 'explosiveness': 1.4008125290427442, 'powerSuccess': 1, 'stuffRate': 0.18421052631578946, 'lineYards': 2.8, 'lineYardsTotal': 106, 'secondLevelYards': 0.7894736842105263, 'secondLevelYardsTotal': 30, 'openFieldYards': 0.868421052631579, 'openFieldYardsTotal': 33, 'standardDowns': {'ppa': 0.023860543354440454, 'successRate': 0.46, 'explosiveness': 0.9342150716405059}, 'passingDowns': {'ppa': 1.0481692714100044, 'successRate': 0.6111111111111112, 'explosiveness': 2.376425394520152}, 'rushingPlays': {'ppa': 0.11932761296062738, 'totalPPA': 4.53444929250384, 'successRate': 0.47368421052631576, 'explosiveness': 0.7850569499839241}, 'passingPlays': {'ppa': 0.5175208253532754, 'totalPPA': 15.525624760598262, 'successRate': 0.5333333333333333, 'explosiveness': 2.093537555483917}}","{'plays': 69, 'drives': 10, 'ppa': 0.22743619017377498, 'totalPPA': 15.693097121990473, 'successRate': 0.4057971014492754, 'explosiveness': 1.4383853728160607, 'powerSuccess': 0.625, 'stuffRate': 0.2857142857142857, 'lineYards': 1.72, 'lineYardsTotal': 60, 'secondLevelYards': 0.6, 'secondLevelYardsTotal': 21, 'openFieldYards': 0.8857142857142857, 'openFieldYardsTotal': 31, 'standardDowns': {'ppa': 0.09533945867401222, 'successRate': 0.43478260869565216, 'explosiveness': 0.986294243337148}, 'passingDowns': {'ppa': 0.4916296531733005, 'successRate': 0.34782608695652173, 'explosiveness': 2.5686131965133425}, 'rushingPlays': {'ppa': -0.08588075060201272, 'totalPPA': -3.005826271070445, 'successRate': 0.34285714285714286, 'explosiveness': 0.9532425026518304}, 'passingPlays': {'ppa': 0.549968335090027, 'totalPPA': 18.69892339306092, 'successRate': 0.47058823529411764, 'explosiveness': 1.8022425254392334}}"
401207101,2020,regular,1,Southern Miss,South Alabama,"{'plays': 69, 'drives': 10, 'ppa': 0.22743619017377498, 'totalPPA': 15.693097121990473, 'successRate': 0.4057971014492754, 'explosiveness': 1.4383853728160607, 'powerSuccess': 0.625, 'stuffRate': 0.2857142857142857, 'lineYards': 1.72, 'lineYardsTotal': 60, 'secondLevelYards': 0.6, 'secondLevelYardsTotal': 21, 'openFieldYards': 0.8857142857142857, 'openFieldYardsTotal': 31, 'standardDowns': {'ppa': 0.09533945867401222, 'successRate': 0.43478260869565216, 'explosiveness': 0.986294243337148}, 'passingDowns': {'ppa': 0.4916296531733005, 'successRate': 0.34782608695652173, 'explosiveness': 2.5686131965133425}, 'rushingPlays': {'ppa': -0.08588075060201272, 'totalPPA': -3.005826271070445, 'successRate': 0.34285714285714286, 'explosiveness': 0.9532425026518304}, 'passingPlays': {'ppa': 0.549968335090027, 'totalPPA': 18.69892339306092, 'successRate': 0.47058823529411764, 'explosiveness': 1.8022425254392334}}","{'plays': 68, 'drives': 11, 'ppa': 0.29500108901620736, 'totalPPA': 20.060074053102102, 'successRate': 0.5, 'explosiveness': 1.4008125290427442, 'powerSuccess': 1, 'stuffRate': 0.18421052631578946, 'lineYards': 2.8, 'lineYardsTotal': 106, 'secondLevelYards': 0.7894736842105263, 'secondLevelYardsTotal': 30, 'openFieldYards': 0.868421052631579, 'openFieldYardsTotal': 33, 'standardDowns': {'ppa': 0.023860543354440454, 'successRate': 0.46, 'explosiveness': 0.9342150716405059}, 'passingDowns': {'ppa': 1.0481692714100044, 'successRate': 0.6111111111111112, 'explosiveness': 2.376425394520152}, 'rushingPlays': {'ppa': 0.11932761296062738, 'totalPPA': 4.53444929250384, 'successRate': 0.47368421052631576, 'explosiveness': 0.7850569499839241}, 'passingPlays': {'ppa': 0.5175208253532754, 'totalPPA': 15.525624760598262, 'successRate': 0.5333333333333333, 'explosiveness': 2.093537555483917}}"
401207102,2020,regular,8,Chattanooga,Western Kentucky,"{'plays': 65, 'drives': 10, 'ppa': 0.0031709265012062043, 'totalPPA': 0.20611022257840328, 'successRate': 0.3076923076923077, 'explosiveness': 1.1819451158679601, 'powerSuccess': 1, 'stuffRate': 0.175, 'lineYards': 3.02, 'lineYardsTotal': 121, 'secondLevelYards': 0.775, 'secondLevelYardsTotal': 31, 'openFieldYards': 0.125, 'openFieldYardsTotal': 5, 'standardDowns': {'ppa': -0.12281600253737453, 'successRate': 0.35, 'explosiveness': 0.8582181934772665}, 'passingDowns': {'ppa': 0.20475001296293538, 'successRate': 0.24, 'explosiveness': 1.937307934779579}, 'rushingPlays': {'ppa': 0.12824495692342935, 'totalPPA': 5.129798276937174, 'successRate': 0.35, 'explosiveness': 1.2202622772967024}, 'passingPlays': {'ppa': -0.19694752217435083, 'totalPPA': -4.92368805435877, 'successRate': 0.24, 'explosiveness': 1.0925384058675616}}","{'plays': 58, 'drives': 9, 'ppa': -0.03684117685764799, 'totalPPA': -2.1367882577435835, 'successRate': 0.3448275862068966, 'explosiveness': 1.140750516455994, 'powerSuccess': 0.4, 'stuffRate': 0.375, 'lineYards': 1.509375, 'lineYardsTotal': 48, 'secondLevelYards': 0.8125, 'secondLevelYardsTotal': 26, 'openFieldYards': 1.3125, 'openFieldYardsTotal': 42, 'standardDowns': {'ppa': 0.013073555078252816, 'successRate': 0.40476190476190477, 'explosiveness': 0.9285802908523741}, 'passingDowns': {'ppa': -0.16786734818938762, 'successRate': 0.1875, 'explosiveness': 2.3430484615431726}, 'rushingPlays': {'ppa': -0.24601854384215915, 'totalPPA': -7.872593402949093, 'successRate': 0.34375, 'explosiveness': 0.8229579982231834}, 'passingPlays': {'ppa': 0.2206078902002119, 'totalPPA': 5.73580514520551, 'successRate': 0.34615384615384615, 'explosiveness': 1.5291635942960957}}"
401207102,2020,regular,8,Western Kentucky,Chattanooga,"{'plays': 58, 'drives': 9, 'ppa': -0.03684117685764799, 'totalPPA': -2.1367882577435835, 'successRate': 0.3448275862068966, 'explosiveness': 1.140750516455994, 'powerSuccess': 0.4, 'stuffRate': 0.375, 'lineYards': 1.509375, 'lineYardsTotal': 48, 'secondLevelYards': 0.8125, 'secondLevelYardsTotal': 26, 'openFieldYards': 1.3125, 'openFieldYardsTotal': 42, 'standardDowns': {'ppa': 0.013073555078252816, 'successRate': 0.40476190476190477, 'explosiveness': 0.9285802908523741}, 'passingDowns': {'ppa': -0.16786734818938762, 'successRate': 0.1875, 'explosiveness': 2.3430484615431726}, 'rushingPlays': {'ppa': -0.24601854384215915, 'totalPPA': -7.872593402949093, 'successRate': 0.34375, 'explosiveness': 0.8229579982231834}, 'passingPlays': {'ppa': 0.2206078902002119, 'totalPPA': 5.73580514520551, 'successRate': 0.34615384615384615, 'explosiveness': 1.5291635942960957}}","{'plays': 65, 'drives': 10, 'ppa': 0.0031709265012062043, 'totalPPA': 0.20611022257840328, 'successRate': 0.3076923076923077, 'explosiveness': 1.1819451158679601, 'powerSuccess': 1, 'stuffRate': 0.175, 'lineYards': 3.02, 'lineYardsTotal': 121, 'secondLevelYards': 0.775, 'secondLevelYardsTotal': 31, 'openFieldYards': 0.125, 'openFieldYardsTotal': 5, 'standardDowns': {'ppa': -0.12281600253737453, 'successRate': 0.35, 'explosiveness': 0.8582181934772665}, 'passingDowns': {'ppa': 0.20475001296293538, 'successRate': 0.24, 'explosiveness': 1.937307934779579}, 'rushingPlays': {'ppa': 0.12824495692342935, 'totalPPA': 5.129798276937174, 'successRate': 0.35, 'explosiveness': 1.2202622772967024}, 'passingPlays': {'ppa': -0.19694752217435083, 'totalPPA': -4.92368805435877, 'successRate': 0.24, 'explosiveness': 1.0925384058675616}}"
401207106,2020,regular,3,Louisiana Tech,Southern Miss,"{'plays': 77, 'drives': 10, 'ppa': 0.2505145393012385, 'totalPPA': 19.289619526195366, 'successRate': 0.45454545454545453, 'explosiveness': 1.208409402385281, 'powerSuccess': 0.8333333333333334, 'stuffRate': 0.125, 'lineYards': 3.4475, 'lineYardsTotal': 138, 'secondLevelYards': 1.075, 'secondLevelYardsTotal': 43, 'openFieldYards': 0.525, 'openFieldYardsTotal': 21, 'standardDowns': {'ppa': 0.14006622967790272, 'successRate': 0.5, 'explosiveness': 0.9701397363206606}, 'passingDowns': {'ppa': 0.5098279618951573, 'successRate': 0.34782608695652173, 'explosiveness': 2.012569525353374}, 'rushingPlays': {'ppa': 0.27322430269373627, 'totalPPA': 10.92897210774945, 'successRate': 0.5, 'explosiveness': 0.9049012553804424}, 'passingPlays': {'ppa': 0.22596344374178154, 'totalPPA': 8.360647418445916, 'successRate': 0.40540540540540543, 'explosiveness': 1.6130869317250653}}","{'plays': 60, 'drives': 9, 'ppa': 0.21853307401395888, 'totalPPA': 13.111984440837533, 'successRate': 0.5, 'explosiveness': 1.2897094904019417, 'powerSuccess': 0.7142857142857143, 'stuffRate': 0.17857142857142858, 'lineYards': 2.682142857142857, 'lineYardsTotal': 75, 'secondLevelYards': 1.1071428571428572, 'secondLevelYardsTotal': 31, 'openFieldYards': 1.3214285714285714, 'openFieldYardsTotal': 37, 'standardDowns': {'ppa': 0.23113233071451264, 'successRate': 0.5365853658536586, 'explosiveness': 1.1484031619390207}, 'passingDowns': {'ppa': 0.19134520429171126, 'successRate': 0.42105263157894735, 'explosiveness': 1.6783018936749743}, 'rushingPlays': {'ppa': 0.24598340702634564, 'totalPPA': 6.887535396737678, 'successRate': 0.5714285714285714, 'explosiveness': 0.9400853283878858}, 'passingPlays': {'ppa': 0.19451403262812048, 'totalPPA': 6.224449044099855, 'successRate': 0.4375, 'explosiveness': 1.6892799612751483}}"
401207106,2020,regular,3,Southern Miss,Louisiana Tech,"{'plays': 60, 'drives': 9, 'ppa': 0.21853307401395888, 'totalPPA': 13.111984440837533, 'successRate': 0.5, 'explosiveness': 1.2897094904019417, 'powerSuccess': 0.7142857142857143, 'stuffRate': 0.17857142857142858, 'lineYards': 2.682142857142857, 'lineYardsTotal': 75, 'secondLevelYards': 1.1071428571428572, 'secondLevelYardsTotal': 31, 'openFieldYards': 1.3214285714285714, 'openFieldYardsTotal': 37, 'standardDowns': {'ppa': 0.23113233071451264, 'successRate': 0.5365853658536586, 'explosiveness': 1.1484031619390207}, 'passingDowns': {'ppa': 0.19134520429171126, 'successRate': 0.42105263157894735, 'explosiveness': 1.6783018936749743}, 'rushingPlays': {'ppa': 0.24598340702634564, 'totalPPA': 6.887535396737678, 'successRate': 0.5714285714285714, 'explosiveness': 0.9400853283878858}, 'passingPlays': {'ppa': 0.19451403262812048, 'totalPPA': 6.224449044099855, 'successRate': 0.4375, 'explosiveness': 1.6892799612751483}}","{'plays': 77, 'drives': 10, 'ppa': 0.2505145393012385, 'totalPPA': 19.289619526195366, 'successRate': 0.45454545454545453, 'explosiveness': 1.208409402385281, 'powerSuccess': 0.8333333333333334, 'stuffRate': 0.125, 'lineYards': 3.4475, 'lineYardsTotal': 138, 'secondLevelYards': 1.075, 'secondLevelYardsTotal': 43, 'openFieldYards': 0.525, 'openFieldYardsTotal': 21, 'standardDowns': {'ppa': 0.14006622967790272, 'successRate': 0.5, 'explosiveness': 0.9701397363206606}, 'passingDowns': {'ppa': 0.5098279618951573, 'successRate': 0.34782608695652173, 'explosiveness': 2.012569525353374}, 'rushingPlays': {'ppa': 0.27322430269373627, 'totalPPA': 10.92897210774945, 'successRate': 0.5, 'explosiveness': 0.9049012553804424}, 'passingPlays': {'ppa': 0.22596344374178154, 'totalPPA': 8.360647418445916, 'successRate': 0.40540540540540543, 'explosiveness': 1.6130869317250653}}"
401207113,2020,regular,2,Texas State,UTSA,"{'plays': 76, 'drives': 17, 'ppa': 0.11726373960809958, 'totalPPA': 8.912044210215567, 'successRate': 0.42105263157894735, 'explosiveness': 1.3104948442415287, 'powerSuccess': 0.8333333333333334, 'stuffRate': 0.21875, 'lineYards': 3.071875, 'lineYardsTotal': 98, 'secondLevelYards': 1.53125, 'secondLevelYardsTotal': 49, 'openFieldYards': 0.90625, 'openFieldYardsTotal': 29, 'standardDowns': {'ppa': 0.06370454499301342, 'successRate': 0.4489795918367347, 'explosiveness': 1.1088919228806131}, 'passingDowns': {'ppa': 0.21446375946510776, 'successRate': 0.37037037037037035, 'explosiveness': 1.754021271235543}, 'rushingPlays': {'ppa': 0.21697819439497493, 'totalPPA': 6.943302220639198, 'successRate': 0.46875, 'explosiveness': 0.9428700387185177}, 'passingPlays': {'ppa': 0.04474413612673568, 'totalPPA': 1.96874198957637, 'successRate': 0.38636363636363635, 'explosiveness': 1.6348696726441854}}","{'plays': 82, 'drives': 17, 'ppa': 0.21263361055618088, 'totalPPA': 17.43595606560683, 'successRate': 0.3902439024390244, 'explosiveness': 1.3089454647594296, 'powerSuccess': 0.75, 'stuffRate': 0.18, 'lineYards': 2.86, 'lineYardsTotal': 143, 'secondLevelYards': 1.14, 'secondLevelYardsTotal': 57, 'openFieldYards': 3, 'openFieldYardsTotal': 150, 'standardDowns': {'ppa': 0.17652971087246283, 'successRate': 0.45, 'explosiveness': 1.0999754905908947}, 'passingDowns': {'ppa': 0.3110987915117756, 'successRate': 0.22727272727272727, 'explosiveness': 2.4373833252695185}, 'rushingPlays': {'ppa': 0.2238360359623293, 'totalPPA': 11.191801798116465, 'successRate': 0.42, 'explosiveness': 1.2574604561981235}, 'passingPlays': {'ppa': 0.195129820859074, 'totalPPA': 6.244154267490368, 'successRate': 0.34375, 'explosiveness': 1.4072350265582867}}"
401207113,2020,regular,2,UTSA,Texas State,"{'plays': 82, 'drives': 17, 'ppa': 0.21263361055618088, 'totalPPA': 17.43595606560683, 'successRate': 0.3902439024390244, 'explosiveness': 1.3089454647594296, 'powerSuccess': 0.75, 'stuffRate': 0.18, 'lineYards': 2.86, 'lineYardsTotal': 143, 'secondLevelYards': 1.14, 'secondLevelYardsTotal': 57, 'openFieldYards': 3, 'openFieldYardsTotal': 150, 'standardDowns': {'ppa': 0.17652971087246283, 'successRate': 0.45, 'explosiveness': 1.0999754905908947}, 'passingDowns': {'ppa': 0.3110987915117756, 'successRate': 0.22727272727272727, 'explosiveness': 2.4373833252695185}, 'rushingPlays': {'ppa': 0.2238360359623293, 'totalPPA': 11.191801798116465, 'successRate': 0.42, 'explosiveness': 1.2574604561981235}, 'passingPlays': {'ppa': 0.195129820859074, 'totalPPA': 6.244154267490368, 'successRate': 0.34375, 'explosiveness': 1.4072350265582867}}","{'plays': 76, 'drives': 17, 'ppa': 0.11726373960809958, 'totalPPA': 8.912044210215567, 'successRate': 0.42105263157894735, 'explosiveness': 1.3104948442415287, 'powerSuccess': 0.8333333333333334, 'stuffRate': 0.21875, 'lineYards': 3.071875, 'lineYardsTotal': 98, 'secondLevelYards': 1.53125, 'secondLevelYardsTotal': 49, 'openFieldYards': 0.90625, 'openFieldYardsTotal': 29, 'standardDowns': {'ppa': 0.06370454499301342, 'successRate': 0.4489795918367347, 'explosiveness': 1.1088919228806131}, 'passingDowns': {'ppa': 0.21446375946510776, 'successRate': 0.37037037037037035, 'explosiveness': 1.754021271235543}, 'rushingPlays': {'ppa': 0.21697819439497493, 'totalPPA': 6.943302220639198, 'successRate': 0.46875, 'explosiveness': 0.9428700387185177}, 'passingPlays': {'ppa': 0.04474413612673568, 'totalPPA': 1.96874198957637, 'successRate': 0.38636363636363635, 'explosiveness': 1.6348696726441854}}"
