phase_feature,importance,importance_pct,global_rank,feature,early_mean_abs,late_mean_abs,mid_mean_abs,test_early_effect,test_late_effect,test_mid_effect
returning_total_ppa_diff_phase,0.0362055598481143,3.620555984811485,3,total_ppa,105.67915654286706,38.89214876342743,76.79389503904456,0.4761690203057618,0.2880079961622066,0.0990420677922045
returning_receiving_ppa_diff_phase,0.0110318493546557,1.103184935465587,7,receiving_ppa,50.06076015272475,18.302184986260304,36.3784763435921,0.24950180855139004,0.2899815668394518,0.1388741734789696
returning_receiving_usage_diff_phase,0.010385819768745,1.038581976874516,8,receiving_usage,0.19031811870878165,0.07044840494629027,0.14471707625172256,0.03554953647727198,0.19956444622170189,0.12173229756846966
returning_rushing_ppa_diff_phase,0.005045724348477,0.5045724348477078,21,rushing_ppa,35.35945852134676,12.969197851611291,26.470939825447868,0.45164532057112194,0.3560110636522008,0.23512172061738054
returning_passing_ppa_diff_phase,0.0042892474297289,0.4289247429728966,26,passing_ppa,54.4584345713294,20.37660966774919,39.94074046853468,0.5159886792915411,0.09206707177797623,-0.03764899997512797
returning_passing_usage_diff_phase,0.0028330357304485,0.2833035730448544,33,passing_usage,0.3950164873307879,0.14348775918061452,0.282574115755627,0.30574623468721496,0.031111133315964688,-0.22024394739037034
returning_rushing_usage_diff_phase,0.0026812366176466,0.2681236617646641,36,rushing_usage,0.24824887191947237,0.08989754808893329,0.18294754708314198,0.3753216754925387,0.1853463823000765,0.022513439853622193
returning_usage_diff_phase,0.0019133691030404,0.19133691030404293,72,usage,0.21639604304061086,0.07875079440419686,0.15835651584749658,0.3642783715821324,0.15814982537038863,-0.13726376283264483
