id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff,home_pregame_offense_ppa,home_pregame_offense_successRate,home_pregame_offense_explosiveness,home_pregame_defense_ppa,home_pregame_defense_successRate,home_pregame_defense_explosiveness,away_pregame_offense_ppa,away_pregame_offense_successRate,away_pregame_offense_explosiveness,away_pregame_defense_ppa,away_pregame_defense_successRate,away_pregame_defense_explosiveness
401426532,2022,1,regular,2022-08-27 16:00:00+00:00,False,True,False,False,13688.0,3796.0,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,fbs,Conference USA,38.0,"[7, 14, 0, 17]",0.9542764266226264,1684.0,1684.0,2046,Austin Peay,fcs,Atlantic Sun,27.0,"[10, 7, 3, 7]",0.0457235733773735,,,2.6135509766,,,,,,,,,,,,,,,
401405059,2022,1,regular,2022-08-27 16:30:00+00:00,False,True,True,True,,3504.0,Aviva Stadium,77,Northwestern,fbs,Big Ten,31.0,"[3, 14, 7, 7]",0.5475434597351944,1361.0,1381.0,158,Nebraska,fbs,Big Ten,28.0,"[7, 7, 14, 0]",0.4524565402648056,1636.0,1616.0,8.3493556676,,,,,,,,,,,,,,,
401413256,2022,1,regular,2022-08-27 19:30:00+00:00,False,True,False,False,19579.0,6501.0,Allegiant Stadium,2439,UNLV,fbs,Mountain West,52.0,"[10, 35, 0, 7]",0.9988837999616828,1300.0,1300.0,304,Idaho State,fcs,Big Sky,21.0,"[7, 0, 7, 7]",0.0011162000383172,,,1.5942419241,,,,,,,,,,,,,,,
401404146,2022,1,regular,2022-08-27 20:00:00+00:00,False,True,False,False,19553.0,3905.0,Maverik Stadium,328,Utah State,fbs,Mountain West,31.0,"[0, 24, 0, 7]",0.989165585707972,1566.0,1555.0,41,UConn,fbs,FBS Independents,20.0,"[14, 0, 0, 6]",0.0108344142920279,1117.0,1128.0,4.5637067523,,,,,,,,,,,,,,,
401405058,2022,1,regular,2022-08-27 20:00:00+00:00,False,True,False,False,37832.0,3832.0,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,38.0,"[7, 10, 7, 14]",0.9974722912053572,1496.0,1584.0,2751,Wyoming,fbs,Mountain West,6.0,"[3, 0, 3, 0]",0.0025277087946428,1497.0,1409.0,2.571416914,,,,,,,,,,,,,,,
401411090,2022,1,regular,2022-08-27 21:00:00+00:00,False,True,False,False,51207.0,3697.0,Doak Campbell Stadium,52,Florida State,fbs,ACC,47.0,"[20, 6, 14, 7]",0.9989422079694538,1501.0,1501.0,2184,Duquesne,fcs,NEC,7.0,"[0, 0, 7, 0]",0.0010577920305462,,,1.058953588,,,,,,,,,,,,,,,
401426530,2022,1,regular,2022-08-27 23:00:00+00:00,False,True,False,True,19571.0,3715.0,FAU Stadium,2226,Florida Atlantic,fbs,Conference USA,43.0,"[10, 16, 7, 10]",0.9988415542177018,1427.0,1488.0,2429,Charlotte,fbs,Conference USA,13.0,"[7, 0, 6, 0]",0.0011584457822981,1272.0,1211.0,6.6262524505,,,,,,,,,,,,,,,
401411091,2022,1,regular,2022-08-28 00:15:00+00:00,False,True,False,False,46130.0,3787.0,Kenan Stadium,153,North Carolina,fbs,ACC,56.0,"[14, 14, 7, 21]",0.9637007807373212,1555.0,1555.0,50,Florida A&M,fcs,SWAC,24.0,"[7, 7, 10, 0]",0.0362992192626788,,,1.2411118443,,,,,,,,,,,,,,,
401426531,2022,1,regular,2022-08-28 01:00:00+00:00,False,True,False,True,45971.0,3946.0,Sun Bowl,2638,UTEP,fbs,Conference USA,13.0,"[0, 13, 0, 0]",0.0047463353562156,1360.0,1323.0,249,North Texas,fbs,Conference USA,31.0,"[0, 14, 14, 3]",0.9952536646437844,1426.0,1463.0,4.1152955946,,,,,,,,,,,,,,,
401409235,2022,1,regular,2022-08-28 02:00:00+00:00,False,True,False,False,,3601.0,Aggie Memorial Stadium,166,New Mexico State,fbs,FBS Independents,12.0,"[0, 2, 7, 3]",0.134369706187757,1184.0,1192.0,2440,Nevada,fbs,Mountain West,23.0,"[0, 17, 0, 6]",0.865630293812243,1564.0,1556.0,3.8315877915,,,,,,,,,,,,,,,
401403853,2022,1,regular,2022-08-28 02:30:00+00:00,False,True,False,False,9346.0,7220.0,Clarence T.C. Ching Athletics Complex,62,Hawai'i,fbs,Mountain West,10.0,"[7, 3, 0, 0]",0.0003589600988952,1432.0,1223.0,238,Vanderbilt,fbs,SEC,63.0,"[14, 7, 35, 7]",0.9996410399011048,1222.0,1431.0,2.4199370723,,,,,,,,,,,,,,,
401416568,2022,1,regular,2022-09-01 22:00:00+00:00,False,True,False,False,8752.0,3768.0,InfoCision Stadium,2006,Akron,fbs,Mid-American,30.0,"[3, 7, 7, 6, 7]",0.1525386772554026,1096.0,1096.0,2598,Saint Francis,fcs,NEC,23.0,"[3, 10, 3, 7, 0]",0.8474613227445974,,,12.0273396679,,,,,,,,,,,,,,,
401415610,2022,1,regular,2022-09-01 23:00:00+00:00,False,True,False,False,43810.0,3652.0,FBC Mortgage Stadium,2116,UCF,fbs,American Athletic,56.0,"[21, 7, 14, 14]",0.9984790415014342,1569.0,1569.0,2569,South Carolina State,fcs,MEAC,10.0,"[0, 3, 7, 0]",0.0015209584985658,,,1.0567765213,,,,,,,,,,,,,,,
401403864,2022,1,regular,2022-09-01 23:00:00+00:00,False,True,False,False,92236.0,3853.0,Neyland Stadium,2633,Tennessee,fbs,SEC,59.0,"[17, 21, 14, 7]",0.9984193930948008,1640.0,1756.0,2050,Ball State,fbs,Mid-American,10.0,"[0, 0, 7, 3]",0.0015806069051993,1410.0,1294.0,1.1199358518,,,,,,,,,,,,,,,
401411092,2022,1,regular,2022-09-01 23:00:00+00:00,False,True,False,False,70622.0,3752.0,Acrisure Stadium,221,Pittsburgh,fbs,ACC,38.0,"[3, 7, 14, 14]",0.9865973304508046,1667.0,1667.0,277,West Virginia,fbs,Big 12,31.0,"[0, 10, 7, 14]",0.0134026695491954,1490.0,1490.0,9.9132290774,,,,,,,,,,,,,,,
401426533,2022,1,regular,2022-09-01 23:00:00+00:00,False,True,False,False,,218.0,FIU Stadium,2229,Florida International,fbs,Conference USA,38.0,"[0, 6, 0, 24, 8]",0.4071406938200985,1080.0,1080.0,2803,Bryant,fcs,Big South,37.0,"[9, 7, 0, 14, 7]",0.5928593061799015,,,12.8939729771,,,,,,,,,,,,,,,
401441990,2022,1,regular,2022-09-01 23:00:00+00:00,False,True,False,False,21291.0,3739.0,Glass Bowl,2649,Toledo,fbs,Mid-American,37.0,"[3, 17, 0, 17]",0.993481015403238,1534.0,1534.0,2341,Long Island University,fcs,NEC,0.0,"[0, 0, 0, 0]",0.0065189845967621,,,1.1696927417,,,,,,,,,,,,,,,
401416569,2022,1,regular,2022-09-01 23:00:00+00:00,False,True,False,False,53808.0,3646.0,Boone Pickens Stadium,197,Oklahoma State,fbs,Big 12,58.0,"[16, 28, 7, 7]",0.6006092661124897,1775.0,1783.0,2117,Central Michigan,fbs,Mid-American,44.0,"[7, 8, 7, 22]",0.3993907338875103,1536.0,1528.0,2.0476622516,,,,,,,,,,,,,,,
