id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff,home_pregame_offense_ppa,home_pregame_offense_successRate,home_pregame_offense_explosiveness,home_pregame_defense_ppa,home_pregame_defense_successRate,home_pregame_defense_explosiveness,away_pregame_offense_ppa,away_pregame_offense_successRate,away_pregame_offense_explosiveness,away_pregame_defense_ppa,away_pregame_defense_successRate,away_pregame_defense_explosiveness
401525434,2023,1,regular,2023-08-26 18:30:00+00:00,False,True,True,False,49000.0,3504.0,Aviva Stadium,87,Notre Dame,fbs,FBS Independents,42.0,"[14, 14, 7, 7]",0.998958343504533,1733.0,1819.0,2426,Navy,fbs,American Athletic,3.0,"[0, 0, 0, 3]",0.0010416564954669,1471.0,1385.0,1.3469076611,,,,,,,,,,,,,,,
401520145,2023,1,regular,2023-08-26 21:30:00+00:00,False,True,False,True,17982.0,3662.0,AmFirst Stadium,55,Jacksonville State,fbs,Conference USA,17.0,"[3, 7, 7, 0]",0.4080006003631978,1500.0,1499.0,2638,UTEP,fbs,Conference USA,14.0,"[0, 7, 0, 7]",0.5919993996368021,1369.0,1370.0,6.8213333937,,,,,,,,,,,,,,,
401525450,2023,1,regular,2023-08-26 23:00:00+00:00,False,True,False,False,15356.0,3601.0,Aggie Memorial Stadium,166,New Mexico State,fbs,Conference USA,30.0,"[0, 10, 0, 20]",0.2392488633974569,1322.0,1274.0,113,Massachusetts,fbs,FBS Independents,41.0,"[7, 3, 3, 28]",0.760751136602543,1074.0,1122.0,5.311493375,,,,,,,,,,,,,,,
401532392,2023,1,regular,2023-08-26 23:00:00+00:00,False,True,False,False,23867.0,7311.0,Snapdragon Stadium,21,San Diego State,fbs,Mountain West,20.0,"[3, 7, 0, 10]",0.9544687299546838,1488.0,1497.0,195,Ohio,fbs,Mid-American,13.0,"[3, 3, 0, 7]",0.0455312700453162,1482.0,1473.0,6.5473781337,,,,,,,,,,,,,,,
401520147,2023,1,regular,2023-08-26 23:30:00+00:00,False,True,False,False,21407.0,3973.0,FirstBank Stadium,238,Vanderbilt,fbs,SEC,35.0,"[14, 7, 7, 7]",0.180846188050306,1322.0,1327.0,62,Hawai'i,fbs,Mountain West,28.0,"[7, 7, 0, 14]",0.8191538119496939,1246.0,1241.0,5.2820326034,,,,,,,,,,,,,,,
401523986,2023,1,regular,2023-08-27 00:00:00+00:00,False,True,False,False,63411.0,477.0,Los Angeles Memorial Coliseum,30,USC,fbs,Pac-12,56.0,"[7, 14, 21, 14]",0.9982308679413,1663.0,1713.0,23,San José State,fbs,Mountain West,28.0,"[0, 14, 7, 7]",0.0017691320586998,1462.0,1412.0,1.6987296464,,,,,,,,,,,,,,,
401520146,2023,1,regular,2023-08-27 01:00:00+00:00,False,True,False,True,16299.0,3776.0,Joe Aillet Stadium,2348,Louisiana Tech,fbs,Conference USA,22.0,"[0, 13, 0, 9]",0.9857287782801066,1251.0,1249.0,2229,Florida International,fbs,Conference USA,17.0,"[14, 3, 0, 0]",0.0142712217198933,1072.0,1074.0,8.9977661071,,,,,,,,,,,,,,,
401525816,2023,1,regular,2023-08-31 23:00:00+00:00,False,True,False,False,44088.0,3652.0,FBC Mortgage Stadium,2116,UCF,fbs,Big 12,56.0,"[14, 14, 14, 14]",0.9989059988666028,1534.0,1668.0,2309,Kent State,fbs,Mid-American,6.0,"[3, 0, 3, 0]",0.001094001133397,1396.0,1262.0,1.3468100629,,,,,,,,,,,,,,,
401532393,2023,1,regular,2023-08-31 23:00:00+00:00,False,True,False,False,19432.0,3980.0,Waldo Stadium,2711,Western Michigan,fbs,Mid-American,35.0,"[7, 14, 7, 7]",0.979419588239194,1367.0,1367.0,2598,Saint Francis,fcs,NEC,17.0,"[0, 10, 7, 0]",0.020580411760806,,,4.6293850587,,,,,,,,,,,,,,,
401525461,2023,1,regular,2023-08-31 23:00:00+00:00,False,True,False,False,30028.0,3630.0,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,37.0,"[10, 14, 6, 7]",0.9883751085572094,1608.0,1608.0,2210,Elon,fcs,CAA,17.0,"[0, 0, 14, 3]",0.0116248914427905,,,3.4579971028,,,,,,,,,,,,,,,
401531834,2023,1,regular,2023-08-31 23:00:00+00:00,False,True,False,False,15546.0,4246.0,Center Parc Stadium,2247,Georgia State,fbs,Sun Belt,42.0,"[14, 7, 14, 7]",0.9688016320131436,1490.0,1490.0,227,Rhode Island,fcs,CAA,35.0,"[0, 14, 14, 7]",0.0311983679868562,,,6.8861501661,,,,,,,,,,,,,,,
401520174,2023,1,regular,2023-08-31 23:30:00+00:00,False,True,False,False,36526.0,3892.0,Pratt & Whitney Stadium,41,UConn,fbs,FBS Independents,14.0,"[7, 0, 7, 0]",0.0207213899469611,1260.0,1264.0,152,NC State,fbs,ACC,24.0,"[7, 3, 14, 0]",0.9792786100530388,1557.0,1553.0,3.6726577056,,,,,,,,,,,,,,,
401531337,2023,1,regular,2023-09-01 00:00:00+00:00,False,True,False,False,17529.0,3674.0,Chapman Stadium,202,Tulsa,fbs,American Athletic,42.0,"[0, 28, 7, 7]",0.9988560885578286,1418.0,1418.0,2029,Arkansas-Pine Bluff,fcs,SWAC,7.0,"[7, 0, 0, 0]",0.0011439114421714,,,3.7137518758,,,,,,,,,,,,,,,
