id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff,home_pregame_offense_ppa,home_pregame_offense_successRate,home_pregame_offense_explosiveness,home_pregame_defense_ppa,home_pregame_defense_successRate,home_pregame_defense_explosiveness,away_pregame_offense_ppa,away_pregame_offense_successRate,away_pregame_offense_explosiveness,away_pregame_defense_ppa,away_pregame_defense_successRate,away_pregame_defense_explosiveness
400935282,2017,1,regular,2017-08-26 18:30:00+00:00,False,True,False,False,37583.0,5388.0,Canvas Stadium,36,Colorado State,fbs,Mountain West,58.0,"[7, 17, 10, 24]",0.9989407493701556,1546.0,1613.0,204,Oregon State,fbs,Pac-12,27.0,"[10, 10, 0, 7]",0.0010592506298444,1413.0,1346.0,4.9529115584,https://www.youtube.com/watch?v=vg6e0rzyt70,,,,,,,,,,,,,,
400945031,2017,1,regular,2017-08-26 19:00:00+00:00,False,True,False,False,55427.0,3801.0,LaVell Edwards Stadium,252,BYU,fbs,FBS Independents,20.0,"[7, 7, 0, 6]",0.9973026084395458,,,2502,Portland State,fcs,Big Sky,6.0,"[0, 6, 0, 0]",0.0026973915604542,,,4.7612825632,https://www.youtube.com/watch?v=c4rxyepD29A,,,,,,,,,,,,,,
400938887,2017,1,regular,2017-08-26 22:00:00+00:00,False,True,False,False,12145.0,3985.0,Warren McGuirk Alumni Stadium,113,Massachusetts,fbs,FBS Independents,35.0,"[7, 7, 14, 7]",0.3218803114712984,1230.0,1228.0,62,Hawai'i,fbs,Mountain West,38.0,"[7, 7, 7, 17]",0.6781196885287015,1274.0,1276.0,8.2427049283,,,,,,,,,,,,,,,
400941786,2017,1,regular,2017-08-26 23:30:00+00:00,False,True,False,False,13377.0,3935.0,CEFCU Stadium,23,San José State,fbs,Mountain West,22.0,"[16, 0, 0, 6]",0.0357957816381459,1267.0,1254.0,58,South Florida,fbs,American Athletic,42.0,"[0, 28, 7, 7]",0.964204218361854,1627.0,1640.0,4.7772474229,https://www.youtube.com/watch?v=yL4retuR0Is,,,,,,,,,,,,,,
400935257,2017,1,regular,2017-08-27 02:00:00+00:00,False,True,True,False,33101.0,5363.0,Allianz Stadium,242,Rice,fbs,Conference USA,7.0,"[0, 0, 0, 7]",0.0035550640393838,1239.0,1136.0,24,Stanford,fbs,Pac-12,62.0,"[21, 17, 14, 10]",0.996444935960616,1667.0,1770.0,0.0896818592,https://www.youtube.com/watch?v=CgQJYA0c17w,,,,,,,,,,,,,,
400938591,2017,1,regular,2017-08-31 22:00:00+00:00,False,True,False,False,38063.0,3652.0,FBC Mortgage Stadium,2116,UCF,fbs,American Athletic,61.0,"[14, 26, 14, 7]",0.9999931034573756,1446.0,1552.0,2229,Florida International,fbs,Conference USA,17.0,"[7, 3, 7, 0]",6.896542624534874e-06,1272.0,1166.0,1.141825293,https://www.youtube.com/watch?v=GL4Cwzeb9vk,,,,,,,,,,,,,,
400937445,2017,1,regular,2017-08-31 22:30:00+00:00,False,True,False,False,22643.0,3630.0,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,51.0,"[16, 21, 14, 0]",0.999968620459604,,,2506,Presbyterian,fcs,Big South,7.0,"[0, 0, 0, 7]",3.137954039600377e-05,,,0.044777988699999,https://www.youtube.com/watch?v=OU6GBaIr2mA,,,,,,,,,,,,,,
400941787,2017,1,regular,2017-08-31 23:00:00+00:00,False,True,False,False,30831.0,3854.0,Nippert Stadium,2132,Cincinnati,fbs,American Athletic,26.0,"[0, 14, 6, 6]",0.9723743407060956,,,2046,Austin Peay,fcs,OVC,14.0,"[0, 7, 0, 7]",0.0276256592939044,,,0.662238675899999,https://www.youtube.com/watch?v=GKSN_xFJs4s,,,,,,,,,,,,,,
400944826,2017,1,regular,2017-08-31 23:00:00+00:00,False,True,False,False,24333.0,4246.0,Center Parc Stadium,2247,Georgia State,fbs,Sun Belt,10.0,"[0, 3, 0, 7]",0.0628908752231308,,,2634,Tennessee State,fcs,OVC,17.0,"[3, 7, 7, 0]",0.9371091247768693,,,5.40758179119999,,,,,,,,,,,,,,,
400944889,2017,1,regular,2017-08-31 23:00:00+00:00,False,True,False,False,22104.0,3739.0,Glass Bowl,2649,Toledo,fbs,Mid-American,47.0,"[13, 6, 21, 7]",0.9994782858262292,,,2210,Elon,fcs,CAA,13.0,"[0, 7, 0, 6]",0.0005217141737707,,,0.124191380199999,,,,,,,,,,,,,,,
